"ple0009","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, stark eingeschränkt","2011","17-29","(noch) kein Abschluss","3","","",""
"Ja, stark eingeschränkt","2011","17-29","Hauptschule","11","","",""
"Ja, stark eingeschränkt","2011","17-29","Realschule","11","","",""
"Ja, stark eingeschränkt","2011","17-29","(Fach-)Abitur","7","","",""
"Ja, stark eingeschränkt","2011","17-29","AkademikerIn","2","","",""
"Ja, stark eingeschränkt","2011","30-45","(noch) kein Abschluss","6","","",""
"Ja, stark eingeschränkt","2011","30-45","Hauptschule","67","0.0731929899923726","0.0577944819499997","0.0885914980347455"
"Ja, stark eingeschränkt","2011","30-45","Realschule","68","0.0413445865446854","0.0318104519972849","0.0508787210920859"
"Ja, stark eingeschränkt","2011","30-45","(Fach-)Abitur","21","","",""
"Ja, stark eingeschränkt","2011","30-45","AkademikerIn","23","","",""
"Ja, stark eingeschränkt","2011","46-65","(noch) kein Abschluss","16","","",""
"Ja, stark eingeschränkt","2011","46-65","Hauptschule","383","0.140917100541598","0.127702260996702","0.154131940086494"
"Ja, stark eingeschränkt","2011","46-65","Realschule","228","0.10752978269376","0.0949077975735546","0.120151767813965"
"Ja, stark eingeschränkt","2011","46-65","(Fach-)Abitur","52","0.085043586138407","0.0633303553888109","0.106756816888003"
"Ja, stark eingeschränkt","2011","46-65","AkademikerIn","121","0.0641834537227136","0.0533610961443593","0.075005811301068"
"Ja, stark eingeschränkt","2011","66","(noch) kein Abschluss","","","",""
"Ja, stark eingeschränkt","2011","66","Hauptschule","","","",""
"Ja, stark eingeschränkt","2011","66","Realschule","","","",""
"Ja, stark eingeschränkt","2011","66","(Fach-)Abitur","","","",""
"Ja, stark eingeschränkt","2011","66","AkademikerIn","","","",""
"Ja, etwas eingeschränkt","2011","17-29","(noch) kein Abschluss","21","","",""
"Ja, etwas eingeschränkt","2011","17-29","Hauptschule","33","0.068886705575234","0.0445495175563445","0.0932238935941235"
"Ja, etwas eingeschränkt","2011","17-29","Realschule","66","0.0791917210153936","0.0596695137284549","0.0987139283023323"
"Ja, etwas eingeschränkt","2011","17-29","(Fach-)Abitur","73","0.0833210064705621","0.0645757776326487","0.102066235308476"
"Ja, etwas eingeschränkt","2011","17-29","AkademikerIn","19","","",""
"Ja, etwas eingeschränkt","2011","30-45","(noch) kein Abschluss","10","","",""
"Ja, etwas eingeschränkt","2011","30-45","Hauptschule","170","0.169013596865516","0.146856797461352","0.191170396269681"
"Ja, etwas eingeschränkt","2011","30-45","Realschule","232","0.143087561636643","0.126318457945198","0.159856665328088"
"Ja, etwas eingeschränkt","2011","30-45","(Fach-)Abitur","90","0.118556582045685","0.0950741834270329","0.142038980664337"
"Ja, etwas eingeschränkt","2011","30-45","AkademikerIn","112","0.118974805514333","0.100770185520583","0.137179425508084"
"Ja, etwas eingeschränkt","2011","46-65","(noch) kein Abschluss","36","0.424226183530915","0.322120121492057","0.526332245569773"
