"ple0009","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, stark eingeschraenkt","2011","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"Ja, stark eingeschraenkt","2011","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Ja, stark eingeschraenkt","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja, stark eingeschraenkt","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, stark eingeschraenkt","2011","Hauptschule","kein Migrationshintergrund","1019","0.180565450320091","0.170828387755995","0.190302512884188"
"Ja, stark eingeschraenkt","2011","Hauptschule","direkter Migrationshintergrund","105","0.121529965145049","0.0999297132303722","0.143130217059726"
"Ja, stark eingeschraenkt","2011","Hauptschule","indirekter Migrationshintergrund","8","","",""
"Ja, stark eingeschraenkt","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, stark eingeschraenkt","2011","Realschule","kein Migrationshintergrund","422","0.0874921514962608","0.0797548634451794","0.0952294395473421"
"Ja, stark eingeschraenkt","2011","Realschule","direkter Migrationshintergrund","8","","",""
"Ja, stark eingeschraenkt","2011","Realschule","indirekter Migrationshintergrund","5","","",""
"Ja, stark eingeschraenkt","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","kein Migrationshintergrund","97","0.0571841949159908","0.0467354083446089","0.0676329814873726"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","direkter Migrationshintergrund","30","0.054062485905983","0.0316760844423549","0.0764488873696111"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","kein Migrationshintergrund","245","0.0648682182144161","0.0573080731564813","0.0724283632723508"
"Ja, stark eingeschraenkt","2011","AkademikerIn","direkter Migrationshintergrund","23","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","kein Migrationshintergrund","52","0.173571129309316","0.134555798773305","0.212586459845327"
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.332588489200622","0.252215230144671","0.412961748256573"
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, etwas eingeschraenkt","2011","Hauptschule","kein Migrationshintergrund","1653","0.281812276113422","0.270424145493055","0.293200406733788"
"Ja, etwas eingeschraenkt","2011","Hauptschule","direkter Migrationshintergrund","205","0.25865175385338","0.229703491526654","0.287600016180105"
"Ja, etwas eingeschraenkt","2011","Hauptschule","indirekter Migrationshintergrund","31","0.162741814750913","0.111837841199937","0.213645788301889"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, etwas eingeschraenkt","2011","Realschule","kein Migrationshintergrund","1005","0.207113958017426","0.196017203376723","0.21821071265813"
"Ja, etwas eingeschraenkt","2011","Realschule","direkter Migrationshintergrund","23","","",""
"Ja, etwas eingeschraenkt","2011","Realschule","indirekter Migrationshintergrund","17","","",""
"Ja, etwas eingeschraenkt","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","kein Migrationshintergrund","291","0.155730921013789","0.139413846624942","0.172047995402637"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","direkter Migrationshintergrund","73","0.187271043712173","0.148650957438719","0.225891129985626"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","indirekter Migrationshintergrund","15","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","kein Migrationshintergrund","823","0.212465117803817","0.199908968996449","0.225021266611184"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","direkter Migrationshintergrund","57","0.160019100153284","0.122458876840305","0.197579323466263"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","indirekter Migrationshintergrund","9","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","kein Migrationshintergrund","289","0.74589591685775","0.701048364818139","0.790743468897362"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","direkter Migrationshintergrund","68","0.474412274346877","0.389227556149622","0.559596992544132"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","62","0.966261633492379","0.922701869608399","1.00982139737636"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","kein Migrationshintergrund","3323","0.537622273566487","0.525001366278627","0.550243180854347"
"Nein, nicht eingeschraenkt","2011","Hauptschule","direkter Migrationshintergrund","569","0.619818281001571","0.587727413372916","0.651909148630226"
"Nein, nicht eingeschraenkt","2011","Hauptschule","indirekter Migrationshintergrund","163","0.810499771841878","0.75645499556784","0.864544548115916"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","kein Migrationshintergrund","3696","0.705393890486313","0.692910785171468","0.717876995801157"
"Nein, nicht eingeschraenkt","2011","Realschule","direkter Migrationshintergrund","139","0.842765150117489","0.788044491018171","0.897485809216806"
"Nein, nicht eingeschraenkt","2011","Realschule","indirekter Migrationshintergrund","165","0.916896168333617","0.877332378080029","0.956459958587204"
"Nein, nicht eingeschraenkt","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","kein Migrationshintergrund","1509","0.78708488407022","0.768663236935576","0.805506531204864"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","direkter Migrationshintergrund","289","0.758666470381844","0.716308091058677","0.801024849705012"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","indirekter Migrationshintergrund","125","0.911161428135596","0.864200466427592","0.9581223898436"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","kein Migrationshintergrund","3009","0.722666663981767","0.708924732336702","0.736408595626833"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","direkter Migrationshintergrund","286","0.787678517989343","0.745781895127735","0.829575140850951"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","indirekter Migrationshintergrund","97","0.946536645169516","0.904110552807415","0.988962737531617"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","kein Migrationshintergrund","52","0.124091187459802","0.0971907029288382","0.150991671990765"
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","direkter Migrationshintergrund","28","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
