year,migback,sex,ple0009,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2012,No migration background,male,"Yes, strongly limited",0.10251960239194752,968,27005,0.10240267073569151,0.10263653404820353
2012,No migration background,male,"Yes, somewhat limited",0.2569083491441628,2503,27005,0.2567399164254064,0.25707678186291916
2012,No migration background,male,"No, not limited at all",0.6405720484638897,6891,27005,0.640387076428803,0.6407570204989764
2012,No migration background,female,"Yes, strongly limited",0.12341184562396734,1224,27005,0.12328848579692893,0.12353520545100576
2012,No migration background,female,"Yes, somewhat limited",0.293249266730031,3292,27005,0.2930785212835005,0.2934200121765615
2012,No migration background,female,"No, not limited at all",0.5833388876460017,7894,27005,0.5831539822954346,0.5835237929965689
2012,Direct migration background,male,"Yes, strongly limited",0.08535850381332556,116,27005,0.08508966905852132,0.0856273385681298
2012,Direct migration background,male,"Yes, somewhat limited",0.20418509574699104,249,27005,0.20379725394215775,0.20457293755182432
2012,Direct migration background,male,"No, not limited at all",0.7104564004396834,986,27005,0.7100200230239537,0.710892777855413
2012,Direct migration background,female,"Yes, strongly limited",0.1076425107288598,142,27005,0.10736207608373778,0.10792294537398182
2012,Direct migration background,female,"Yes, somewhat limited",0.27870618727676594,431,27005,0.27830049220859154,0.27911188234494033
2012,Direct migration background,female,"No, not limited at all",0.6136513019943743,1139,27005,0.6132107259531621,0.6140918780355866
2012,Indirect migration background,male,"Yes, somewhat limited",0.17106392846907933,76,27005,0.1704247404429365,0.17170311649522216
2012,Indirect migration background,male,"No, not limited at all",0.8289360715309207,438,27005,0.8282968835047779,0.8295752595570636
2012,Indirect migration background,female,"Yes, strongly limited",0.039561945507836774,36,27005,0.0392293656740276,0.03989452534164595
2012,Indirect migration background,female,"Yes, somewhat limited",0.19693175446094344,122,27005,0.1962532440529356,0.19761026486895128
2012,Indirect migration background,female,"No, not limited at all",0.7635063000312198,498,27005,0.7627812991866095,0.76423130087583
2013,No migration background,male,"Yes, strongly limited",0.09793664233949254,852,30308,0.09782221693027199,0.09805106774871308
2013,No migration background,male,"Yes, somewhat limited",0.23595656524144043,2282,30308,0.23579310715704946,0.2361200233258314
2013,No migration background,male,"No, not limited at all",0.6661067924190671,6825,30308,0.6659252378966947,0.6662883469414396
2013,No migration background,female,"Yes, strongly limited",0.12596374512237116,1179,30308,0.1258399687363187,0.12608752150842362
2013,No migration background,female,"Yes, somewhat limited",0.2708725737862341,2970,30308,0.27070679287335586,0.2710383546991123
2013,No migration background,female,"No, not limited at all",0.6031636810913947,7713,30308,0.6029811765860442,0.6033461855967452
2013,Direct migration background,male,"Yes, strongly limited",0.07664940323723206,229,30308,0.07640414388136985,0.07689466259309427
2013,Direct migration background,male,"Yes, somewhat limited",0.19559255002683973,483,30308,0.19522686929813826,0.1959582307555412
2013,Direct migration background,male,"No, not limited at all",0.7277580467359281,2187,30308,0.7273476925090112,0.7281684009628451
2013,Direct migration background,female,"Yes, strongly limited",0.0995730784709516,243,30308,0.09930732165110308,0.09983883529080013
2013,Direct migration background,female,"Yes, somewhat limited",0.2395121672497368,697,30308,0.23913337669545098,0.23989095780402264
2013,Direct migration background,female,"No, not limited at all",0.6609147542793116,2620,30308,0.6604945926528707,0.6613349159057524
2013,Indirect migration background,male,"Yes, somewhat limited",0.10931623641137574,110,30308,0.10882850272685052,0.10980397009590095
2013,Indirect migration background,male,"No, not limited at all",0.8906837635886242,852,30308,0.890196029904099,0.8911714972731495
2013,Indirect migration background,female,"Yes, strongly limited",0.04306439393534774,38,30308,0.04273301739399315,0.04339577047670234
2013,Indirect migration background,female,"Yes, somewhat limited",0.14937985728426534,169,30308,0.14879797506670017,0.1499617395018305
2013,Indirect migration background,female,"No, not limited at all",0.8075557487803869,859,30308,0.8069122318733933,0.8081992656873805
2015,No migration background,male,"Yes, strongly limited",0.1021039771587353,772,26317,0.10198724664802884,0.10222070766944176
2015,No migration background,male,"Yes, somewhat limited",0.23969180668951406,2039,26317,0.23952722881019506,0.23985638456883307
2015,No migration background,male,"No, not limited at all",0.6582042161517506,5834,26317,0.6580213582581491,0.6583870740453521
2015,No migration background,female,"Yes, strongly limited",0.12675175339840328,1052,26317,0.12662693793653784,0.1268765688602687
