year,pgisced97,sampreg,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No answer / don't know,West,"Yes, somewhat limited",0.16532,56,316,0.12430,0.20635
2012,No answer / don't know,West,"No, not limited at all",0.74761,260,316,0.69964,0.79558
2012,No answer / don't know,East,"No, not limited at all",0.73142,51,51,0.60857,0.85428
2012,Pre-primary Level,West,"Yes, somewhat limited",0.09759,43,410,0.06883,0.12635
2012,Pre-primary Level,West,"No, not limited at all",0.88889,367,410,0.85843,0.91935
2012,Pre-primary Level,East,"No, not limited at all",0.88585,44,44,0.79080,0.98089
2012,Primary Level,West,"Yes, strongly limited",0.24098,60,328,0.19463,0.28734
2012,Primary Level,West,"Yes, somewhat limited",0.35032,91,328,0.29861,0.40203
2012,Primary Level,West,"No, not limited at all",0.40869,177,328,0.35541,0.46198
2012,Lower Secondary Level,West,"Yes, strongly limited",0.16110,358,2460,0.14657,0.17563
2012,Lower Secondary Level,West,"Yes, somewhat limited",0.30152,688,2460,0.28338,0.31965
2012,Lower Secondary Level,West,"No, not limited at all",0.53738,1414,2460,0.51768,0.55709
2012,Lower Secondary Level,East,"Yes, strongly limited",0.19443,59,364,0.15372,0.23515
2012,Lower Secondary Level,East,"Yes, somewhat limited",0.32185,109,364,0.27379,0.36992
2012,Lower Secondary Level,East,"No, not limited at all",0.48371,196,364,0.43230,0.53512
2012,Upper Secondary Level,West,"Yes, strongly limited",0.11503,1014,10007,0.10878,0.12128
2012,Upper Secondary Level,West,"Yes, somewhat limited",0.27785,2540,10007,0.26907,0.28663
2012,Upper Secondary Level,West,"No, not limited at all",0.60712,6453,10007,0.59755,0.61669
2012,Upper Secondary Level,East,"Yes, strongly limited",0.13764,386,3216,0.12573,0.14955
2012,Upper Secondary Level,East,"Yes, somewhat limited",0.29590,888,3216,0.28012,0.31168
2012,Upper Secondary Level,East,"No, not limited at all",0.56646,1942,3216,0.54933,0.58359
2012,Post-secondary Non-tertiary Level,West,"Yes, strongly limited",0.06171,94,1646,0.05008,0.07334
