year,age_gr,regtyp,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,Urban regions,"Yes, strongly limited",0.01270,44,2523,0.00833,0.01707
2012,17-29 y.,Urban regions,"Yes, somewhat limited",0.09564,261,2523,0.08416,0.10712
2012,17-29 y.,Urban regions,"No, not limited at all",0.89167,2218,2523,0.87954,0.90380
2012,17-29 y.,Rural regions,"Yes, somewhat limited",0.14108,187,1346,0.12247,0.15968
2012,17-29 y.,Rural regions,"No, not limited at all",0.83241,1159,1346,0.81245,0.85237
2012,30-45 y.,Urban regions,"Yes, strongly limited",0.03612,232,5756,0.03130,0.04094
2012,30-45 y.,Urban regions,"Yes, somewhat limited",0.17732,997,5756,0.16745,0.18718
2012,30-45 y.,Urban regions,"No, not limited at all",0.78657,4527,5756,0.77598,0.79715
2012,30-45 y.,Rural regions,"Yes, strongly limited",0.03791,108,3158,0.03125,0.04458
2012,30-45 y.,Rural regions,"Yes, somewhat limited",0.20535,583,3158,0.19126,0.21945
2012,30-45 y.,Rural regions,"No, not limited at all",0.75673,2467,3158,0.74177,0.77170
2012,46-65 y.,Urban regions,"Yes, strongly limited",0.10985,568,5651,0.10170,0.11800
2012,46-65 y.,Urban regions,"Yes, somewhat limited",0.29991,1588,5651,0.28796,0.31186
2012,46-65 y.,Urban regions,"No, not limited at all",0.59024,3495,5651,0.57741,0.60306
2012,46-65 y.,Rural regions,"Yes, strongly limited",0.11932,403,3464,0.10853,0.13012
2012,46-65 y.,Rural regions,"Yes, somewhat limited",0.30571,1042,3464,0.29036,0.32105
2012,46-65 y.,Rural regions,"No, not limited at all",0.57497,2019,3464,0.55850,0.59143
2012,66 and older,Urban regions,"Yes, strongly limited",0.22132,676,3253,0.20705,0.23558
2012,66 and older,Urban regions,"Yes, somewhat limited",0.40415,1269,3253,0.38728,0.42101
2012,66 and older,Urban regions,"No, not limited at all",0.37454,1308,3253,0.35790,0.39117
2012,66 and older,Rural regions,"Yes, strongly limited",0.25737,450,1849,0.23743,0.27730
2012,66 and older,Rural regions,"Yes, somewhat limited",0.40637,746,1849,0.38398,0.42876
2012,66 and older,Rural regions,"No, not limited at all",0.33626,653,1849,0.31472,0.35780
2013,17-29 y.,Urban regions,"Yes, strongly limited",0.01343,58,3462,0.00960,0.01727
2013,17-29 y.,Urban regions,"Yes, somewhat limited",0.08655,346,3462,0.07718,0.09591
2013,17-29 y.,Urban regions,"No, not limited at all",0.90002,3058,3462,0.89002,0.91001
2013,17-29 y.,Rural regions,"Yes, strongly limited",0.03088,32,1541,0.02224,0.03952
2013,17-29 y.,Rural regions,"Yes, somewhat limited",0.09671,150,1541,0.08195,0.11147
2013,17-29 y.,Rural regions,"No, not limited at all",0.87241,1359,1541,0.85575,0.88907
2013,30-45 y.,Urban regions,"Yes, strongly limited",0.04037,267,6963,0.03574,0.04499
2013,30-45 y.,Urban regions,"Yes, somewhat limited",0.14412,1078,6963,0.13587,0.15237
2013,30-45 y.,Urban regions,"No, not limited at all",0.81551,5618,6963,0.80640,0.82462
2013,30-45 y.,Rural regions,"Yes, strongly limited",0.04901,133,3355,0.04170,0.05631
2013,30-45 y.,Rural regions,"Yes, somewhat limited",0.16283,577,3355,0.15033,0.17533
2013,30-45 y.,Rural regions,"No, not limited at all",0.78816,2645,3355,0.77433,0.80199
2013,46-65 y.,Urban regions,"Yes, strongly limited",0.11528,684,6377,0.10744,0.12312
2013,46-65 y.,Urban regions,"Yes, somewhat limited",0.27647,1626,6377,0.26549,0.28744
2013,46-65 y.,Urban regions,"No, not limited at all",0.60825,4067,6377,0.59627,0.62023
2013,46-65 y.,Rural regions,"Yes, strongly limited",0.12160,420,3684,0.11105,0.13216
2013,46-65 y.,Rural regions,"Yes, somewhat limited",0.28089,1035,3684,0.26638,0.29541
2013,46-65 y.,Rural regions,"No, not limited at all",0.59750,2229,3684,0.58166,0.61334
2013,66 and older,Urban regions,"Yes, strongly limited",0.20902,614,3187,0.19490,0.22314
2013,66 and older,Urban regions,"Yes, somewhat limited",0.37891,1197,3187,0.36206,0.39576
2013,66 and older,Urban regions,"No, not limited at all",0.41207,1376,3187,0.39498,0.42916
2013,66 and older,Rural regions,"Yes, strongly limited",0.21068,359,1765,0.19165,0.22971
2013,66 and older,Rural regions,"Yes, somewhat limited",0.40783,702,1765,0.38489,0.43076
2013,66 and older,Rural regions,"No, not limited at all",0.38149,704,1765,0.35883,0.40416
2015,17-29 y.,Urban regions,"Yes, strongly limited",0.01766,53,3018,0.01296,0.02236
2015,17-29 y.,Urban regions,"Yes, somewhat limited",0.10423,325,3018,0.09332,0.11513
