year,hhtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Single-person household,Yes,0.10588,117,1286,0.08906,0.12271
1984,Single-person household,No,0.89412,1169,1286,0.87729,0.91094
1984,Couple without children,No,0.97838,1324,1324,0.97054,0.98622
1984,Single parent,Yes,0.15581,51,325,0.11632,0.19530
1984,Single parent,No,0.84419,274,325,0.80470,0.88368
1984,Couple with children,Yes,0.04379,117,2633,0.03597,0.05160
1984,Couple with children,No,0.95621,2516,2633,0.94840,0.96403
1984,Multi-generational household,No,0.96525,124,124,0.93289,0.99762
1984,Other Combinations,No,0.95193,127,127,0.91458,0.98928
1985,Single-person household,Yes,0.09756,97,1137,0.08031,0.11482
1985,Single-person household,No,0.90244,1040,1137,0.88518,0.91969
1985,Couple without children,Yes,0.02816,35,1217,0.01886,0.03746
1985,Couple without children,No,0.97184,1182,1217,0.96254,0.98114
1985,Single parent,Yes,0.16594,47,292,0.12319,0.20868
1985,Single parent,No,0.83406,245,292,0.79132,0.87681
1985,Couple with children,Yes,0.04963,115,2371,0.04089,0.05837
1985,Couple with children,No,0.95037,2256,2371,0.94163,0.95911
1985,Multi-generational household,No,0.98279,113,113,0.95870,1.00688
1985,Other Combinations,No,0.92691,113,113,0.87870,0.97511
1986,Single-person household,Yes,0.09413,89,1077,0.07668,0.11157
1986,Single-person household,No,0.90587,988,1077,0.88843,0.92332
1986,Couple without children,No,0.97580,1172,1172,0.96699,0.98460
1986,Single parent,Yes,0.14146,38,280,0.10057,0.18236
1986,Single parent,No,0.85854,242,280,0.81764,0.89943
1986,Couple with children,Yes,0.04828,109,2233,0.03939,0.05717
1986,Couple with children,No,0.95172,2124,2233,0.94283,0.96061
1986,Multi-generational household,No,0.98002,113,113,0.95411,1.00594
1986,Other Combinations,No,0.93195,111,111,0.88489,0.97901
1987,Single-person household,Yes,0.09449,92,1074,0.07699,0.11199
1987,Single-person household,No,0.90551,982,1074,0.88801,0.92301
1987,Couple without children,No,0.98200,1169,1169,0.97437,0.98962
1987,Single parent,Yes,0.21112,56,278,0.16306,0.25918
1987,Single parent,No,0.78888,222,278,0.74082,0.83694
1987,Couple with children,Yes,0.06436,134,2187,0.05407,0.07464
1987,Couple with children,No,0.93564,2053,2187,0.92536,0.94593
1987,Multi-generational household,No,0.95664,116,116,0.91941,0.99386
1987,Other Combinations,No,0.93620,106,106,0.88945,0.98295
1988,Single-person household,Yes,0.09531,90,1035,0.07741,0.11320
1988,Single-person household,No,0.90469,945,1035,0.88680,0.92259
1988,Couple without children,No,0.97577,1139,1139,0.96684,0.98471
1988,Single parent,Yes,0.18910,46,275,0.14273,0.23547
1988,Single parent,No,0.81090,229,275,0.76453,0.85727
1988,Couple with children,Yes,0.07189,149,2085,0.06080,0.08298
1988,Couple with children,No,0.92811,1936,2085,0.91702,0.93920
1988,Multi-generational household,No,0.86354,92,92,0.79301,0.93407
1988,Other Combinations,No,0.95368,91,91,0.91025,0.99710
1989,Single-person household,Yes,0.08586,79,1037,0.06880,0.10292
1989,Single-person household,No,0.91414,958,1037,0.89708,0.93120
1989,Couple without children,No,0.97938,1129,1129,0.97109,0.98768
1989,Single parent,Yes,0.19188,43,256,0.14355,0.24021
1989,Single parent,No,0.80812,213,256,0.75979,0.85645
1989,Couple with children,Yes,0.06500,133,1994,0.05418,0.07582
1989,Couple with children,No,0.93500,1861,1994,0.92418,0.94582
1989,Multi-generational household,No,0.93796,103,103,0.89114,0.98477
1989,Other Combinations,No,0.92391,81,81,0.86581,0.98201
1990,Single-person household,Yes,0.07807,69,998,0.06142,0.09472
1990,Single-person household,No,0.92193,929,998,0.90528,0.93858
1990,Couple without children,No,0.97341,1151,1151,0.96411,0.98271
1990,Single parent,Yes,0.17781,41,256,0.13088,0.22475
1990,Single parent,No,0.82219,215,256,0.77525,0.86912
1990,Couple with children,Yes,0.06734,124,1945,0.05620,0.07848
1990,Couple with children,No,0.93266,1821,1945,0.92152,0.94380
1990,Multi-generational household,No,0.93153,106,106,0.88322,0.97984
1990,Other Combinations,No,0.90360,79,79,0.83810,0.96910
1991,Single-person household,Yes,0.08702,76,999,0.06953,0.10451
1991,Single-person household,No,0.91298,923,999,0.89549,0.93047
1991,Couple without children,No,0.97636,1163,1163,0.96762,0.98509
1991,Single parent,Yes,0.16971,44,269,0.12477,0.21465
1991,Single parent,No,0.83029,225,269,0.78535,0.87523
1991,Couple with children,Yes,0.07067,130,1940,0.05926,0.08208
1991,Couple with children,No,0.92933,1810,1940,0.91792,0.94074
1991,Multi-generational household,No,0.96777,105,105,0.93383,1.00172
1991,Other Combinations,No,0.89301,85,85,0.82691,0.95911
1992,Single-person household,Yes,0.14036,211,1300,0.12147,0.15925
1992,Single-person household,No,0.85964,1089,1300,0.84075,0.87853
1992,Couple without children,Yes,0.05050,105,1686,0.04004,0.06095
1992,Couple without children,No,0.94950,1581,1686,0.93905,0.95996
1992,Single parent,Yes,0.20624,92,390,0.16603,0.24645
1992,Single parent,No,0.79376,298,390,0.75355,0.83397
1992,Couple with children,Yes,0.09722,329,2891,0.08642,0.10802
1992,Couple with children,No,0.90278,2562,2891,0.89198,0.91358
1992,Multi-generational household,No,0.90540,127,127,0.85430,0.95651
1992,Other Combinations,No,0.91750,148,148,0.87303,0.96198
1993,Single-person household,Yes,0.14269,224,1355,0.12406,0.16132
1993,Single-person household,No,0.85731,1131,1355,0.83868,0.87594
1993,Couple without children,Yes,0.03776,93,1717,0.02874,0.04677
1993,Couple without children,No,0.96224,1624,1717,0.95323,0.97126
1993,Single parent,Yes,0.20213,88,375,0.16143,0.24283
1993,Single parent,No,0.79787,287,375,0.75717,0.83857
1993,Couple with children,Yes,0.09642,330,2787,0.08546,0.10738
1993,Couple with children,No,0.90358,2457,2787,0.89262,0.91454
1993,Multi-generational household,No,0.92697,134,134,0.88275,0.97119
1993,Other Combinations,No,0.86638,145,145,0.81081,0.92195
1994,Single-person household,Yes,0.10891,170,1356,0.09232,0.12549
1994,Single-person household,No,0.89109,1186,1356,0.87451,0.90768
1994,Couple without children,Yes,0.03257,75,1764,0.02429,0.04086
1994,Couple without children,No,0.96743,1689,1764,0.95914,0.97571
1994,Single parent,Yes,0.20123,78,358,0.15964,0.24282
1994,Single parent,No,0.79877,280,358,0.75718,0.84036
1994,Couple with children,Yes,0.07867,250,2690,0.06850,0.08885
1994,Couple with children,No,0.92133,2440,2690,0.91115,0.93150
1994,Multi-generational household,No,0.94201,127,127,0.90120,0.98282
1994,Other Combinations,No,0.92217,152,152,0.87944,0.96490
1995,Single-person household,Yes,0.08939,140,1401,0.07444,0.10433
1995,Single-person household,No,0.91061,1261,1401,0.89567,0.92556
1995,Couple without children,Yes,0.02359,58,1823,0.01662,0.03055
1995,Couple without children,No,0.97641,1765,1823,0.96945,0.98338
1995,Single parent,Yes,0.19575,86,375,0.15553,0.23596
1995,Single parent,No,0.80425,289,375,0.76404,0.84447
1995,Couple with children,Yes,0.07254,234,2772,0.06289,0.08220
1995,Couple with children,No,0.92746,2538,2772,0.91780,0.93711
1995,Multi-generational household,No,0.92874,129,129,0.88418,0.97331
1995,Other Combinations,No,0.91575,155,155,0.87188,0.95962
1996,Single-person household,Yes,0.07476,125,1429,0.06112,0.08840
1996,Single-person household,No,0.92524,1304,1429,0.91160,0.93888
1996,Couple without children,Yes,0.01787,44,1840,0.01181,0.02392
1996,Couple without children,No,0.98213,1796,1840,0.97608,0.98819
1996,Single parent,Yes,0.17030,79,385,0.13270,0.20790
1996,Single parent,No,0.82970,306,385,0.79210,0.86730
1996,Couple with children,Yes,0.06713,197,2679,0.05765,0.07661
1996,Couple with children,No,0.93287,2482,2679,0.92339,0.94235
1996,Multi-generational household,No,0.96265,115,115,0.92784,0.99746
1996,Other Combinations,No,0.93741,151,151,0.89865,0.97618
1997,Single-person household,Yes,0.06881,112,1397,0.05554,0.08209
1997,Single-person household,No,0.93119,1285,1397,0.91791,0.94446
1997,Couple without children,Yes,0.01354,42,1876,0.00831,0.01877
1997,Couple without children,No,0.98646,1834,1876,0.98123,0.99169
1997,Single parent,Yes,0.18248,82,390,0.14410,0.22087
1997,Single parent,No,0.81752,308,390,0.77913,0.85590
1997,Couple with children,Yes,0.05639,176,2590,0.04751,0.06528
1997,Couple with children,No,0.94361,2414,2590,0.93472,0.95249
1997,Multi-generational household,No,0.97641,112,112,0.94817,1.00464
1997,Other Combinations,No,0.96607,154,154,0.93738,0.99476
1998,Single-person household,Yes,0.06941,137,1702,0.05733,0.08149
1998,Single-person household,No,0.93059,1565,1702,0.91851,0.94267
1998,Couple without children,Yes,0.01668,47,2176,0.01130,0.02206
1998,Couple without children,No,0.98332,2129,2176,0.97794,0.98870
1998,Single parent,Yes,0.18152,91,448,0.14578,0.21725
1998,Single parent,No,0.81848,357,448,0.78275,0.85422
1998,Couple with children,Yes,0.05708,168,2811,0.04850,0.06565
1998,Couple with children,No,0.94292,2643,2811,0.93435,0.95150
1998,Multi-generational household,No,0.95515,99,99,0.91417,0.99613
1998,Other Combinations,No,0.93278,151,151,0.89271,0.97286
1999,Single-person household,Yes,0.07068,130,1627,0.05822,0.08313
1999,Single-person household,No,0.92932,1497,1627,0.91687,0.94178
1999,Couple without children,Yes,0.01072,31,2153,0.00637,0.01507
1999,Couple without children,No,0.98928,2122,2153,0.98493,0.99363
1999,Single parent,Yes,0.23449,114,445,0.19508,0.27390
1999,Single parent,No,0.76551,331,445,0.72610,0.80492
1999,Couple with children,Yes,0.05425,167,2715,0.04573,0.06277
