"e11102","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","208","0.533518028708668","0.483685869203242","0.583350188214095"
"erwerbstätig","1995","(Fach-)Abitur","2","183","0.647520338845056","0.59176104370288","0.703279633987233"
"erwerbstätig","1995","(Fach-)Abitur","3","132","0.715079235553847","0.649502237625868","0.780656233481826"
"erwerbstätig","1995","(Fach-)Abitur","4","109","0.830778032767765","0.767055483385088","0.894500582150442"
"erwerbstätig","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","54","0.682637060166979","0.579999201737716","0.785274918596243"
"erwerbstätig","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","151","0.291013137840357","0.250587897241252","0.331438378439463"
"erwerbstätig","1995","(noch) kein Abschluss","2","101","0.355274123658936","0.292317570468936","0.418230676848936"
"erwerbstätig","1995","(noch) kein Abschluss","3","43","0.313836013355601","0.222425564166439","0.405246462544763"
"erwerbstätig","1995","(noch) kein Abschluss","4","24","","",""
"erwerbstätig","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6","","",""
"erwerbstätig","1995","AkademikerIn","1 Einkommensschwächstes Quintil","245","0.632818898772822","0.583093947021827","0.682543850523816"
"erwerbstätig","1995","AkademikerIn","2","342","0.720476971841033","0.679242423578736","0.761711520103329"
"erwerbstätig","1995","AkademikerIn","3","307","0.771291190930069","0.728725182985335","0.813857198874803"
"erwerbstätig","1995","AkademikerIn","4","271","0.823427540452108","0.781049382635979","0.865805698268237"
"erwerbstätig","1995","AkademikerIn","5 Einkommensstärkstes Quintil","225","0.850429507515301","0.806395324537323","0.894463690493279"
"erwerbstätig","1995","Hauptschule","1 Einkommensschwächstes Quintil","1221","0.398620249701314","0.379560675775226","0.417679823627402"
"erwerbstätig","1995","Hauptschule","2","1090","0.482368925350055","0.459847174076539","0.504890676623571"
"erwerbstätig","1995","Hauptschule","3","639","0.587568389218015","0.556330686512275","0.618806091923755"
"erwerbstätig","1995","Hauptschule","4","408","0.696196504399179","0.658241343090329","0.734151665708029"
"erwerbstätig","1995","Hauptschule","5 Einkommensstärkstes Quintil","123","0.605321190823379","0.534114033743958","0.6765283479028"
"erwerbstätig","1995","Realschule","1 Einkommensschwächstes Quintil","764","0.643671513540702","0.615188194485857","0.672154832595548"
"erwerbstätig","1995","Realschule","2","703","0.67323950485603","0.642931751379142","0.703547258332918"
"erwerbstätig","1995","Realschule","3","437","0.738616151179239","0.701760800830631","0.775471501527846"
"erwerbstätig","1995","Realschule","4","332","0.796677243566396","0.756422535699789","0.836931951433004"
"erwerbstätig","1995","Realschule","5 Einkommensstärkstes Quintil","145","0.76687072075024","0.705101613105068","0.828639828395411"
"nicht erwerbstätig","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","177","0.466481971291332","0.416649811785905","0.516314130796758"
"nicht erwerbstätig","1995","(Fach-)Abitur","2","99","0.352479661154944","0.296720366012767","0.40823895629712"
"nicht erwerbstätig","1995","(Fach-)Abitur","3","50","0.284920764446153","0.219343766518174","0.350497762374132"
"nicht erwerbstätig","1995","(Fach-)Abitur","4","24","","",""
"nicht erwerbstätig","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","25","","",""
"nicht erwerbstätig","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","334","0.708986862159643","0.668561621560537","0.749412102758748"
"nicht erwerbstätig","1995","(noch) kein Abschluss","2","121","0.644725876341064","0.581769323151064","0.707682429531064"
"nicht erwerbstätig","1995","(noch) kein Abschluss","3","56","0.686163986644399","0.594753537455237","0.777574435833561"
"nicht erwerbstätig","1995","(noch) kein Abschluss","4","33","0.757410779464413","0.646132051241752","0.868689507687074"
"nicht erwerbstätig","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","12","","",""
"nicht erwerbstätig","1995","AkademikerIn","1 Einkommensschwächstes Quintil","116","0.367181101227178","0.317456149476184","0.416906052978173"
"nicht erwerbstätig","1995","AkademikerIn","2","113","0.279523028158967","0.238288479896671","0.320757576421264"
"nicht erwerbstätig","1995","AkademikerIn","3","67","0.228708809069931","0.186142801125197","0.271274817014665"
"nicht erwerbstätig","1995","AkademikerIn","4","40","0.176572459547892","0.134194301731763","0.218950617364021"
"nicht erwerbstätig","1995","AkademikerIn","5 Einkommensstärkstes Quintil","27","","",""
"nicht erwerbstätig","1995","Hauptschule","1 Einkommensschwächstes Quintil","1314","0.601379750298686","0.582320176372598","0.620439324224774"
"nicht erwerbstätig","1995","Hauptschule","2","801","0.517631074649945","0.495109323376429","0.540152825923461"
"nicht erwerbstätig","1995","Hauptschule","3","315","0.412431610781985","0.381193908076245","0.443669313487725"
"nicht erwerbstätig","1995","Hauptschule","4","156","0.303803495600821","0.265848334291971","0.341758656909671"
"nicht erwerbstätig","1995","Hauptschule","5 Einkommensstärkstes Quintil","58","0.394678809176621","0.3234716520972","0.465885966256042"
"nicht erwerbstätig","1995","Realschule","1 Einkommensschwächstes Quintil","322","0.356328486459298","0.327845167404452","0.384811805514143"
"nicht erwerbstätig","1995","Realschule","2","217","0.32676049514397","0.296452741667082","0.357068248620858"
"nicht erwerbstätig","1995","Realschule","3","109","0.261383848820761","0.224528498472154","0.298239199169369"
"nicht erwerbstätig","1995","Realschule","4","52","0.203322756433604","0.163068048566996","0.243577464300211"
"nicht erwerbstätig","1995","Realschule","5 Einkommensstärkstes Quintil","35","0.23312927924976","0.171360171604589","0.294898386894932"
"erwerbstätig","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","188","0.576385107221652","0.523312801041542","0.629457413401762"
"erwerbstätig","1996","(Fach-)Abitur","2","193","0.667634679364626","0.612945304884145","0.722324053845106"
"erwerbstätig","1996","(Fach-)Abitur","3","162","0.763289061486811","0.705935479546003","0.820642643427619"
"erwerbstätig","1996","(Fach-)Abitur","4","99","0.733796110283183","0.657821004047229","0.809771216519136"
