"e11102","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1984","(noch) kein Abschluss","kein Migrationshintergrund","190","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","direkter Migrationshintergrund","375","0.382627067225095","0.353088252940208","0.412165881509981"
"nicht erwerbstätig","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","Hauptschule","kein Migrationshintergrund","2401","","",""
"nicht erwerbstätig","1984","Hauptschule","direkter Migrationshintergrund","435","0.317958123350973","0.295995085749531","0.339921160952414"
"nicht erwerbstätig","1984","Hauptschule","indirekter Migrationshintergrund","25","","",""
"nicht erwerbstätig","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","Realschule","kein Migrationshintergrund","586","0.372552166360197","0.349689921600952","0.395414411119441"
"nicht erwerbstätig","1984","Realschule","direkter Migrationshintergrund","49","0.399436506029074","0.318014081041523","0.480858931016625"
"nicht erwerbstätig","1984","Realschule","indirekter Migrationshintergrund","14","","",""
"nicht erwerbstätig","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","kein Migrationshintergrund","277","","",""
"nicht erwerbstätig","1984","(Fach-)Abitur","direkter Migrationshintergrund","81","0.374081498923623","0.316576493570501","0.431586504276744"
"nicht erwerbstätig","1984","(Fach-)Abitur","indirekter Migrationshintergrund","5","0.600627246201936","0.23780759452507","0.963446897878802"
"nicht erwerbstätig","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","AkademikerIn","kein Migrationshintergrund","129","","",""
"nicht erwerbstätig","1984","AkademikerIn","direkter Migrationshintergrund","30","0.301059938565555","0.21932610726214","0.382793769868971"
"nicht erwerbstätig","1984","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"nicht erwerbstätig","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","(noch) kein Abschluss","kein Migrationshintergrund","37","0.159900407679873","0.112221605643731","0.207579209716016"
"erwerbstätig","1984","(noch) kein Abschluss","direkter Migrationshintergrund","665","0.617372932774905","0.587834118490018","0.646911747059792"
"erwerbstätig","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.14592437168864","-0.0390008524489387","0.330849595826218"
"erwerbstätig","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Hauptschule","kein Migrationshintergrund","3048","0.521200278912715","0.507936448784642","0.534464109040789"
"erwerbstätig","1984","Hauptschule","direkter Migrationshintergrund","1292","","",""
"erwerbstätig","1984","Hauptschule","indirekter Migrationshintergrund","48","0.680302362805144","0.573321187720044","0.787283537890243"
"erwerbstätig","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","Realschule","kein Migrationshintergrund","1132","","",""
"erwerbstätig","1984","Realschule","direkter Migrationshintergrund","90","0.600563493970926","0.519141068983375","0.681985918958477"
"erwerbstätig","1984","Realschule","indirekter Migrationshintergrund","14","","",""
"erwerbstätig","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","(Fach-)Abitur","kein Migrationshintergrund","312","0.5190319117132","0.47868171976416","0.55938210366224"
"erwerbstätig","1984","(Fach-)Abitur","direkter Migrationshintergrund","191","","",""
"erwerbstätig","1984","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"erwerbstätig","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1984","AkademikerIn","kein Migrationshintergrund","537","0.778679360412237","0.747151008710674","0.8102077121138"
"erwerbstätig","1984","AkademikerIn","direkter Migrationshintergrund","91","0.698940061434445","0.617206230131029","0.78067389273786"
"erwerbstätig","1984","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"erwerbstätig","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","(noch) kein Abschluss","kein Migrationshintergrund","195","","",""
"nicht erwerbstätig","1985","(noch) kein Abschluss","direkter Migrationshintergrund","330","0.433131094105592","0.39970174914986","0.466560439061324"
"nicht erwerbstätig","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"nicht erwerbstätig","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Hauptschule","kein Migrationshintergrund","2104","","",""
"nicht erwerbstätig","1985","Hauptschule","direkter Migrationshintergrund","387","0.336798748748323","0.312913373091222","0.360684124405425"
"nicht erwerbstätig","1985","Hauptschule","indirekter Migrationshintergrund","32","0.322843221625328","0.22038577020379","0.425300673046866"
"nicht erwerbstätig","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Realschule","kein Migrationshintergrund","566","0.377837449245712","0.354414714016468","0.401260184474957"
"nicht erwerbstätig","1985","Realschule","direkter Migrationshintergrund","47","0.392298786373572","0.310835470806979","0.473762101940165"
"nicht erwerbstätig","1985","Realschule","indirekter Migrationshintergrund","14","","",""
"nicht erwerbstätig","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","(Fach-)Abitur","kein Migrationshintergrund","245","","",""
"nicht erwerbstätig","1985","(Fach-)Abitur","direkter Migrationshintergrund","69","0.367397201884158","0.305092955184904","0.429701448583411"
"nicht erwerbstätig","1985","(Fach-)Abitur","indirekter Migrationshintergrund","4","0.613418603286002","0.186581626051903","1.0402555805201"
"nicht erwerbstätig","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","AkademikerIn","kein Migrationshintergrund","122","","",""
"nicht erwerbstätig","1985","AkademikerIn","direkter Migrationshintergrund","26","","",""
"nicht erwerbstätig","1985","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","(noch) kein Abschluss","kein Migrationshintergrund","31","0.13798374628449","0.0930196815096598","0.18294781105932"
"erwerbstätig","1985","(noch) kein Abschluss","direkter Migrationshintergrund","514","0.566868905894408","0.533439560938676","0.60029825085014"
"erwerbstätig","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"erwerbstätig","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Hauptschule","kein Migrationshintergrund","2753","","",""
"erwerbstätig","1985","Hauptschule","direkter Migrationshintergrund","1117","","",""
"erwerbstätig","1985","Hauptschule","indirekter Migrationshintergrund","48","0.677156778374672","0.574699326953134","0.77961422979621"
"erwerbstätig","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","Realschule","kein Migrationshintergrund","1080","","",""
"erwerbstätig","1985","Realschule","direkter Migrationshintergrund","91","0.607701213626428","0.526237898059835","0.689164529193021"
"erwerbstätig","1985","Realschule","indirekter Migrationshintergrund","17","","",""
"erwerbstätig","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","(Fach-)Abitur","kein Migrationshintergrund","307","0.558508076116276","0.517083825301812","0.599932326930741"
"erwerbstätig","1985","(Fach-)Abitur","direkter Migrationshintergrund","161","","",""
"erwerbstätig","1985","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"erwerbstätig","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","AkademikerIn","kein Migrationshintergrund","519","0.780541282915418","0.748501214612703","0.812581351218132"
"erwerbstätig","1985","AkademikerIn","direkter Migrationshintergrund","84","0.711718010796939","0.627070443445655","0.796365578148224"
"erwerbstätig","1985","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"erwerbstätig","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","(noch) kein Abschluss","kein Migrationshintergrund","189","","",""
"nicht erwerbstätig","1986","(noch) kein Abschluss","direkter Migrationshintergrund","316","0.431389892922356","0.396831633553037","0.465948152291676"
"nicht erwerbstätig","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","16","","",""
"nicht erwerbstätig","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Hauptschule","kein Migrationshintergrund","1919","","",""
"nicht erwerbstätig","1986","Hauptschule","direkter Migrationshintergrund","361","0.342536182699984","0.318358961240597","0.36671340415937"
"nicht erwerbstätig","1986","Hauptschule","indirekter Migrationshintergrund","28","","",""
"nicht erwerbstätig","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Realschule","kein Migrationshintergrund","526","0.36970443813936","0.346021744109146","0.393387132169574"
"nicht erwerbstätig","1986","Realschule","direkter Migrationshintergrund","51","0.372600338361657","0.29390339716911","0.451297279554204"
"nicht erwerbstätig","1986","Realschule","indirekter Migrationshintergrund","11","","",""
"nicht erwerbstätig","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","(Fach-)Abitur","kein Migrationshintergrund","239","","",""
"nicht erwerbstätig","1986","(Fach-)Abitur","direkter Migrationshintergrund","74","0.410946446280052","0.347222838680752","0.474670053879353"
"nicht erwerbstätig","1986","(Fach-)Abitur","indirekter Migrationshintergrund","4","0.407578899230365","0.0865471821174392","0.728610616343292"
"nicht erwerbstätig","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","AkademikerIn","kein Migrationshintergrund","118","","",""
"nicht erwerbstätig","1986","AkademikerIn","direkter Migrationshintergrund","25","","",""
"nicht erwerbstätig","1986","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"nicht erwerbstätig","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1986","(noch) kein Abschluss","kein Migrationshintergrund","30","0.173200606721965","0.123081789566838","0.223319423877092"
"erwerbstätig","1986","(noch) kein Abschluss","direkter Migrationshintergrund","473","0.568610107077644","0.534051847708324","0.603168366446963"
"erwerbstätig","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.128618033600256","-0.0181016256978213","0.275337692898333"
"erwerbstätig","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1986","Hauptschule","kein Migrationshintergrund","2606","","",""
"erwerbstätig","1986","Hauptschule","direkter Migrationshintergrund","1119","","",""
"erwerbstätig","1986","Hauptschule","indirekter Migrationshintergrund","57","0.629133206204604","0.526445392586061","0.731821019823147"
"erwerbstätig","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1986","Realschule","kein Migrationshintergrund","1070","","",""
"erwerbstätig","1986","Realschule","direkter Migrationshintergrund","94","0.627399661638343","0.548702720445796","0.70609660283089"
"erwerbstätig","1986","Realschule","indirekter Migrationshintergrund","20","","",""
"erwerbstätig","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1986","(Fach-)Abitur","kein Migrationshintergrund","331","0.58113564953376","0.540632749350722","0.621638549716798"
"erwerbstätig","1986","(Fach-)Abitur","direkter Migrationshintergrund","155","","",""
"erwerbstätig","1986","(Fach-)Abitur","indirekter Migrationshintergrund","5","0.592421100769635","0.271389383656708","0.913452817882561"
"erwerbstätig","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1986","AkademikerIn","kein Migrationshintergrund","517","0.781204581078383","0.749048528406226","0.813360633750539"
"erwerbstätig","1986","AkademikerIn","direkter Migrationshintergrund","85","0.704834331214724","0.619597323629703","0.790071338799745"
"erwerbstätig","1986","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"erwerbstätig","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1987","(noch) kein Abschluss","kein Migrationshintergrund","175","","",""
"nicht erwerbstätig","1987","(noch) kein Abschluss","direkter Migrationshintergrund","295","","",""
"nicht erwerbstätig","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
"nicht erwerbstätig","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1987","Hauptschule","kein Migrationshintergrund","1831","","",""
"nicht erwerbstätig","1987","Hauptschule","direkter Migrationshintergrund","392","0.361711810486337","0.337338869543713","0.386084751428961"
"nicht erwerbstätig","1987","Hauptschule","indirekter Migrationshintergrund","35","0.415260263228074","0.316170730647644","0.514349795808503"
"nicht erwerbstätig","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1987","Realschule","kein Migrationshintergrund","486","0.342011891099275","0.318606051896728","0.365417730301822"
"nicht erwerbstätig","1987","Realschule","direkter Migrationshintergrund","54","0.408073126899364","0.328623392422394","0.487522861376334"
"nicht erwerbstätig","1987","Realschule","indirekter Migrationshintergrund","14","","",""
"nicht erwerbstätig","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1987","(Fach-)Abitur","kein Migrationshintergrund","215","","",""
"nicht erwerbstätig","1987","(Fach-)Abitur","direkter Migrationshintergrund","63","0.319852949259921","0.259310880511358","0.380395018008485"
"nicht erwerbstätig","1987","(Fach-)Abitur","indirekter Migrationshintergrund","7","0.222750806825555","0.00479228393803757","0.440709329713073"
"nicht erwerbstätig","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
