"e11102","year","bula_h","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","39","0.447159643491002","0.346109301761698","0.548209985220307"
"nicht erwerbstätig","1995","Schleswig-Holstein","2","26","","",""
"nicht erwerbstätig","1995","Schleswig-Holstein","3","26","","",""
"nicht erwerbstätig","1995","Schleswig-Holstein","4","6","","",""
"nicht erwerbstätig","1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","5","","",""
"nicht erwerbstätig","1995","Hamburg","1 Einkommensschwächstes Quintil","16","","",""
"nicht erwerbstätig","1995","Hamburg","2","19","","",""
"nicht erwerbstätig","1995","Hamburg","3","12","","",""
"nicht erwerbstätig","1995","Hamburg","4","1","","",""
"nicht erwerbstätig","1995","Hamburg","5 Einkommensstärkstes Quintil","4","","",""
"nicht erwerbstätig","1995","Niedersachsen","1 Einkommensschwächstes Quintil","198","0.634295227057624","0.583620153286906","0.684970300828343"
"nicht erwerbstätig","1995","Niedersachsen","2","103","0.411351177491119","0.354910635248185","0.467791719734052"
"nicht erwerbstätig","1995","Niedersachsen","3","53","0.346150476648437","0.275462615745479","0.416838337551396"
"nicht erwerbstätig","1995","Niedersachsen","4","24","","",""
"nicht erwerbstätig","1995","Niedersachsen","5 Einkommensstärkstes Quintil","17","","",""
"nicht erwerbstätig","1995","Bremen","1 Einkommensschwächstes Quintil","21","","",""
"nicht erwerbstätig","1995","Bremen","2","17","","",""
"nicht erwerbstätig","1995","Bremen","3","4","","",""
"nicht erwerbstätig","1995","Bremen","4","5","","",""
"nicht erwerbstätig","1995","Bremen","5 Einkommensstärkstes Quintil","1","","",""
"nicht erwerbstätig","1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","462","0.531549023062409","0.499800851284575","0.563297194840244"
"nicht erwerbstätig","1995","Nordrhein-Westfalen","2","262","0.467010016755159","0.429784034404834","0.504235999105484"
"nicht erwerbstätig","1995","Nordrhein-Westfalen","3","114","0.313619567776213","0.269766711446261","0.357472424106166"
"nicht erwerbstätig","1995","Nordrhein-Westfalen","4","72","0.230217947786587","0.18358107708409","0.276854818489083"
"nicht erwerbstätig","1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","38","0.27785865119861","0.215778014672486","0.339939287724733"
"nicht erwerbstätig","1995","Hessen","1 Einkommensschwächstes Quintil","155","0.600829192493179","0.546136710580017","0.655521674406341"
"nicht erwerbstätig","1995","Hessen","2","90","0.486784271811197","0.425436859529874","0.54813168409252"
"nicht erwerbstätig","1995","Hessen","3","58","0.346841716825118","0.278985120460019","0.414698313190217"
"nicht erwerbstätig","1995","Hessen","4","25","","",""
"nicht erwerbstätig","1995","Hessen","5 Einkommensstärkstes Quintil","16","","",""
"nicht erwerbstätig","1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","141","0.568823403910932","0.507919160711614","0.62972764711025"
"nicht erwerbstätig","1995","Rheinland-Pfalz,Saarland","2","84","0.473351035982117","0.405660612511279","0.541041459452954"
"nicht erwerbstätig","1995","Rheinland-Pfalz,Saarland","3","36","0.287415317053767","0.208395500989628","0.366435133117906"
"nicht erwerbstätig","1995","Rheinland-Pfalz,Saarland","4","26","","",""
"nicht erwerbstätig","1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","10","","",""
"nicht erwerbstätig","1995","Baden-Württemberg","1 Einkommensschwächstes Quintil","292","0.513750837640986","0.474753126690363","0.552748548591609"
"nicht erwerbstätig","1995","Baden-Württemberg","2","173","0.420202507185872","0.376764015287971","0.463640999083773"
"nicht erwerbstätig","1995","Baden-Württemberg","3","81","0.360682080295844","0.306523740680846","0.414840419910843"
"nicht erwerbstätig","1995","Baden-Württemberg","4","44","0.217195102450006","0.165563354266392","0.268826850633619"
"nicht erwerbstätig","1995","Baden-Württemberg","5 Einkommensstärkstes Quintil","27","","",""
"nicht erwerbstätig","1995","Bayern","1 Einkommensschwächstes Quintil","218","0.484844640286872","0.441299144111997","0.528390136461748"
"nicht erwerbstätig","1995","Bayern","2","162","0.406238211224794","0.363232539412284","0.449243883037303"
"nicht erwerbstätig","1995","Bayern","3","90","0.364109587771681","0.312115095942411","0.416104079600952"
"nicht erwerbstätig","1995","Bayern","4","61","0.359947301601165","0.295638779078525","0.424255824123805"
"nicht erwerbstätig","1995","Bayern","5 Einkommensstärkstes Quintil","31","0.229991615437203","0.160032482246193","0.299950748628213"
"nicht erwerbstätig","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1995","Saarland","2","","","",""
"nicht erwerbstätig","1995","Saarland","3","","","",""
"nicht erwerbstätig","1995","Saarland","4","","","",""
"nicht erwerbstätig","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1995","Berlin","1 Einkommensschwächstes Quintil","87","0.473786999480771","0.405767211345999","0.541806787615542"
"nicht erwerbstätig","1995","Berlin","2","54","0.402807369210088","0.32681079363608","0.478803944784095"
"nicht erwerbstätig","1995","Berlin","3","31","0.415180691575901","0.316093911957189","0.514267471194613"
"nicht erwerbstätig","1995","Berlin","4","21","","",""
"nicht erwerbstätig","1995","Berlin","5 Einkommensstärkstes Quintil","6","","",""
"nicht erwerbstätig","1995","Brandenburg","1 Einkommensschwächstes Quintil","125","0.52337589883643","0.463690677254106","0.583061120418753"
"nicht erwerbstätig","1995","Brandenburg","2","64","0.418769819129679","0.345882240494221","0.491657397765136"
"nicht erwerbstätig","1995","Brandenburg","3","16","","",""
"nicht erwerbstätig","1995","Brandenburg","4","9","","",""
"nicht erwerbstätig","1995","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","86","0.498492419829676","0.429880268390829","0.567104571268523"
"nicht erwerbstätig","1995","Mecklenburg-Vorpommern","2","45","0.465321442269569","0.374157711986186","0.556485172552952"
"nicht erwerbstätig","1995","Mecklenburg-Vorpommern","3","10","","",""
"nicht erwerbstätig","1995","Mecklenburg-Vorpommern","4","2","","",""
"nicht erwerbstätig","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1995","Sachsen","1 Einkommensschwächstes Quintil","228","0.539985498956709","0.497065468562885","0.582905529350532"
"nicht erwerbstätig","1995","Sachsen","2","134","0.426049637195093","0.375038881506319","0.477060392883868"
"nicht erwerbstätig","1995","Sachsen","3","41","0.314689091158211","0.241343772935313","0.38803440938111"
"nicht erwerbstätig","1995","Sachsen","4","8","","",""
"nicht erwerbstätig","1995","Sachsen","5 Einkommensstärkstes Quintil","1","","",""
"nicht erwerbstätig","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","124","0.513170264882944","0.456704640684135","0.569635889081753"
"nicht erwerbstätig","1995","Sachsen-Anhalt","2","85","0.406132856086025","0.34722527738677","0.465040434785281"
"nicht erwerbstätig","1995","Sachsen-Anhalt","3","21","","",""
"nicht erwerbstätig","1995","Sachsen-Anhalt","4","3","","",""
"nicht erwerbstätig","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1995","Thüringen","1 Einkommensschwächstes Quintil","147","0.492569189907249","0.440341742850432","0.544796636964066"
"nicht erwerbstätig","1995","Thüringen","2","57","0.364496539818889","0.29779455489175","0.431198524746029"
"nicht erwerbstätig","1995","Thüringen","3","12","","",""
"nicht erwerbstätig","1995","Thüringen","4","6","","",""
"nicht erwerbstätig","1995","Thüringen","5 Einkommensstärkstes Quintil","1","","",""
"erwerbstätig","1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","54","0.552840356508998","0.451790014779693","0.653890698238302"
"erwerbstätig","1995","Schleswig-Holstein","2","48","0.549638115142503","0.436280300188807","0.662995930096198"
"erwerbstätig","1995","Schleswig-Holstein","3","38","0.613362961368356","0.494055225125405","0.732670697611307"
"erwerbstätig","1995","Schleswig-Holstein","4","30","0.774924196452774","0.638500172247026","0.911348220658522"
"erwerbstätig","1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","12","","",""
"erwerbstätig","1995","Hamburg","1 Einkommensschwächstes Quintil","18","","",""
"erwerbstätig","1995","Hamburg","2","17","","",""
"erwerbstätig","1995","Hamburg","3","17","","",""
"erwerbstätig","1995","Hamburg","4","24","","",""
"erwerbstätig","1995","Hamburg","5 Einkommensstärkstes Quintil","5","","",""
"erwerbstätig","1995","Niedersachsen","1 Einkommensschwächstes Quintil","149","0.365704772942376","0.315029699171658","0.416379846713094"
"erwerbstätig","1995","Niedersachsen","2","189","0.588648822508881","0.532208280265948","0.645089364751815"
"erwerbstätig","1995","Niedersachsen","3","121","0.653849523351563","0.583161662448604","0.724537384254521"
"erwerbstätig","1995","Niedersachsen","4","130","0.815057161023669","0.753737390019957","0.876376932027381"
"erwerbstätig","1995","Niedersachsen","5 Einkommensstärkstes Quintil","59","0.763900666993024","0.668421830162354","0.859379503823694"
"erwerbstätig","1995","Bremen","1 Einkommensschwächstes Quintil","13","","",""
"erwerbstätig","1995","Bremen","2","13","","",""
"erwerbstätig","1995","Bremen","3","3","","",""
"erwerbstätig","1995","Bremen","4","8","","",""
"erwerbstätig","1995","Bremen","5 Einkommensstärkstes Quintil","8","","",""
"erwerbstätig","1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","487","0.468450976937591","0.436702805159756","0.500199148715425"
"erwerbstätig","1995","Nordrhein-Westfalen","2","428","0.532989983244841","0.495764000894516","0.570215965595166"
"erwerbstätig","1995","Nordrhein-Westfalen","3","316","0.686380432223787","0.642527575893834","0.730233288553739"
"erwerbstätig","1995","Nordrhein-Westfalen","4","241","0.769782052213413","0.723145181510917","0.81641892291591"
"erwerbstätig","1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","162","0.72214134880139","0.660060712275267","0.784221985327514"
"erwerbstätig","1995","Hessen","1 Einkommensschwächstes Quintil","153","0.399170807506821","0.344478325593659","0.453863289419983"
"erwerbstätig","1995","Hessen","2","165","0.513215728188803","0.45186831590748","0.574563140470126"
"erwerbstätig","1995","Hessen","3","131","0.653158283174882","0.585301686809783","0.721014879539981"
"erwerbstätig","1995","Hessen","4","95","0.724746488330164","0.644833575310194","0.804659401350135"
"erwerbstätig","1995","Hessen","5 Einkommensstärkstes Quintil","56","0.713696564570079","0.609284201331977","0.818108927808182"
"erwerbstätig","1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","113","0.431176596089068","0.37027235288975","0.492080839288386"
"erwerbstätig","1995","Rheinland-Pfalz,Saarland","2","125","0.526648964017883","0.458958540547046","0.594339387488721"
"erwerbstätig","1995","Rheinland-Pfalz,Saarland","3","90","0.712584682946233","0.633564866882094","0.791604499010372"
"erwerbstätig","1995","Rheinland-Pfalz,Saarland","4","77","0.680307833532627","0.590244459695219","0.770371207370034"
"erwerbstätig","1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","10","","",""
"erwerbstätig","1995","Baden-Württemberg","1 Einkommensschwächstes Quintil","339","0.486249162359014","0.447251451408391","0.525246873309637"
"erwerbstätig","1995","Baden-Württemberg","2","323","0.579797492814128","0.536359000916227","0.623235984712029"
"erwerbstätig","1995","Baden-Württemberg","3","221","0.639317919704156","0.585159580089157","0.693476259319154"
"erwerbstätig","1995","Baden-Württemberg","4","201","0.782804897549994","0.731173149366381","0.834436645733608"
"erwerbstätig","1995","Baden-Württemberg","5 Einkommensstärkstes Quintil","89","0.761586929092093","0.684043702496148","0.839130155688037"
