year,level_1,0
1984,mean,3.8260684664376883
1984,mean_lower_confidence,3.761577947325061
1984,mean_upper_confidence,3.8905589855503155
1984,lower_quartile,2.0
1984,boxplot_median,3.0
1984,upper_quartile,5.0
1984,lower_whisker,1.0
1984,upper_whisker,9.5
1984,n,7597.0
1985,mean,1.8386469828026204
1985,mean_lower_confidence,1.8008124755504415
1985,mean_upper_confidence,1.8764814900547993
1985,lower_quartile,0.0
1985,boxplot_median,1.0
1985,upper_quartile,3.0
1985,lower_whisker,0.0
1985,upper_whisker,7.5
1985,n,11024.0
1986,mean,1.823987402453019
1986,mean_lower_confidence,1.7864036492488335
1986,mean_upper_confidence,1.8615711556572043
1986,lower_quartile,0.0
1986,boxplot_median,1.0
1986,upper_quartile,3.0
1986,lower_whisker,0.0
1986,upper_whisker,7.5
1986,n,10583.0
1987,mean,1.8502090005821659
1987,mean_lower_confidence,1.8133399578054155
1987,mean_upper_confidence,1.8870780433589163
1987,lower_quartile,0.0
1987,boxplot_median,1.0
1987,upper_quartile,3.0
1987,lower_whisker,0.0
1987,upper_whisker,7.5
1987,n,10452.0
1988,mean,1.8500870608735855
1988,mean_lower_confidence,1.8130153307136507
1988,mean_upper_confidence,1.8871587910335204
1988,lower_quartile,0.0
1988,boxplot_median,1.0
1988,upper_quartile,3.0
1988,lower_whisker,0.0
1988,upper_whisker,7.5
1988,n,9914.0
1989,mean,1.881064378830875
1989,mean_lower_confidence,1.8431133843338199
1989,mean_upper_confidence,1.91901537332793
1989,lower_quartile,0.0
1989,boxplot_median,1.0
1989,upper_quartile,3.0
1989,lower_whisker,0.0
1989,upper_whisker,7.5
1989,n,9601.0
1990,mean,1.0632748286030884
1990,mean_lower_confidence,1.035185034698417
1990,mean_upper_confidence,1.0913646225077598
1990,lower_quartile,0.0
1990,boxplot_median,0.0
1990,upper_quartile,2.0
1990,lower_whisker,0.0
1990,upper_whisker,5.0
1990,n,13885.0
1991,mean,
1991,mean_lower_confidence,
1991,mean_upper_confidence,
1991,lower_quartile,
1991,boxplot_median,
1991,upper_quartile,
1991,lower_whisker,
1991,upper_whisker,
1991,median,
1991,median_lower_confidence,
1991,median_upper_confidence,
1991,n,
1992,mean,1.584601043771289
1992,mean_lower_confidence,1.5558802115564598
1992,mean_upper_confidence,1.613321875986118
1992,lower_quartile,0.0
1992,boxplot_median,1.0
1992,upper_quartile,2.0
1992,lower_whisker,0.0
1992,upper_whisker,5.0
1992,n,13296.0
1993,mean,1.3482098664507187
1993,mean_lower_confidence,1.3213187064242904
1993,mean_upper_confidence,1.375101026477147
1993,lower_quartile,0.0
1993,boxplot_median,1.0
1993,upper_quartile,2.0
1993,lower_whisker,0.0
1993,upper_whisker,5.0
1993,n,13082.0
1994,mean,
1994,mean_lower_confidence,
1994,mean_upper_confidence,
1994,lower_quartile,
1994,boxplot_median,
1994,upper_quartile,
1994,lower_whisker,
1994,upper_whisker,
1994,median,
1994,median_lower_confidence,
1994,median_upper_confidence,
1994,n,
1995,mean,1.329993556280911
1995,mean_lower_confidence,1.3039929387542037
1995,mean_upper_confidence,1.3559941738076184
1995,lower_quartile,0.0
1995,boxplot_median,1.0
1995,upper_quartile,2.0
1995,lower_whisker,0.0
1995,upper_whisker,5.0
1995,n,13278.0
1996,mean,
1996,mean_lower_confidence,
1996,mean_upper_confidence,
1996,lower_quartile,
1996,boxplot_median,
1996,upper_quartile,
1996,lower_whisker,
1996,upper_whisker,
1996,median,
1996,median_lower_confidence,
1996,median_upper_confidence,
1996,n,
1997,mean,1.3253681608276753
1997,mean_lower_confidence,1.2991006137590224
1997,mean_upper_confidence,1.3516357078963281
1997,lower_quartile,0.0
1997,boxplot_median,1.0
1997,upper_quartile,2.0
1997,lower_whisker,0.0
1997,upper_whisker,5.0
1997,n,12820.0
1998,mean,
1998,mean_lower_confidence,
1998,mean_upper_confidence,
1998,lower_quartile,
1998,boxplot_median,
1998,upper_quartile,
1998,lower_whisker,
1998,upper_whisker,
1998,median,
1998,median_lower_confidence,
1998,median_upper_confidence,
1998,n,
1999,mean,1.267423411919633
1999,mean_lower_confidence,1.2432576113329035
1999,mean_upper_confidence,1.2915892125063626
1999,lower_quartile,0.0
1999,boxplot_median,1.0
1999,upper_quartile,2.0
1999,lower_whisker,0.0
1999,upper_whisker,5.0
1999,n,13666.0
2000,mean,
2000,mean_lower_confidence,
2000,mean_upper_confidence,
2000,lower_quartile,
2000,boxplot_median,
2000,upper_quartile,
2000,lower_whisker,
2000,upper_whisker,
2000,median,
2000,median_lower_confidence,
2000,median_upper_confidence,
2000,n,
2001,mean,1.2649894716889214
2001,mean_lower_confidence,1.2462482916636841
2001,mean_upper_confidence,1.2837306517141587
2001,lower_quartile,0.0
2001,boxplot_median,1.0
2001,upper_quartile,2.0
2001,lower_whisker,0.0
2001,upper_whisker,5.0
2001,n,21920.0
2002,mean,
2002,mean_lower_confidence,
2002,mean_upper_confidence,
2002,lower_quartile,
2002,boxplot_median,
2002,upper_quartile,
2002,lower_whisker,
2002,upper_whisker,
2002,median,
2002,median_lower_confidence,
2002,median_upper_confidence,
2002,n,
2003,mean,1.1935043670614114
2003,mean_lower_confidence,1.1761998433452574
2003,mean_upper_confidence,1.2108088907775654
2003,lower_quartile,0.0
2003,boxplot_median,1.0
2003,upper_quartile,2.0
2003,lower_whisker,0.0
2003,upper_whisker,5.0
2003,n,22164.0
2004,mean,
2004,mean_lower_confidence,
2004,mean_upper_confidence,
2004,lower_quartile,
2004,boxplot_median,
2004,upper_quartile,
2004,lower_whisker,
2004,upper_whisker,
2004,median,
2004,median_lower_confidence,
2004,median_upper_confidence,
2004,n,
2005,mean,1.1904745700546333
2005,mean_lower_confidence,1.1727312597266495
2005,mean_upper_confidence,1.2082178803826171
2005,lower_quartile,0.0
2005,boxplot_median,1.0
2005,upper_quartile,2.0
2005,lower_whisker,0.0
2005,upper_whisker,5.0
2005,n,20696.0
2006,mean,
2006,mean_lower_confidence,
2006,mean_upper_confidence,
2006,lower_quartile,
2006,boxplot_median,
2006,upper_quartile,
2006,lower_whisker,
2006,upper_whisker,
2006,median,
2006,median_lower_confidence,
2006,median_upper_confidence,
2006,n,
