year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,Urban regions,,,,,,,,,,,,
1991,No migration background,Rural regions,,,,,,,,,,,,
1991,Direct migration background,Urban regions,,,,,,,,,,,,
1991,Direct migration background,Rural regions,,,,,,,,,,,,
1991,Indirect migration background,Urban regions,,,,,,,,,,,,
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,Urban regions,,,,,,,,,,,,
1992,No migration background,Rural regions,,,,,,,,,,,,
1992,Direct migration background,Urban regions,,,,,,,,,,,,
1992,Direct migration background,Rural regions,,,,,,,,,,,,
1992,Indirect migration background,Urban regions,,,,,,,,,,,,
1992,Indirect migration background,Rural regions,,,,,,,,,,,,
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,,,,,,,,,,,,
1994,No migration background,Rural regions,,,,,,,,,,,,
1994,Direct migration background,Urban regions,,,,,,,,,,,,
1994,Direct migration background,Rural regions,,,,,,,,,,,,
1994,Indirect migration background,Urban regions,,,,,,,,,,,,
1994,Indirect migration background,Rural regions,,,,,,,,,,,,
1995,No migration background,Urban regions,,,,,,,,,,,,
1995,No migration background,Rural regions,,,,,,,,,,,,
1995,Direct migration background,Urban regions,,,,,,,,,,,,
1995,Direct migration background,Rural regions,,,,,,,,,,,,
1995,Indirect migration background,Urban regions,,,,,,,,,,,,
1995,Indirect migration background,Rural regions,,,,,,,,,,,,
1996,No migration background,Urban regions,,,,,,,,,,,,
1996,No migration background,Rural regions,,,,,,,,,,,,
1996,Direct migration background,Urban regions,,,,,,,,,,,,
1996,Direct migration background,Rural regions,,,,,,,,,,,,
1996,Indirect migration background,Urban regions,,,,,,,,,,,,
1996,Indirect migration background,Rural regions,,,,,,,,,,,,
1997,No migration background,Urban regions,,,,,,,,,,,,
1997,No migration background,Rural regions,,,,,,,,,,,,
1997,Direct migration background,Urban regions,,,,,,,,,,,,
1997,Direct migration background,Rural regions,,,,,,,,,,,,
1997,Indirect migration background,Urban regions,,,,,,,,,,,,
1997,Indirect migration background,Rural regions,,,,,,,,,,,,
1998,No migration background,Urban regions,,,,,,,,,,,,
1998,No migration background,Rural regions,,,,,,,,,,,,
1998,Direct migration background,Urban regions,,,,,,,,,,,,
1998,Direct migration background,Rural regions,,,,,,,,,,,,
1998,Indirect migration background,Urban regions,,,,,,,,,,,,
1998,Indirect migration background,Rural regions,,,,,,,,,,,,
1999,No migration background,Urban regions,,,,,,,,,,,,
1999,No migration background,Rural regions,,,,,,,,,,,,
1999,Direct migration background,Urban regions,,,,,,,,,,,,
1999,Direct migration background,Rural regions,,,,,,,,,,,,
1999,Indirect migration background,Urban regions,,,,,,,,,,,,
1999,Indirect migration background,Rural regions,,,,,,,,,,,,
2000,No migration background,Urban regions,,,,,,,,,,,,
2000,No migration background,Rural regions,,,,,,,,,,,,
2000,Direct migration background,Urban regions,,,,,,,,,,,,
2000,Direct migration background,Rural regions,,,,,,,,,,,,
2000,Indirect migration background,Urban regions,,,,,,,,,,,,
2000,Indirect migration background,Rural regions,,,,,,,,,,,,
2001,No migration background,Urban regions,,,,,,,,,,,,
2001,No migration background,Rural regions,,,,,,,,,,,,
2001,Direct migration background,Urban regions,,,,,,,,,,,,
2001,Direct migration background,Rural regions,,,,,,,,,,,,
2001,Indirect migration background,Urban regions,,,,,,,,,,,,
2001,Indirect migration background,Rural regions,,,,,,,,,,,,
2002,No migration background,Urban regions,12261,171.51109864099416,171.4313067515235,171.59089053046483,165.0,171.0,178.0,145.5,197.5,171.0,171.0,172.0
2002,No migration background,Rural regions,7143,171.08364935969718,170.98248395760362,171.18481476179073,165.0,170.0,178.0,145.5,197.5,170.0,169.0,170.0
2002,Direct migration background,Urban regions,2304,168.5483737255248,168.37094809170483,168.7257993593448,162.0,168.0,175.0,144.0,194.5,168.0,167.0,168.0
2002,Direct migration background,Rural regions,487,168.3486511358347,167.97273990039537,168.72456237127403,162.0,168.0,175.0,142.5,194.5,168.0,166.0,168.0
2002,Indirect migration background,Urban regions,665,172.28087617578726,171.940630110163,172.6211222414115,165.0,172.0,180.0,150.0,196.0,172.0,170.0,174.0
2002,Indirect migration background,Rural regions,99,170.35477671615337,169.52032258886766,171.18923084343908,164.0,169.35114344150392,175.0,155.0,191.5,169.0,167.0,171.0
2003,No migration background,Urban regions,,,,,,,,,,,,
2003,No migration background,Rural regions,,,,,,,,,,,,
2003,Direct migration background,Urban regions,,,,,,,,,,,,
2003,Direct migration background,Rural regions,,,,,,,,,,,,
2003,Indirect migration background,Urban regions,,,,,,,,,,,,
2003,Indirect migration background,Rural regions,,,,,,,,,,,,
2004,No migration background,Urban regions,11532,171.6899807683629,171.60675229678824,171.77320923993753,165.0,171.0,178.0,145.5,197.5,171.0,170.0,171.0
2004,No migration background,Rural regions,6675,171.00204312365545,170.89629350785935,171.10779273945155,165.0,170.0,178.0,145.5,197.5,170.0,170.0,170.0
2004,Direct migration background,Urban regions,2076,168.66671794014113,168.47485185656672,168.85858402371554,162.0,168.0,175.0,144.0,194.5,168.0,167.0,168.0
2004,Direct migration background,Rural regions,444,168.15309300878866,167.7532888593821,168.5528971581952,162.0,168.0,175.0,142.5,192.0,168.0,166.0,169.0
2004,Indirect migration background,Urban regions,674,172.23348299155126,171.89307075810632,172.5738952249962,165.0,172.0,179.32149563709527,150.0,199.0,172.0,171.0,174.0
2004,Indirect migration background,Rural regions,116,172.93144923592695,172.1314768224377,173.7314216494162,167.0,172.0,180.0,150.0,190.0,172.0,169.0,175.0
2005,No migration background,Urban regions,,,,,,,,,,,,
2005,No migration background,Rural regions,,,,,,,,,,,,
2005,Direct migration background,Urban regions,,,,,,,,,,,,
2005,Direct migration background,Rural regions,,,,,,,,,,,,
2005,Indirect migration background,Urban regions,,,,,,,,,,,,
2005,Indirect migration background,Rural regions,,,,,,,,,,,,
2006,No migration background,Urban regions,11922,171.77029875409997,171.68834675326667,171.85225075493327,165.0,172.0,178.0,145.5,197.5,172.0,172.0,173.0
2006,No migration background,Rural regions,7055,171.3840542768918,171.27877972018865,171.48932883359493,165.0,170.0,178.0,145.5,197.5,170.0,169.0,170.0
2006,Direct migration background,Urban regions,1947,168.86856749724464,168.66865417162828,169.068480822861,162.0,168.0,175.0,143.0,194.5,168.0,167.0,168.0
2006,Direct migration background,Rural regions,433,167.43034734675481,167.00628080367852,167.8544138898311,160.0,167.0,174.0,139.0,195.0,167.0,166.0,169.0
2006,Indirect migration background,Urban regions,720,172.39588005744983,172.05211004387212,172.73965007102754,165.0,172.0,179.0,150.0,198.0,172.0,171.0,174.0
2006,Indirect migration background,Rural regions,129,172.25035856967443,171.50528315156288,172.995433987786,166.5907553445029,172.0,178.0378050798244,150.0,190.0,172.0,170.0,176.0
2007,No migration background,Urban regions,,,,,,,,,,,,
2007,No migration background,Rural regions,,,,,,,,,,,,
2007,Direct migration background,Urban regions,,,,,,,,,,,,
2007,Direct migration background,Rural regions,,,,,,,,,,,,
2007,Indirect migration background,Urban regions,,,,,,,,,,,,
2007,Indirect migration background,Rural regions,,,,,,,,,,,,
2008,No migration background,Urban regions,10544,171.95535476963934,171.86762450662988,172.0430850326488,165.0,172.0,179.0,144.0,200.0,172.0,172.0,173.0
2008,No migration background,Rural regions,6241,171.5986543982645,171.48552409233298,171.71178470419602,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0
2008,Direct migration background,Urban regions,1557,168.68945626619103,168.46649181548162,168.91242071690044,162.0,168.0,175.0,142.5,194.5,168.0,167.0,168.0
2008,Direct migration background,Rural regions,352,168.3430006153448,167.8694537558848,168.81654747480482,162.0,168.0,175.0,142.5,194.5,168.0,166.0,170.0
2008,Indirect migration background,Urban regions,696,172.0271702942504,171.68596297071488,172.3683776177859,165.0,171.3249834783881,179.0,150.0,199.0,171.0,169.0,172.0
2008,Indirect migration background,Rural regions,124,172.60101495716472,171.83053864832485,173.3714912660046,167.0,171.57053843607994,179.70406133555238,150.0,193.0,172.0,169.0,174.0
2009,No migration background,Urban regions,,,,,,,,,,,,
2009,No migration background,Rural regions,,,,,,,,,,,,
2009,Direct migration background,Urban regions,,,,,,,,,,,,
2009,Direct migration background,Rural regions,,,,,,,,,,,,
2009,Indirect migration background,Urban regions,,,,,,,,,,,,
2009,Indirect migration background,Rural regions,,,,,,,,,,,,
2010,No migration background,Urban regions,9288,172.02255103569283,171.9284904803602,172.11661159102545,165.0,172.0,179.0,144.0,200.0,172.0,172.0,173.0
2010,No migration background,Rural regions,5447,171.54501796181012,171.42460877841316,171.66542714520708,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0
2010,Direct migration background,Urban regions,1192,168.63701739581177,168.38131519630292,168.8927195953206,162.0,168.0,175.0,147.0,194.5,168.0,167.0,168.0
2010,Direct migration background,Rural regions,287,167.66924244607935,167.1428393153593,168.1956455767994,160.0,167.0,174.0,139.0,195.0,167.0,164.0,169.0
2010,Indirect migration background,Urban regions,611,173.0043696571616,172.64730232118364,173.36143699313953,167.0,172.0,179.0,149.0,197.0,172.0,171.0,174.0
2010,Indirect migration background,Rural regions,115,172.78924434011117,172.02838573907985,173.55010294114248,168.0,174.0,179.0,151.5,192.0,174.0,172.0,178.0
2011,No migration background,Urban regions,,,,,,,,,,,,
2011,No migration background,Rural regions,,,,,,,,,,,,
2011,Direct migration background,Urban regions,,,,,,,,,,,,
2011,Direct migration background,Rural regions,,,,,,,,,,,,
2011,Indirect migration background,Urban regions,,,,,,,,,,,,
2011,Indirect migration background,Rural regions,,,,,,,,,,,,
