year,pgisced97,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,"Yes, definitely",0.66326,152,152,0.58788,0.73864
1994,Primary Level,"No, definitely not",0.34482,204,245,0.28518,0.40446
1994,Primary Level,"Yes, definitely",0.09262,41,245,0.05624,0.12899
1994,Lower Secondary Level,"No, definitely not",0.49644,924,1315,0.46940,0.52347
1994,Lower Secondary Level,Probably not,0.01686,48,1315,0.00990,0.02382
1994,Lower Secondary Level,Probably,0.03858,119,1315,0.02816,0.04899
1994,Lower Secondary Level,"Yes, definitely",0.06587,224,1315,0.05245,0.07928
1994,Upper Secondary Level,"No, definitely not",0.29311,1484,2521,0.27534,0.31089
1994,Upper Secondary Level,Probably not,0.01990,130,2521,0.01445,0.02535
1994,Upper Secondary Level,Probably,0.03039,236,2521,0.02369,0.03709
1994,Upper Secondary Level,"Yes, definitely",0.08580,671,2521,0.07487,0.09674
1994,Post-secondary Non-tertiary Level,"No, definitely not",0.12666,40,109,0.06393,0.18938
1994,Post-secondary Non-tertiary Level,"Yes, definitely",0.14325,69,109,0.07718,0.20932
1994,First Stage of Tertiary Education,"No, definitely not",0.27323,153,186,0.20902,0.33744
1994,First Stage of Tertiary Education,"Yes, definitely",0.03548,33,186,0.00882,0.06213
1994,Second Stage of Tertiary Education,"No, definitely not",0.17372,234,363,0.13469,0.21274
1994,Second Stage of Tertiary Education,Probably,0.02265,36,363,0.00732,0.03797
1994,Second Stage of Tertiary Education,"Yes, definitely",0.05878,93,363,0.03455,0.08301
1995,Pre-primary Level,"No, definitely not",0.14826,42,231,0.10233,0.19418
1995,Pre-primary Level,"Yes, definitely",0.63431,189,231,0.57206,0.69655
1995,Primary Level,"No, definitely not",0.34361,203,276,0.28748,0.39974
1995,Primary Level,Probably,0.06583,35,276,0.03652,0.09514
1995,Primary Level,"Yes, definitely",0.08837,38,276,0.05483,0.12192
1995,Lower Secondary Level,"No, definitely not",0.50140,906,1299,0.47420,0.52860
1995,Lower Secondary Level,Probably not,0.02052,54,1299,0.01281,0.02824
1995,Lower Secondary Level,Probably,0.03655,112,1299,0.02634,0.04676
1995,Lower Secondary Level,"Yes, definitely",0.06810,227,1299,0.05439,0.08180
1995,Upper Secondary Level,"No, definitely not",0.29631,1493,2554,0.27860,0.31403
1995,Upper Secondary Level,Probably not,0.01876,143,2554,0.01350,0.02402
1995,Upper Secondary Level,Probably,0.03035,252,2554,0.02369,0.03700
1995,Upper Secondary Level,"Yes, definitely",0.08045,666,2554,0.06990,0.09100
1995,Post-secondary Non-tertiary Level,"No, definitely not",0.11356,44,121,0.05679,0.17033
1995,Post-secondary Non-tertiary Level,"Yes, definitely",0.15960,77,121,0.09408,0.22513
1995,First Stage of Tertiary Education,"No, definitely not",0.25465,143,143,0.18299,0.32631
1995,Second Stage of Tertiary Education,"No, definitely not",0.17656,244,370,0.13765,0.21546
1995,Second Stage of Tertiary Education,Probably,0.01639,31,370,0.00343,0.02934
1995,Second Stage of Tertiary Education,"Yes, definitely",0.05270,95,370,0.02990,0.07550
1996,Pre-primary Level,"No, definitely not",0.11189,36,244,0.07226,0.15153
1996,Pre-primary Level,"Yes, definitely",0.70665,208,244,0.64940,0.76390
1996,Primary Level,"No, definitely not",0.34721,188,227,0.28514,0.40929
1996,Primary Level,"Yes, definitely",0.09725,39,227,0.05862,0.13589
1996,Lower Secondary Level,"No, definitely not",0.51427,898,1276,0.48684,0.54171
1996,Lower Secondary Level,Probably not,0.01626,38,1276,0.00932,0.02321
1996,Lower Secondary Level,Probably,0.03820,119,1276,0.02768,0.04872
1996,Lower Secondary Level,"Yes, definitely",0.06717,221,1276,0.05343,0.08091
1996,Upper Secondary Level,"No, definitely not",0.30170,1519,2565,0.28393,0.31947
1996,Upper Secondary Level,Probably not,0.02230,146,2565,0.01659,0.02802
1996,Upper Secondary Level,Probably,0.03198,257,2565,0.02517,0.03879
1996,Upper Secondary Level,"Yes, definitely",0.07837,643,2565,0.06796,0.08877
1996,Post-secondary Non-tertiary Level,"No, definitely not",0.09804,47,121,0.04483,0.15124
1996,Post-secondary Non-tertiary Level,"Yes, definitely",0.15883,74,121,0.09343,0.22422
1996,First Stage of Tertiary Education,"No, definitely not",0.27017,146,180,0.20512,0.33522
1996,First Stage of Tertiary Education,"Yes, definitely",0.03295,34,180,0.00680,0.05910
1996,Second Stage of Tertiary Education,"No, definitely not",0.18374,248,396,0.14555,0.22194
1996,Second Stage of Tertiary Education,Probably,0.02473,44,396,0.00941,0.04004
1996,Second Stage of Tertiary Education,"Yes, definitely",0.05207,104,396,0.03016,0.07398
1997,Pre-primary Level,"No, definitely not",0.11701,42,257,0.07763,0.15638
1997,Pre-primary Level,"Yes, definitely",0.68552,215,257,0.62864,0.74240
1997,Primary Level,"No, definitely not",0.34719,186,229,0.28539,0.40898
1997,Primary Level,"Yes, definitely",0.11669,43,229,0.07502,0.15836
1997,Lower Secondary Level,"No, definitely not",0.50538,859,1262,0.47778,0.53298
1997,Lower Secondary Level,Probably not,0.01922,55,1262,0.01164,0.02679
1997,Lower Secondary Level,Probably,0.03592,113,1262,0.02565,0.04620
1997,Lower Secondary Level,"Yes, definitely",0.07502,235,1262,0.06048,0.08956
1997,Upper Secondary Level,"No, definitely not",0.30958,1550,2577,0.29173,0.32743
1997,Upper Secondary Level,Probably not,0.02436,151,2577,0.01841,0.03031
1997,Upper Secondary Level,Probably,0.03595,253,2577,0.02876,0.04314
1997,Upper Secondary Level,"Yes, definitely",0.07846,623,2577,0.06808,0.08884
1997,Post-secondary Non-tertiary Level,"No, definitely not",0.10876,48,104,0.04863,0.16888
1997,Post-secondary Non-tertiary Level,"Yes, definitely",0.14143,56,104,0.07413,0.20873
1997,First Stage of Tertiary Education,"No, definitely not",0.26460,142,174,0.19887,0.33033
1997,First Stage of Tertiary Education,"Yes, definitely",0.02724,32,174,0.00298,0.05150
1997,Second Stage of Tertiary Education,"No, definitely not",0.17956,256,383,0.14107,0.21805
1997,Second Stage of Tertiary Education,Probably,0.02197,40,383,0.00727,0.03667
1997,Second Stage of Tertiary Education,"Yes, definitely",0.04523,87,383,0.02439,0.06607
1998,Pre-primary Level,"No, definitely not",0.15962,49,259,0.11493,0.20431
1998,Pre-primary Level,"Yes, definitely",0.61005,210,259,0.55053,0.66956
1998,Primary Level,"No, definitely not",0.37524,190,226,0.31197,0.43851
1998,Primary Level,"Yes, definitely",0.11200,36,226,0.07080,0.15321
1998,Lower Secondary Level,"No, definitely not",0.50285,1003,1418,0.47681,0.52888
1998,Lower Secondary Level,Probably not,0.02330,63,1418,0.01545,0.03116
1998,Lower Secondary Level,Probably,0.03016,95,1418,0.02125,0.03906
1998,Lower Secondary Level,"Yes, definitely",0.07837,257,1418,0.06438,0.09236
1998,Upper Secondary Level,"No, definitely not",0.31241,1734,2813,0.29528,0.32954
1998,Upper Secondary Level,Probably not,0.02141,150,2813,0.01606,0.02676
1998,Upper Secondary Level,Probably,0.02884,223,2813,0.02266,0.03503
