year,bula_h,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Schleswig-Holstein,"No, definitely not",0.23302,70,102,0.15057,0.31547
1994,Schleswig-Holstein,"Yes, definitely",0.07968,32,102,0.02687,0.13249
1994,Hamburg,"No, definitely not",0.32102,48,48,0.18755,0.45450
1994,Lower Saxony,"No, definitely not",0.26330,255,343,0.21662,0.30998
1994,Lower Saxony,"Yes, definitely",0.06152,88,343,0.03605,0.08698
1994,Bremen,"No, definitely not",0.45040,38,38,0.29008,0.61071
1994,North Rhine-Westphalia,"No, definitely not",0.24301,593,994,0.21633,0.26968
1994,North Rhine-Westphalia,Probably not,0.01295,42,994,0.00592,0.01998
1994,North Rhine-Westphalia,Probably,0.02922,108,994,0.01874,0.03969
1994,North Rhine-Westphalia,"Yes, definitely",0.06613,251,994,0.05067,0.08158
1994,Hesse,"No, definitely not",0.28962,229,341,0.24140,0.33783
1994,Hesse,Probably,0.02221,32,341,0.00654,0.03787
1994,Hesse,"Yes, definitely",0.06774,80,341,0.04103,0.09445
1994,"Rhineland-Palatinate, Saarland","No, definitely not",0.29258,191,237,0.23454,0.35063
1994,"Rhineland-Palatinate, Saarland","Yes, definitely",0.05192,46,237,0.02362,0.08023
1994,Baden-Wuerttemberg,"No, definitely not",0.23572,391,671,0.20358,0.26786
1994,Baden-Wuerttemberg,Probably not,0.01357,35,671,0.00481,0.02233
1994,Baden-Wuerttemberg,Probably,0.02793,76,671,0.01545,0.04040
1994,Baden-Wuerttemberg,"Yes, definitely",0.06925,169,671,0.05003,0.08848
1994,Bavaria,"No, definitely not",0.24550,373,585,0.21060,0.28041
1994,Bavaria,Probably not,0.01546,36,585,0.00546,0.02547
1994,Bavaria,Probably,0.02910,67,585,0.01547,0.04274
1994,Bavaria,"Yes, definitely",0.05779,109,585,0.03886,0.07671
1994,Berlin,"No, definitely not",0.21955,119,177,0.15840,0.28071
1994,Berlin,"Yes, definitely",0.07079,58,177,0.03290,0.10869
1994,Brandenburg,"No, definitely not",0.25077,140,217,0.19297,0.30858
1994,Brandenburg,"Yes, definitely",0.07543,77,217,0.04021,0.11064
1994,Mecklenburg-Western Pomerania,"No, definitely not",0.20039,79,146,0.13524,0.26555
1994,Mecklenburg-Western Pomerania,"Yes, definitely",0.12695,67,146,0.07276,0.18114
1994,Saxony,"No, definitely not",0.25858,261,442,0.21772,0.29945
1994,Saxony,Probably,0.02896,40,442,0.01331,0.04462
1994,Saxony,"Yes, definitely",0.09418,141,442,0.06692,0.12145
1994,Saxony-Anhalt,"No, definitely not",0.26546,159,252,0.21083,0.32009
1994,Saxony-Anhalt,"Yes, definitely",0.11223,93,252,0.07318,0.15128
1994,Thuringa,"No, definitely not",0.24718,150,240,0.19249,0.30188
1994,Thuringa,"Yes, definitely",0.11127,90,240,0.07140,0.15114
1995,Schleswig-Holstein,"No, definitely not",0.24141,68,99,0.15668,0.32614
1995,Schleswig-Holstein,"Yes, definitely",0.07463,31,99,0.02260,0.12666
1995,Hamburg,"No, definitely not",0.24668,35,35,0.10178,0.39159
1995,Lower Saxony,"No, definitely not",0.23802,252,404,0.19644,0.27960
1995,Lower Saxony,Probably,0.02186,31,404,0.00758,0.03614
1995,Lower Saxony,"Yes, definitely",0.07720,121,404,0.05114,0.10325
1995,Bremen,"No, definitely not",0.48524,39,39,0.32633,0.64415
1995,North Rhine-Westphalia,"No, definitely not",0.24435,610,1036,0.21817,0.27053
1995,North Rhine-Westphalia,Probably not,0.01570,55,1036,0.00813,0.02327
1995,North Rhine-Westphalia,Probably,0.02497,103,1036,0.01547,0.03448
1995,North Rhine-Westphalia,"Yes, definitely",0.06611,268,1036,0.05098,0.08125
1995,Hesse,"No, definitely not",0.28017,232,357,0.23352,0.32682
1995,Hesse,Probably,0.02826,47,357,0.01105,0.04548
1995,Hesse,"Yes, definitely",0.07274,78,357,0.04577,0.09972
1995,"Rhineland-Palatinate, Saarland","No, definitely not",0.28077,197,298,0.22966,0.33188
1995,"Rhineland-Palatinate, Saarland",Probably,0.02792,32,298,0.00919,0.04666
1995,"Rhineland-Palatinate, Saarland","Yes, definitely",0.06400,69,298,0.03617,0.09184
1995,Baden-Wuerttemberg,"No, definitely not",0.24236,407,691,0.21038,0.27433
1995,Baden-Wuerttemberg,Probably not,0.01515,33,691,0.00603,0.02426
1995,Baden-Wuerttemberg,Probably,0.03381,89,691,0.02032,0.04730
1995,Baden-Wuerttemberg,"Yes, definitely",0.05498,162,691,0.03797,0.07199
1995,Bavaria,"No, definitely not",0.23852,372,631,0.20524,0.27180
1995,Bavaria,Probably not,0.01692,38,631,0.00685,0.02700
1995,Bavaria,Probably,0.02777,75,631,0.01494,0.04060
1995,Bavaria,"Yes, definitely",0.06106,146,631,0.04236,0.07976
1995,Berlin,"No, definitely not",0.22839,126,193,0.16901,0.28777
1995,Berlin,"Yes, definitely",0.08470,67,193,0.04532,0.12409
1995,Brandenburg,"No, definitely not",0.25201,133,200,0.19169,0.31234
1995,Brandenburg,"Yes, definitely",0.07628,67,200,0.03940,0.11316
1995,Mecklenburg-Western Pomerania,"No, definitely not",0.21916,83,134,0.14885,0.28946
1995,Mecklenburg-Western Pomerania,"Yes, definitely",0.09662,51,134,0.04641,0.14683
1995,Saxony,"No, definitely not",0.27265,262,424,0.23021,0.31509
1995,Saxony,Probably,0.02962,40,424,0.01346,0.04577
1995,Saxony,"Yes, definitely",0.07573,122,424,0.05052,0.10094
1995,Saxony-Anhalt,"No, definitely not",0.28138,157,242,0.22461,0.33816
1995,Saxony-Anhalt,"Yes, definitely",0.08268,85,242,0.04791,0.11745
1995,Thuringa,"No, definitely not",0.25601,143,218,0.19794,0.31408
1995,Thuringa,"Yes, definitely",0.09058,75,218,0.05239,0.12877
1996,Schleswig-Holstein,"No, definitely not",0.22139,67,67,0.12122,0.32155
1996,Hamburg,"No, definitely not",0.31421,35,35,0.15818,0.47025
1996,Lower Saxony,"No, definitely not",0.26270,266,409,0.22000,0.30541
1996,Lower Saxony,Probably,0.02291,40,409,0.00839,0.03743
1996,Lower Saxony,"Yes, definitely",0.06553,103,409,0.04152,0.08955
1996,Bremen,"No, definitely not",0.44155,37,37,0.27934,0.60376
1996,North Rhine-Westphalia,"No, definitely not",0.24607,619,1047,0.21996,0.27217
1996,North Rhine-Westphalia,Probably not,0.01609,53,1047,0.00847,0.02372
1996,North Rhine-Westphalia,Probably,0.02972,102,1047,0.01943,0.04001
1996,North Rhine-Westphalia,"Yes, definitely",0.07007,273,1047,0.05460,0.08554
1996,Hesse,"No, definitely not",0.28377,228,348,0.23634,0.33121
1996,Hesse,Probably,0.02153,33,348,0.00626,0.03680
1996,Hesse,"Yes, definitely",0.07002,87,348,0.04317,0.09687
1996,"Rhineland-Palatinate, Saarland","No, definitely not",0.26641,187,280,0.21453,0.31828
1996,"Rhineland-Palatinate, Saarland",Probably,0.02595,34,280,0.00730,0.04461
1996,"Rhineland-Palatinate, Saarland","Yes, definitely",0.05900,59,280,0.03135,0.08664
1996,Baden-Wuerttemberg,"No, definitely not",0.24115,387,667,0.20866,0.27364
1996,Baden-Wuerttemberg,Probably not,0.02183,39,667,0.01073,0.03293
1996,Baden-Wuerttemberg,Probably,0.03074,76,667,0.01763,0.04385
1996,Baden-Wuerttemberg,"Yes, definitely",0.05915,165,667,0.04123,0.07706
1996,Bavaria,"No, definitely not",0.24400,372,623,0.21025,0.27776
1996,Bavaria,Probably not,0.01447,31,623,0.00509,0.02386
1996,Bavaria,Probably,0.02859,72,623,0.01549,0.04169
1996,Bavaria,"Yes, definitely",0.06249,148,623,0.04347,0.08152
1996,Berlin,"No, definitely not",0.22954,125,191,0.16974,0.28933
1996,Berlin,"Yes, definitely",0.09170,66,191,0.05066,0.13273
1996,Brandenburg,"No, definitely not",0.24816,137,217,0.19056,0.30577
1996,Brandenburg,"Yes, definitely",0.10353,80,217,0.06290,0.14416
1996,Mecklenburg-Western Pomerania,"No, definitely not",0.23561,86,149,0.16724,0.30398
1996,Mecklenburg-Western Pomerania,"Yes, definitely",0.12858,63,149,0.07465,0.18251
1996,Saxony,"No, definitely not",0.27125,260,417,0.22853,0.31398
1996,Saxony,Probably,0.02408,38,417,0.00935,0.03881
1996,Saxony,"Yes, definitely",0.08289,119,417,0.05639,0.10938
1996,Saxony-Anhalt,"No, definitely not",0.28529,163,254,0.22965,0.34093
1996,Saxony-Anhalt,"Yes, definitely",0.09773,91,254,0.06114,0.13433
1996,Thuringa,"No, definitely not",0.25010,147,224,0.19326,0.30694
1996,Thuringa,"Yes, definitely",0.08302,77,224,0.04680,0.11923
1997,Schleswig-Holstein,"No, definitely not",0.19475,61,94,0.11426,0.27523
1997,Schleswig-Holstein,"Yes, definitely",0.09749,33,94,0.03720,0.15778
1997,Hamburg,"No, definitely not",0.27021,33,33,0.11635,0.42407
1997,Lower Saxony,"No, definitely not",0.27029,265,393,0.22633,0.31426
1997,Lower Saxony,Probably,0.02685,35,393,0.01085,0.04285
1997,Lower Saxony,"Yes, definitely",0.05609,93,393,0.03331,0.07886
1997,Bremen,"No, definitely not",0.44378,37,37,0.28148,0.60607
1997,North Rhine-Westphalia,"No, definitely not",0.24920,613,1014,0.22256,0.27584
1997,North Rhine-Westphalia,Probably not,0.01416,52,1014,0.00688,0.02143
1997,North Rhine-Westphalia,Probably,0.03305,114,1014,0.02204,0.04405
1997,North Rhine-Westphalia,"Yes, definitely",0.05759,235,1014,0.04324,0.07194
1997,Hesse,"No, definitely not",0.28498,221,337,0.23671,0.33324
1997,Hesse,Probably,0.03264,42,337,0.01364,0.05164
1997,Hesse,"Yes, definitely",0.06932,74,337,0.04216,0.09648
1997,"Rhineland-Palatinate, Saarland","No, definitely not",0.28822,206,304,0.23722,0.33922
1997,"Rhineland-Palatinate, Saarland",Probably,0.03125,37,304,0.01166,0.05084
1997,"Rhineland-Palatinate, Saarland","Yes, definitely",0.06859,61,304,0.04013,0.09705
1997,Baden-Wuerttemberg,"No, definitely not",0.24119,399,699,0.20945,0.27293
1997,Baden-Wuerttemberg,Probably not,0.01661,38,699,0.00713,0.02609
1997,Baden-Wuerttemberg,Probably,0.02472,67,699,0.01320,0.03624
1997,Baden-Wuerttemberg,"Yes, definitely",0.07375,195,699,0.05436,0.09314
1997,Bavaria,"No, definitely not",0.24238,358,623,0.20871,0.27606
1997,Bavaria,Probably not,0.02038,45,623,0.00928,0.03149
1997,Bavaria,Probably,0.02859,76,623,0.01549,0.04169
1997,Bavaria,"Yes, definitely",0.06650,144,623,0.04692,0.08608
1997,Berlin,"No, definitely not",0.24866,124,178,0.18498,0.31234
1997,Berlin,"Yes, definitely",0.07913,54,178,0.03936,0.11890
1997,Brandenburg,"No, definitely not",0.25607,147,215,0.19759,0.31455
1997,Brandenburg,"Yes, definitely",0.09215,68,215,0.05340,0.13090
1997,Mecklenburg-Western Pomerania,"No, definitely not",0.24468,88,144,0.17421,0.31514
1997,Mecklenburg-Western Pomerania,"Yes, definitely",0.11557,56,144,0.06317,0.16798
1997,Saxony,"No, definitely not",0.26568,252,410,0.22287,0.30849
1997,Saxony,Probably,0.03681,43,410,0.01856,0.05506
1997,Saxony,"Yes, definitely",0.07369,115,410,0.04837,0.09901
1997,Saxony-Anhalt,"No, definitely not",0.29823,162,254,0.24185,0.35460
1997,Saxony-Anhalt,"Yes, definitely",0.10083,92,254,0.06373,0.13794
1997,Thuringa,"No, definitely not",0.25337,151,243,0.19857,0.30817
1997,Thuringa,"Yes, definitely",0.09775,92,243,0.06034,0.13517
1998,Schleswig-Holstein,"No, definitely not",0.24094,89,122,0.16474,0.31714
1998,Schleswig-Holstein,"Yes, definitely",0.07358,33,122,0.02706,0.12010
1998,Hamburg,"No, definitely not",0.28296,40,40,0.14159,0.42432
1998,Lower Saxony,"No, definitely not",0.24997,309,446,0.20974,0.29020
