year,age_gr,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,"No, definitely not",0.03398,145,1188,0.02367,0.04429
1994,17-29 y.,Probably not,0.01796,63,1188,0.01041,0.02552
1994,17-29 y.,Probably,0.04830,169,1188,0.03610,0.06049
1994,17-29 y.,"Yes, definitely",0.25193,811,1188,0.22724,0.27663
1994,30-45 y.,"No, definitely not",0.04684,194,856,0.03267,0.06100
1994,30-45 y.,Probably not,0.02326,88,856,0.01316,0.03337
1994,30-45 y.,Probably,0.05120,216,856,0.03643,0.06597
1994,30-45 y.,"Yes, definitely",0.07804,358,856,0.06006,0.09602
1994,46-65 y.,"No, definitely not",0.35307,1335,1658,0.33006,0.37609
1994,46-65 y.,Probably not,0.02484,97,1658,0.01735,0.03234
1994,46-65 y.,Probably,0.01860,88,1658,0.01210,0.02511
1994,46-65 y.,"Yes, definitely",0.03412,138,1658,0.02538,0.04286
1994,66 and older,"No, definitely not",0.95007,1422,1422,0.93874,0.96139
1995,17-29 y.,"No, definitely not",0.03704,148,1214,0.02641,0.04767
1995,17-29 y.,Probably not,0.02119,71,1214,0.01308,0.02929
1995,17-29 y.,Probably,0.05452,190,1214,0.04174,0.06729
1995,17-29 y.,"Yes, definitely",0.24543,805,1214,0.22121,0.26965
1995,30-45 y.,"No, definitely not",0.04376,200,933,0.03062,0.05689
1995,30-45 y.,Probably not,0.02526,104,933,0.01518,0.03533
1995,30-45 y.,Probably,0.05053,224,933,0.03647,0.06460
1995,30-45 y.,"Yes, definitely",0.08517,405,933,0.06725,0.10309
1995,46-65 y.,"No, definitely not",0.34606,1309,1659,0.32316,0.36895
1995,46-65 y.,Probably not,0.02631,101,1659,0.01860,0.03401
1995,46-65 y.,Probably,0.02002,101,1659,0.01328,0.02676
1995,46-65 y.,"Yes, definitely",0.03276,148,1659,0.02419,0.04132
1995,66 and older,"No, definitely not",0.94831,1459,1459,0.93694,0.95967
1996,17-29 y.,"No, definitely not",0.03523,141,1182,0.02472,0.04575
1996,17-29 y.,Probably not,0.01780,42,1182,0.01026,0.02535
1996,17-29 y.,Probably,0.05696,187,1182,0.04374,0.07017
1996,17-29 y.,"Yes, definitely",0.26466,812,1182,0.23950,0.28982
1996,30-45 y.,"No, definitely not",0.03901,188,931,0.02657,0.05145
1996,30-45 y.,Probably not,0.02387,98,931,0.01406,0.03368
1996,30-45 y.,Probably,0.05066,224,931,0.03657,0.06476
1996,30-45 y.,"Yes, definitely",0.08595,421,931,0.06794,0.10397
1996,46-65 y.,"No, definitely not",0.34852,1314,1670,0.32566,0.37138
1996,46-65 y.,Probably not,0.02912,113,1670,0.02105,0.03719
1996,46-65 y.,Probably,0.02050,101,1670,0.01370,0.02730
1996,46-65 y.,"Yes, definitely",0.03377,142,1670,0.02510,0.04243
1996,66 and older,"No, definitely not",0.94965,1473,1473,0.93848,0.96082
1997,17-29 y.,"No, definitely not",0.03590,131,1127,0.02503,0.04676
1997,17-29 y.,Probably not,0.01745,57,1127,0.00980,0.02509
1997,17-29 y.,Probably,0.06471,192,1127,0.05034,0.07908
1997,17-29 y.,"Yes, definitely",0.25251,747,1127,0.22713,0.27788
1997,30-45 y.,"No, definitely not",0.03924,192,948,0.02688,0.05161
1997,30-45 y.,Probably not,0.02769,105,948,0.01724,0.03814
1997,30-45 y.,Probably,0.05005,227,948,0.03616,0.06393
1997,30-45 y.,"Yes, definitely",0.09285,424,948,0.07437,0.11134
1997,46-65 y.,"No, definitely not",0.34926,1294,1668,0.32638,0.37215
1997,46-65 y.,Probably not,0.03052,119,1668,0.02227,0.03878
1997,46-65 y.,Probably,0.02507,95,1668,0.01756,0.03257
1997,46-65 y.,"Yes, definitely",0.03469,160,1668,0.02591,0.04348
1997,66 and older,"No, definitely not",0.94371,1500,1500,0.93204,0.95538
1998,17-29 y.,"No, definitely not",0.04100,145,1186,0.02971,0.05229
1998,17-29 y.,Probably not,0.02158,59,1186,0.01330,0.02985
1998,17-29 y.,Probably,0.05226,156,1186,0.03959,0.06493
1998,17-29 y.,"Yes, definitely",0.25804,826,1186,0.23313,0.28296
1998,30-45 y.,"No, definitely not",0.04362,227,1039,0.03119,0.05605
1998,30-45 y.,Probably not,0.02320,117,1039,0.01404,0.03236
1998,30-45 y.,Probably,0.04600,223,1039,0.03326,0.05875
1998,30-45 y.,"Yes, definitely",0.09400,472,1039,0.07625,0.11176
1998,46-65 y.,"No, definitely not",0.34766,1509,1898,0.32623,0.36909
1998,46-65 y.,Probably not,0.03113,131,1898,0.02331,0.03894
1998,46-65 y.,Probably,0.01553,74,1898,0.00997,0.02110
1998,46-65 y.,"Yes, definitely",0.03661,184,1898,0.02816,0.04506
1998,66 and older,"No, definitely not",0.95079,1774,1774,0.94072,0.96086
1999,17-29 y.,"No, definitely not",0.04020,130,1077,0.02846,0.05194
1999,17-29 y.,Probably not,0.01146,36,1077,0.00510,0.01781
1999,17-29 y.,Probably,0.04749,149,1077,0.03478,0.06020
1999,17-29 y.,"Yes, definitely",0.26206,762,1077,0.23579,0.28834
1999,30-45 y.,"No, definitely not",0.03920,202,893,0.02647,0.05194
1999,30-45 y.,Probably not,0.02185,97,893,0.01225,0.03144
1999,30-45 y.,Probably,0.04054,190,893,0.02760,0.05348
1999,30-45 y.,"Yes, definitely",0.08146,404,893,0.06351,0.09942
1999,46-65 y.,"No, definitely not",0.35323,1487,1793,0.33110,0.37536
1999,46-65 y.,Probably not,0.02299,94,1793,0.01605,0.02993
1999,46-65 y.,Probably,0.01440,69,1793,0.00888,0.01992
1999,46-65 y.,"Yes, definitely",0.02919,143,1793,0.02140,0.03699
1999,66 and older,"No, definitely not",0.94836,1724,1724,0.93791,0.95881
2000,17-29 y.,"No, definitely not",0.03262,159,1704,0.02418,0.04105
2000,17-29 y.,Probably not,0.01446,74,1704,0.00879,0.02013
2000,17-29 y.,Probably,0.05175,234,1704,0.04123,0.06227
2000,17-29 y.,"Yes, definitely",0.25306,1237,1704,0.23241,0.27371
2000,30-45 y.,"No, definitely not",0.03411,311,1589,0.02518,0.04304
2000,30-45 y.,Probably not,0.02117,179,1589,0.01409,0.02825
2000,30-45 y.,Probably,0.04632,400,1589,0.03599,0.05666
2000,30-45 y.,"Yes, definitely",0.07670,699,1589,0.06361,0.08979
2000,46-65 y.,"No, definitely not",0.34546,2764,3328,0.32930,0.36162
2000,46-65 y.,Probably not,0.02198,176,3328,0.01700,0.02696
2000,46-65 y.,Probably,0.01639,139,3328,0.01207,0.02070
2000,46-65 y.,"Yes, definitely",0.02862,249,3328,0.02296,0.03429
2000,66 and older,"No, definitely not",0.95313,3450,3450,0.94607,0.96018
2001,17-29 y.,"No, definitely not",0.03165,143,1551,0.02294,0.04037
2001,17-29 y.,Probably not,0.01518,71,1551,0.00910,0.02127
2001,17-29 y.,Probably,0.03933,176,1551,0.02965,0.04900
2001,17-29 y.,"Yes, definitely",0.26795,1161,1551,0.24590,0.29000
2001,30-45 y.,"No, definitely not",0.03123,280,1375,0.02203,0.04042
2001,30-45 y.,Probably not,0.01676,132,1375,0.00997,0.02355
2001,30-45 y.,Probably,0.04440,335,1375,0.03351,0.05529
2001,30-45 y.,"Yes, definitely",0.08138,628,1375,0.06692,0.09584
2001,46-65 y.,"No, definitely not",0.33635,2431,2946,0.31929,0.35341
2001,46-65 y.,Probably not,0.02370,165,2946,0.01820,0.02919
2001,46-65 y.,Probably,0.01814,122,2946,0.01332,0.02296
2001,46-65 y.,"Yes, definitely",0.02975,228,2946,0.02361,0.03589
2001,66 and older,"No, definitely not",0.95449,3261,3261,0.94733,0.96164
2002,17-29 y.,"No, definitely not",0.03651,161,1678,0.02754,0.04549
2002,17-29 y.,Probably not,0.01114,46,1678,0.00611,0.01616
2002,17-29 y.,Probably,0.03847,157,1678,0.02927,0.04768
2002,17-29 y.,"Yes, definitely",0.29360,1314,1678,0.27180,0.31539
2002,30-45 y.,"No, definitely not",0.02814,239,1387,0.01943,0.03685
2002,30-45 y.,Probably not,0.02031,148,1387,0.01288,0.02773
2002,30-45 y.,Probably,0.04457,343,1387,0.03371,0.05543
2002,30-45 y.,"Yes, definitely",0.09807,657,1387,0.08241,0.11372
2002,46-65 y.,"No, definitely not",0.31891,2331,2884,0.30190,0.33592
2002,46-65 y.,Probably not,0.02165,160,2884,0.01634,0.02696
2002,46-65 y.,Probably,0.01778,120,2884,0.01295,0.02260
2002,46-65 y.,"Yes, definitely",0.04025,273,2884,0.03307,0.04742
2002,66 and older,"No, definitely not",0.94774,3392,3392,0.94025,0.95523
2003,17-29 y.,"No, definitely not",0.04779,186,1662,0.03753,0.05805
2003,17-29 y.,Probably not,0.01199,56,1662,0.00676,0.01723
2003,17-29 y.,Probably,0.04201,182,1662,0.03236,0.05165
2003,17-29 y.,"Yes, definitely",0.28878,1238,1662,0.26698,0.31057
2003,30-45 y.,"No, definitely not",0.03177,253,1324,0.02232,0.04123
2003,30-45 y.,Probably not,0.01543,117,1324,0.00879,0.02207
2003,30-45 y.,Probably,0.04113,285,1324,0.03043,0.05183
2003,30-45 y.,"Yes, definitely",0.10467,669,1324,0.08818,0.12117
2003,46-65 y.,"No, definitely not",0.30370,2165,2750,0.28651,0.32089
2003,46-65 y.,Probably not,0.02463,168,2750,0.01883,0.03042
2003,46-65 y.,Probably,0.02024,135,2750,0.01497,0.02550
2003,46-65 y.,"Yes, definitely",0.04015,282,2750,0.03281,0.04749
2003,66 and older,"No, definitely not",0.91846,3396,3396,0.90925,0.92766
2004,17-29 y.,"No, definitely not",0.03875,158,1713,0.02961,0.04790
2004,17-29 y.,Probably not,0.01115,37,1713,0.00618,0.01613
2004,17-29 y.,Probably,0.04748,191,1713,0.03741,0.05756
2004,17-29 y.,"Yes, definitely",0.30919,1327,1713,0.28730,0.33108
2004,30-45 y.,"No, definitely not",0.02933,210,1241,0.01994,0.03873
2004,30-45 y.,Probably not,0.01506,110,1241,0.00828,0.02184
2004,30-45 y.,Probably,0.04780,288,1241,0.03593,0.05968
2004,30-45 y.,"Yes, definitely",0.10410,633,1241,0.08710,0.12110
2004,46-65 y.,"No, definitely not",0.28462,1969,2587,0.26723,0.30202
2004,46-65 y.,Probably not,0.02780,166,2587,0.02146,0.03414
2004,46-65 y.,Probably,0.01907,132,2587,0.01380,0.02434
2004,46-65 y.,"Yes, definitely",0.04747,320,2587,0.03927,0.05566
2004,66 and older,"No, definitely not",0.92058,3486,3486,0.91160,0.92956
2005,17-29 y.,"No, definitely not",0.04155,154,1716,0.03211,0.05100
2005,17-29 y.,Probably not,0.01021,43,1716,0.00545,0.01496
2005,17-29 y.,Probably,0.04620,175,1716,0.03626,0.05613
2005,17-29 y.,"Yes, definitely",0.32308,1344,1716,0.30094,0.34521
2005,30-45 y.,"No, definitely not",0.03182,214,1166,0.02174,0.04190
2005,30-45 y.,Probably not,0.01640,100,1166,0.00911,0.02370
2005,30-45 y.,Probably,0.04560,267,1166,0.03362,0.05758
2005,30-45 y.,"Yes, definitely",0.09974,585,1166,0.08254,0.11695
2005,46-65 y.,"No, definitely not",0.26437,1769,2350,0.24654,0.28221
2005,46-65 y.,Probably not,0.02469,169,2350,0.01841,0.03096
2005,46-65 y.,Probably,0.02248,133,2350,0.01649,0.02848
2005,46-65 y.,"Yes, definitely",0.04497,279,2350,0.03659,0.05335
2005,66 and older,"No, definitely not",0.92805,3514,3514,0.91950,0.93659
2006,17-29 y.,"No, definitely not",0.03638,131,1539,0.02702,0.04574
2006,17-29 y.,Probably not,0.00853,36,1539,0.00393,0.01312
2006,17-29 y.,Probably,0.04652,151,1539,0.03599,0.05704
2006,17-29 y.,"Yes, definitely",0.27716,1221,1539,0.25479,0.29953
2006,30-45 y.,"No, definitely not",0.02594,177,1206,0.01696,0.03491
2006,30-45 y.,Probably not,0.01732,112,1206,0.00995,0.02468
2006,30-45 y.,Probably,0.04849,296,1206,0.03636,0.06061
2006,30-45 y.,"Yes, definitely",0.10331,621,1206,0.08612,0.12049
2006,46-65 y.,"No, definitely not",0.25869,1882,2514,0.24157,0.27581
2006,46-65 y.,Probably not,0.02375,176,2514,0.01780,0.02971
2006,46-65 y.,Probably,0.01890,128,2514,0.01357,0.02422
2006,46-65 y.,"Yes, definitely",0.05225,328,2514,0.04355,0.06095
2006,66 and older,"No, definitely not",0.92339,4116,4116,0.91526,0.93152
2007,17-29 y.,"No, definitely not",0.03209,121,1350,0.02269,0.04150
2007,17-29 y.,Probably,0.04156,154,1350,0.03091,0.05222
2007,17-29 y.,"Yes, definitely",0.26508,1075,1350,0.24153,0.28863
2007,30-45 y.,"No, definitely not",0.02308,154,927,0.01341,0.03276
2007,30-45 y.,Probably not,0.01506,86,927,0.00721,0.02290
2007,30-45 y.,Probably,0.04132,222,927,0.02850,0.05414
2007,30-45 y.,"Yes, definitely",0.08524,465,927,0.06726,0.10323
2007,46-65 y.,"No, definitely not",0.23843,1617,2163,0.22047,0.25639
2007,46-65 y.,Probably not,0.02576,162,2163,0.01908,0.03244
2007,46-65 y.,Probably,0.02341,132,2163,0.01703,0.02978
2007,46-65 y.,"Yes, definitely",0.04017,252,2163,0.03189,0.04844
2007,66 and older,"No, definitely not",0.91391,4013,4013,0.90523,0.92259
2008,17-29 y.,"No, definitely not",0.03127,94,1222,0.02151,0.04103
2008,17-29 y.,Probably not,0.01077,36,1222,0.00498,0.01655
2008,17-29 y.,Probably,0.03156,116,1222,0.02175,0.04137
2008,17-29 y.,"Yes, definitely",0.24937,976,1222,0.22511,0.27364
2008,30-45 y.,"No, definitely not",0.02599,124,783,0.01484,0.03715
2008,30-45 y.,Probably not,0.01526,86,783,0.00667,0.02385
2008,30-45 y.,Probably,0.03328,176,783,0.02071,0.04585
2008,30-45 y.,"Yes, definitely",0.07451,397,783,0.05611,0.09292
2008,46-65 y.,"No, definitely not",0.21870,1431,1912,0.20017,0.23724
2008,46-65 y.,Probably not,0.02092,133,1912,0.01450,0.02733
2008,46-65 y.,Probably,0.02177,118,1912,0.01523,0.02832
2008,46-65 y.,"Yes, definitely",0.04077,230,1912,0.03190,0.04964
2008,66 and older,"No, definitely not",0.91206,3970,3970,0.90325,0.92088
2009,17-29 y.,"No, definitely not",0.02779,81,1060,0.01789,0.03769
2009,17-29 y.,Probably,0.04310,122,1060,0.03087,0.05533
