year,age_gr,quintil_oecd,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,1st Quintile,"No, definitely not",0.05457,51,343,0.03050,0.07864
1994,17-29 y.,1st Quintile,Probably,0.07668,56,343,0.04848,0.10488
1994,17-29 y.,1st Quintile,"Yes, definitely",0.36102,236,343,0.31011,0.41192
1994,17-29 y.,2nd Quintile,"No, definitely not",0.03596,38,262,0.01337,0.05855
1994,17-29 y.,2nd Quintile,Probably,0.05573,40,262,0.02790,0.08357
1994,17-29 y.,2nd Quintile,"Yes, definitely",0.27668,184,262,0.22241,0.33095
1994,17-29 y.,3rd Quintile,"Yes, definitely",0.23688,165,165,0.17181,0.30195
1994,17-29 y.,4th Quintile,"Yes, definitely",0.21245,141,141,0.14469,0.28021
1994,17-29 y.,5th Quintile,"Yes, definitely",0.17354,83,83,0.09157,0.25551
1994,30-45 y.,1st Quintile,"No, definitely not",0.10422,69,284,0.06862,0.13982
1994,30-45 y.,1st Quintile,Probably,0.09635,64,284,0.06197,0.13073
1994,30-45 y.,1st Quintile,"Yes, definitely",0.20664,151,284,0.15946,0.25381
1994,30-45 y.,2nd Quintile,"No, definitely not",0.06458,60,208,0.03110,0.09806
1994,30-45 y.,2nd Quintile,Probably,0.07369,64,208,0.03809,0.10928
1994,30-45 y.,2nd Quintile,"Yes, definitely",0.09550,84,208,0.05546,0.13554
1994,30-45 y.,3rd Quintile,Probably,0.05269,42,96,0.00777,0.09762
1994,30-45 y.,3rd Quintile,"Yes, definitely",0.04780,54,96,0.00490,0.09070
1994,30-45 y.,4th Quintile,"Yes, definitely",0.04436,40,40,-0.02026,0.10898
1994,46-65 y.,1st Quintile,"No, definitely not",0.60305,418,495,0.55990,0.64619
1994,46-65 y.,1st Quintile,Probably not,0.04047,31,495,0.02309,0.05784
1994,46-65 y.,1st Quintile,"Yes, definitely",0.07726,46,495,0.05372,0.10081
1994,46-65 y.,2nd Quintile,"No, definitely not",0.46686,287,287,0.40904,0.52468
1994,46-65 y.,3rd Quintile,"No, definitely not",0.36934,248,248,0.30916,0.42953
1994,46-65 y.,4th Quintile,"No, definitely not",0.28588,212,212,0.22491,0.34684
1994,46-65 y.,5th Quintile,"No, definitely not",0.18661,167,167,0.12734,0.24587
1994,66 and older,1st Quintile,"No, definitely not",0.95644,385,385,0.93603,0.97686
1994,66 and older,2nd Quintile,"No, definitely not",0.99057,383,383,0.98087,1.00026
1994,66 and older,3rd Quintile,"No, definitely not",0.93580,263,263,0.90612,0.96548
1994,66 and older,4th Quintile,"No, definitely not",0.93396,204,204,0.89980,0.96813
1994,66 and older,5th Quintile,"No, definitely not",0.90317,187,187,0.86067,0.94567
1995,17-29 y.,1st Quintile,"No, definitely not",0.05662,62,372,0.03310,0.08014
1995,17-29 y.,1st Quintile,Probably,0.07936,65,372,0.05186,0.10687
1995,17-29 y.,1st Quintile,"Yes, definitely",0.34818,245,372,0.29970,0.39666
1995,17-29 y.,2nd Quintile,"No, definitely not",0.05404,39,278,0.02741,0.08067
1995,17-29 y.,2nd Quintile,Probably,0.06451,48,278,0.03558,0.09344
1995,17-29 y.,2nd Quintile,"Yes, definitely",0.27766,191,278,0.22492,0.33040
1995,17-29 y.,3rd Quintile,Probably,0.04264,33,185,0.01344,0.07183
1995,17-29 y.,3rd Quintile,"Yes, definitely",0.20279,152,185,0.14469,0.26088
1995,17-29 y.,4th Quintile,"Yes, definitely",0.18061,118,118,0.11091,0.25032
