year,age_gr,regtyp,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Urban regions,"No, definitely not",0.03463,108,820,0.02210,0.04715
1994,17-29 y.,Urban regions,Probably not,0.01681,42,820,0.00800,0.02561
1994,17-29 y.,Urban regions,Probably,0.05136,124,820,0.03624,0.06648
1994,17-29 y.,Urban regions,"Yes, definitely",0.26097,546,820,0.23089,0.29105
1994,17-29 y.,Rural regions,"No, definitely not",0.03258,37,347,0.01388,0.05129
1994,17-29 y.,Rural regions,Probably,0.04166,45,347,0.02060,0.06271
1994,17-29 y.,Rural regions,"Yes, definitely",0.23235,265,347,0.18785,0.27685
1994,30-45 y.,Urban regions,"No, definitely not",0.05093,148,570,0.03286,0.06899
1994,30-45 y.,Urban regions,Probably not,0.02509,63,570,0.01224,0.03794
1994,30-45 y.,Urban regions,Probably,0.05331,155,570,0.03485,0.07177
1994,30-45 y.,Urban regions,"Yes, definitely",0.07104,204,570,0.04993,0.09215
1994,30-45 y.,Rural regions,"No, definitely not",0.03724,46,261,0.01423,0.06026
1994,30-45 y.,Rural regions,Probably,0.04626,61,261,0.02073,0.07179
1994,30-45 y.,Rural regions,"Yes, definitely",0.09447,154,261,0.05892,0.13002
1994,46-65 y.,Urban regions,"No, definitely not",0.34418,862,1043,0.31533,0.37303
1994,46-65 y.,Urban regions,Probably not,0.02213,63,1043,0.01320,0.03106
1994,46-65 y.,Urban regions,Probably,0.01827,56,1043,0.01014,0.02640
1994,46-65 y.,Urban regions,"Yes, definitely",0.02223,62,1043,0.01328,0.03118
1994,46-65 y.,Rural regions,"No, definitely not",0.37240,473,615,0.33416,0.41064
1994,46-65 y.,Rural regions,Probably not,0.03074,34,615,0.01709,0.04440
1994,46-65 y.,Rural regions,Probably,0.01933,32,615,0.00844,0.03023
1994,46-65 y.,Rural regions,"Yes, definitely",0.05997,76,615,0.04119,0.07875
1994,66 and older,Urban regions,"No, definitely not",0.94485,921,921,0.93010,0.95960
1994,66 and older,Rural regions,"No, definitely not",0.96120,501,501,0.94427,0.97813
1995,17-29 y.,Urban regions,"No, definitely not",0.04191,116,850,0.02843,0.05539
1995,17-29 y.,Urban regions,Probably not,0.02309,49,850,0.01299,0.03320
1995,17-29 y.,Urban regions,Probably,0.05750,138,850,0.04184,0.07316
1995,17-29 y.,Urban regions,"Yes, definitely",0.26001,547,850,0.23051,0.28952
1995,17-29 y.,Rural regions,"No, definitely not",0.02670,32,342,0.00959,0.04381
1995,17-29 y.,Rural regions,Probably,0.04817,52,342,0.02545,0.07090
1995,17-29 y.,Rural regions,"Yes, definitely",0.21445,258,342,0.17089,0.25802
1995,30-45 y.,Urban regions,"No, definitely not",0.04771,150,626,0.03100,0.06443
1995,30-45 y.,Urban regions,Probably not,0.02503,68,626,0.01278,0.03728
1995,30-45 y.,Urban regions,Probably,0.05566,163,626,0.03769,0.07364
1995,30-45 y.,Urban regions,"Yes, definitely",0.07758,245,626,0.05661,0.09856
1995,30-45 y.,Rural regions,"No, definitely not",0.03484,50,307,0.01430,0.05539
1995,30-45 y.,Rural regions,Probably not,0.02577,36,307,0.00802,0.04352
1995,30-45 y.,Rural regions,Probably,0.03897,61,307,0.01729,0.06065
1995,30-45 y.,Rural regions,"Yes, definitely",0.10226,160,307,0.06831,0.13621
1995,46-65 y.,Urban regions,"No, definitely not",0.33695,844,1045,0.30827,0.36562
1995,46-65 y.,Urban regions,Probably not,0.02074,57,1045,0.01209,0.02938
1995,46-65 y.,Urban regions,Probably,0.02049,62,1045,0.01190,0.02909
1995,46-65 y.,Urban regions,"Yes, definitely",0.02718,82,1045,0.01732,0.03705
