year,regtyp,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,Yes,0.00326,31,11682,0.00223,0.00429
2009,Urban regions,No,0.83793,11651,11682,0.83124,0.84461
2009,Rural regions,No,0.84645,6319,6319,0.83756,0.85534
2011,Urban regions,Yes,0.00278,37,13360,0.00189,0.00368
2011,Urban regions,No,0.76331,13323,13360,0.75610,0.77052
2011,Rural regions,No,0.76630,7364,7364,0.75663,0.77596
2013,Urban regions,Yes,0.00253,36,12047,0.00163,0.00343
2013,Urban regions,No,0.69448,12011,12047,0.68626,0.70271
2013,Rural regions,No,0.73843,6797,6797,0.72798,0.74888
2015,Urban regions,Yes,0.00301,42,16171,0.00216,0.00385
2015,Urban regions,No,0.81691,16129,16171,0.81095,0.82287
2015,Rural regions,No,0.83302,8846,8846,0.82525,0.84079
2017,Urban regions,Yes,0.00313,44,17147,0.00229,0.00397
2017,Urban regions,No,0.82870,17103,17147,0.82306,0.83434
2017,Rural regions,No,0.83558,9383,9383,0.82808,0.84308
2019,Urban regions,Yes,0.00283,50,16365,0.00202,0.00365
2019,Urban regions,No,0.82677,16315,16365,0.82097,0.83257
2019,Rural regions,No,0.83062,8776,8776,0.82277,0.83847
2021,Urban regions,No,0.82062,12974,12974,0.81402,0.82723
2021,Rural regions,No,0.82184,6145,6145,0.81228,0.83141
