year,age_gr,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No,0.93438,2855,2855,0.92530,0.94347
2009,30-45 y.,No,0.99947,4674,4674,0.99881,1.00013
2009,46-65 y.,No,0.99739,6319,6319,0.99613,0.99865
2009,66 and older,Yes,0.01051,40,4162,0.00741,0.01361
2009,66 and older,No,0.98949,4122,4162,0.98639,0.99259
2011,17-29 y.,No,0.83474,2994,2994,0.82144,0.84805
2011,30-45 y.,No,0.78706,4855,4855,0.77554,0.79858
2011,46-65 y.,No,0.95700,7769,7769,0.95249,0.96151
2011,66 and older,Yes,0.01116,51,5120,0.00828,0.01403
2011,66 and older,No,0.98804,5069,5120,0.98506,0.99102
2013,17-29 y.,No,0.69355,2535,2535,0.67560,0.71150
2013,30-45 y.,No,0.68067,4072,4072,0.66635,0.69499
2013,46-65 y.,No,0.90134,7309,7309,0.89451,0.90818
2013,66 and older,Yes,0.00936,45,4937,0.00667,0.01205
2013,66 and older,No,0.98369,4892,4937,0.98016,0.98723
2015,17-29 y.,No,0.88544,3921,3921,0.87547,0.89541
2015,30-45 y.,No,0.95145,7350,7350,0.94653,0.95636
2015,46-65 y.,No,0.98954,8869,8869,0.98743,0.99166
2015,66 and older,Yes,0.01083,48,4883,0.00793,0.01373
2015,66 and older,No,0.98814,4835,4883,0.98510,0.99118
2017,17-29 y.,No,0.91116,4356,4356,0.90271,0.91961
2017,30-45 y.,No,0.98873,7255,7255,0.98630,0.99116
2017,46-65 y.,No,0.99667,9961,9961,0.99554,0.99780
2017,66 and older,Yes,0.01252,45,4959,0.00943,0.01562
2017,66 and older,No,0.98716,4914,4959,0.98403,0.99029
2019,17-29 y.,No,0.90405,3839,3839,0.89473,0.91337
2019,30-45 y.,No,0.98500,6280,6280,0.98200,0.98801
2019,46-65 y.,No,0.99592,10405,10405,0.99469,0.99714
2019,66 and older,Yes,0.01140,55,5174,0.00851,0.01430
2019,66 and older,No,0.98830,5119,5174,0.98537,0.99123
2021,17-29 y.,No,0.92265,3179,3179,0.91336,0.93193
2021,30-45 y.,No,0.98321,5199,5199,0.97971,0.98670
2021,46-65 y.,No,0.98917,7205,7205,0.98678,0.99156
2021,66 and older,No,0.98445,3537,3537,0.98037,0.98853
