year,age_gr,regtyp,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,No,0.92669,1874,1874,0.91489,0.93850
2009,17-29 y.,Rural regions,No,0.95068,981,981,0.93713,0.96424
2009,30-45 y.,Urban regions,No,0.99941,3073,3073,0.99855,1.00027
2009,30-45 y.,Rural regions,No,0.99962,1601,1601,0.99865,1.00058
2009,46-65 y.,Urban regions,No,0.99709,4031,4031,0.99543,0.99875
2009,46-65 y.,Rural regions,No,0.99796,2288,2288,0.99612,0.99981
2009,66 and older,Urban regions,No,0.98823,2673,2673,0.98414,0.99232
2009,66 and older,Rural regions,No,0.99211,1449,1449,0.98756,0.99667
2011,17-29 y.,Urban regions,No,0.84048,2004,2004,0.82444,0.85651
2011,17-29 y.,Rural regions,No,0.82256,990,990,0.79875,0.84638
2011,30-45 y.,Urban regions,No,0.79356,3190,3190,0.77951,0.80760
2011,30-45 y.,Rural regions,No,0.77191,1665,1665,0.75175,0.79207
2011,46-65 y.,Urban regions,No,0.95621,4854,4854,0.95046,0.96197
2011,46-65 y.,Rural regions,No,0.95845,2915,2915,0.95120,0.96569
2011,66 and older,Urban regions,Yes,0.01140,31,3306,0.00778,0.01502
2011,66 and older,Urban regions,No,0.98793,3275,3306,0.98421,0.99165
2011,66 and older,Rural regions,No,0.98826,1794,1794,0.98328,0.99325
2013,17-29 y.,Urban regions,No,0.68083,1711,1711,0.65874,0.70293
2013,17-29 y.,Rural regions,No,0.72158,824,824,0.69096,0.75220
2013,30-45 y.,Urban regions,No,0.67264,2669,2669,0.65483,0.69044
2013,30-45 y.,Rural regions,No,0.70022,1403,1403,0.67624,0.72421
2013,46-65 y.,Urban regions,No,0.88683,4481,4481,0.87756,0.89611
2013,46-65 y.,Rural regions,No,0.92620,2828,2828,0.91656,0.93583
2013,66 and older,Urban regions,No,0.98477,3150,3150,0.98049,0.98904
2013,66 and older,Rural regions,No,0.98145,1742,1742,0.97511,0.98779
2015,17-29 y.,Urban regions,No,0.88087,2632,2632,0.86849,0.89324
2015,17-29 y.,Rural regions,No,0.89642,1289,1289,0.87977,0.91306
2015,30-45 y.,Urban regions,No,0.94572,4815,4815,0.93932,0.95212
2015,30-45 y.,Rural regions,No,0.96515,2535,2535,0.95801,0.97230
2015,46-65 y.,Urban regions,No,0.98873,5627,5627,0.98597,0.99149
2015,46-65 y.,Rural regions,No,0.99105,3242,3242,0.98780,0.99429
2015,66 and older,Urban regions,Yes,0.01110,32,3087,0.00740,0.01479
2015,66 and older,Urban regions,No,0.98809,3055,3087,0.98426,0.99192
2015,66 and older,Rural regions,No,0.98824,1780,1780,0.98323,0.99325
2017,17-29 y.,Urban regions,No,0.90935,2937,2937,0.89897,0.91974
2017,17-29 y.,Rural regions,No,0.91575,1419,1419,0.90130,0.93021
2017,30-45 y.,Urban regions,No,0.98967,4831,4831,0.98682,0.99252
2017,30-45 y.,Rural regions,No,0.98640,2424,2424,0.98179,0.99101
2017,46-65 y.,Urban regions,No,0.99649,6267,6267,0.99503,0.99796
2017,46-65 y.,Rural regions,No,0.99701,3694,3694,0.99525,0.99877
2017,66 and older,Urban regions,Yes,0.01370,35,3103,0.00961,0.01779
2017,66 and older,Urban regions,No,0.98590,3068,3103,0.98175,0.99005
2017,66 and older,Rural regions,No,0.98977,1846,1846,0.98518,0.99436
2019,17-29 y.,Urban regions,No,0.91401,2565,2565,0.90316,0.92486
2019,17-29 y.,Rural regions,No,0.87204,1156,1156,0.85277,0.89130
2019,30-45 y.,Urban regions,No,0.98467,4050,4050,0.98088,0.98845
2019,30-45 y.,Rural regions,No,0.98478,2074,2074,0.97951,0.99005
2019,46-65 y.,Urban regions,No,0.99558,6518,6518,0.99397,0.99719
2019,46-65 y.,Rural regions,No,0.99640,3689,3689,0.99446,0.99833
2019,66 and older,Urban regions,Yes,0.01217,39,3221,0.00838,0.01595
2019,66 and older,Urban regions,No,0.98755,3182,3221,0.98371,0.99138
2019,66 and older,Rural regions,No,0.98997,1857,1857,0.98543,0.99450
2021,17-29 y.,Urban regions,No,0.92871,2319,2319,0.91823,0.93918
2021,17-29 y.,Rural regions,No,0.90739,860,860,0.88801,0.92678
2021,30-45 y.,Urban regions,No,0.98776,3660,3660,0.98419,0.99132
2021,30-45 y.,Rural regions,No,0.97249,1539,1539,0.96432,0.98066
2021,46-65 y.,Urban regions,No,0.98991,4766,4766,0.98707,0.99274
2021,46-65 y.,Rural regions,No,0.98772,2438,2438,0.98335,0.99209
2021,66 and older,Urban regions,No,0.98620,2229,2229,0.98135,0.99104
2021,66 and older,Rural regions,No,0.98107,1308,1308,0.97368,0.98846
