year,quintil_oecd,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,No,0.81313,2862,2862,0.79885,0.82742
2009,2nd Quintile,No,0.80373,3152,3152,0.78986,0.81760
2009,3rd Quintile,No,0.83882,3430,3430,0.82651,0.85113
2009,4th Quintile,No,0.85171,3726,3726,0.84030,0.86313
2009,5th Quintile,No,0.89606,4795,4795,0.88742,0.90470
2011,1st Quintile,No,0.66774,2454,2454,0.64910,0.68638
2011,2nd Quintile,No,0.71254,2743,2743,0.69560,0.72948
2011,3rd Quintile,No,0.77893,3063,3063,0.76423,0.79363
2011,4th Quintile,No,0.80310,3213,3213,0.78934,0.81685
2011,5th Quintile,No,0.84781,4143,4143,0.83687,0.85875
2013,1st Quintile,No,0.70305,3083,3083,0.68692,0.71918
2013,2nd Quintile,No,0.74366,3423,3423,0.72903,0.75829
2013,3rd Quintile,No,0.77692,3579,3579,0.76328,0.79056
2013,4th Quintile,No,0.81866,3930,3930,0.80661,0.83071
2013,5th Quintile,No,0.86392,4789,4789,0.85421,0.87363
2015,1st Quintile,No,0.79327,4993,4993,0.78204,0.80450
2015,2nd Quintile,No,0.82123,5262,5262,0.81088,0.83158
2015,3rd Quintile,No,0.83550,4868,4868,0.82508,0.84592
2015,4th Quintile,No,0.86066,4758,4758,0.85081,0.87050
2015,5th Quintile,No,0.89391,5090,5090,0.88545,0.90237
2017,1st Quintile,No,0.76244,4661,4661,0.75023,0.77466
2017,2nd Quintile,No,0.82408,4835,4835,0.81335,0.83482
2017,3rd Quintile,No,0.83439,4408,4408,0.82342,0.84537
2017,4th Quintile,No,0.87311,4325,4325,0.86319,0.88303
2017,5th Quintile,No,0.89132,4547,4547,0.88228,0.90037
2019,1st Quintile,No,0.75456,4381,4381,0.74181,0.76730
2019,2nd Quintile,No,0.81336,4739,4739,0.80227,0.82445
2019,3rd Quintile,No,0.83444,4490,4490,0.82356,0.84531
2019,4th Quintile,No,0.85524,4260,4260,0.84468,0.86581
2019,5th Quintile,No,0.89724,4777,4777,0.88863,0.90585
2021,1st Quintile,No,0.78656,4702,4702,0.77485,0.79827
2021,2nd Quintile,No,0.80190,3577,3577,0.78883,0.81496
2021,3rd Quintile,No,0.81346,3028,3028,0.79959,0.82734
2021,4th Quintile,No,0.85126,3239,3239,0.83901,0.86352
2021,5th Quintile,No,0.86627,4272,4272,0.85606,0.87648
