year,age_gr,regtyp,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,Urban regions,Seldom,0.05345,114,2192,0.04403,0.06287
2007,17-29 y.,Urban regions,Sometimes,0.24453,558,2192,0.22654,0.26253
2007,17-29 y.,Urban regions,Often,0.46541,1176,2192,0.44452,0.48630
2007,17-29 y.,Urban regions,Very often,0.14362,344,2192,0.12893,0.15830
2007,17-29 y.,Rural regions,Seldom,0.05469,57,1168,0.04164,0.06773
2007,17-29 y.,Rural regions,Sometimes,0.26020,313,1168,0.23503,0.28537
2007,17-29 y.,Rural regions,Often,0.44078,601,1168,0.41229,0.46927
2007,17-29 y.,Rural regions,Very often,0.14917,197,1168,0.12873,0.16961
2007,30-45 y.,Urban regions,Very seldom,0.02956,84,3809,0.02418,0.03494
2007,30-45 y.,Urban regions,Seldom,0.08817,288,3809,0.07916,0.09718
2007,30-45 y.,Urban regions,Sometimes,0.31321,1178,3809,0.29848,0.32794
2007,30-45 y.,Urban regions,Often,0.46351,1878,3809,0.44767,0.47935
2007,30-45 y.,Urban regions,Very often,0.10248,381,3809,0.09285,0.11212
2007,30-45 y.,Rural regions,Seldom,0.08459,152,1854,0.07192,0.09726
2007,30-45 y.,Rural regions,Sometimes,0.30416,563,1854,0.28321,0.32511
2007,30-45 y.,Rural regions,Often,0.49921,973,1854,0.47644,0.52198
2007,30-45 y.,Rural regions,Very often,0.09491,166,1854,0.08156,0.10825
2007,46-65 y.,Urban regions,Very seldom,0.03613,126,4561,0.03071,0.04155
2007,46-65 y.,Urban regions,Seldom,0.12671,470,4561,0.11705,0.13636
2007,46-65 y.,Urban regions,Sometimes,0.38919,1742,4561,0.37504,0.40334
2007,46-65 y.,Urban regions,Often,0.39169,1973,4561,0.37753,0.40586
2007,46-65 y.,Urban regions,Very often,0.05266,250,4561,0.04618,0.05914
2007,46-65 y.,Rural regions,Very seldom,0.03120,66,2480,0.02435,0.03804
2007,46-65 y.,Rural regions,Seldom,0.10294,256,2480,0.09098,0.11490
2007,46-65 y.,Rural regions,Sometimes,0.42415,1006,2480,0.40470,0.44361
2007,46-65 y.,Rural regions,Often,0.39333,1041,2480,0.37410,0.41256
2007,46-65 y.,Rural regions,Very often,0.04266,111,2480,0.03470,0.05061
2007,66 and older,Urban regions,Very seldom,0.05123,132,2812,0.04308,0.05938
2007,66 and older,Urban regions,Seldom,0.14087,358,2812,0.12801,0.15373
2007,66 and older,Urban regions,Sometimes,0.39400,1126,2812,0.37594,0.41206
2007,66 and older,Urban regions,Often,0.35316,1043,2812,0.33549,0.37082
2007,66 and older,Urban regions,Very often,0.05145,153,2812,0.04328,0.05961
2007,66 and older,Rural regions,Very seldom,0.03384,52,1505,0.02470,0.04298
2007,66 and older,Rural regions,Seldom,0.15882,217,1505,0.14035,0.17729
2007,66 and older,Rural regions,Sometimes,0.41119,594,1505,0.38633,0.43606
2007,66 and older,Rural regions,Often,0.34505,567,1505,0.32103,0.36908
2007,66 and older,Rural regions,Very often,0.04470,75,1505,0.03426,0.05514
2008,17-29 y.,Urban regions,Seldom,0.05477,110,2061,0.04494,0.06459
2008,17-29 y.,Urban regions,Sometimes,0.26968,560,2061,0.25051,0.28884
2008,17-29 y.,Urban regions,Often,0.46113,1083,2061,0.43960,0.48266
2008,17-29 y.,Urban regions,Very often,0.12174,308,2061,0.10762,0.13586
2008,17-29 y.,Rural regions,Seldom,0.05761,61,1052,0.04353,0.07170
2008,17-29 y.,Rural regions,Sometimes,0.26700,311,1052,0.24025,0.29374
2008,17-29 y.,Rural regions,Often,0.46205,533,1052,0.43190,0.49219
2008,17-29 y.,Rural regions,Very often,0.12986,147,1052,0.10954,0.15018
2008,30-45 y.,Urban regions,Very seldom,0.02269,64,3441,0.01772,0.02767
2008,30-45 y.,Urban regions,Seldom,0.08778,256,3441,0.07832,0.09723
2008,30-45 y.,Urban regions,Sometimes,0.33530,1083,3441,0.31952,0.35108
2008,30-45 y.,Urban regions,Often,0.46423,1709,3441,0.44757,0.48090
2008,30-45 y.,Urban regions,Very often,0.08793,329,3441,0.07846,0.09739
2008,30-45 y.,Rural regions,Seldom,0.06868,116,1688,0.05661,0.08075
2008,30-45 y.,Rural regions,Sometimes,0.33054,545,1688,0.30810,0.35299
2008,30-45 y.,Rural regions,Often,0.47873,868,1688,0.45489,0.50256
2008,30-45 y.,Rural regions,Very often,0.09710,159,1688,0.08297,0.11123
2008,46-65 y.,Urban regions,Very seldom,0.03612,116,4313,0.03055,0.04169
2008,46-65 y.,Urban regions,Seldom,0.12457,451,4313,0.11471,0.13443
2008,46-65 y.,Urban regions,Sometimes,0.38739,1636,4313,0.37285,0.40193
2008,46-65 y.,Urban regions,Often,0.39036,1860,4313,0.37580,0.40492
2008,46-65 y.,Urban regions,Very often,0.05568,250,4313,0.04883,0.06252
2008,46-65 y.,Rural regions,Very seldom,0.04198,71,2358,0.03389,0.05008
2008,46-65 y.,Rural regions,Seldom,0.12538,266,2358,0.11201,0.13875
2008,46-65 y.,Rural regions,Sometimes,0.37417,878,2358,0.35464,0.39371
2008,46-65 y.,Rural regions,Often,0.41017,1026,2358,0.39031,0.43003
2008,46-65 y.,Rural regions,Very often,0.04381,117,2358,0.03555,0.05207
