year,pgisced97,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Pre-primary Level,Sometimes,0.13821,77,329,0.10086,0.17557
2007,Pre-primary Level,Often,0.28625,198,329,0.23733,0.33516
2007,Pre-primary Level,Very often,0.07179,54,329,0.04386,0.09973
2007,Primary Level,Seldom,0.18022,38,188,0.12513,0.23531
2007,Primary Level,Sometimes,0.39940,87,188,0.32920,0.46959
2007,Primary Level,Often,0.28595,63,188,0.22118,0.35071
2007,Lower Secondary Level,Very seldom,0.04073,86,2194,0.03246,0.04900
2007,Lower Secondary Level,Seldom,0.14562,305,2194,0.13086,0.16038
2007,Lower Secondary Level,Sometimes,0.38045,864,2194,0.36013,0.40077
2007,Lower Secondary Level,Often,0.33537,770,2194,0.31561,0.35513
2007,Lower Secondary Level,Very often,0.07158,169,2194,0.06079,0.08237
2007,Upper Secondary Level,Very seldom,0.02889,270,10277,0.02566,0.03213
2007,Upper Secondary Level,Seldom,0.10919,1015,10277,0.10316,0.11522
2007,Upper Secondary Level,Sometimes,0.35741,3582,10277,0.34814,0.36668
2007,Upper Secondary Level,Often,0.41647,4588,10277,0.40694,0.42600
2007,Upper Secondary Level,Very often,0.08218,822,10277,0.07687,0.08749
2007,Post-secondary Non-tertiary Level,Seldom,0.08655,94,1138,0.07021,0.10289
2007,Post-secondary Non-tertiary Level,Sometimes,0.29441,347,1138,0.26791,0.32090
2007,Post-secondary Non-tertiary Level,Often,0.49350,582,1138,0.46444,0.52256
2007,Post-secondary Non-tertiary Level,Very often,0.09391,115,1138,0.07696,0.11087
2007,First Stage of Tertiary Education,Very seldom,0.03297,41,1533,0.02403,0.04191
2007,First Stage of Tertiary Education,Seldom,0.07957,114,1533,0.06602,0.09312
2007,First Stage of Tertiary Education,Sometimes,0.34807,538,1533,0.32421,0.37192
2007,First Stage of Tertiary Education,Often,0.47286,732,1533,0.44786,0.49786
2007,First Stage of Tertiary Education,Very often,0.06580,108,1533,0.05338,0.07821
2007,Second Stage of Tertiary Education,Very seldom,0.02543,73,4381,0.02077,0.03009
2007,Second Stage of Tertiary Education,Seldom,0.08405,312,4381,0.07583,0.09227
2007,Second Stage of Tertiary Education,Sometimes,0.33879,1466,4381,0.32477,0.35281
2007,Second Stage of Tertiary Education,Often,0.46635,2178,4381,0.45157,0.48112
2007,Second Stage of Tertiary Education,Very often,0.08331,352,4381,0.07512,0.09149
2008,Pre-primary Level,Sometimes,0.16732,88,336,0.12735,0.20729
2008,Pre-primary Level,Often,0.30447,190,336,0.25520,0.35375
2008,Pre-primary Level,Very often,0.09468,58,336,0.06332,0.12603
2008,Primary Level,Sometimes,0.42830,76,131,0.34324,0.51337
2008,Primary Level,Often,0.29866,55,131,0.21999,0.37734
2008,Lower Secondary Level,Very seldom,0.03609,71,2000,0.02791,0.04426
2008,Lower Secondary Level,Seldom,0.14589,275,2000,0.13042,0.16137
2008,Lower Secondary Level,Sometimes,0.34930,735,2000,0.32840,0.37020
2008,Lower Secondary Level,Often,0.35754,761,2000,0.33653,0.37855
2008,Lower Secondary Level,Very often,0.07850,158,2000,0.06671,0.09029
2008,Upper Secondary Level,Very seldom,0.03399,262,9686,0.03038,0.03760
2008,Upper Secondary Level,Seldom,0.10704,925,9686,0.10088,0.11319
2008,Upper Secondary Level,Sometimes,0.36032,3423,9686,0.35076,0.36988
2008,Upper Secondary Level,Often,0.41547,4299,9686,0.40565,0.42528
2008,Upper Secondary Level,Very often,0.07639,777,9686,0.07110,0.08168
2008,Post-secondary Non-tertiary Level,Seldom,0.07618,79,1067,0.06025,0.09210
2008,Post-secondary Non-tertiary Level,Sometimes,0.31193,334,1067,0.28412,0.33975
2008,Post-secondary Non-tertiary Level,Often,0.51114,554,1067,0.48113,0.54115
2008,Post-secondary Non-tertiary Level,Very often,0.07639,100,1067,0.06045,0.09234
2008,First Stage of Tertiary Education,Very seldom,0.03294,37,1411,0.02362,0.04225
2008,First Stage of Tertiary Education,Seldom,0.08774,113,1411,0.07298,0.10251
2008,First Stage of Tertiary Education,Sometimes,0.35923,509,1411,0.33419,0.38428
