"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2003","(Fach-)Abitur","Ostdeutschland","4.98","3.5","358","4.61","5.35"
"2003","(Fach-)Abitur","Westdeutschland","4.65","3.5","2004","4.48","4.82"
"2003","(noch) kein Abschluss","Ostdeutschland","5.75","4.5","175","4.81","6.69"
"2003","(noch) kein Abschluss","Westdeutschland","4.34","2.5","692","4.03","4.65"
"2003","AkademikerIn","Ostdeutschland","4.62","3.5","1261","4.42","4.82"
"2003","AkademikerIn","Westdeutschland","4.85","3.5","2985","4.7","5"
"2003","Hauptschule","Ostdeutschland","3.93","2.5","1350","3.69","4.17"
"2003","Hauptschule","Westdeutschland","4.25","2.5","6754","4.14","4.36"
"2003","Realschule","Ostdeutschland","4.53","3.5","1918","4.35","4.71"
"2003","Realschule","Westdeutschland","4.54","3.5","3692","4.42","4.66"
"2004","(Fach-)Abitur","Ostdeutschland","","","","",""
"2004","(Fach-)Abitur","Westdeutschland","","","","",""
"2004","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2004","(noch) kein Abschluss","Westdeutschland","","","","",""
"2004","AkademikerIn","Ostdeutschland","","","","",""
"2004","AkademikerIn","Westdeutschland","","","","",""
"2004","Hauptschule","Ostdeutschland","","","","",""
"2004","Hauptschule","Westdeutschland","","","","",""
"2004","Realschule","Ostdeutschland","","","","",""
"2004","Realschule","Westdeutschland","","","","",""
"2005","(Fach-)Abitur","Ostdeutschland","","","","",""
"2005","(Fach-)Abitur","Westdeutschland","","","","",""
"2005","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2005","(noch) kein Abschluss","Westdeutschland","","","","",""
"2005","AkademikerIn","Ostdeutschland","","","","",""
"2005","AkademikerIn","Westdeutschland","","","","",""
"2005","Hauptschule","Ostdeutschland","","","","",""
"2005","Hauptschule","Westdeutschland","","","","",""
"2005","Realschule","Ostdeutschland","","","","",""
"2005","Realschule","Westdeutschland","","","","",""
"2006","(Fach-)Abitur","Ostdeutschland","","","","",""
"2006","(Fach-)Abitur","Westdeutschland","","","","",""
"2006","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","","","","",""
"2006","AkademikerIn","Ostdeutschland","","","","",""
"2006","AkademikerIn","Westdeutschland","","","","",""
"2006","Hauptschule","Ostdeutschland","","","","",""
"2006","Hauptschule","Westdeutschland","","","","",""
"2006","Realschule","Ostdeutschland","","","","",""
"2006","Realschule","Westdeutschland","","","","",""
"2007","(Fach-)Abitur","Ostdeutschland","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","","","","",""
"2007","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","",""
"2007","AkademikerIn","Ostdeutschland","","","","",""
"2007","AkademikerIn","Westdeutschland","","","","",""
"2007","Hauptschule","Ostdeutschland","","","","",""
"2007","Hauptschule","Westdeutschland","","","","",""
"2007","Realschule","Ostdeutschland","","","","",""
"2007","Realschule","Westdeutschland","","","","",""
