"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2003","(Fach-)Abitur","maennlich","4.76","3.5","1084","4.53","4.99"
"2003","(Fach-)Abitur","weiblich","4.62","3.5","1278","4.42","4.82"
"2003","(noch) kein Abschluss","maennlich","4.52","3.5","410","4.01","5.03"
"2003","(noch) kein Abschluss","weiblich","4.58","2.5","457","4.21","4.95"
"2003","AkademikerIn","maennlich","4.75","3.5","2396","4.58","4.92"
"2003","AkademikerIn","weiblich","4.84","3.5","1850","4.66","5.02"
"2003","Hauptschule","maennlich","4.33","2.5","3924","4.19","4.47"
"2003","Hauptschule","weiblich","4.09","2.5","4180","3.96","4.22"
"2003","Realschule","maennlich","4.67","3.5","2400","4.5","4.84"
"2003","Realschule","weiblich","4.42","3.5","3210","4.29","4.55"
"2004","(Fach-)Abitur","maennlich","","","","",""
"2004","(Fach-)Abitur","weiblich","","","","",""
"2004","(noch) kein Abschluss","maennlich","","","","",""
"2004","(noch) kein Abschluss","weiblich","","","","",""
"2004","AkademikerIn","maennlich","","","","",""
"2004","AkademikerIn","weiblich","","","","",""
"2004","Hauptschule","maennlich","","","","",""
"2004","Hauptschule","weiblich","","","","",""
"2004","Realschule","maennlich","","","","",""
"2004","Realschule","weiblich","","","","",""
"2005","(Fach-)Abitur","maennlich","","","","",""
"2005","(Fach-)Abitur","weiblich","","","","",""
"2005","(noch) kein Abschluss","maennlich","","","","",""
"2005","(noch) kein Abschluss","weiblich","","","","",""
"2005","AkademikerIn","maennlich","","","","",""
"2005","AkademikerIn","weiblich","","","","",""
"2005","Hauptschule","maennlich","","","","",""
"2005","Hauptschule","weiblich","","","","",""
"2005","Realschule","maennlich","","","","",""
"2005","Realschule","weiblich","","","","",""
"2006","(Fach-)Abitur","maennlich","","","","",""
"2006","(Fach-)Abitur","weiblich","","","","",""
"2006","(noch) kein Abschluss","maennlich","","","","",""
"2006","(noch) kein Abschluss","weiblich","","","","",""
"2006","AkademikerIn","maennlich","","","","",""
"2006","AkademikerIn","weiblich","","","","",""
"2006","Hauptschule","maennlich","","","","",""
"2006","Hauptschule","weiblich","","","","",""
"2006","Realschule","maennlich","","","","",""
"2006","Realschule","weiblich","","","","",""
"2007","(Fach-)Abitur","maennlich","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerIn","maennlich","","","","",""
"2007","AkademikerIn","weiblich","","","","",""
"2007","Hauptschule","maennlich","","","","",""
"2007","Hauptschule","weiblich","","","","",""
"2007","Realschule","maennlich","","","","",""
"2007","Realschule","weiblich","","","","",""
"2008","(Fach-)Abitur","maennlich","4.84","3.5","941","4.61","5.07"
"2008","(Fach-)Abitur","weiblich","4.23","3.5","1183","4.04","4.42"
"2008","(noch) kein Abschluss","maennlich","5.4","4.5","243","4.64","6.16"
"2008","(noch) kein Abschluss","weiblich","3.94","3.5","284","3.61","4.27"
"2008","AkademikerIn","maennlich","4.35","3.5","2235","4.2","4.5"
"2008","AkademikerIn","weiblich","4.29","3.5","1853","4.15","4.43"
"2008","Hauptschule","maennlich","3.86","2.5","3158","3.73","3.99"
"2008","Hauptschule","weiblich","3.6","2.5","3366","3.47","3.73"
"2008","Realschule","maennlich","4.38","2.5","2103","4.22","4.54"
"2008","Realschule","weiblich","4.04","2.5","2867","3.91","4.17"
"2009","(Fach-)Abitur","maennlich","","","","",""
"2009","(Fach-)Abitur","weiblich","","","","",""
"2009","(noch) kein Abschluss","maennlich","","","","",""
