year,age_gr,regtyp,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,At least once per week,0.39144,859,2463,0.37216,0.41072
1985,17-29 y.,Urban regions,At least once per month,0.07926,197,2463,0.06859,0.08993
1985,17-29 y.,Urban regions,Seldom,0.20872,496,2463,0.19266,0.22477
1985,17-29 y.,Urban regions,Never,0.31296,911,2463,0.29464,0.33128
1985,17-29 y.,Rural regions,At least once per week,0.37784,233,648,0.34048,0.41520
1985,17-29 y.,Rural regions,At least once per month,0.06929,48,648,0.04973,0.08886
1985,17-29 y.,Rural regions,Seldom,0.18329,118,648,0.15347,0.21310
1985,17-29 y.,Rural regions,Never,0.36242,249,648,0.32538,0.39946
1985,30-45 y.,Urban regions,At least once per week,0.29273,647,2729,0.27566,0.30981
1985,30-45 y.,Urban regions,At least once per month,0.05273,129,2729,0.04434,0.06112
1985,30-45 y.,Urban regions,Seldom,0.17095,409,2729,0.15682,0.18508
1985,30-45 y.,Urban regions,Never,0.47508,1544,2729,0.45634,0.49382
1985,30-45 y.,Rural regions,At least once per week,0.29855,191,717,0.26503,0.33207
1985,30-45 y.,Rural regions,At least once per month,0.07108,50,717,0.05226,0.08990
1985,30-45 y.,Rural regions,Seldom,0.16754,119,717,0.14018,0.19489
1985,30-45 y.,Rural regions,Never,0.45214,357,717,0.41568,0.48859
1985,46-65 y.,Urban regions,At least once per week,0.15932,355,2563,0.14515,0.17349
1985,46-65 y.,Urban regions,At least once per month,0.03309,73,2563,0.02616,0.04002
1985,46-65 y.,Urban regions,Seldom,0.08774,210,2563,0.07678,0.09869
1985,46-65 y.,Urban regions,Never,0.70336,1925,2563,0.68567,0.72105
1985,46-65 y.,Rural regions,At least once per week,0.14096,92,664,0.11447,0.16744
1985,46-65 y.,Rural regions,Seldom,0.06959,51,664,0.05022,0.08896
1985,46-65 y.,Rural regions,Never,0.73538,521,664,0.70180,0.76896
