year,age_gr,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,At least once per week,0.38814,1092,3111,0.37101,0.40527
1985,17-29 y.,At least once per month,0.07684,245,3111,0.06748,0.08620
1985,17-29 y.,Seldom,0.20255,614,3111,0.18842,0.21667
1985,17-29 y.,Never,0.32495,1160,3111,0.30849,0.34141
1985,30-45 y.,At least once per week,0.29411,838,3446,0.27889,0.30933
1985,30-45 y.,At least once per month,0.05707,179,3446,0.04933,0.06482
1985,30-45 y.,Seldom,0.17014,528,3446,0.15759,0.18269
1985,30-45 y.,Never,0.46965,1901,3446,0.45299,0.48632
1985,46-65 y.,At least once per week,0.15484,447,3252,0.14241,0.16728
1985,46-65 y.,At least once per month,0.03417,98,3252,0.02792,0.04041
1985,46-65 y.,Seldom,0.08331,261,3252,0.07381,0.09281
1985,46-65 y.,Never,0.71117,2446,3252,0.69559,0.72674
1985,66 and older,At least once per week,0.07346,83,1033,0.05754,0.08938
1985,66 and older,Never,0.86214,950,1033,0.84110,0.88317
1986,17-29 y.,At least once per week,0.40600,1181,3039,0.38853,0.42346
1986,17-29 y.,At least once per month,0.07438,216,3039,0.06505,0.08371
1986,17-29 y.,Seldom,0.20057,557,3039,0.18633,0.21481
1986,17-29 y.,Never,0.31505,1085,3039,0.29853,0.33157
1986,30-45 y.,At least once per week,0.28991,796,3246,0.27430,0.30553
1986,30-45 y.,At least once per month,0.07776,224,3246,0.06854,0.08697
1986,30-45 y.,Seldom,0.16207,466,3246,0.14939,0.17475
1986,30-45 y.,Never,0.46287,1760,3246,0.44571,0.48002
1986,46-65 y.,At least once per week,0.17190,479,3171,0.15876,0.18503
1986,46-65 y.,At least once per month,0.03417,106,3171,0.02785,0.04049
1986,46-65 y.,Seldom,0.07372,234,3171,0.06463,0.08282
1986,46-65 y.,Never,0.70077,2352,3171,0.68483,0.71671
1986,66 and older,At least once per week,0.07083,76,976,0.05473,0.08693
1986,66 and older,Never,0.88185,900,976,0.86159,0.90211
1988,17-29 y.,At least once per week,0.39832,1077,2857,0.38036,0.41627
1988,17-29 y.,At least once per month,0.07638,215,2857,0.06663,0.08612
1988,17-29 y.,Seldom,0.20340,543,2857,0.18864,0.21816
1988,17-29 y.,Never,0.31764,1022,2857,0.30057,0.33472
1988,30-45 y.,At least once per week,0.29935,759,2925,0.28275,0.31595
1988,30-45 y.,At least once per month,0.06697,171,2925,0.05791,0.07603
1988,30-45 y.,Seldom,0.19690,502,2925,0.18249,0.21132
1988,30-45 y.,Never,0.42749,1493,2925,0.40956,0.44542
1988,46-65 y.,At least once per week,0.18085,483,3065,0.16722,0.19448
1988,46-65 y.,At least once per month,0.04374,116,3065,0.03650,0.05098
1988,46-65 y.,Seldom,0.09020,254,3065,0.08005,0.10034
1988,46-65 y.,Never,0.66873,2212,3065,0.65206,0.68539
1988,66 and older,At least once per week,0.09223,96,1000,0.07429,0.11018
1988,66 and older,Seldom,0.03117,32,1000,0.02040,0.04195
1988,66 and older,Never,0.84128,872,1000,0.81862,0.86394
1990,17-29 y.,At least once per week,0.38820,1318,3820,0.37275,0.40366
1990,17-29 y.,At least once per month,0.09992,360,3820,0.09041,0.10943
1990,17-29 y.,Seldom,0.23255,831,3820,0.21915,0.24595
1990,17-29 y.,Never,0.27095,1311,3820,0.25685,0.28504
1990,30-45 y.,At least once per week,0.30802,1047,4244,0.29413,0.32191
1990,30-45 y.,At least once per month,0.09497,316,4244,0.08615,0.10380
1990,30-45 y.,Seldom,0.23997,915,4244,0.22712,0.25282
1990,30-45 y.,Never,0.34895,1966,4244,0.33461,0.36329
1990,46-65 y.,At least once per week,0.19668,662,4192,0.18464,0.20871
1990,46-65 y.,At least once per month,0.06583,238,4192,0.05832,0.07333
1990,46-65 y.,Seldom,0.16469,587,4192,0.15346,0.17592
