year,age_gr,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1984,0-16 y.,Primary Level,,,,,,,,,,,,
1984,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1984,17-29 y.,Pre-primary Level,,,,,,,,,,,,
1984,17-29 y.,Primary Level,89,3.84347,3.21344,4.47349,1.18373,3.16755,6.16320,0.0,11.0,3.167,1.83300,4.67532
1984,17-29 y.,Lower Secondary Level,612,2.39843,2.20134,2.59552,0.75000,1.66700,2.75000,0.0,5.75000,1.667,1.58300,1.83300
1984,17-29 y.,Upper Secondary Level,1086,4.25488,4.05228,4.45748,1.41700,3.58300,6.24782,0.0,13.49404,3.583,3.33092,3.83300
1984,17-29 y.,Post-secondary Non-tertiary Level,73,2.90130,2.31114,3.49147,0.58300,2.58300,4.08300,0.0,9.33300,2.583,2.23750,3.08300
1984,17-29 y.,First Stage of Tertiary Education,103,4.11640,3.41677,4.81604,1.53417,3.16700,5.23984,0.167,10.79835,3.167,2.41490,3.50207
1984,17-29 y.,Second Stage of Tertiary Education,92,1.80819,1.44875,2.16763,0.50000,1.12877,2.87997,0.0,6.44992,1.167,0.91700,1.58300
1984,30-45 y.,Primary Level,252,8.06047,7.40109,8.71985,3.50000,7.66700,12.09670,0.0,23.417,7.667,5.75000,10.17325
1984,30-45 y.,Lower Secondary Level,514,9.38904,8.78340,9.99468,3.66700,7.91700,14.00000,0.0,29.49950,7.917,6.91700,9.58300
1984,30-45 y.,Upper Secondary Level,1474,10.29398,9.92168,10.66628,4.16700,9.68405,15.11319,0.0,31.417,9.667,8.91700,10.33300
1984,30-45 y.,Post-secondary Non-tertiary Level,83,7.30398,6.21603,8.39193,2.91765,7.01148,10.50000,0.0,21.87353,7.0,4.75000,8.58300
1984,30-45 y.,First Stage of Tertiary Education,202,10.13618,9.13531,11.13705,4.50000,8.28585,15.18500,0.0,30.333,8.25,7.08300,9.75625
1984,30-45 y.,Second Stage of Tertiary Education,341,7.98690,7.34224,8.63156,3.03308,6.58300,12.40955,0.0,26.47426,6.583,5.66700,7.91700
1984,46-65 y.,Primary Level,240,11.36654,10.56706,12.16602,6.00000,11.41700,15.66700,0.0,30.167,11.417,10.00000,13.08718
1984,46-65 y.,Lower Secondary Level,479,15.21848,14.31354,16.12342,7.58300,13.45934,21.38284,0.0,42.08260,13.5,12.08300,14.50208
1984,46-65 y.,Upper Secondary Level,983,18.13018,17.41923,18.84113,9.16700,16.42546,26.45038,0.0,48.833,16.417,15.41490,18.25417
1984,46-65 y.,Post-secondary Non-tertiary Level,49,17.80266,14.61927,20.98605,8.30493,14.61114,28.72873,0.667,36.333,14.25,11.58300,23.85593
1984,46-65 y.,First Stage of Tertiary Education,142,19.24576,17.26397,21.22755,9.37281,18.84092,29.84540,0.167,48.083,18.833,15.73125,22.25000
1984,46-65 y.,Second Stage of Tertiary Education,179,19.64298,18.28686,20.99910,13.11360,20.34581,26.06798,0.0,39.833,20.167,18.56843,22.41700
1984,66 and older,Primary Level,,,,,,,,,,,,
1984,66 and older,Lower Secondary Level,,,,,,,,,,,,
1984,66 and older,Upper Secondary Level,,,,,,,,,,,,
1984,66 and older,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,66 and older,First Stage of Tertiary Education,,,,,,,,,,,,
1984,66 and older,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1985,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1985,0-16 y.,Upper Secondary Level,,,,,,,,,,,,
1985,17-29 y.,Pre-primary Level,,,,,,,,,,,,
1985,17-29 y.,Primary Level,66,4.32041,3.50157,5.13924,1.58300,3.74233,7.04582,0.417,11.667,3.417,1.99375,6.08300
1985,17-29 y.,Lower Secondary Level,564,2.29827,2.09456,2.50199,0.58300,1.58300,2.66700,0.0,5.79300,1.583,1.50000,1.58300
1985,17-29 y.,Upper Secondary Level,992,4.05939,3.85266,4.26611,1.33300,3.50000,5.91700,0.0,12.79300,3.5,3.08300,3.66700
1985,17-29 y.,Post-secondary Non-tertiary Level,66,3.15527,2.52430,3.78625,1.14600,3.25000,4.33024,0.083,9.10662,3.25,1.50000,3.58300
1985,17-29 y.,First Stage of Tertiary Education,86,3.62627,3.00710,4.24543,1.50000,3.16700,4.91700,0.0,10.04250,3.167,2.41700,3.91700
1985,17-29 y.,Second Stage of Tertiary Education,85,1.78748,1.34344,2.23153,0.50000,0.91700,2.33300,0.0,5.08250,0.917,0.75000,1.25000
1985,30-45 y.,Primary Level,186,8.84700,8.05479,9.63921,4.30097,8.58300,13.52820,0.0,24.083,8.583,5.99375,11.17115
1985,30-45 y.,Lower Secondary Level,443,9.22503,8.58718,9.86287,3.69148,8.12719,13.05370,0.0,27.09702,8.083,7.00000,8.92115
