year,age_gr,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,"Yes, happily",0.08267,216,2314,0.07145,0.09390
2009,17-29 y.,"Yes, depending on situation",0.38876,1003,2314,0.36889,0.40863
2009,17-29 y.,Rather not,0.36133,765,2314,0.34175,0.38091
2009,17-29 y.,Never,0.16723,330,2314,0.15203,0.18244
2009,30-45 y.,"Yes, happily",0.06038,185,3126,0.05203,0.06873
2009,30-45 y.,"Yes, depending on situation",0.38149,1242,3126,0.36446,0.39852
2009,30-45 y.,Rather not,0.35564,1131,3126,0.33885,0.37242
2009,30-45 y.,Never,0.20250,568,3126,0.18841,0.21659
2009,46-65 y.,"Yes, happily",0.04265,143,3422,0.03588,0.04942
2009,46-65 y.,"Yes, depending on situation",0.37435,1411,3422,0.35813,0.39056
2009,46-65 y.,Rather not,0.36962,1218,3422,0.35345,0.38580
2009,46-65 y.,Never,0.21338,650,3422,0.19965,0.22711
2009,66 and older,"Yes, happily",0.04805,52,1154,0.03570,0.06039
2009,66 and older,"Yes, depending on situation",0.31570,394,1154,0.28887,0.34253
2009,66 and older,Rather not,0.32427,376,1154,0.29725,0.35129
2009,66 and older,Never,0.31198,332,1154,0.28524,0.33873
2014,17-29 y.,"Yes, happily",0.09367,403,4221,0.08488,0.10247
2014,17-29 y.,"Yes, depending on situation",0.37985,1487,4221,0.36520,0.39449
2014,17-29 y.,Rather not,0.27875,1192,4221,0.26522,0.29228
2014,17-29 y.,Never,0.24773,1139,4221,0.23470,0.26075
2014,30-45 y.,"Yes, happily",0.05978,492,8340,0.05470,0.06487
2014,30-45 y.,"Yes, depending on situation",0.33150,2507,8340,0.32139,0.34160
2014,30-45 y.,Rather not,0.29634,2403,8340,0.28654,0.30614
2014,30-45 y.,Never,0.31238,2938,8340,0.30243,0.32233
2014,46-65 y.,"Yes, happily",0.03840,356,9109,0.03445,0.04235
2014,46-65 y.,"Yes, depending on situation",0.26580,2521,9109,0.25672,0.27487
2014,46-65 y.,Rather not,0.30702,2773,9109,0.29755,0.31649
2014,46-65 y.,Never,0.38878,3459,9109,0.37877,0.39879
2014,66 and older,"Yes, happily",0.01978,101,4811,0.01584,0.02371
2014,66 and older,"Yes, depending on situation",0.14417,728,4811,0.13425,0.15410
2014,66 and older,Rather not,0.23286,1107,4811,0.22092,0.24481
2014,66 and older,Never,0.60319,2875,4811,0.58936,0.61701
2019,17-29 y.,"Yes, happily",0.09181,353,3700,0.08250,0.10111
2019,17-29 y.,"Yes, depending on situation",0.34127,1298,3700,0.32599,0.35655
2019,17-29 y.,Rather not,0.33123,1171,3700,0.31606,0.34640
2019,17-29 y.,Never,0.23569,878,3700,0.22201,0.24937
2019,30-45 y.,"Yes, happily",0.08342,428,6166,0.07651,0.09032
2019,30-45 y.,"Yes, depending on situation",0.29500,1795,6166,0.28362,0.30639
2019,30-45 y.,Rather not,0.29283,1773,6166,0.28147,0.30419
2019,30-45 y.,Never,0.32875,2170,6166,0.31702,0.34047
2019,46-65 y.,"Yes, happily",0.05685,601,10161,0.05235,0.06136
2019,46-65 y.,"Yes, depending on situation",0.27106,2974,10161,0.26241,0.27970
2019,46-65 y.,Rather not,0.29631,2894,10161,0.28743,0.30519
2019,46-65 y.,Never,0.37578,3692,10161,0.36636,0.38520
2019,66 and older,"Yes, happily",0.02102,124,5053,0.01707,0.02498
2019,66 and older,"Yes, depending on situation",0.15629,905,5053,0.14628,0.16630
2019,66 and older,Rather not,0.25069,1267,5053,0.23874,0.26264
2019,66 and older,Never,0.57200,2757,5053,0.55835,0.58564
