year,pgisced97,sampreg,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,West,"Yes, depending on situation",0.43065,72,169,0.35577,0.50553
2009,No answer / don't know,West,Rather not,0.30665,62,169,0.23693,0.37638
2009,No answer / don't know,West,Never,0.23579,35,169,0.17160,0.29998
2009,No answer / don't know,East,"Yes, depending on situation",0.42015,42,42,0.26906,0.57124
2009,Pre-primary Level,West,"Yes, depending on situation",0.50587,110,184,0.43343,0.57831
2009,Pre-primary Level,West,Rather not,0.37770,74,184,0.30746,0.44795
2009,Pre-primary Level,East,"Yes, depending on situation",0.75605,35,35,0.61169,0.90041
2009,Primary Level,West,Never,0.55668,35,35,0.38969,0.72366
2009,Lower Secondary Level,West,"Yes, depending on situation",0.22615,166,626,0.19336,0.25895
2009,Lower Secondary Level,West,Rather not,0.30812,198,626,0.27193,0.34432
2009,Lower Secondary Level,West,Never,0.44032,262,626,0.40140,0.47924
2009,Lower Secondary Level,East,"Yes, depending on situation",0.48366,66,101,0.38571,0.58161
2009,Lower Secondary Level,East,Rather not,0.25950,35,101,0.17358,0.34541
2009,Upper Secondary Level,West,"Yes, happily",0.05110,165,3482,0.04379,0.05842
2009,Upper Secondary Level,West,"Yes, depending on situation",0.30442,1103,3482,0.28913,0.31971
2009,Upper Secondary Level,West,Rather not,0.38914,1336,3482,0.37294,0.40533
2009,Upper Secondary Level,West,Never,0.25534,878,3482,0.24085,0.26983
2009,Upper Secondary Level,East,"Yes, happily",0.10005,93,1153,0.08272,0.11738
2009,Upper Secondary Level,East,"Yes, depending on situation",0.52465,619,1153,0.49581,0.55349
2009,Upper Secondary Level,East,Rather not,0.27855,337,1153,0.25266,0.30444
2009,Upper Secondary Level,East,Never,0.09675,104,1153,0.07968,0.11382
2009,Post-secondary Non-tertiary Level,West,"Yes, depending on situation",0.32794,192,549,0.28863,0.36724
2009,Post-secondary Non-tertiary Level,West,Rather not,0.41061,232,549,0.36942,0.45180
2009,Post-secondary Non-tertiary Level,West,Never,0.20220,125,549,0.16857,0.23583
2009,Post-secondary Non-tertiary Level,East,"Yes, depending on situation",0.50232,62,97,0.40230,0.60234
2009,Post-secondary Non-tertiary Level,East,Rather not,0.33989,35,97,0.24514,0.43464
2009,First Stage of Tertiary Education,West,"Yes, depending on situation",0.37857,214,514,0.33660,0.42055
2009,First Stage of Tertiary Education,West,Rather not,0.37222,191,514,0.33039,0.41405
2009,First Stage of Tertiary Education,West,Never,0.21154,109,514,0.17620,0.24688
2009,First Stage of Tertiary Education,East,"Yes, depending on situation",0.57060,87,139,0.48801,0.65319
2009,First Stage of Tertiary Education,East,Rather not,0.27174,52,139,0.19752,0.34597
2009,Second Stage of Tertiary Education,West,"Yes, happily",0.05940,125,1918,0.04882,0.06998
2009,Second Stage of Tertiary Education,West,"Yes, depending on situation",0.42674,854,1918,0.40460,0.44888
2009,Second Stage of Tertiary Education,West,Rather not,0.37824,698,1918,0.35653,0.39995
2009,Second Stage of Tertiary Education,West,Never,0.13562,241,1918,0.12029,0.15094
2009,Second Stage of Tertiary Education,East,"Yes, happily",0.09534,60,703,0.07361,0.11706
2009,Second Stage of Tertiary Education,East,"Yes, depending on situation",0.57535,410,703,0.53879,0.61192
2009,Second Stage of Tertiary Education,East,Rather not,0.27548,200,703,0.24243,0.30853
2009,Second Stage of Tertiary Education,East,Never,0.05384,33,703,0.03714,0.07053
2014,No answer / don't know,West,"Yes, depending on situation",0.29312,151,474,0.25210,0.33415
2014,No answer / don't know,West,Rather not,0.23808,129,474,0.19969,0.27646
2014,No answer / don't know,West,Never,0.41110,194,474,0.36675,0.45544
2014,No answer / don't know,East,"Yes, depending on situation",0.36872,39,39,0.21532,0.52212
2014,Pre-primary Level,West,"Yes, happily",0.08558,44,387,0.05768,0.11349
2014,Pre-primary Level,West,"Yes, depending on situation",0.47390,170,387,0.42409,0.52371
2014,Pre-primary Level,West,Rather not,0.29151,111,387,0.24617,0.33685
2014,Pre-primary Level,West,Never,0.14900,62,387,0.11348,0.18453
2014,Pre-primary Level,East,"Yes, depending on situation",0.61801,36,36,0.45704,0.77898
2014,Primary Level,West,"Yes, depending on situation",0.13125,62,422,0.09899,0.16350
2014,Primary Level,West,Rather not,0.21260,94,422,0.17352,0.25169
2014,Primary Level,West,Never,0.63982,266,422,0.59396,0.68568
2014,Lower Secondary Level,West,"Yes, happily",0.03029,90,2660,0.02377,0.03680
2014,Lower Secondary Level,West,"Yes, depending on situation",0.14831,454,2660,0.13480,0.16182
2014,Lower Secondary Level,West,Rather not,0.23304,628,2660,0.21697,0.24911
2014,Lower Secondary Level,West,Never,0.58836,1488,2660,0.56965,0.60706
2014,Lower Secondary Level,East,"Yes, happily",0.07898,44,375,0.05164,0.10631
2014,Lower Secondary Level,East,"Yes, depending on situation",0.23180,94,375,0.18903,0.27456
2014,Lower Secondary Level,East,Rather not,0.22305,69,375,0.18085,0.26524
2014,Lower Secondary Level,East,Never,0.46618,168,375,0.41562,0.51674
2014,Upper Secondary Level,West,"Yes, happily",0.03383,345,9440,0.03018,0.03747
2014,Upper Secondary Level,West,"Yes, depending on situation",0.23116,2123,9440,0.22265,0.23966
2014,Upper Secondary Level,West,Rather not,0.28090,2649,9440,0.27183,0.28996
2014,Upper Secondary Level,West,Never,0.45412,4323,9440,0.44407,0.46416
2014,Upper Secondary Level,East,"Yes, happily",0.06190,162,2823,0.05301,0.07079
2014,Upper Secondary Level,East,"Yes, depending on situation",0.26153,767,2823,0.24531,0.27774
2014,Upper Secondary Level,East,Rather not,0.27054,775,2823,0.25415,0.28693
2014,Upper Secondary Level,East,Never,0.40603,1119,2823,0.38791,0.42415
2014,Post-secondary Non-tertiary Level,West,"Yes, happily",0.05947,84,1720,0.04829,0.07065
2014,Post-secondary Non-tertiary Level,West,"Yes, depending on situation",0.31421,512,1720,0.29226,0.33615
2014,Post-secondary Non-tertiary Level,West,Rather not,0.32482,557,1720,0.30268,0.34696
2014,Post-secondary Non-tertiary Level,West,Never,0.30150,567,1720,0.27981,0.32320
