year,pgisced97,sex,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,male,"Yes, depending on situation",0.40186,62,107,0.30853,0.49520
2009,No answer / don't know,male,Rather not,0.34000,45,107,0.24982,0.43018
2009,No answer / don't know,female,"Yes, depending on situation",0.46259,52,52,0.32575,0.59944
2009,Pre-primary Level,male,"Yes, depending on situation",0.46599,68,122,0.37710,0.55487
2009,Pre-primary Level,male,Rather not,0.40870,54,122,0.32111,0.49630
2009,Pre-primary Level,female,"Yes, depending on situation",0.64246,77,77,0.53471,0.75022
2009,Lower Secondary Level,male,"Yes, depending on situation",0.25994,96,305,0.21063,0.30924
2009,Lower Secondary Level,male,Rather not,0.28648,94,305,0.23566,0.33731
2009,Lower Secondary Level,male,Never,0.41334,115,305,0.35799,0.46870
2009,Lower Secondary Level,female,"Yes, depending on situation",0.25464,136,438,0.21379,0.29549
2009,Lower Secondary Level,female,Rather not,0.31507,139,438,0.27151,0.35863
2009,Lower Secondary Level,female,Never,0.39062,163,438,0.34488,0.43637
2009,Upper Secondary Level,male,"Yes, happily",0.06841,132,2182,0.05781,0.07900
2009,Upper Secondary Level,male,"Yes, depending on situation",0.36429,861,2182,0.34409,0.38448
2009,Upper Secondary Level,male,Rather not,0.35190,756,2182,0.33185,0.37194
2009,Upper Secondary Level,male,Never,0.21541,433,2182,0.19816,0.23266
2009,Upper Secondary Level,female,"Yes, happily",0.05281,126,2453,0.04396,0.06166
2009,Upper Secondary Level,female,"Yes, depending on situation",0.33016,861,2453,0.31154,0.34877
2009,Upper Secondary Level,female,Rather not,0.38342,917,2453,0.36418,0.40267
2009,Upper Secondary Level,female,Never,0.23361,549,2453,0.21687,0.25036
2009,Post-secondary Non-tertiary Level,male,"Yes, depending on situation",0.38780,111,260,0.32846,0.44714
2009,Post-secondary Non-tertiary Level,male,Rather not,0.35814,98,260,0.29974,0.41653
2009,Post-secondary Non-tertiary Level,male,Never,0.19597,51,260,0.14763,0.24431
2009,Post-secondary Non-tertiary Level,female,"Yes, depending on situation",0.32277,143,390,0.27631,0.36923
2009,Post-secondary Non-tertiary Level,female,Rather not,0.43465,169,390,0.38539,0.48391
2009,Post-secondary Non-tertiary Level,female,Never,0.16791,78,390,0.13076,0.20505
2009,First Stage of Tertiary Education,male,"Yes, depending on situation",0.43654,177,381,0.38668,0.48641
2009,First Stage of Tertiary Education,male,Rather not,0.36528,139,381,0.31687,0.41370
2009,First Stage of Tertiary Education,male,Never,0.15339,65,381,0.11716,0.18963
2009,First Stage of Tertiary Education,female,"Yes, depending on situation",0.38244,124,280,0.32541,0.43946
2009,First Stage of Tertiary Education,female,Rather not,0.33789,104,280,0.28239,0.39339
2009,First Stage of Tertiary Education,female,Never,0.23374,52,280,0.18408,0.28340
2009,Second Stage of Tertiary Education,male,"Yes, happily",0.05463,100,1379,0.04263,0.06663
2009,Second Stage of Tertiary Education,male,"Yes, depending on situation",0.44635,657,1379,0.42010,0.47260
2009,Second Stage of Tertiary Education,male,Rather not,0.36666,466,1379,0.34121,0.39210
2009,Second Stage of Tertiary Education,male,Never,0.13237,156,1379,0.11448,0.15026
2009,Second Stage of Tertiary Education,female,"Yes, happily",0.08036,85,1242,0.06523,0.09548
2009,Second Stage of Tertiary Education,female,"Yes, depending on situation",0.46623,607,1242,0.43847,0.49398
2009,Second Stage of Tertiary Education,female,Rather not,0.34857,432,1242,0.32206,0.37508
2009,Second Stage of Tertiary Education,female,Never,0.10485,118,1242,0.08780,0.12189
2014,No answer / don't know,male,"Yes, depending on situation",0.27694,105,302,0.22639,0.32750
2014,No answer / don't know,male,Rather not,0.24505,80,302,0.19646,0.29364
2014,No answer / don't know,male,Never,0.41199,117,302,0.35638,0.46759
2014,No answer / don't know,female,"Yes, depending on situation",0.33719,85,253,0.27882,0.39556
2014,No answer / don't know,female,Rather not,0.23946,70,253,0.18677,0.29215
2014,No answer / don't know,female,Never,0.36215,98,253,0.30281,0.42149
2014,Pre-primary Level,male,"Yes, depending on situation",0.47667,102,159,0.39879,0.55455
2014,Pre-primary Level,male,Rather not,0.29344,57,159,0.22244,0.36444
2014,Pre-primary Level,female,"Yes, happily",0.15031,35,230,0.10402,0.19659
2014,Pre-primary Level,female,"Yes, depending on situation",0.49589,104,230,0.43113,0.56065
2014,Pre-primary Level,female,Rather not,0.24592,58,230,0.19015,0.30170
2014,Pre-primary Level,female,Never,0.10788,33,230,0.06770,0.14806
2014,Primary Level,male,"Yes, depending on situation",0.19395,37,194,0.13817,0.24974
2014,Primary Level,male,Rather not,0.19386,42,194,0.13809,0.24964
2014,Primary Level,male,Never,0.56362,115,194,0.49365,0.63359
2014,Primary Level,female,"Yes, depending on situation",0.15673,41,276,0.11377,0.19970
2014,Primary Level,female,Rather not,0.20231,62,276,0.15483,0.24979
2014,Primary Level,female,Never,0.62421,173,276,0.56697,0.68145
2014,Lower Secondary Level,male,"Yes, happily",0.05525,63,1160,0.04209,0.06840
2014,Lower Secondary Level,male,"Yes, depending on situation",0.20953,256,1160,0.18610,0.23297
2014,Lower Secondary Level,male,Rather not,0.28466,298,1160,0.25868,0.31064
2014,Lower Secondary Level,male,Never,0.45056,543,1160,0.42191,0.47921
2014,Lower Secondary Level,female,"Yes, happily",0.02339,71,1875,0.01655,0.03023
2014,Lower Secondary Level,female,"Yes, depending on situation",0.12483,292,1875,0.10986,0.13979
2014,Lower Secondary Level,female,Rather not,0.19858,399,1875,0.18052,0.21664
2014,Lower Secondary Level,female,Never,0.65321,1113,1875,0.63166,0.67476
2014,Upper Secondary Level,male,"Yes, happily",0.04072,239,5537,0.03552,0.04593
2014,Upper Secondary Level,male,"Yes, depending on situation",0.25730,1384,5537,0.24578,0.26881
2014,Upper Secondary Level,male,Rather not,0.26951,1484,5537,0.25782,0.28119
2014,Upper Secondary Level,male,Never,0.43248,2430,5537,0.41943,0.44553
2014,Upper Secondary Level,female,"Yes, happily",0.03814,268,6726,0.03356,0.04272
2014,Upper Secondary Level,female,"Yes, depending on situation",0.21863,1506,6726,0.20875,0.22850
2014,Upper Secondary Level,female,Rather not,0.28745,1940,6726,0.27663,0.29827
2014,Upper Secondary Level,female,Never,0.45579,3012,6726,0.44388,0.46769
2014,Post-secondary Non-tertiary Level,male,"Yes, happily",0.08113,49,737,0.06140,0.10085
2014,Post-secondary Non-tertiary Level,male,"Yes, depending on situation",0.39206,262,737,0.35678,0.42733
2014,Post-secondary Non-tertiary Level,male,Rather not,0.26911,213,737,0.23706,0.30115
2014,Post-secondary Non-tertiary Level,male,Never,0.25771,213,737,0.22611,0.28931
2014,Post-secondary Non-tertiary Level,female,"Yes, happily",0.05051,62,1276,0.03849,0.06253
2014,Post-secondary Non-tertiary Level,female,"Yes, depending on situation",0.28223,373,1276,0.25752,0.30694
2014,Post-secondary Non-tertiary Level,female,Rather not,0.35874,425,1276,0.33241,0.38507
2014,Post-secondary Non-tertiary Level,female,Never,0.30852,416,1276,0.28317,0.33387
2014,First Stage of Tertiary Education,male,"Yes, happily",0.03961,32,953,0.02722,0.05200
2014,First Stage of Tertiary Education,male,"Yes, depending on situation",0.25279,261,953,0.22519,0.28040
2014,First Stage of Tertiary Education,male,Rather not,0.34376,286,953,0.31358,0.37393
2014,First Stage of Tertiary Education,male,Never,0.36384,374,953,0.33328,0.39440
2014,First Stage of Tertiary Education,female,"Yes, depending on situation",0.25715,179,574,0.22137,0.29294
2014,First Stage of Tertiary Education,female,Rather not,0.31463,193,574,0.27661,0.35266
2014,First Stage of Tertiary Education,female,Never,0.37695,202,574,0.33727,0.41663
2014,Second Stage of Tertiary Education,male,"Yes, happily",0.05519,190,3025,0.04705,0.06333
2014,Second Stage of Tertiary Education,male,"Yes, depending on situation",0.39109,1115,3025,0.37370,0.40849
2014,Second Stage of Tertiary Education,male,Rather not,0.30247,948,3025,0.28610,0.31884
2014,Second Stage of Tertiary Education,male,Never,0.25124,772,3025,0.23578,0.26670
2014,Second Stage of Tertiary Education,female,"Yes, happily",0.08056,233,3064,0.07092,0.09020
2014,Second Stage of Tertiary Education,female,"Yes, depending on situation",0.38271,1141,3064,0.36550,0.39993
2014,Second Stage of Tertiary Education,female,Rather not,0.29416,920,3064,0.27802,0.31030
2014,Second Stage of Tertiary Education,female,Never,0.24257,770,3064,0.22739,0.25774
2019,No answer / don't know,male,"Yes, happily",0.11800,33,269,0.07937,0.15662
2019,No answer / don't know,male,"Yes, depending on situation",0.31289,77,269,0.25738,0.36840
2019,No answer / don't know,male,Rather not,0.35574,88,269,0.29843,0.41306
2019,No answer / don't know,male,Never,0.21337,71,269,0.16432,0.26242
2019,No answer / don't know,female,"Yes, happily",0.22121,38,267,0.17133,0.27109
2019,No answer / don't know,female,"Yes, depending on situation",0.29499,67,267,0.24018,0.34979
2019,No answer / don't know,female,Rather not,0.29304,74,267,0.23834,0.34774
2019,No answer / don't know,female,Never,0.19077,88,267,0.14355,0.23798
2019,Pre-primary Level,male,"Yes, depending on situation",0.47502,62,112,0.38212,0.56793
2019,Pre-primary Level,male,Rather not,0.20141,50,112,0.12680,0.27603
2019,Pre-primary Level,female,"Yes, depending on situation",0.47716,78,126,0.38959,0.56472
2019,Pre-primary Level,female,Rather not,0.28858,48,126,0.20915,0.36801
2019,Primary Level,male,"Yes, depending on situation",0.18394,31,154,0.12255,0.24533
2019,Primary Level,male,Rather not,0.18059,31,154,0.11964,0.24155
2019,Primary Level,male,Never,0.55712,92,154,0.47841,0.63583
2019,Primary Level,female,Rather not,0.18404,42,176,0.12662,0.24146
2019,Primary Level,female,Never,0.64152,134,176,0.57046,0.71257
2019,Lower Secondary Level,male,"Yes, happily",0.05671,52,957,0.04205,0.07137
2019,Lower Secondary Level,male,"Yes, depending on situation",0.23157,230,957,0.20483,0.25832
2019,Lower Secondary Level,male,Rather not,0.25827,254,957,0.23053,0.28602
2019,Lower Secondary Level,male,Never,0.45345,421,957,0.42189,0.48500
2019,Lower Secondary Level,female,"Yes, happily",0.02619,63,1389,0.01779,0.03459
2019,Lower Secondary Level,female,"Yes, depending on situation",0.14585,262,1389,0.12728,0.16442
2019,Lower Secondary Level,female,Rather not,0.23990,332,1389,0.21743,0.26236
2019,Lower Secondary Level,female,Never,0.58806,732,1389,0.56217,0.61396
2019,Upper Secondary Level,male,"Yes, happily",0.05824,261,4969,0.05173,0.06476
2019,Upper Secondary Level,male,"Yes, depending on situation",0.23598,1245,4969,0.22417,0.24778
2019,Upper Secondary Level,male,Rather not,0.28178,1326,4969,0.26927,0.29429
2019,Upper Secondary Level,male,Never,0.42400,2137,4969,0.41026,0.43774
2019,Upper Secondary Level,female,"Yes, happily",0.04227,269,5929,0.03714,0.04739
2019,Upper Secondary Level,female,"Yes, depending on situation",0.20962,1348,5929,0.19926,0.21998
2019,Upper Secondary Level,female,Rather not,0.28985,1673,5929,0.27830,0.30140
2019,Upper Secondary Level,female,Never,0.45827,2639,5929,0.44558,0.47095
2019,Post-secondary Non-tertiary Level,male,"Yes, happily",0.06627,59,809,0.04911,0.08342
2019,Post-secondary Non-tertiary Level,male,"Yes, depending on situation",0.36778,270,809,0.33453,0.40102
2019,Post-secondary Non-tertiary Level,male,Rather not,0.26954,226,809,0.23895,0.30014
2019,Post-secondary Non-tertiary Level,male,Never,0.29642,254,809,0.26493,0.32791
2019,Post-secondary Non-tertiary Level,female,"Yes, happily",0.04814,59,1322,0.03660,0.05969
2019,Post-secondary Non-tertiary Level,female,"Yes, depending on situation",0.25487,376,1322,0.23137,0.27837
2019,Post-secondary Non-tertiary Level,female,Rather not,0.32026,419,1322,0.29510,0.34542
2019,Post-secondary Non-tertiary Level,female,Never,0.37673,468,1322,0.35060,0.40286
2019,First Stage of Tertiary Education,male,"Yes, happily",0.06122,46,1054,0.04674,0.07570
2019,First Stage of Tertiary Education,male,"Yes, depending on situation",0.24969,281,1054,0.22354,0.27583
2019,First Stage of Tertiary Education,male,Rather not,0.29873,292,1054,0.27109,0.32638
2019,First Stage of Tertiary Education,male,Never,0.39036,435,1054,0.36089,0.41982
2019,First Stage of Tertiary Education,female,"Yes, depending on situation",0.23468,154,543,0.19900,0.27036
2019,First Stage of Tertiary Education,female,Rather not,0.31282,181,543,0.27379,0.35186
2019,First Stage of Tertiary Education,female,Never,0.41221,208,543,0.37077,0.45365
2019,Second Stage of Tertiary Education,male,"Yes, happily",0.08024,296,3576,0.07134,0.08915
2019,Second Stage of Tertiary Education,male,"Yes, depending on situation",0.35495,1316,3576,0.33927,0.37064
2019,Second Stage of Tertiary Education,male,Rather not,0.32116,1066,3576,0.30585,0.33646
2019,Second Stage of Tertiary Education,male,Never,0.24365,898,3576,0.22958,0.25772
2019,Second Stage of Tertiary Education,female,"Yes, happily",0.08113,244,3273,0.07177,0.09049
2019,Second Stage of Tertiary Education,female,"Yes, depending on situation",0.34142,1141,3273,0.32517,0.35767
2019,Second Stage of Tertiary Education,female,Rather not,0.30682,1003,3273,0.29102,0.32262
2019,Second Stage of Tertiary Education,female,Never,0.27063,885,3273,0.25541,0.28586
