year,plj0045,age_gr,quintil_oecd,proportion,n,lower_confidence,upper_confidence
2009,"Yes, happily",46-65 y.,5th Quintile,0.12583892617449666,21983,0.1214544690749237,0.13022338327406963
2009,"Yes, happily",30-45 y.,5th Quintile,0.11241610738255034,21983,0.10824038546556113,0.11659182929953955
2009,"Yes, happily",30-45 y.,4th Quintile,0.08221476510067115,21983,0.07858349933873379,0.0858460308626085
2009,"Yes, happily",18-29 y.,4th Quintile,0.08053691275167785,21983,0.07693960801462149,0.0841342174887342
2009,"Yes, happily",18-29 y.,5th Quintile,0.07885906040268456,21983,0.07529617845373167,0.08242194235163745
2009,"Yes, happily",18-29 y.,3rd Quintile,0.07718120805369127,21983,0.0736532241724076,0.08070919193497494
2009,"Yes, happily",18-29 y.,1st Quintile,0.07550335570469799,21983,0.07201075941761913,0.07899595199177685
2009,"Yes, happily",18-29 y.,2nd Quintile,0.050335570469798654,21983,0.047445322035335295,0.053225818904262014
2009,"Yes, happily",30-45 y.,3rd Quintile,0.04697986577181208,21983,0.044182691563052684,0.04977703998057148
2009,"Yes, happily",30-45 y.,2nd Quintile,0.04194630872483222,21983,0.03929625675982843,0.044596360689836
2009,"Yes, happily",46-65 y.,4th Quintile,0.03691275167785235,21983,0.03442026056618064,0.039405242789524064
2009,"Yes, happily",66 and older,5th Quintile,0.03691275167785235,21983,0.03442026056618064,0.039405242789524064
2009,"Yes, happily",46-65 y.,2nd Quintile,0.028523489932885907,21983,0.026322945844272024,0.03072403402149979
2009,"Yes, happily",46-65 y.,1st Quintile,0.028523489932885907,21983,0.026322945844272024,0.03072403402149979
2009,"Yes, happily",30-45 y.,1st Quintile,0.026845637583892617,21983,0.02470895347638916,0.028982321691396074
2009,"Yes, happily",66 and older,4th Quintile,0.020134228187919462,21983,0.01827743566652072,0.021991020709318205
2009,"Yes, happily",46-65 y.,3rd Quintile,0.020134228187919462,21983,0.01827743566652072,0.021991020709318205
2009,"Yes, happily",66 and older,3rd Quintile,0.018456375838926176,21983,0.016677110955798824,0.020235640722053527
2009,"Yes, happily",66 and older,2nd Quintile,0.008389261744966443,21983,0.007183545605649853,0.009594977884283033
2009,"Yes, happily",66 and older,1st Quintile,0.003355704697986577,21983,0.0025912098693884585,0.004120199526584696
2009,"Yes, depending on situation",46-65 y.,5th Quintile,0.16641975308641976,21983,0.16149608537658733,0.1713434207962522
2009,"Yes, depending on situation",30-45 y.,5th Quintile,0.10271604938271604,21983,0.09870279494134925,0.10672930382408284
2009,"Yes, depending on situation",46-65 y.,4th Quintile,0.08098765432098766,21983,0.07738118141011709,0.08459412723185823
2009,"Yes, depending on situation",30-45 y.,4th Quintile,0.07950617283950617,21983,0.07592995919463245,0.08308238648437989
2009,"Yes, depending on situation",30-45 y.,3rd Quintile,0.06222222222222222,21983,0.059028954590819305,0.06541548985362514
2009,"Yes, depending on situation",18-29 y.,4th Quintile,0.06049382716049383,21983,0.05734232259272801,0.06364533172825965
2009,"Yes, depending on situation",18-29 y.,3rd Quintile,0.056790123456790124,21983,0.05373060436457747,0.05984964254900278
2009,"Yes, depending on situation",46-65 y.,3rd Quintile,0.05432098765432099,21983,0.05132480493004188,0.057317170378600096
2009,"Yes, depending on situation",18-29 y.,5th Quintile,0.04839506172839506,21983,0.04555817850479956,0.051231944951990564
2009,"Yes, depending on situation",18-29 y.,1st Quintile,0.046419753086419754,21983,0.04363848644080922,0.04920101973203029
2009,"Yes, depending on situation",66 and older,5th Quintile,0.03950617283950617,21983,0.03693108314875938,0.04208126253025296
2009,"Yes, depending on situation",30-45 y.,2nd Quintile,0.03827160493827161,21983,0.035735442020446956,0.04080776785609626
2009,"Yes, depending on situation",18-29 y.,2nd Quintile,0.035555555555555556,21983,0.03310759207993231,0.0380035190311788
