year,age_gr,regtyp,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,"Yes, happily",0.07433,124,1533,0.06120,0.08747
2009,17-29 y.,Urban regions,"Yes, depending on situation",0.37296,635,1533,0.34874,0.39718
2009,17-29 y.,Urban regions,Rather not,0.37213,538,1533,0.34793,0.39634
2009,17-29 y.,Urban regions,Never,0.18058,236,1533,0.16131,0.19984
2009,17-29 y.,Rural regions,"Yes, happily",0.10071,92,781,0.07959,0.12183
2009,17-29 y.,Rural regions,"Yes, depending on situation",0.42295,368,781,0.38828,0.45762
2009,17-29 y.,Rural regions,Rather not,0.33797,227,781,0.30478,0.37117
2009,17-29 y.,Rural regions,Never,0.13837,94,781,0.11414,0.16260
2009,30-45 y.,Urban regions,"Yes, happily",0.06531,126,2110,0.05477,0.07586
2009,30-45 y.,Urban regions,"Yes, depending on situation",0.36087,784,2110,0.34037,0.38137
2009,30-45 y.,Urban regions,Rather not,0.35044,760,2110,0.33007,0.37080
2009,30-45 y.,Urban regions,Never,0.22338,440,2110,0.20561,0.24116
2009,30-45 y.,Rural regions,"Yes, happily",0.04814,59,1016,0.03497,0.06131
2009,30-45 y.,Rural regions,"Yes, depending on situation",0.43262,458,1016,0.40214,0.46310
2009,30-45 y.,Rural regions,Rather not,0.36853,371,1016,0.33885,0.39820
2009,30-45 y.,Rural regions,Never,0.15072,128,1016,0.12871,0.17273
2009,46-65 y.,Urban regions,"Yes, happily",0.03672,84,2328,0.02908,0.04436
2009,46-65 y.,Urban regions,"Yes, depending on situation",0.36340,930,2328,0.34386,0.38295
2009,46-65 y.,Urban regions,Rather not,0.37185,828,2328,0.35221,0.39148
2009,46-65 y.,Urban regions,Never,0.22803,486,2328,0.21098,0.24508
2009,46-65 y.,Rural regions,"Yes, happily",0.05688,59,1094,0.04315,0.07061
2009,46-65 y.,Rural regions,"Yes, depending on situation",0.40061,481,1094,0.37156,0.42967
2009,46-65 y.,Rural regions,Rather not,0.36429,390,1094,0.33576,0.39282
2009,46-65 y.,Rural regions,Never,0.17822,164,1094,0.15553,0.20091
2009,66 and older,Urban regions,"Yes, happily",0.05512,40,806,0.03936,0.07089
2009,66 and older,Urban regions,"Yes, depending on situation",0.30212,264,806,0.27040,0.33384
2009,66 and older,Urban regions,Rather not,0.31363,265,806,0.28158,0.34568
2009,66 and older,Urban regions,Never,0.32913,237,806,0.29667,0.36159
2009,66 and older,Rural regions,"Yes, depending on situation",0.34902,130,336,0.29798,0.40007
2009,66 and older,Rural regions,Rather not,0.35036,111,336,0.29927,0.40145
2009,66 and older,Rural regions,Never,0.26992,95,336,0.22239,0.31746
2014,17-29 y.,Urban regions,"Yes, happily",0.08678,257,2876,0.07649,0.09708
2014,17-29 y.,Urban regions,"Yes, depending on situation",0.39347,1013,2876,0.37561,0.41132
2014,17-29 y.,Urban regions,Rather not,0.28014,820,2876,0.26373,0.29656
2014,17-29 y.,Urban regions,Never,0.23960,786,2876,0.22400,0.25521
2014,17-29 y.,Rural regions,"Yes, happily",0.11018,146,1345,0.09344,0.12692
2014,17-29 y.,Rural regions,"Yes, depending on situation",0.34722,474,1345,0.32177,0.37268
2014,17-29 y.,Rural regions,Rather not,0.27541,372,1345,0.25152,0.29929
2014,17-29 y.,Rural regions,Never,0.26719,353,1345,0.24354,0.29085
2014,30-45 y.,Urban regions,"Yes, happily",0.06536,349,5544,0.05885,0.07187
2014,30-45 y.,Urban regions,"Yes, depending on situation",0.33451,1637,5544,0.32209,0.34693
2014,30-45 y.,Urban regions,Rather not,0.29744,1612,5544,0.28540,0.30947
2014,30-45 y.,Urban regions,Never,0.30269,1946,5544,0.29060,0.31479
2014,30-45 y.,Rural regions,"Yes, happily",0.04633,143,2796,0.03853,0.05412
2014,30-45 y.,Rural regions,"Yes, depending on situation",0.32422,870,2796,0.30687,0.34157
2014,30-45 y.,Rural regions,Rather not,0.29369,791,2796,0.27680,0.31057
2014,30-45 y.,Rural regions,Never,0.33577,992,2796,0.31826,0.35328
2014,46-65 y.,Urban regions,"Yes, happily",0.03939,219,5779,0.03438,0.04441
2014,46-65 y.,Urban regions,"Yes, depending on situation",0.27384,1616,5779,0.26235,0.28534
2014,46-65 y.,Urban regions,Rather not,0.31371,1800,5779,0.30174,0.32567
2014,46-65 y.,Urban regions,Never,0.37306,2144,5779,0.36059,0.38553
2014,46-65 y.,Rural regions,"Yes, happily",0.03666,137,3330,0.03028,0.04305
2014,46-65 y.,Rural regions,"Yes, depending on situation",0.25170,905,3330,0.23696,0.26645
2014,46-65 y.,Rural regions,Rather not,0.29531,973,3330,0.27982,0.31081
2014,46-65 y.,Rural regions,Never,0.41632,1315,3330,0.39958,0.43307
2014,66 and older,Urban regions,"Yes, happily",0.02145,71,3067,0.01632,0.02658
2014,66 and older,Urban regions,"Yes, depending on situation",0.14445,489,3067,0.13201,0.15690
2014,66 and older,Urban regions,Rather not,0.23804,721,3067,0.22296,0.25311
2014,66 and older,Urban regions,Never,0.59606,1786,3067,0.57869,0.61343
2014,66 and older,Rural regions,"Yes, depending on situation",0.14359,239,1714,0.12698,0.16019
2014,66 and older,Rural regions,Rather not,0.22203,386,1714,0.20235,0.24171
2014,66 and older,Rural regions,Never,0.61812,1089,1714,0.59511,0.64113
2019,17-29 y.,No answer / don't know,"Yes, depending on situation",0.41196,46,46,0.26815,0.55577
2019,17-29 y.,Urban regions,"Yes, happily",0.08992,232,2469,0.07864,0.10121
2019,17-29 y.,Urban regions,"Yes, depending on situation",0.33527,856,2469,0.31664,0.35389
2019,17-29 y.,Urban regions,Rather not,0.33961,806,2469,0.32092,0.35829
2019,17-29 y.,Urban regions,Never,0.23520,575,2469,0.21847,0.25194
2019,17-29 y.,Rural regions,"Yes, happily",0.08350,98,1116,0.06726,0.09974
2019,17-29 y.,Rural regions,"Yes, depending on situation",0.35043,396,1116,0.32242,0.37843
2019,17-29 y.,Rural regions,Rather not,0.31783,338,1116,0.29050,0.34516
2019,17-29 y.,Rural regions,Never,0.24824,284,1116,0.22288,0.27360
2019,30-45 y.,No answer / don't know,"Yes, depending on situation",0.40272,64,109,0.31022,0.49522
2019,30-45 y.,No answer / don't know,Rather not,0.29681,45,109,0.21065,0.38298
2019,30-45 y.,Urban regions,"Yes, happily",0.09445,293,3987,0.08537,0.10353
2019,30-45 y.,Urban regions,"Yes, depending on situation",0.28869,1166,3987,0.27462,0.30275
2019,30-45 y.,Urban regions,Rather not,0.29070,1166,3987,0.27660,0.30479
2019,30-45 y.,Urban regions,Never,0.32616,1362,3987,0.31161,0.34072
2019,30-45 y.,Rural regions,"Yes, happily",0.05104,113,2028,0.04146,0.06063
2019,30-45 y.,Rural regions,"Yes, depending on situation",0.30324,565,2028,0.28323,0.32325
2019,30-45 y.,Rural regions,Rather not,0.29797,562,2028,0.27806,0.31788
2019,30-45 y.,Rural regions,Never,0.34775,788,2028,0.32701,0.36848
2019,46-65 y.,No answer / don't know,"Yes, depending on situation",0.37784,65,166,0.30386,0.45182
2019,46-65 y.,No answer / don't know,Rather not,0.22676,43,166,0.16287,0.29065
2019,46-65 y.,No answer / don't know,Never,0.28247,58,166,0.21377,0.35116
2019,46-65 y.,Urban regions,"Yes, happily",0.05349,386,6348,0.04796,0.05903
2019,46-65 y.,Urban regions,"Yes, depending on situation",0.28835,1931,6348,0.27720,0.29949
2019,46-65 y.,Urban regions,Rather not,0.29375,1822,6348,0.28254,0.30496
2019,46-65 y.,Urban regions,Never,0.36441,2209,6348,0.35257,0.37625
2019,46-65 y.,Rural regions,"Yes, happily",0.06123,189,3621,0.05342,0.06904
2019,46-65 y.,Rural regions,"Yes, depending on situation",0.23384,978,3621,0.22006,0.24763
2019,46-65 y.,Rural regions,Rather not,0.30381,1029,3621,0.28883,0.31879
2019,46-65 y.,Rural regions,Never,0.40111,1425,3621,0.38514,0.41708
2019,66 and older,Urban regions,"Yes, happily",0.02258,78,3140,0.01738,0.02778
2019,66 and older,Urban regions,"Yes, depending on situation",0.16564,597,3140,0.15264,0.17865
2019,66 and older,Urban regions,Rather not,0.24951,791,3140,0.23437,0.26465
2019,66 and older,Urban regions,Never,0.56227,1674,3140,0.54491,0.57962
2019,66 and older,Rural regions,"Yes, happily",0.01444,36,1833,0.00898,0.01990
2019,66 and older,Rural regions,"Yes, depending on situation",0.13148,279,1833,0.11600,0.14695
2019,66 and older,Rural regions,Rather not,0.25693,464,1833,0.23692,0.27694
2019,66 and older,Rural regions,Never,0.59716,1054,1833,0.57470,0.61961
