year,migback,regtyp,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,Urban regions,"Yes, happily",0.06500,337,5623,0.05856,0.07145
2009,No migration background,Urban regions,"Yes, depending on situation",0.39210,2310,5623,0.37934,0.40486
2009,No migration background,Urban regions,Rather not,0.34929,1975,5623,0.33683,0.36176
2009,No migration background,Urban regions,Never,0.19360,1001,5623,0.18327,0.20393
2009,No migration background,Rural regions,"Yes, happily",0.06348,209,2995,0.05475,0.07222
2009,No migration background,Rural regions,"Yes, depending on situation",0.43108,1368,2995,0.41334,0.44882
2009,No migration background,Rural regions,Rather not,0.34790,1002,2995,0.33084,0.36496
2009,No migration background,Rural regions,Never,0.15754,416,2995,0.14449,0.17059
2009,Direct migration background,Urban regions,"Yes, depending on situation",0.22319,175,718,0.19271,0.25367
2009,Direct migration background,Urban regions,Rather not,0.35514,258,718,0.32011,0.39017
2009,Direct migration background,Urban regions,Never,0.38886,285,718,0.35318,0.42455
2009,Direct migration background,Rural regions,"Yes, depending on situation",0.22332,37,154,0.15732,0.28931
2009,Direct migration background,Rural regions,Rather not,0.45710,70,154,0.37816,0.53603
2009,Direct migration background,Rural regions,Never,0.27482,47,154,0.20408,0.34556
2009,Indirect migration background,Urban regions,"Yes, depending on situation",0.25477,128,399,0.21197,0.29758
2009,Indirect migration background,Urban regions,Rather not,0.45611,158,399,0.40718,0.50504
2009,Indirect migration background,Urban regions,Never,0.26744,113,399,0.22395,0.31093
2009,Indirect migration background,Rural regions,"Yes, depending on situation",0.34993,32,32,0.18203,0.51783
2014,No migration background,Urban regions,"Yes, happily",0.05003,615,12055,0.04613,0.05392
2014,No migration background,Urban regions,"Yes, depending on situation",0.29036,3550,12055,0.28226,0.29847
2014,No migration background,Urban regions,Rather not,0.29117,3560,12055,0.28306,0.29928
2014,No migration background,Urban regions,Never,0.36844,4330,12055,0.35983,0.37705
2014,No migration background,Rural regions,"Yes, happily",0.04550,375,7614,0.04082,0.05018
2014,No migration background,Rural regions,"Yes, depending on situation",0.25822,2110,7614,0.24839,0.26806
2014,No migration background,Rural regions,Rather not,0.27453,2108,7614,0.26450,0.28455
2014,No migration background,Rural regions,Never,0.42175,3021,7614,0.41066,0.43284
2014,Direct migration background,Urban regions,"Yes, happily",0.03923,197,3854,0.03310,0.04536
2014,Direct migration background,Urban regions,"Yes, depending on situation",0.22355,856,3854,0.21040,0.23671
2014,Direct migration background,Urban regions,Rather not,0.25829,997,3854,0.24447,0.27211
2014,Direct migration background,Urban regions,Never,0.47893,1804,3854,0.46315,0.49470
2014,Direct migration background,Rural regions,"Yes, happily",0.03112,60,1296,0.02166,0.04058
