year,bula_h,regtyp,plj0045,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Urban regions,Rather not,0.41333333333333333,21983,0.40682367022694976,0.4198429964397169
2009,Schleswig-Holstein,Urban regions,"Yes, depending on situation",0.37333333333333335,21983,0.3669392355631264,0.3797274311035403
2009,Schleswig-Holstein,Urban regions,Never,0.16,21983,0.15515367845139977,0.16484632154860024
2009,Schleswig-Holstein,Urban regions,"Yes, happily",0.05333333333333334,21983,0.050362963688563,0.05630370297810367
2009,Schleswig-Holstein,Rural regions,"Yes, depending on situation",0.4012738853503185,21983,0.3947943011089255,0.4077534695917115
2009,Schleswig-Holstein,Rural regions,Rather not,0.35668789808917195,21983,0.3503555083079671,0.3630202878703768
2009,Schleswig-Holstein,Rural regions,Never,0.15286624203821655,21983,0.148109119041866,0.15762336503456711
2009,Schleswig-Holstein,Rural regions,"Yes, happily",0.08917197452229299,21983,0.08540454639753811,0.09293940264704786
2009,Hamburg,Urban regions,"Yes, depending on situation",0.4095744680851064,21983,0.40307374608418667,0.4160751900860261
2009,Hamburg,Urban regions,Rather not,0.3829787234042553,21983,0.37655258633247285,0.3894048604760378
2009,Hamburg,Urban regions,"Yes, happily",0.11170212765957446,21983,0.10753801352055524,0.11586624179859369
2009,Hamburg,Urban regions,Never,0.09574468085106383,21983,0.09185498668617735,0.09963437501595031
2009,Lower Saxony,Urban regions,"Yes, depending on situation",0.4093816631130064,21983,0.40288141030486296,0.4158819159211498
2009,Lower Saxony,Urban regions,Rather not,0.31769722814498935,21983,0.31154251421146895,0.32385194207850976
2009,Lower Saxony,Urban regions,Never,0.19189765458422176,21983,0.1866919369409866,0.1971033722274569
2009,Lower Saxony,Urban regions,"Yes, happily",0.08102345415778252,21983,0.07741625449185051,0.08463065382371453
2009,Lower Saxony,Rural regions,"Yes, depending on situation",0.4117647058823529,21983,0.40525872638948107,0.41827068537522477
2009,Lower Saxony,Rural regions,Rather not,0.3630831643002028,21983,0.35672609403638905,0.3694402345640166
2009,Lower Saxony,Rural regions,Never,0.18661257606490872,21983,0.18146228501728942,0.19176286711252802
2009,Lower Saxony,Rural regions,"Yes, happily",0.038539553752535496,21983,0.03599488273505093,0.041084224770020064
2009,Bremen,Urban regions,"Yes, depending on situation",0.5147058823529411,21983,0.508099028945458,0.5213127357604243
2009,Bremen,Urban regions,Rather not,0.27941176470588236,21983,0.27348007370620636,0.28534345570555836
2009,Bremen,Urban regions,Never,0.14705882352941177,21983,0.14237697158797039,0.15174067547085315
2009,Bremen,Urban regions,"Yes, happily",0.058823529411764705,21983,0.055713076283115386,0.061933982540414025
2009,North Rhine-Westphalia,Urban regions,"Yes, depending on situation",0.3720809548521017,21983,0.3656912155470523,0.37847069415715107
2009,North Rhine-Westphalia,Urban regions,Rather not,0.34405812143227815,21983,0.3377780992475338,0.3503381436170225
2009,North Rhine-Westphalia,Urban regions,Never,0.2433834976647639,21983,0.23771071611194242,0.24905627921758536
2009,North Rhine-Westphalia,Urban regions,"Yes, happily",0.040477426050856254,21983,0.037872192672876344,0.04308265942883616
2009,North Rhine-Westphalia,Rural regions,"Yes, depending on situation",0.33962264150943394,21983,0.33336217067667046,0.34588311234219743
2009,North Rhine-Westphalia,Rural regions,Rather not,0.32075471698113206,21983,0.3145843295618806,0.3269251044003835
2009,North Rhine-Westphalia,Rural regions,Never,0.3018867924528302,21983,0.29581806581821984,0.3079555190874405
2009,North Rhine-Westphalia,Rural regions,"Yes, happily",0.03773584905660377,21983,0.03521679894119463,0.040254899172012915
2009,Hesse,Urban regions,"Yes, depending on situation",0.3835820895522388,21983,0.3771540376284941,0.39001014147598356
2009,Hesse,Urban regions,Rather not,0.3686567164179104,21983,0.3622791285770465,0.3750343042587743
2009,Hesse,Urban regions,Never,0.208955223880597,21983,0.2035807031629009,0.21432974459829313
2009,Hesse,Urban regions,"Yes, happily",0.03880597014925373,21983,0.03625287267267069,0.04135906762583677
2009,Hesse,Rural regions,"Yes, depending on situation",0.36065573770491804,21983,0.35430789143923147,0.3670035839706046
2009,Hesse,Rural regions,Rather not,0.3524590163934426,21983,0.3461436211720257,0.35877441161485957
2009,Hesse,Rural regions,Never,0.21311475409836064,21983,0.20770129261372197,0.2185282155829993
2009,Hesse,Rural regions,"Yes, happily",0.07377049180327869,21983,0.07031497318573326,0.07722601042082411
2009,"Rhineland-Palatinate, Saarland",Urban regions,Rather not,0.36711711711711714,21983,0.36074510514007335,0.37348912909416093
2009,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, depending on situation",0.32432432432432434,21983,0.3181360223981421,0.3305126262505066
2009,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.2635135135135135,21983,0.25768984792634725,0.2693371791006797
