year,regtyp,sex,plj0045,proportion,n,lower_confidence,upper_confidence
2009,Staedtischer Raum,maennlich,"Ja, unter Umstaenden",0.1310902555910543,21983,0.12662871210508056,0.13555179907702805
2009,Staedtischer Raum,weiblich,"Ja, unter Umstaenden",0.12899361022364217,21983,0.12456255297776854,0.1334246674695158
2009,Staedtischer Raum,weiblich,Eher nein,0.12230431309904154,21983,0.11797314080892353,0.12663548538915956
2009,Staedtischer Raum,maennlich,Eher nein,0.11531549520766773,21983,0.1110931801512016,0.11953781026413386
2009,Staedtischer Raum,weiblich,Auf keinen Fall,0.07527955271565495,21983,0.07179171446029307,0.07876739097101683
2009,Laendlicher Raum,maennlich,"Ja, unter Umstaenden",0.07248402555910544,21983,0.06905639155300373,0.07591165956520714
2009,Laendlicher Raum,weiblich,"Ja, unter Umstaenden",0.07178514376996806,21983,0.06837278931926417,0.07519749822067194
2009,Staedtischer Raum,maennlich,Auf keinen Fall,0.06389776357827476,21983,0.06066467903083565,0.06713084812571386
2009,Laendlicher Raum,weiblich,Eher nein,0.060303514376996804,21983,0.057156652333690244,0.06345037642030336
2009,Laendlicher Raum,maennlich,Eher nein,0.05051916932907348,21983,0.04762393451451647,0.05341440414363049
2009,Laendlicher Raum,weiblich,Auf keinen Fall,0.025559105431309903,21983,0.023472870720015585,0.02764534014260422
2009,Laendlicher Raum,maennlich,Auf keinen Fall,0.022963258785942492,21983,0.02098316938418326,0.024943348187701723
2009,Staedtischer Raum,maennlich,"Ja, gerne",0.018670127795527156,21983,0.016880784187071604,0.02045947140398271
2009,Staedtischer Raum,weiblich,"Ja, gerne",0.01847044728434505,21983,0.01669051701870964,0.020250377549980457
2009,Laendlicher Raum,maennlich,"Ja, gerne",0.012080670926517573,21983,0.010636499127877385,0.01352484272515776
2009,Laendlicher Raum,weiblich,"Ja, gerne",0.010283546325878594,21983,0.008949903782851334,0.011617188868905854
2014,Staedtischer Raum,weiblich,Auf keinen Fall,0.14176737160120845,38694,0.1382918106254304,0.1452429325769865
2014,Staedtischer Raum,maennlich,Auf keinen Fall,0.10944108761329305,38694,0.10633040440383325,0.11255177082275285
2014,Staedtischer Raum,weiblich,Eher nein,0.10158610271903323,38694,0.09857594232016707,0.1045962631178994
2014,Staedtischer Raum,weiblich,"Ja, unter Umstaenden",0.09188066465256797,38694,0.08900248576550804,0.09475884353962791
2014,Staedtischer Raum,maennlich,"Ja, unter Umstaenden",0.08731117824773414,38694,0.08449843203927711,0.09012392445619118
2014,Staedtischer Raum,maennlich,Eher nein,0.08500755287009064,38694,0.08222866022453555,0.08778644551564573
2014,Laendlicher Raum,weiblich,Auf keinen Fall,0.07790785498489426,38694,0.0752372353203398,0.08057847464944873
2014,Laendlicher Raum,maennlich,Auf keinen Fall,0.06404833836858007,38694,0.061608759285331736,0.0664879174518284
2014,Laendlicher Raum,weiblich,Eher nein,0.052001510574018125,38694,0.04978920017832974,0.05421382096970651
2014,Laendlicher Raum,weiblich,"Ja, unter Umstaenden",0.048640483383685804,38694,0.04649707200331568,0.050783894764055926
2014,Laendlicher Raum,maennlich,"Ja, unter Umstaenden",0.045657099697885194,38694,0.04357720838387287,0.04773699101189752
2014,Laendlicher Raum,maennlich,Eher nein,0.04369335347432024,38694,0.04165659030105006,0.04573011664759042
2014,Staedtischer Raum,weiblich,"Ja, gerne",0.018429003021148038,38694,0.01708887577447862,0.019769130267817455
2014,Staedtischer Raum,maennlich,"Ja, gerne",0.01540785498489426,38694,0.014180603596187499,0.016635106373601022
2014,Laendlicher Raum,weiblich,"Ja, gerne",0.008950151057401812,38694,0.008011731197681898,0.009888570917121727
2014,Laendlicher Raum,maennlich,"Ja, gerne",0.008270392749244713,38694,0.007368003392870431,0.009172782105618995
2019,Staedtischer Raum,weiblich,Auf keinen Fall,0.13080151583065075,42417,0.12759264699538328,0.13401038466591822
2019,Staedtischer Raum,maennlich,Auf keinen Fall,0.10594515300924982,42417,0.1030162248191199,0.10887408119937975
2019,Staedtischer Raum,weiblich,Eher nein,0.09930320687828532,42417,0.09645706174762403,0.10214935200894662
2019,Staedtischer Raum,maennlich,"Ja, unter Umstaenden",0.09363921600586773,42417,0.09086675443937561,0.09641167757235986
2019,Staedtischer Raum,weiblich,"Ja, unter Umstaenden",0.0916425573530011,42417,0.08889679411433078,0.09438832059167142
2019,Staedtischer Raum,maennlich,Eher nein,0.0870787661464488,42417,0.08439553007031043,0.08976200222258716
2019,Laendlicher Raum,weiblich,Auf keinen Fall,0.07729921356097959,42417,0.07475763183136742,0.07984079529059175
2019,Laendlicher Raum,maennlich,Auf keinen Fall,0.0677641497901471,42417,0.06537221688261849,0.0701560826976757
2019,Laendlicher Raum,weiblich,Eher nein,0.05170938429566847,42417,0.049602010834779615,0.05381675775655733
2019,Laendlicher Raum,maennlich,Eher nein,0.04624913410211483,42417,0.04425039838908326,0.048247869815146394
2019,Laendlicher Raum,weiblich,"Ja, unter Umstaenden",0.04559716392975022,42417,0.04361188801903615,0.047582439840464286
2019,Laendlicher Raum,maennlich,"Ja, unter Umstaenden",0.04490444562161281,42417,0.04293359286975494,0.04687529837347068
2019,Staedtischer Raum,maennlich,"Ja, gerne",0.020414816022166986,42417,0.019069017844434658,0.021760614199899313
2019,Staedtischer Raum,weiblich,"Ja, gerne",0.019885090257120736,42417,0.018556508215046678,0.021213672299194793
2019,Laendlicher Raum,maennlich,"Ja, gerne",0.009575811906605274,42417,0.008649015120209142,0.010502608693001405
2019,Laendlicher Raum,weiblich,"Ja, gerne",0.008190375290330468,42417,0.007332642215794641,0.009048108364866294
