year,sampreg,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,West,"Yes, happily",0.04829,379,7624,0.04348,0.05310
2009,West,"Yes, depending on situation",0.33686,2724,7624,0.32625,0.34747
2009,West,Rather not,0.37635,2812,7624,0.36547,0.38723
2009,West,Never,0.23850,1709,7624,0.22893,0.24807
2009,East,"Yes, happily",0.10635,217,2392,0.09399,0.11871
2009,East,"Yes, depending on situation",0.53953,1326,2392,0.51955,0.55951
2009,East,Rather not,0.27414,678,2392,0.25626,0.29202
2009,East,Never,0.07999,171,2392,0.06911,0.09086
2014,West,"Yes, happily",0.04308,957,20948,0.04033,0.04583
2014,West,"Yes, depending on situation",0.26536,5523,20948,0.25938,0.27134
2014,West,Rather not,0.28254,5941,20948,0.27644,0.28864
2014,West,Never,0.40903,8527,20948,0.40237,0.41568
2014,East,"Yes, happily",0.07028,395,5533,0.06354,0.07702
2014,East,"Yes, depending on situation",0.29473,1720,5533,0.28271,0.30674
2014,East,Rather not,0.27896,1534,5533,0.26714,0.29078
2014,East,Never,0.35603,1884,5533,0.34341,0.36865
2019,Does not apply,"Yes, depending on situation",0.47548,34,34,0.30509,0.64587
2019,West,"Yes, happily",0.05444,1070,19528,0.05125,0.05762
2019,West,"Yes, depending on situation",0.25601,5348,19528,0.24989,0.26213
2019,West,Rather not,0.29491,5645,19528,0.28851,0.30131
2019,West,Never,0.39465,7465,19528,0.38779,0.40150
2019,East,"Yes, happily",0.08291,415,5476,0.07561,0.09022
2019,East,"Yes, depending on situation",0.27237,1590,5476,0.26058,0.28417
2019,East,Rather not,0.26486,1447,5476,0.25317,0.27655
2019,East,Never,0.37986,2024,5476,0.36700,0.39271
