year,age_gr,pgisced97,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No answer / don't know,"Yes, depending on situation",0.43048,109,217,0.36445,0.49651
2009,17-29 y.,No answer / don't know,Rather not,0.31124,73,217,0.24949,0.37298
2009,17-29 y.,No answer / don't know,Never,0.19201,35,217,0.13948,0.24454
2009,17-29 y.,Pre-primary Level,"Yes, depending on situation",0.55065,145,225,0.48550,0.61579
2009,17-29 y.,Pre-primary Level,Rather not,0.32777,80,225,0.26630,0.38925
2009,17-29 y.,Lower Secondary Level,"Yes, depending on situation",0.32965,133,324,0.27839,0.38092
2009,17-29 y.,Lower Secondary Level,Rather not,0.32571,105,324,0.27460,0.37681
2009,17-29 y.,Lower Secondary Level,Never,0.28826,86,324,0.23886,0.33766
2009,17-29 y.,Upper Secondary Level,"Yes, happily",0.09566,99,1031,0.07770,0.11363
2009,17-29 y.,Upper Secondary Level,"Yes, depending on situation",0.37296,443,1031,0.34342,0.40249
2009,17-29 y.,Upper Secondary Level,Rather not,0.37492,352,1031,0.34536,0.40449
2009,17-29 y.,Upper Secondary Level,Never,0.15646,137,1031,0.13427,0.17864
2009,17-29 y.,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.33570,59,117,0.24976,0.42164
2009,17-29 y.,Post-secondary Non-tertiary Level,Rather not,0.35753,58,117,0.27031,0.44475
2009,17-29 y.,Second Stage of Tertiary Education,"Yes, depending on situation",0.40335,98,179,0.33128,0.47542
2009,17-29 y.,Second Stage of Tertiary Education,Rather not,0.43941,81,179,0.36650,0.51232
2009,30-45 y.,Lower Secondary Level,"Yes, depending on situation",0.22596,42,155,0.15991,0.29201
2009,30-45 y.,Lower Secondary Level,Rather not,0.23586,45,155,0.16881,0.30291
2009,30-45 y.,Lower Secondary Level,Never,0.50931,68,155,0.43036,0.58827
2009,30-45 y.,Upper Secondary Level,"Yes, happily",0.06068,77,1449,0.04838,0.07297
2009,30-45 y.,Upper Secondary Level,"Yes, depending on situation",0.34728,516,1449,0.32276,0.37181
2009,30-45 y.,Upper Secondary Level,Rather not,0.36835,551,1449,0.34351,0.39320
2009,30-45 y.,Upper Secondary Level,Never,0.22369,305,1449,0.20222,0.24515
2009,30-45 y.,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.37508,124,308,0.32092,0.42923
2009,30-45 y.,Post-secondary Non-tertiary Level,Rather not,0.40923,123,308,0.35423,0.46423
2009,30-45 y.,Post-secondary Non-tertiary Level,Never,0.15729,61,308,0.11656,0.19801
2009,30-45 y.,First Stage of Tertiary Education,"Yes, depending on situation",0.42429,122,264,0.36455,0.48402
2009,30-45 y.,First Stage of Tertiary Education,Rather not,0.35996,106,264,0.30195,0.41797
2009,30-45 y.,First Stage of Tertiary Education,Never,0.15305,36,264,0.10953,0.19656
2009,30-45 y.,Second Stage of Tertiary Education,"Yes, happily",0.06851,69,879,0.05180,0.08522
2009,30-45 y.,Second Stage of Tertiary Education,"Yes, depending on situation",0.46747,428,879,0.43447,0.50048
2009,30-45 y.,Second Stage of Tertiary Education,Rather not,0.34107,297,879,0.30971,0.37242
2009,30-45 y.,Second Stage of Tertiary Education,Never,0.12295,85,879,0.10123,0.14467
2009,46-65 y.,Lower Secondary Level,Rather not,0.35586,50,115,0.26797,0.44375
2009,46-65 y.,Lower Secondary Level,Never,0.44530,65,115,0.35406,0.53653
2009,46-65 y.,Upper Secondary Level,"Yes, happily",0.04243,61,1625,0.03263,0.05224
2009,46-65 y.,Upper Secondary Level,"Yes, depending on situation",0.35201,607,1625,0.32878,0.37524
2009,46-65 y.,Upper Secondary Level,Rather not,0.36702,588,1625,0.34358,0.39047
2009,46-65 y.,Upper Secondary Level,Never,0.23853,369,1625,0.21781,0.25926
2009,46-65 y.,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.33662,61,173,0.26600,0.40724
2009,46-65 y.,Post-secondary Non-tertiary Level,Rather not,0.45993,77,173,0.38544,0.53441
2009,46-65 y.,Post-secondary Non-tertiary Level,Never,0.19388,35,173,0.13480,0.25296
2009,46-65 y.,First Stage of Tertiary Education,"Yes, depending on situation",0.44523,137,279,0.38680,0.50365
2009,46-65 y.,First Stage of Tertiary Education,Rather not,0.34586,93,279,0.28995,0.40178
2009,46-65 y.,First Stage of Tertiary Education,Never,0.17898,49,279,0.13392,0.22404
2009,46-65 y.,Second Stage of Tertiary Education,"Yes, happily",0.05900,63,1157,0.04541,0.07258
2009,46-65 y.,Second Stage of Tertiary Education,"Yes, depending on situation",0.46234,570,1157,0.43360,0.49108
2009,46-65 y.,Second Stage of Tertiary Education,Rather not,0.36697,404,1157,0.33918,0.39475
2009,46-65 y.,Second Stage of Tertiary Education,Never,0.11170,120,1157,0.09354,0.12986
2009,66 and older,Lower Secondary Level,Rather not,0.24414,33,92,0.15587,0.33240
2009,66 and older,Lower Secondary Level,Never,0.51616,59,92,0.41348,0.61884
2009,66 and older,Upper Secondary Level,"Yes, depending on situation",0.28165,156,509,0.24253,0.32076
2009,66 and older,Upper Secondary Level,Rather not,0.35297,182,509,0.31141,0.39453
2009,66 and older,Upper Secondary Level,Never,0.31910,171,509,0.27857,0.35964
2009,66 and older,First Stage of Tertiary Education,"Yes, depending on situation",0.29876,31,65,0.18662,0.41090
2009,66 and older,First Stage of Tertiary Education,Rather not,0.33663,34,65,0.22086,0.45241
2009,66 and older,Second Stage of Tertiary Education,"Yes, depending on situation",0.44225,168,340,0.38938,0.49512
2009,66 and older,Second Stage of Tertiary Education,Rather not,0.32060,116,340,0.27092,0.37029
2009,66 and older,Second Stage of Tertiary Education,Never,0.17863,56,340,0.13786,0.21941
2014,17-29 y.,No answer / don't know,"Yes, happily",0.07020,35,430,0.04602,0.09438
2014,17-29 y.,No answer / don't know,"Yes, depending on situation",0.34190,147,430,0.29701,0.38679
2014,17-29 y.,No answer / don't know,Rather not,0.26847,121,430,0.22653,0.31040
2014,17-29 y.,No answer / don't know,Never,0.31943,127,430,0.27531,0.36356
2014,17-29 y.,Pre-primary Level,"Yes, happily",0.10656,57,441,0.07773,0.13539
2014,17-29 y.,Pre-primary Level,"Yes, depending on situation",0.48618,206,441,0.43948,0.53288
2014,17-29 y.,Pre-primary Level,Rather not,0.26994,115,441,0.22846,0.31142
2014,17-29 y.,Pre-primary Level,Never,0.13732,63,441,0.10516,0.16949
2014,17-29 y.,Primary Level,Never,0.39145,43,43,0.24384,0.53907
2014,17-29 y.,Lower Secondary Level,"Yes, happily",0.09772,83,909,0.07841,0.11704
2014,17-29 y.,Lower Secondary Level,"Yes, depending on situation",0.27909,247,909,0.24992,0.30827
2014,17-29 y.,Lower Secondary Level,Rather not,0.30608,263,909,0.27611,0.33606
2014,17-29 y.,Lower Secondary Level,Never,0.31710,316,909,0.28683,0.34737
2014,17-29 y.,Upper Secondary Level,"Yes, happily",0.09005,151,1673,0.07632,0.10377
