year,bula_h,quintil_oecd_hh,pet_horse,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Lower Saxony,3rd Quintile,No,0.96306,194,194,0.93645,0.98967
2006,Lower Saxony,4th Quintile,No,0.97124,227,227,0.94944,0.99303
2006,Lower Saxony,5th Quintile,No,0.94602,275,275,0.91926,0.97278
2006,North Rhine-Westphalia,2nd Quintile,No,0.99291,407,407,0.98475,1.00107
2006,North Rhine-Westphalia,3rd Quintile,No,0.99383,441,441,0.98652,1.00115
2006,North Rhine-Westphalia,4th Quintile,No,0.99599,522,522,0.99057,1.00142
2006,North Rhine-Westphalia,5th Quintile,No,0.98536,706,706,0.97650,0.99423
2006,Hesse,2nd Quintile,No,0.99455,120,120,0.98133,1.00778
2006,Hesse,4th Quintile,No,0.97669,160,160,0.95323,1.00014
2006,Hesse,5th Quintile,No,0.98714,276,276,0.97382,1.00046
2006,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99677,133,133,0.98708,1.00645
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.95741,130,130,0.92257,0.99226
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99810,134,134,0.99071,1.00550
2006,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98168,144,144,0.95970,1.00366
2006,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.97574,174,174,0.95282,0.99867
2006,Baden-Wuerttemberg,1st Quintile,No,0.99941,179,179,0.99584,1.00298
2006,Baden-Wuerttemberg,2nd Quintile,No,0.98872,222,222,0.97480,1.00264
2006,Baden-Wuerttemberg,3rd Quintile,No,0.99175,279,279,0.98111,1.00238
2006,Baden-Wuerttemberg,4th Quintile,No,0.99563,324,324,0.98844,1.00282
2006,Baden-Wuerttemberg,5th Quintile,No,0.98841,457,457,0.97859,0.99824
2006,Bavaria,1st Quintile,No,0.99450,226,226,0.98483,1.00416
2006,Bavaria,2nd Quintile,No,0.99385,257,257,0.98427,1.00343
2006,Bavaria,3rd Quintile,No,0.99045,340,340,0.98009,1.00080
2006,Bavaria,4th Quintile,No,0.99734,376,376,0.99213,1.00255
2006,Bavaria,5th Quintile,No,0.97683,510,510,0.96376,0.98990
2006,Berlin,5th Quintile,No,0.99643,111,111,0.98528,1.00758
2006,Brandenburg,1st Quintile,No,0.95646,105,105,0.91724,0.99568
2006,Brandenburg,2nd Quintile,No,0.99654,143,143,0.98687,1.00620
2006,Brandenburg,3rd Quintile,No,0.99386,120,120,0.97983,1.00790
2006,Brandenburg,4th Quintile,No,0.96269,88,88,0.92287,1.00252
2006,Brandenburg,5th Quintile,No,0.98161,68,68,0.94943,1.01378
2006,Mecklenburg-Western Pomerania,1st Quintile,No,0.98318,74,74,0.95369,1.01268
2006,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98797,80,80,0.96393,1.01201
2006,Mecklenburg-Western Pomerania,3rd Quintile,No,0.95780,51,51,0.90207,1.01353
2006,Mecklenburg-Western Pomerania,4th Quintile,No,0.99428,50,50,0.97316,1.01540
2006,Mecklenburg-Western Pomerania,5th Quintile,No,0.93575,41,41,0.85976,1.01174
2006,Saxony,1st Quintile,No,0.99771,204,204,0.99114,1.00428
2006,Saxony,3rd Quintile,No,0.98483,219,219,0.96860,1.00105
2006,Saxony-Anhalt,1st Quintile,No,0.99393,109,109,0.97927,1.00858
2006,Saxony-Anhalt,2nd Quintile,No,0.99745,114,114,0.98814,1.00675
2006,Saxony-Anhalt,4th Quintile,No,0.97891,72,72,0.94550,1.01233
2006,Thuringa,2nd Quintile,No,0.99199,138,138,0.97705,1.00692
2006,Thuringa,3rd Quintile,No,0.99384,108,108,0.97900,1.00867
2006,Thuringa,5th Quintile,No,0.93407,47,47,0.86235,1.00578
2011,Schleswig-Holstein,1st Quintile,No,0.85558,90,90,0.78255,0.92861
2011,Schleswig-Holstein,2nd Quintile,No,0.90420,79,79,0.83888,0.96951
2011,Schleswig-Holstein,3rd Quintile,No,0.94772,80,80,0.89863,0.99680
2011,Schleswig-Holstein,4th Quintile,No,0.85515,74,74,0.77442,0.93589
2011,Schleswig-Holstein,5th Quintile,No,0.93929,76,76,0.88524,0.99333
2011,Hamburg,2nd Quintile,No,0.85588,39,39,0.74421,0.96755
2011,Hamburg,3rd Quintile,No,0.92457,35,35,0.83580,1.01334
2011,Hamburg,4th Quintile,No,0.97530,32,32,0.92066,1.02994
2011,Hamburg,5th Quintile,No,0.95015,57,57,0.89314,1.00715
2011,Lower Saxony,1st Quintile,No,0.84793,177,177,0.79488,0.90098
2011,Lower Saxony,2nd Quintile,No,0.89250,180,180,0.84712,0.93787
2011,Lower Saxony,3rd Quintile,No,0.89662,205,205,0.85484,0.93840
2011,Lower Saxony,4th Quintile,No,0.91368,230,230,0.87731,0.95006
2011,Lower Saxony,5th Quintile,No,0.94612,272,272,0.91924,0.97300
2011,North Rhine-Westphalia,1st Quintile,No,0.85442,433,433,0.82116,0.88768
2011,North Rhine-Westphalia,2nd Quintile,No,0.89751,379,379,0.86693,0.92808
2011,North Rhine-Westphalia,3rd Quintile,No,0.92874,423,423,0.90419,0.95328
2011,North Rhine-Westphalia,4th Quintile,No,0.94723,488,488,0.92737,0.96709
2011,North Rhine-Westphalia,5th Quintile,No,0.95609,609,609,0.93980,0.97237
2011,Hesse,1st Quintile,No,0.86143,124,124,0.80037,0.92249
2011,Hesse,2nd Quintile,No,0.89160,122,122,0.83621,0.94700
2011,Hesse,3rd Quintile,No,0.88830,152,152,0.83806,0.93854
2011,Hesse,4th Quintile,No,0.91853,167,167,0.87691,0.96014
2011,Hesse,5th Quintile,No,0.94449,252,252,0.91617,0.97282
2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.89023,139,139,0.83807,0.94239
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.88655,136,136,0.83305,0.94005
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.88937,131,131,0.83545,0.94329
2011,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.92538,145,145,0.88245,0.96830
2011,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.97913,149,149,0.95610,1.00216
2011,Baden-Wuerttemberg,1st Quintile,No,0.84709,183,183,0.79480,0.89938
2011,Baden-Wuerttemberg,2nd Quintile,No,0.88477,216,216,0.84208,0.92745
2011,Baden-Wuerttemberg,3rd Quintile,No,0.91379,263,263,0.87980,0.94778
2011,Baden-Wuerttemberg,4th Quintile,No,0.93808,330,330,0.91203,0.96412
2011,Baden-Wuerttemberg,5th Quintile,No,0.93504,396,396,0.91073,0.95934
2011,Bavaria,1st Quintile,No,0.87894,271,271,0.84003,0.91785
2011,Bavaria,2nd Quintile,No,0.86517,288,288,0.82565,0.90468
2011,Bavaria,3rd Quintile,No,0.91471,343,343,0.88510,0.94431
2011,Bavaria,4th Quintile,No,0.94410,410,410,0.92184,0.96636
2011,Bavaria,5th Quintile,No,0.93845,508,508,0.91753,0.95937
2011,Berlin,1st Quintile,No,0.87294,113,113,0.81126,0.93462
2011,Berlin,2nd Quintile,No,0.92768,82,82,0.87127,0.98409
2011,Berlin,3rd Quintile,No,0.96123,106,106,0.92430,0.99815
2011,Berlin,4th Quintile,No,0.94777,104,104,0.90480,0.99074
2011,Berlin,5th Quintile,No,0.97897,107,107,0.95165,1.00628
2011,Brandenburg,1st Quintile,No,0.86559,124,124,0.80531,0.92587
2011,Brandenburg,2nd Quintile,No,0.91446,123,123,0.86484,0.96409
2011,Brandenburg,3rd Quintile,No,0.94080,118,118,0.89803,0.98356
2011,Brandenburg,4th Quintile,No,0.93565,80,80,0.88154,0.98976
2011,Brandenburg,5th Quintile,No,0.96555,67,67,0.92155,1.00955
2011,Mecklenburg-Western Pomerania,1st Quintile,No,0.86401,90,90,0.79280,0.93523
2011,Mecklenburg-Western Pomerania,2nd Quintile,No,0.92899,76,76,0.87086,0.98712
2011,Mecklenburg-Western Pomerania,3rd Quintile,No,0.93350,59,59,0.86938,0.99762
2011,Mecklenburg-Western Pomerania,4th Quintile,No,0.96388,49,49,0.91109,1.01667
2011,Mecklenburg-Western Pomerania,5th Quintile,No,0.87752,34,34,0.76566,0.98937
2011,Saxony,1st Quintile,No,0.88737,192,192,0.84254,0.93221
2011,Saxony,2nd Quintile,No,0.92416,213,213,0.88852,0.95980
2011,Saxony,3rd Quintile,No,0.95608,199,199,0.92754,0.98463
2011,Saxony,4th Quintile,No,0.95984,122,122,0.92486,0.99483
2011,Saxony,5th Quintile,No,0.96419,80,80,0.92321,1.00516
2011,Saxony-Anhalt,1st Quintile,No,0.86000,124,124,0.79868,0.92132
2011,Saxony-Anhalt,2nd Quintile,No,0.93964,135,135,0.89931,0.97996
2011,Saxony-Anhalt,3rd Quintile,No,0.93750,108,108,0.89164,0.98337
2011,Saxony-Anhalt,4th Quintile,No,0.92464,75,75,0.86449,0.98478
2011,Saxony-Anhalt,5th Quintile,No,0.95508,61,61,0.90267,1.00749
2011,Thuringa,1st Quintile,No,0.90097,136,136,0.85058,0.95136
2011,Thuringa,2nd Quintile,No,0.93188,142,142,0.89029,0.97347
2011,Thuringa,3rd Quintile,No,0.92603,112,112,0.87734,0.97472
2011,Thuringa,4th Quintile,No,0.94170,82,82,0.89067,0.99272
2011,Thuringa,5th Quintile,No,0.86547,43,43,0.76227,0.96866
2016,Schleswig-Holstein,1st Quintile,No,0.95147,126,126,0.91379,0.98914
2016,Schleswig-Holstein,2nd Quintile,No,0.98663,106,106,0.96466,1.00860
2016,Schleswig-Holstein,3rd Quintile,No,0.99810,95,95,0.98929,1.00691
2016,Schleswig-Holstein,4th Quintile,No,0.99096,87,87,0.97096,1.01096
2016,Schleswig-Holstein,5th Quintile,No,0.88343,78,78,0.81175,0.95511
2016,Hamburg,1st Quintile,No,0.97826,49,49,0.93700,1.01952
2016,Hamburg,5th Quintile,No,0.99287,64,64,0.97209,1.01365
2016,Lower Saxony,1st Quintile,No,0.96079,306,306,0.93900,0.98257
2016,Lower Saxony,2nd Quintile,No,0.99770,249,249,0.99174,1.00366
2016,Lower Saxony,3rd Quintile,No,0.96604,234,234,0.94278,0.98929
2016,Lower Saxony,4th Quintile,No,0.97021,270,270,0.94990,0.99053
2016,Lower Saxony,5th Quintile,No,0.98596,264,264,0.97174,1.00018
2016,Bremen,1st Quintile,No,0.96523,38,38,0.90620,1.02426
2016,North Rhine-Westphalia,1st Quintile,No,0.96917,682,682,0.95619,0.98215
2016,North Rhine-Westphalia,3rd Quintile,No,0.98931,517,517,0.98044,0.99818
2016,North Rhine-Westphalia,4th Quintile,No,0.98923,535,535,0.98048,0.99799
2016,North Rhine-Westphalia,5th Quintile,No,0.98493,569,569,0.97492,0.99495
2016,Hesse,1st Quintile,No,0.97715,194,194,0.95607,0.99823
2016,Hesse,2nd Quintile,No,0.99713,186,186,0.98943,1.00484
2016,Hesse,3rd Quintile,No,0.96368,161,161,0.93470,0.99267
2016,Hesse,4th Quintile,No,0.99880,175,175,0.99366,1.00394
2016,Hesse,5th Quintile,No,0.96602,246,246,0.94333,0.98870
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.96278,194,194,0.93607,0.98949
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98274,190,190,0.96416,1.00131
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99780,156,156,0.99042,1.00518
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.99154,149,149,0.97678,1.00630
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.96860,151,151,0.94069,0.99651
2016,Baden-Wuerttemberg,1st Quintile,No,0.96616,225,225,0.94248,0.98984
2016,Baden-Wuerttemberg,2nd Quintile,No,0.99934,298,298,0.99643,1.00226
2016,Baden-Wuerttemberg,3rd Quintile,No,0.99988,330,330,0.99869,1.00106
2016,Baden-Wuerttemberg,4th Quintile,No,0.97540,351,351,0.95917,0.99163
2016,Baden-Wuerttemberg,5th Quintile,No,0.97527,405,405,0.96013,0.99042
2016,Bavaria,1st Quintile,No,0.97898,367,367,0.96429,0.99368
2016,Bavaria,2nd Quintile,No,0.99144,492,492,0.98328,0.99959
2016,Bavaria,3rd Quintile,No,0.99096,442,442,0.98213,0.99979
2016,Bavaria,4th Quintile,No,0.98511,460,460,0.97404,0.99619
2016,Bavaria,5th Quintile,No,0.97839,513,513,0.96580,0.99099
2016,Berlin,1st Quintile,No,0.99012,151,151,0.97430,1.00595
2016,Berlin,2nd Quintile,No,0.99384,112,112,0.97928,1.00840
2016,Berlin,3rd Quintile,No,0.99244,115,115,0.97653,1.00834
2016,Brandenburg,1st Quintile,No,0.97056,133,133,0.94173,0.99940
2016,Brandenburg,2nd Quintile,No,0.97441,143,143,0.94844,1.00039
2016,Brandenburg,3rd Quintile,No,0.99695,129,129,0.98741,1.00650
2016,Brandenburg,4th Quintile,No,0.99802,76,76,0.98797,1.00808
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.97448,102,102,0.94372,1.00523
2016,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98790,78,78,0.96348,1.01232
2016,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99659,68,68,0.98262,1.01055
2016,Mecklenburg-Western Pomerania,5th Quintile,No,0.98710,33,33,0.94799,1.02620
2016,Saxony,1st Quintile,No,0.97879,214,214,0.95944,0.99814
2016,Saxony,2nd Quintile,No,0.99923,232,232,0.99567,1.00280
2016,Saxony,3rd Quintile,No,0.99536,204,204,0.98600,1.00471
2016,Saxony,4th Quintile,No,0.99612,125,125,0.98517,1.00706
2016,Saxony,5th Quintile,No,0.98766,82,82,0.96362,1.01170
2016,Saxony-Anhalt,1st Quintile,No,0.97658,161,161,0.95314,1.00001
2016,Saxony-Anhalt,2nd Quintile,No,0.99344,133,133,0.97967,1.00721
2016,Saxony-Anhalt,3rd Quintile,No,0.96713,99,99,0.93182,1.00243
2016,Saxony-Anhalt,5th Quintile,No,0.99727,45,45,0.98185,1.01269
2016,Thuringa,1st Quintile,No,0.97531,140,140,0.94952,1.00111
2016,Thuringa,4th Quintile,No,0.99054,89,89,0.97032,1.01077
2016,Thuringa,5th Quintile,No,0.96236,54,54,0.91111,1.01360
2021,Schleswig-Holstein,1st Quintile,No,0.85949,70,70,0.77750,0.94149
2021,Schleswig-Holstein,2nd Quintile,No,0.99504,89,89,0.98035,1.00972
2021,Schleswig-Holstein,3rd Quintile,No,0.96252,72,72,0.91834,1.00670
2021,Schleswig-Holstein,4th Quintile,No,0.93521,82,82,0.88161,0.98882
2021,Schleswig-Holstein,5th Quintile,No,0.87170,94,94,0.80373,0.93967
2021,Hamburg,1st Quintile,No,0.89041,51,51,0.80382,0.97699
2021,Hamburg,2nd Quintile,No,0.98446,49,49,0.94947,1.01945
2021,Hamburg,3rd Quintile,No,0.99987,41,41,0.99631,1.00342
2021,Hamburg,4th Quintile,No,0.99945,48,48,0.99275,1.00615
2021,Lower Saxony,1st Quintile,No,0.94955,193,193,0.91859,0.98051
2021,Lower Saxony,2nd Quintile,No,0.98160,209,209,0.96333,0.99986
2021,Lower Saxony,3rd Quintile,No,0.96398,192,192,0.93755,0.99041
2021,Lower Saxony,4th Quintile,No,0.98407,197,197,0.96654,1.00160
2021,Lower Saxony,5th Quintile,No,0.98858,246,246,0.97527,1.00188
2021,North Rhine-Westphalia,1st Quintile,No,0.95108,453,453,0.93119,0.97096
2021,North Rhine-Westphalia,2nd Quintile,No,0.98899,447,447,0.97931,0.99868
2021,North Rhine-Westphalia,3rd Quintile,No,0.98725,386,386,0.97604,0.99846
2021,North Rhine-Westphalia,4th Quintile,No,0.98312,409,409,0.97062,0.99562
2021,North Rhine-Westphalia,5th Quintile,No,0.97672,558,558,0.96420,0.98924
2021,Hesse,1st Quintile,No,0.94764,116,116,0.90692,0.98835
2021,Hesse,2nd Quintile,No,0.95959,99,99,0.92060,0.99858
2021,Hesse,3rd Quintile,No,0.99081,124,124,0.97395,1.00767
2021,Hesse,4th Quintile,No,0.95753,126,126,0.92217,0.99288
2021,Hesse,5th Quintile,No,0.93036,206,206,0.89552,0.96521
2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.94564,103,103,0.90163,0.98964
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99522,111,111,0.98234,1.00811
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.95978,106,106,0.92220,0.99736
2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.99083,93,93,0.97134,1.01031
2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99581,115,115,0.98396,1.00767
2021,Baden-Wuerttemberg,1st Quintile,No,0.95395,167,167,0.92206,0.98583
2021,Baden-Wuerttemberg,2nd Quintile,No,0.98901,191,191,0.97419,1.00384
2021,Baden-Wuerttemberg,3rd Quintile,No,0.99628,218,218,0.98818,1.00438
2021,Baden-Wuerttemberg,4th Quintile,No,0.97607,250,250,0.95709,0.99505
2021,Baden-Wuerttemberg,5th Quintile,No,0.98195,375,375,0.96845,0.99544
2021,Bavaria,1st Quintile,No,0.96868,241,241,0.94664,0.99071
2021,Bavaria,2nd Quintile,No,0.99613,346,346,0.98957,1.00268
2021,Bavaria,3rd Quintile,No,0.99183,310,310,0.98179,1.00187
2021,Bavaria,4th Quintile,No,0.97703,373,373,0.96180,0.99225
2021,Bavaria,5th Quintile,No,0.98568,457,457,0.97478,0.99659
2021,Berlin,1st Quintile,No,0.95068,119,119,0.91161,0.98975
2021,Berlin,2nd Quintile,No,0.98588,86,86,0.96081,1.01096
2021,Berlin,3rd Quintile,No,0.99553,94,94,0.98196,1.00909
2021,Berlin,4th Quintile,No,0.99714,108,108,0.98702,1.00726
2021,Berlin,5th Quintile,No,0.99805,145,145,0.99086,1.00525
2021,Brandenburg,1st Quintile,No,0.92576,85,85,0.86969,0.98182
2021,Brandenburg,2nd Quintile,No,0.98153,105,105,0.95565,1.00741
2021,Brandenburg,3rd Quintile,No,0.97697,83,83,0.94450,1.00944
2021,Brandenburg,4th Quintile,No,0.99066,77,77,0.96904,1.01229
2021,Mecklenburg-Western Pomerania,1st Quintile,No,0.98175,66,66,0.94920,1.01429
2021,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99084,64,64,0.96731,1.01437
2021,Mecklenburg-Western Pomerania,3rd Quintile,No,0.96512,43,43,0.90963,1.02061
2021,Saxony,1st Quintile,No,0.96844,156,156,0.94091,0.99596
2021,Saxony,2nd Quintile,No,0.99961,175,175,0.99668,1.00254
2021,Saxony,3rd Quintile,No,0.99916,169,169,0.99480,1.00353
2021,Saxony,5th Quintile,No,0.98442,116,116,0.96179,1.00706
2021,Saxony-Anhalt,1st Quintile,No,0.97764,94,94,0.94758,1.00769
2021,Saxony-Anhalt,2nd Quintile,No,0.99053,87,87,0.97005,1.01100
2021,Saxony-Anhalt,4th Quintile,No,0.99276,57,57,0.97057,1.01496
2021,Saxony-Anhalt,5th Quintile,No,0.99654,51,51,0.98027,1.01281
2021,Thuringa,1st Quintile,No,0.96495,94,94,0.92757,1.00233
2021,Thuringa,2nd Quintile,No,0.99649,96,96,0.98460,1.00838
2021,Thuringa,4th Quintile,No,0.99048,63,63,0.96631,1.01465
2021,Thuringa,5th Quintile,No,0.97358,61,61,0.93299,1.01416
