year,bula_h,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,male,142,3.82858,3.21911,4.43805,1.00000,2.00000,5.00000,1.0,11.00000,2.0,2.00000,3.00000
1984,Schleswig-Holstein,female,140,3.56757,3.06245,4.07269,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,4.00000
1984,Hamburg,male,99,4.45625,3.82418,5.08831,2.00000,4.00000,6.00000,1.0,12.00000,4.0,3.00000,4.00000
1984,Hamburg,female,100,3.67600,3.12550,4.22650,2.00000,3.00000,5.00000,1.0,9.50000,3.0,2.00000,4.00000
1984,Lower Saxony,male,401,3.15189,2.92856,3.37522,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.00000
1984,Lower Saxony,female,363,2.99748,2.77350,3.22145,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,2.00000
1984,Bremen,male,41,4.05241,3.14136,4.96346,2.00000,3.00000,5.40951,1.0,10.52377,3.0,2.00000,4.00000
1984,Bremen,female,43,2.72009,2.19656,3.24361,1.00000,2.00000,4.00000,1.0,8.0,2.0,2.00000,3.00000
1984,North Rhine-Westphalia,male,1119,3.91753,3.75455,4.08050,2.00000,3.00000,5.00000,1.0,9.50000,3.0,3.00000,3.00000
1984,North Rhine-Westphalia,female,1036,3.37899,3.23566,3.52232,2.00000,3.00000,4.00000,1.0,7.00000,3.0,3.00000,3.00000
1984,Hesse,male,450,3.59245,3.34140,3.84350,2.00000,3.00000,5.00000,1.0,9.50000,3.0,2.00000,3.00000
1984,Hesse,female,403,3.18812,2.94338,3.43285,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.00000
1984,"Rhineland-Palatinate, Saarland",male,314,3.70846,3.40466,4.01225,2.00000,3.00000,5.00000,1.0,9.50000,3.0,2.00000,3.00000
1984,"Rhineland-Palatinate, Saarland",female,311,3.13092,2.89201,3.36984,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,3.00000
1984,Baden-Wuerttemberg,male,759,3.36938,3.20345,3.53532,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.00000
1984,Baden-Wuerttemberg,female,682,2.74968,2.60479,2.89458,1.00000,2.00000,3.66749,1.0,7.66873,2.0,2.00000,2.00000
1984,Bavaria,male,687,3.48208,3.30877,3.65539,2.00000,3.00000,5.00000,1.0,9.50000,3.0,3.00000,3.00000
1984,Bavaria,female,716,3.02612,2.87820,3.17404,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,3.00000
1984,Berlin,male,135,4.13656,3.62808,4.64504,2.00000,3.00000,5.00000,1.0,9.50000,3.0,2.00000,4.00000
1984,Berlin,female,129,3.52776,3.08815,3.96737,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.00000
1985,Schleswig-Holstein,male,168,2.55178,2.19349,2.91007,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1985,Schleswig-Holstein,female,182,2.11114,1.80657,2.41571,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
