year,regtyp,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Full-time,0.05419,674,1231,0.04154,0.06685
1985,Urban regions,Part-time,0.03327,379,1231,0.02324,0.04329
1985,Urban regions,Either,0.00890,93,1231,0.00365,0.01415
1985,Urban regions,I'm not sure yet,0.00687,85,1231,0.00225,0.01148
1985,Rural regions,Full-time,0.06147,195,297,0.03411,0.08884
1985,Rural regions,Part-time,0.03180,102,297,0.01181,0.05179
1986,Urban regions,Full-time,0.05508,680,1231,0.04233,0.06783
1986,Urban regions,Part-time,0.03370,375,1231,0.02362,0.04379
1986,Urban regions,Either,0.00773,85,1231,0.00284,0.01263
1986,Urban regions,I'm not sure yet,0.00685,91,1231,0.00224,0.01146
1986,Rural regions,Full-time,0.05608,170,259,0.02801,0.08416
1986,Rural regions,Part-time,0.02718,89,259,0.00734,0.04703
1987,Urban regions,Full-time,0.05005,630,1274,0.03807,0.06203
1987,Urban regions,Part-time,0.03904,407,1274,0.02840,0.04969
1987,Urban regions,Either,0.01109,135,1274,0.00534,0.01685
1987,Urban regions,I'm not sure yet,0.00695,102,1274,0.00239,0.01151
1987,Rural regions,Full-time,0.04816,155,285,0.02326,0.07307
1987,Rural regions,Part-time,0.03271,92,285,0.01202,0.05340
1987,Rural regions,Either,0.01128,38,285,-0.00100,0.02356
1988,Urban regions,Full-time,0.05106,602,1217,0.03868,0.06343
1988,Urban regions,Part-time,0.03817,388,1217,0.02740,0.04894
1988,Urban regions,Either,0.00990,110,1217,0.00434,0.01547
1988,Urban regions,I'm not sure yet,0.00874,117,1217,0.00351,0.01397
1988,Rural regions,Full-time,0.06048,170,287,0.03286,0.08811
1988,Rural regions,Part-time,0.03108,86,287,0.01097,0.05119
1988,Rural regions,Either,0.01107,31,287,-0.00106,0.02319
1989,Urban regions,Full-time,0.04499,515,1054,0.03247,0.05751
1989,Urban regions,Part-time,0.03430,357,1054,0.02331,0.04529
1989,Urban regions,Either,0.00666,76,1054,0.00175,0.01158
1989,Urban regions,I'm not sure yet,0.00873,106,1054,0.00311,0.01435
1989,Rural regions,Full-time,0.05155,137,227,0.02272,0.08038
1989,Rural regions,Part-time,0.03474,90,227,0.01087,0.05862
1990,Urban regions,Full-time,0.00247,45,78,-0.00862,0.01355
1990,Urban regions,Part-time,0.00194,33,78,-0.00788,0.01175
1990,Rural regions,Full-time,0.01113,111,179,-0.00428,0.02654
1990,Rural regions,Part-time,0.00762,68,179,-0.00516,0.02040
1991,Urban regions,Full-time,0.03727,498,1066,0.02589,0.04864
1991,Urban regions,Part-time,0.03281,375,1066,0.02211,0.04351
1991,Urban regions,Either,0.00805,110,1066,0.00268,0.01342
1991,Urban regions,I'm not sure yet,0.00592,83,1066,0.00131,0.01053
1991,Rural regions,Full-time,0.04367,297,598,0.02728,0.06007
1991,Rural regions,Part-time,0.02832,162,598,0.01501,0.04162
1991,Rural regions,Either,0.01501,106,598,0.00526,0.02477
1991,Rural regions,I'm not sure yet,0.00607,33,598,-0.00016,0.01230
1992,Urban regions,Full-time,0.04763,606,1210,0.03562,0.05963
1992,Urban regions,Part-time,0.03300,381,1210,0.02293,0.04307
1992,Urban regions,Either,0.00923,119,1210,0.00384,0.01463
1992,Urban regions,I'm not sure yet,0.00761,104,1210,0.00271,0.01250
1992,Rural regions,Full-time,0.05309,374,688,0.03633,0.06986
1992,Rural regions,Part-time,0.03311,183,688,0.01973,0.04649
1992,Rural regions,Either,0.01186,95,688,0.00377,0.01996
1992,Rural regions,I'm not sure yet,0.00572,36,688,0.00008,0.01137
1993,Urban regions,Full-time,0.04780,595,1216,0.03581,0.05980
1993,Urban regions,Part-time,0.03327,378,1216,0.02318,0.04335
1993,Urban regions,Either,0.00998,128,1216,0.00439,0.01557
1993,Urban regions,I'm not sure yet,0.00908,115,1216,0.00375,0.01442
1993,Rural regions,Full-time,0.05599,390,712,0.03909,0.07289
1993,Rural regions,Part-time,0.02644,153,712,0.01465,0.03824
1993,Rural regions,Either,0.01747,129,712,0.00784,0.02709
1993,Rural regions,I'm not sure yet,0.00766,40,712,0.00125,0.01407
1994,Urban regions,Full-time,0.05067,629,1313,0.03880,0.06254
1994,Urban regions,Part-time,0.03398,395,1313,0.02417,0.04378
1994,Urban regions,Either,0.01191,146,1313,0.00604,0.01778
1994,Urban regions,I'm not sure yet,0.01159,143,1313,0.00580,0.01738
1994,Rural regions,Full-time,0.06051,384,707,0.04292,0.07810
1994,Rural regions,Part-time,0.02908,157,707,0.01669,0.04148
1994,Rural regions,Either,0.01770,124,707,0.00797,0.02742
1994,Rural regions,I'm not sure yet,0.00683,42,707,0.00075,0.01290
1995,Urban regions,Full-time,0.05269,679,1406,0.04101,0.06438
1995,Urban regions,Part-time,0.03721,437,1406,0.02731,0.04711
1995,Urban regions,Either,0.01359,182,1406,0.00753,0.01964
1995,Urban regions,I'm not sure yet,0.00872,108,1406,0.00386,0.01358
1995,Rural regions,Full-time,0.05465,379,729,0.03814,0.07116
1995,Rural regions,Part-time,0.02954,173,729,0.01724,0.04183
1995,Rural regions,Either,0.01910,127,729,0.00915,0.02904
1995,Rural regions,I'm not sure yet,0.00691,50,729,0.00089,0.01292
1996,Urban regions,Full-time,0.04858,644,1384,0.03725,0.05991
1996,Urban regions,Part-time,0.04034,432,1384,0.02997,0.05071
1996,Urban regions,Either,0.01527,182,1384,0.00881,0.02173
1996,Urban regions,I'm not sure yet,0.01029,126,1384,0.00497,0.01560
1996,Rural regions,Full-time,0.06016,400,755,0.04319,0.07714
1996,Rural regions,Part-time,0.02767,158,755,0.01596,0.03938
1996,Rural regions,Either,0.02011,146,755,0.01009,0.03013
1996,Rural regions,I'm not sure yet,0.00696,51,755,0.00102,0.01289
1997,Urban regions,Full-time,0.05017,627,1367,0.03859,0.06174
1997,Urban regions,Part-time,0.03688,428,1367,0.02689,0.04688
1997,Urban regions,Either,0.01694,208,1367,0.01010,0.02378
1997,Urban regions,I'm not sure yet,0.00966,104,1367,0.00447,0.01484
1997,Rural regions,Full-time,0.05864,365,752,0.04184,0.07544
1997,Rural regions,Part-time,0.03322,189,752,0.02040,0.04604
1997,Rural regions,Either,0.02291,149,752,0.01221,0.03360
1997,Rural regions,I'm not sure yet,0.00833,49,752,0.00183,0.01483
1998,Urban regions,Full-time,0.04674,623,1398,0.03567,0.05781
1998,Urban regions,Part-time,0.03480,441,1398,0.02519,0.04441
1998,Urban regions,Either,0.01654,194,1398,0.00985,0.02323
1998,Urban regions,I'm not sure yet,0.01030,140,1398,0.00501,0.01560
1998,Rural regions,Full-time,0.05920,417,828,0.04312,0.07529
1998,Rural regions,Part-time,0.03118,197,828,0.01934,0.04303
1998,Rural regions,Either,0.02186,159,828,0.01189,0.03183
1998,Rural regions,I'm not sure yet,0.00691,55,828,0.00126,0.01255
1999,Urban regions,Full-time,0.04283,537,1213,0.03143,0.05422
1999,Urban regions,Part-time,0.03088,371,1213,0.02114,0.04062
1999,Urban regions,Either,0.01436,172,1213,0.00766,0.02106
1999,Urban regions,I'm not sure yet,0.00948,133,1213,0.00402,0.01493
1999,Rural regions,Full-time,0.05161,363,718,0.03541,0.06780
1999,Rural regions,Part-time,0.02658,163,718,0.01480,0.03835
1999,Rural regions,Either,0.01856,139,718,0.00868,0.02843
1999,Rural regions,I'm not sure yet,0.00816,53,718,0.00157,0.01474
2000,Urban regions,Full-time,0.04246,959,2150,0.03393,0.05098
2000,Urban regions,Part-time,0.03308,738,2150,0.02552,0.04065
2000,Urban regions,Either,0.01263,267,2150,0.00791,0.01736
2000,Urban regions,I'm not sure yet,0.00873,186,2150,0.00480,0.01266
2000,Rural regions,Full-time,0.05266,617,1224,0.04014,0.06518
2000,Rural regions,Part-time,0.02569,299,1224,0.01683,0.03456
2000,Rural regions,Either,0.02002,227,1224,0.01217,0.02787
2000,Rural regions,I'm not sure yet,0.00710,81,1224,0.00239,0.01180
2001,Urban regions,Full-time,0.04480,871,1866,0.03541,0.05419
2001,Urban regions,Part-time,0.03073,611,1866,0.02289,0.03856
2001,Urban regions,Either,0.01082,198,1866,0.00612,0.01551
2001,Urban regions,I'm not sure yet,0.00907,186,1866,0.00476,0.01337
2001,Rural regions,Full-time,0.05770,600,1139,0.04415,0.07125
2001,Rural regions,Part-time,0.02761,275,1139,0.01809,0.03713
2001,Rural regions,Either,0.01504,168,1139,0.00797,0.02211
2001,Rural regions,I'm not sure yet,0.00860,96,1139,0.00323,0.01396
2002,Urban regions,Full-time,0.04897,943,2036,0.03959,0.05834
2002,Urban regions,Part-time,0.03501,659,2036,0.02703,0.04300
2002,Urban regions,Either,0.01324,248,2036,0.00828,0.01821
2002,Urban regions,I'm not sure yet,0.00849,186,2036,0.00451,0.01248
2002,Rural regions,Full-time,0.06396,635,1164,0.04989,0.07802
2002,Rural regions,Part-time,0.02900,268,1164,0.01936,0.03865
2002,Rural regions,Either,0.01735,197,1164,0.00985,0.02485
2002,Rural regions,I'm not sure yet,0.00542,64,1164,0.00120,0.00963
2003,Urban regions,Full-time,0.05036,958,1999,0.04077,0.05995
