year,age_gr,pgisced97,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Pre-primary Level,Full-time,0.69612,125,125,0.61517,0.77708
1984,17-29 y.,Primary Level,Full-time,0.32580,57,57,0.20304,0.44855
1984,17-29 y.,Lower Secondary Level,Full-time,0.24199,236,344,0.19666,0.28731
1984,17-29 y.,Lower Secondary Level,Part-time,0.05463,59,344,0.03058,0.07869
1984,17-29 y.,Lower Secondary Level,Either,0.04655,49,344,0.02425,0.06884
1984,17-29 y.,Upper Secondary Level,Full-time,0.15095,243,460,0.11820,0.18370
1984,17-29 y.,Upper Secondary Level,Part-time,0.07037,112,460,0.04697,0.09377
1984,17-29 y.,Upper Secondary Level,Either,0.04408,66,460,0.02530,0.06285
1984,17-29 y.,Upper Secondary Level,I'm not sure yet,0.02609,39,460,0.01151,0.04067
1984,30-45 y.,Lower Secondary Level,Full-time,0.04729,38,128,0.01037,0.08420
1984,30-45 y.,Lower Secondary Level,Part-time,0.15009,90,128,0.08797,0.21220
1984,30-45 y.,Upper Secondary Level,Full-time,0.03916,89,291,0.01683,0.06148
1984,30-45 y.,Upper Secondary Level,Part-time,0.11129,202,291,0.07509,0.14749
1984,46-65 y.,Lower Secondary Level,Part-time,0.03658,37,37,-0.02475,0.09790
1984,46-65 y.,Upper Secondary Level,Full-time,0.01734,33,71,-0.01324,0.04792
1984,46-65 y.,Upper Secondary Level,Part-time,0.02513,38,71,-0.01154,0.06179
1985,17-29 y.,Pre-primary Level,Full-time,0.55498,105,105,0.45946,0.65049
1985,17-29 y.,Primary Level,Full-time,0.27513,42,42,0.13843,0.41182
1985,17-29 y.,Lower Secondary Level,Full-time,0.24548,222,254,0.19245,0.29851
1985,17-29 y.,Lower Secondary Level,Part-time,0.02710,32,254,0.00709,0.04711
1985,17-29 y.,Upper Secondary Level,Full-time,0.13368,199,281,0.09381,0.17354
1985,17-29 y.,Upper Secondary Level,Part-time,0.05674,82,281,0.02964,0.08384
1985,30-45 y.,Lower Secondary Level,Full-time,0.04618,32,92,0.00306,0.08929
1985,30-45 y.,Lower Secondary Level,Part-time,0.10780,60,92,0.04408,0.17152
1985,30-45 y.,Upper Secondary Level,Full-time,0.03732,69,198,0.01085,0.06379
1985,30-45 y.,Upper Secondary Level,Part-time,0.07598,129,198,0.03898,0.11299
1985,46-65 y.,Upper Secondary Level,Full-time,0.02545,35,35,-0.02749,0.07839
1986,17-29 y.,Pre-primary Level,Full-time,0.56073,112,112,0.46840,0.65306
1986,17-29 y.,Primary Level,Full-time,0.19646,38,38,0.06844,0.32449
1986,17-29 y.,Lower Secondary Level,Full-time,0.22368,210,242,0.17107,0.27630
1986,17-29 y.,Lower Secondary Level,Part-time,0.02136,32,242,0.00310,0.03961
1986,17-29 y.,Upper Secondary Level,Full-time,0.14788,206,278,0.10608,0.18969
1986,17-29 y.,Upper Secondary Level,Part-time,0.05247,72,278,0.02622,0.07873
1986,30-45 y.,Lower Secondary Level,Part-time,0.09153,46,46,0.00728,0.17578
1986,30-45 y.,Upper Secondary Level,Full-time,0.03760,68,217,0.01223,0.06296
1986,30-45 y.,Upper Secondary Level,Part-time,0.09009,149,217,0.05191,0.12827
1986,46-65 y.,Upper Secondary Level,Full-time,0.02114,34,67,-0.01357,0.05584
1986,46-65 y.,Upper Secondary Level,Part-time,0.02276,33,67,-0.01322,0.05874
1987,17-29 y.,Pre-primary Level,Full-time,0.52835,103,103,0.43147,0.62522
1987,17-29 y.,Lower Secondary Level,Full-time,0.19806,206,243,0.14784,0.24827
1987,17-29 y.,Lower Secondary Level,Part-time,0.03807,37,243,0.01396,0.06218
1987,17-29 y.,Upper Secondary Level,Full-time,0.14117,193,268,0.09940,0.18293
1987,17-29 y.,Upper Secondary Level,Part-time,0.05510,75,268,0.02773,0.08247
1987,30-45 y.,Lower Secondary Level,Part-time,0.08131,41,41,-0.00339,0.16600
1987,30-45 y.,Upper Secondary Level,Full-time,0.03424,53,211,0.00965,0.05884
1987,30-45 y.,Upper Secondary Level,Part-time,0.10277,158,211,0.06170,0.14384
1987,46-65 y.,Lower Secondary Level,Part-time,0.03431,32,32,-0.02977,0.09840
1987,46-65 y.,Upper Secondary Level,Full-time,0.02022,34,79,-0.01102,0.05146
1987,46-65 y.,Upper Secondary Level,Part-time,0.03221,45,79,-0.00697,0.07140
1988,17-29 y.,Pre-primary Level,Full-time,0.61313,96,96,0.51519,0.71107
1988,17-29 y.,Lower Secondary Level,Full-time,0.20217,201,235,0.15071,0.25363
1988,17-29 y.,Lower Secondary Level,Part-time,0.04268,34,235,0.01678,0.06858
1988,17-29 y.,Upper Secondary Level,Full-time,0.15925,199,272,0.11569,0.20282
1988,17-29 y.,Upper Secondary Level,Part-time,0.05337,73,272,0.02661,0.08013
1988,30-45 y.,Lower Secondary Level,Part-time,0.11151,41,41,0.01396,0.20905
1988,30-45 y.,Upper Secondary Level,Full-time,0.04092,58,195,0.01305,0.06880
1988,30-45 y.,Upper Secondary Level,Part-time,0.09182,137,195,0.05118,0.13245
1988,46-65 y.,Upper Secondary Level,Full-time,0.02432,35,87,-0.00824,0.05687
1988,46-65 y.,Upper Secondary Level,Part-time,0.03249,52,87,-0.00498,0.06997
1989,17-29 y.,Pre-primary Level,Full-time,0.56822,94,94,0.46755,0.66889
1989,17-29 y.,Lower Secondary Level,Full-time,0.17504,153,191,0.12100,0.22907
1989,17-29 y.,Lower Secondary Level,Part-time,0.03853,38,191,0.01116,0.06590
1989,17-29 y.,Upper Secondary Level,Full-time,0.13525,177,248,0.09260,0.17789
1989,17-29 y.,Upper Secondary Level,Part-time,0.05509,71,248,0.02664,0.08355
1989,30-45 y.,Lower Secondary Level,Part-time,0.08530,40,40,-0.00237,0.17296
1989,30-45 y.,Upper Secondary Level,Full-time,0.02770,34,170,0.00296,0.05245
1989,30-45 y.,Upper Secondary Level,Part-time,0.09128,136,170,0.04785,0.13470
1989,46-65 y.,Upper Secondary Level,Part-time,0.02600,37,37,-0.02598,0.07799
1990,17-29 y.,Upper Secondary Level,Full-time,0.01813,55,96,-0.00870,0.04497
1990,17-29 y.,Upper Secondary Level,Part-time,0.01474,41,96,-0.00949,0.03898
1991,17-29 y.,Pre-primary Level,Full-time,0.52544,86,86,0.41928,0.63160
1991,17-29 y.,Primary Level,Full-time,0.18871,32,32,0.05097,0.32645
1991,17-29 y.,Lower Secondary Level,Full-time,0.15355,145,186,0.10160,0.20550
1991,17-29 y.,Lower Secondary Level,Part-time,0.04472,41,186,0.01494,0.07451
1991,17-29 y.,Upper Secondary Level,Full-time,0.13156,244,401,0.09844,0.16469
1991,17-29 y.,Upper Secondary Level,Part-time,0.05717,106,401,0.03441,0.07992
1991,17-29 y.,Upper Secondary Level,Either,0.02334,51,401,0.00854,0.03813
1991,30-45 y.,Lower Secondary Level,Part-time,0.07456,35,35,-0.01374,0.16286
1991,30-45 y.,Upper Secondary Level,Full-time,0.03078,81,262,0.00983,0.05174
1991,30-45 y.,Upper Secondary Level,Part-time,0.06737,138,262,0.03696,0.09779
1991,30-45 y.,Upper Secondary Level,Either,0.01320,43,262,-0.00064,0.02705
1991,30-45 y.,Second Stage of Tertiary Education,Full-time,0.04204,40,40,-0.02094,0.10502
1991,46-65 y.,Lower Secondary Level,Part-time,0.03746,32,32,-0.02939,0.10430
1991,46-65 y.,Upper Secondary Level,Full-time,0.01441,38,86,-0.01093,0.03975
1991,46-65 y.,Upper Secondary Level,Part-time,0.02438,48,86,-0.00841,0.05717
1992,17-29 y.,Pre-primary Level,Full-time,0.50415,100,100,0.40566,0.60264
1992,17-29 y.,Lower Secondary Level,Full-time,0.18043,160,202,0.12727,0.23360
1992,17-29 y.,Lower Secondary Level,Part-time,0.04301,42,202,0.01496,0.07106
1992,17-29 y.,Upper Secondary Level,Full-time,0.15270,260,409,0.11780,0.18760
1992,17-29 y.,Upper Secondary Level,Part-time,0.05895,100,409,0.03610,0.08180
1992,17-29 y.,Upper Secondary Level,Either,0.02285,49,409,0.00835,0.03736
1992,17-29 y.,Post-secondary Non-tertiary Level,Full-time,0.20566,39,39,0.07715,0.33417
1992,30-45 y.,Lower Secondary Level,Part-time,0.09967,43,43,0.00907,0.19026
1992,30-45 y.,Upper Secondary Level,Full-time,0.04732,119,325,0.02420,0.07044
1992,30-45 y.,Upper Secondary Level,Part-time,0.07393,160,325,0.04543,0.10242
1992,30-45 y.,Upper Secondary Level,Either,0.01303,46,325,0.00068,0.02538
1992,30-45 y.,Second Stage of Tertiary Education,Full-time,0.05215,54,54,-0.00771,0.11200
1992,46-65 y.,Upper Secondary Level,Full-time,0.02898,73,119,-0.00129,0.05924
1992,46-65 y.,Upper Secondary Level,Part-time,0.02436,46,119,-0.00346,0.05218
1993,17-29 y.,Pre-primary Level,Full-time,0.53462,103,103,0.43782,0.63142
1993,17-29 y.,Lower Secondary Level,Full-time,0.17044,151,203,0.11858,0.22229
1993,17-29 y.,Lower Secondary Level,Part-time,0.05618,52,203,0.02443,0.08794
1993,17-29 y.,Upper Secondary Level,Full-time,0.15737,260,452,0.12376,0.19098
1993,17-29 y.,Upper Secondary Level,Part-time,0.05542,100,452,0.03431,0.07654
1993,17-29 y.,Upper Secondary Level,Either,0.02582,61,452,0.01118,0.04046
1993,17-29 y.,Upper Secondary Level,I'm not sure yet,0.01920,31,452,0.00654,0.03187
1993,17-29 y.,Post-secondary Non-tertiary Level,Full-time,0.16349,37,37,0.04269,0.28430
1993,30-45 y.,Lower Secondary Level,Part-time,0.09383,37,37,-0.00143,0.18908
1993,30-45 y.,Upper Secondary Level,Full-time,0.04826,131,345,0.02561,0.07091
1993,30-45 y.,Upper Secondary Level,Part-time,0.07826,163,345,0.04987,0.10664
1993,30-45 y.,Upper Secondary Level,Either,0.01879,51,345,0.00444,0.03313
1993,30-45 y.,Second Stage of Tertiary Education,Full-time,0.03606,37,37,-0.02484,0.09696
1993,46-65 y.,Upper Secondary Level,Full-time,0.03501,83,127,0.00292,0.06710
1993,46-65 y.,Upper Secondary Level,Part-time,0.02219,44,127,-0.00353,0.04791
1994,17-29 y.,Pre-primary Level,Full-time,0.53613,129,160,0.45861,0.61364
1994,17-29 y.,Pre-primary Level,I'm not sure yet,0.13373,31,160,0.08083,0.18664
1994,17-29 y.,Lower Secondary Level,Full-time,0.18947,136,179,0.13190,0.24704
1994,17-29 y.,Lower Secondary Level,Part-time,0.05264,43,179,0.01983,0.08544
1994,17-29 y.,Upper Secondary Level,Full-time,0.17339,270,450,0.13837,0.20841
1994,17-29 y.,Upper Secondary Level,Part-time,0.05541,96,450,0.03425,0.07657
