year,sex,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,male,Full-time,0.06865,549,669,0.04947,0.08782
1984,male,Either,0.01111,79,669,0.00316,0.01906
1984,male,I'm not sure yet,0.00599,41,669,0.00014,0.01185
1984,female,Full-time,0.04690,434,1351,0.03562,0.05817
1984,female,Part-time,0.07949,638,1351,0.06506,0.09392
1984,female,Either,0.01615,154,1351,0.00942,0.02287
1984,female,I'm not sure yet,0.01252,125,1351,0.00659,0.01845
1985,male,Full-time,0.07521,525,606,0.05419,0.09622
1985,male,Either,0.00708,43,606,0.00040,0.01376
1985,male,I'm not sure yet,0.00579,38,606,-0.00025,0.01184
1985,female,Full-time,0.03851,344,943,0.02622,0.05080
1985,female,Part-time,0.05969,457,943,0.04456,0.07482
1985,female,Either,0.01043,77,943,0.00394,0.01691
1985,female,I'm not sure yet,0.00743,65,943,0.00195,0.01291
1986,male,Full-time,0.07248,513,547,0.05073,0.09423
1986,male,Either,0.00500,34,547,-0.00092,0.01091
1986,female,Full-time,0.03963,337,928,0.02707,0.05219
1986,female,Part-time,0.05827,435,928,0.04319,0.07335
1986,female,Either,0.01085,77,928,0.00418,0.01752
1986,female,I'm not sure yet,0.00929,79,928,0.00311,0.01546
1987,male,Full-time,0.06611,489,571,0.04571,0.08650
1987,male,Either,0.00685,47,571,0.00008,0.01362
1987,male,I'm not sure yet,0.00419,35,571,-0.00111,0.00949
1987,female,Full-time,0.03436,296,979,0.02294,0.04577
1987,female,Part-time,0.06801,472,979,0.05223,0.08379
1987,female,Either,0.01509,126,979,0.00745,0.02273
1987,female,I'm not sure yet,0.00843,85,979,0.00270,0.01417
1988,male,Full-time,0.07323,485,561,0.05165,0.09481
1988,male,Either,0.00610,37,561,-0.00035,0.01255
1988,male,I'm not sure yet,0.00483,39,561,-0.00091,0.01057
1988,female,Full-time,0.03485,287,930,0.02306,0.04665
1988,female,Part-time,0.06704,454,930,0.05095,0.08312
1988,female,Either,0.01398,104,930,0.00643,0.02153
1988,female,I'm not sure yet,0.00918,85,930,0.00305,0.01531
1989,male,Full-time,0.06449,409,484,0.04258,0.08639
1989,male,Either,0.00500,33,484,-0.00129,0.01128
1989,male,I'm not sure yet,0.00719,42,484,-0.00034,0.01473
1989,female,Full-time,0.02980,243,828,0.01821,0.04139
1989,female,Part-time,0.06461,436,828,0.04786,0.08137
1989,female,Either,0.00894,68,828,0.00252,0.01536
1989,female,I'm not sure yet,0.00903,81,828,0.00258,0.01547
1990,male,Full-time,0.00570,80,80,-0.01090,0.02230
1990,female,Full-time,0.00486,78,215,-0.00446,0.01418
1990,female,Part-time,0.00648,95,215,-0.00427,0.01723
1990,female,Either,0.00264,42,215,-0.00424,0.00952
1991,male,Full-time,0.05070,480,615,0.03334,0.06805
1991,male,Part-time,0.00417,38,615,-0.00093,0.00927
1991,male,Either,0.00868,66,615,0.00134,0.01601
1991,male,I'm not sure yet,0.00308,31,615,-0.00130,0.00747
1991,female,Full-time,0.02872,321,1060,0.01866,0.03877
1991,female,Part-time,0.05658,499,1060,0.04267,0.07050
1991,female,Either,0.01207,154,1060,0.00549,0.01865
1991,female,I'm not sure yet,0.00869,86,1060,0.00310,0.01428
1992,male,Full-time,0.06064,545,630,0.04199,0.07930
1992,male,Either,0.00524,45,630,-0.00040,0.01089
1992,male,I'm not sure yet,0.00527,40,630,-0.00039,0.01093
1992,female,Full-time,0.03873,444,1256,0.02806,0.04941
1992,female,Part-time,0.06003,535,1256,0.04688,0.07317
1992,female,Either,0.01497,176,1256,0.00825,0.02169
1992,female,I'm not sure yet,0.00868,101,1256,0.00355,0.01381
1993,male,Full-time,0.06171,560,672,0.04350,0.07992
1993,male,Either,0.00760,62,672,0.00103,0.01417
1993,male,I'm not sure yet,0.00673,50,672,0.00054,0.01292
1993,female,Full-time,0.03968,425,1234,0.02878,0.05057
1993,female,Part-time,0.05772,509,1234,0.04470,0.07074
1993,female,Either,0.01688,195,1234,0.00969,0.02407
1993,female,I'm not sure yet,0.01043,105,1234,0.00476,0.01611
1994,male,Full-time,0.06791,586,701,0.04927,0.08655
1994,male,Either,0.00894,74,701,0.00197,0.01591
1994,male,I'm not sure yet,0.00505,41,701,-0.00020,0.01030
1994,female,Full-time,0.04033,427,1289,0.02959,0.05107
1994,female,Part-time,0.05993,522,1289,0.04697,0.07290
1994,female,Either,0.01828,196,1289,0.01096,0.02560
1994,female,I'm not sure yet,0.01488,144,1289,0.00827,0.02150
