year,age_gr,regtyp,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,Full-time,0.19606,500,744,0.16752,0.22461
1985,17-29 y.,Urban regions,Part-time,0.04841,126,744,0.03298,0.06384
1985,17-29 y.,Urban regions,Either,0.02476,56,744,0.01358,0.03593
1985,17-29 y.,Urban regions,I'm not sure yet,0.02334,62,744,0.01249,0.03420
1985,17-29 y.,Rural regions,Full-time,0.21046,134,165,0.14807,0.27285
1985,17-29 y.,Rural regions,Part-time,0.04769,31,165,0.01507,0.08031
1985,30-45 y.,Urban regions,Full-time,0.03123,107,310,0.01183,0.05062
1985,30-45 y.,Urban regions,Part-time,0.08053,203,310,0.05019,0.11087
1985,30-45 y.,Rural regions,Full-time,0.05248,39,91,0.00641,0.09855
1985,30-45 y.,Rural regions,Part-time,0.07442,52,91,0.02019,0.12864
1985,46-65 y.,Urban regions,Full-time,0.01975,67,117,-0.00557,0.04508
1985,46-65 y.,Urban regions,Part-time,0.01934,50,117,-0.00572,0.04440
1986,17-29 y.,Urban regions,Full-time,0.19592,501,724,0.16699,0.22486
1986,17-29 y.,Urban regions,Part-time,0.04616,114,724,0.03086,0.06145
1986,17-29 y.,Urban regions,Either,0.02300,49,724,0.01207,0.03392
1986,17-29 y.,Urban regions,I'm not sure yet,0.01965,60,724,0.00953,0.02977
1986,17-29 y.,Rural regions,Full-time,0.18096,115,115,0.11029,0.25163
1986,30-45 y.,Urban regions,Full-time,0.04013,110,310,0.01825,0.06201
1986,30-45 y.,Urban regions,Part-time,0.08160,200,310,0.05107,0.11212
1986,30-45 y.,Rural regions,Full-time,0.05282,33,82,0.00411,0.10153
1986,30-45 y.,Rural regions,Part-time,0.07801,49,82,0.01960,0.13641
1986,46-65 y.,Urban regions,Full-time,0.01795,68,129,-0.00505,0.04095
1986,46-65 y.,Urban regions,Part-time,0.02262,61,129,-0.00314,0.04837
1987,17-29 y.,Urban regions,Full-time,0.18334,473,715,0.15495,0.21172
1987,17-29 y.,Urban regions,Part-time,0.05046,115,715,0.03440,0.06651
1987,17-29 y.,Urban regions,Either,0.02668,66,715,0.01486,0.03850
1987,17-29 y.,Urban regions,I'm not sure yet,0.01982,61,715,0.00959,0.03004
1987,17-29 y.,Rural regions,Full-time,0.15725,107,107,0.08795,0.22656
1987,30-45 y.,Urban regions,Full-time,0.03205,89,345,0.01344,0.05066
1987,30-45 y.,Urban regions,Part-time,0.09040,214,345,0.06009,0.12070
1987,30-45 y.,Urban regions,Either,0.01586,42,345,0.00266,0.02907
1987,30-45 y.,Rural regions,Part-time,0.08090,47,47,0.00210,0.15971
1987,46-65 y.,Urban regions,Full-time,0.02024,68,145,-0.00276,0.04325
1987,46-65 y.,Urban regions,Part-time,0.03244,77,145,0.00350,0.06138
1988,17-29 y.,Urban regions,Full-time,0.18805,451,698,0.15904,0.21705
1988,17-29 y.,Urban regions,Part-time,0.05036,115,698,0.03412,0.06660
1988,17-29 y.,Urban regions,Either,0.02610,56,698,0.01426,0.03793
1988,17-29 y.,Urban regions,I'm not sure yet,0.02716,76,698,0.01509,0.03922
1988,17-29 y.,Rural regions,Full-time,0.20841,116,116,0.13417,0.28264
1988,30-45 y.,Urban regions,Full-time,0.03715,90,321,0.01643,0.05788
1988,30-45 y.,Urban regions,Part-time,0.09015,198,321,0.05877,0.12152
1988,30-45 y.,Urban regions,Either,0.01412,33,321,0.00119,0.02704
1988,30-45 y.,Rural regions,Part-time,0.07593,45,45,-0.00234,0.15420
1988,46-65 y.,Urban regions,Full-time,0.01728,61,136,-0.00470,0.03926
1988,46-65 y.,Urban regions,Part-time,0.03071,75,136,0.00160,0.05981
1989,17-29 y.,Urban regions,Full-time,0.17264,399,626,0.14301,0.20227
1989,17-29 y.,Urban regions,Part-time,0.04878,119,626,0.03189,0.06567
1989,17-29 y.,Urban regions,Either,0.01436,40,626,0.00503,0.02368
1989,17-29 y.,Urban regions,I'm not sure yet,0.02771,68,626,0.01484,0.04058
1989,17-29 y.,Rural regions,Full-time,0.18901,101,101,0.11227,0.26574
1989,30-45 y.,Urban regions,Full-time,0.02317,52,243,0.00421,0.04212
1989,30-45 y.,Urban regions,Part-time,0.08461,191,243,0.04955,0.11968
1989,30-45 y.,Rural regions,Part-time,0.07969,46,46,0.00057,0.15882
1989,46-65 y.,Urban regions,Full-time,0.01680,64,111,-0.00722,0.04082
1989,46-65 y.,Urban regions,Part-time,0.02057,47,111,-0.00596,0.04709
1990,17-29 y.,Urban regions,Full-time,0.00983,38,38,-0.02196,0.04163
1990,17-29 y.,Rural regions,Full-time,0.04658,88,127,0.00978,0.08338
1990,17-29 y.,Rural regions,Part-time,0.02244,39,127,-0.00342,0.04830
1991,17-29 y.,Urban regions,Full-time,0.14637,366,614,0.11839,0.17435
1991,17-29 y.,Urban regions,Part-time,0.05267,133,614,0.03498,0.07035
1991,17-29 y.,Urban regions,Either,0.01944,54,614,0.00851,0.03037
1991,17-29 y.,Urban regions,I'm not sure yet,0.02021,61,614,0.00907,0.03134
1991,17-29 y.,Rural regions,Full-time,0.15826,194,295,0.11654,0.19998
1991,17-29 y.,Rural regions,Part-time,0.04878,56,295,0.02416,0.07340
1991,17-29 y.,Rural regions,Either,0.03609,45,295,0.01477,0.05741
1991,30-45 y.,Urban regions,Full-time,0.02955,83,300,0.01036,0.04875
1991,30-45 y.,Urban regions,Part-time,0.07127,180,300,0.04210,0.10043
1991,30-45 y.,Urban regions,Either,0.01064,37,300,-0.00099,0.02227
1991,30-45 y.,Rural regions,Full-time,0.03708,69,179,0.00932,0.06485
1991,30-45 y.,Rural regions,Part-time,0.05966,74,179,0.02487,0.09446
1991,30-45 y.,Rural regions,Either,0.02125,36,179,0.00006,0.04244
1991,46-65 y.,Urban regions,Full-time,0.01176,48,110,-0.00848,0.03201
1991,46-65 y.,Urban regions,Part-time,0.02368,62,110,-0.00487,0.05222
1991,46-65 y.,Rural regions,Full-time,0.01885,34,66,-0.01421,0.05191
1991,46-65 y.,Rural regions,Part-time,0.02352,32,66,-0.01332,0.06036
1992,17-29 y.,Urban regions,Full-time,0.17948,414,655,0.15007,0.20889
1992,17-29 y.,Urban regions,Part-time,0.04615,118,655,0.03007,0.06223
1992,17-29 y.,Urban regions,Either,0.02162,55,655,0.01048,0.03277
1992,17-29 y.,Urban regions,I'm not sure yet,0.02705,68,655,0.01462,0.03948
1992,17-29 y.,Rural regions,Full-time,0.16835,210,317,0.12709,0.20960
1992,17-29 y.,Rural regions,Part-time,0.06167,67,317,0.03514,0.08819
1992,17-29 y.,Rural regions,Either,0.02882,40,317,0.01037,0.04726
1992,30-45 y.,Urban regions,Full-time,0.04291,116,363,0.02204,0.06379
1992,30-45 y.,Urban regions,Part-time,0.07991,211,363,0.05198,0.10784
1992,30-45 y.,Urban regions,Either,0.01178,36,363,0.00067,0.02290
1992,30-45 y.,Rural regions,Full-time,0.05544,103,224,0.02541,0.08548
1992,30-45 y.,Rural regions,Part-time,0.06896,82,224,0.03570,0.10222
1992,30-45 y.,Rural regions,Either,0.02016,39,224,0.00171,0.03861
1992,46-65 y.,Urban regions,Full-time,0.01976,75,125,-0.00474,0.04426
1992,46-65 y.,Urban regions,Part-time,0.02028,50,125,-0.00453,0.04509
1992,46-65 y.,Rural regions,Full-time,0.03545,61,95,-0.00193,0.07283
1992,46-65 y.,Rural regions,Part-time,0.02478,34,95,-0.00665,0.05621
1993,17-29 y.,Urban regions,Full-time,0.18640,415,704,0.15762,0.21519
1993,17-29 y.,Urban regions,Part-time,0.05308,142,704,0.03651,0.06966
1993,17-29 y.,Urban regions,Either,0.02365,65,704,0.01241,0.03488
1993,17-29 y.,Urban regions,I'm not sure yet,0.03728,82,704,0.02328,0.05129
