"year","hhtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Ehe-)Paar ohne Kind(er)","83.51","76.5","2690","54","64","99","120","185","82.4","84.62","20","260","73","75"
"1984","1-Pers.- Haushalt","61.83","57.5","1283","35","46","72","90","140","60.34","63.32","6","350","55","58"
"1984","Alleinerziehende","88.99","79.5","822","58","68","100","130","300","86.74","91.24","16","300","77","80"
"1984","Paar mit Kind(ern)","106.1","99.5","10286","68","80","121","150","220","105.42","106.78","16","442","90","90"
"1984","Sonstige","113.85","99.5","987","68","80","140","176","280","111.1","116.6","17","300","96","100"
"1985","(Ehe-)Paar ohne Kind(er)","83.97","77.5","2364","55","63","100","120","180","82.77","85.17","20","250","74","77"
"1985","1-Pers.- Haushalt","61.29","56.5","1094","35","45","70","90","150","59.54","63.04","9","564","54","56"
"1985","Alleinerziehende","90.64","79.5","736","55","66","104","130","240","88.09","93.19","20","250","80","80"
"1985","Paar mit Kind(ern)","106.3","99.5","8953","68","80","125","150","220","105.54","107.06","20","550","90","91"
"1985","Sonstige","112.53","99","874","64","80","140","180","245","109.56","115.5","25","250","95","100"
"1986","(Ehe-)Paar ohne Kind(er)","84.32","75.5","358","53","60","100","120","230","80.79","87.85","20","270","70","78"
"1986","1-Pers.- Haushalt","56.04","55.5","188","29","38","70","86","120","52.31","59.77","8","175","45","57"
"1986","Alleinerziehende","84.72","73.5","108","54","65","90","120","240","77.19","92.25","45","240","65","75"
"1986","Paar mit Kind(ern)","109.19","101.5","894","67","80","128","160","240","106.69","111.69","35","250","90","95"
"1986","Sonstige","97.94","87","111","65","74","130","150","150","92.51","103.37","40","150","84","98"
"1987","(Ehe-)Paar ohne Kind(er)","85.57","79","306","55","65","100","120","220","82.41","88.73","30","220","72","80"
"1987","1-Pers.- Haushalt","59.15","54.5","175","29","42","73","90","150","54.93","63.37","12","220","48","58"
"1987","Alleinerziehende","76.62","74.5","98","50","61","89","100","150","71.26","81.98","20","150","70","80"
"1987","Paar mit Kind(ern)","102.89","99.5","788","60","80","120","150","180","100.71","105.07","30","200","88","93"
"1987","Sonstige","100.34","92.5","84","60","68","130","135","220","91.7","108.98","32","220","85","110"
"1988","(Ehe-)Paar ohne Kind(er)","78.54","74.5","328","50","60","90","109","170","75.76","81.32","10","170","68","75"
"1988","1-Pers.- Haushalt","58.04","54.5","150","25","37","70","90","200","52.92","63.16","10","250","50","60"
"1988","Alleinerziehende","73.9","69","83","49","60","83","120","125","69.06","78.74","36","125","63","70"
"1988","Paar mit Kind(ern)","110.81","101.5","714","68","80","140","160","220","107.71","113.91","30","260","90","95"
"1988","Sonstige","162.65","127.5","104","60","76","240","312","312","147.87","177.43","33","312","76","120"
"1989","(Ehe-)Paar ohne Kind(er)","79.98","78.5","318","45","56","95","120","200","76.42","83.54","24","200","68","77"
"1989","1-Pers.- Haushalt","62.58","56.5","142","32","45","75","95","160","57.42","67.74","12","170","50","60"
"1989","Alleinerziehende","82.91","72","64","50","60","110","120","145","75.14","90.68","32","145","66","90"
"1989","Paar mit Kind(ern)","111.25","107.5","711","65","80","130","164","250","108.33","114.17","15","270","90","95"
"1989","Sonstige","87.46","71","76","55","62","112","140","200","77","97.92","26","200","73","80"
"1990","(Ehe-)Paar ohne Kind(er)","69.18","60.5","1242","40","50","80","100","173","67.6","70.76","10","300","60","63"
"1990","1-Pers.- Haushalt","51.24","47.5","444","28","35","60","76","135","49.03","53.45","10","240","45","50"
"1990","Alleinerziehende","72.46","59.5","341","40","49","90","120","200","69.21","75.71","25","202","58","65"
"1990","Paar mit Kind(ern)","86.13","77.5","4726","50","60","100","134","200","85.21","87.05","10","260","75","76"
"1990","Sonstige","92.33","84.5","497","50","61","120","140","250","88.73","95.93","27","250","80","90"
"1991","(Ehe-)Paar ohne Kind(er)","83.72","69.5","352","50","60","100","140","200","79.41","88.03","9","300","65","70"
"1991","1-Pers.- Haushalt","56.62","49.5","141","27","40","68","96","190","51.87","61.37","10","190","47","53"
"1991","Alleinerziehende","89.04","77.5","80","44","55","110","145","250","79.26","98.82","30","250","60","80"
"1991","Paar mit Kind(ern)","107.84","104.5","909","62","84","128","160","200","105.44","110.24","20","200","96","100"
"1991","Sonstige","88.45","77.5","110","49","55","110","145","204","80.46","96.44","20","204","70","91"
"1992","(Ehe-)Paar ohne Kind(er)","79.83","69","376","50","60","92","120","200","76.59","83.07","20","210","64","70"
"1992","1-Pers.- Haushalt","51.45","47.5","143","24","35","60","85","130","47.74","55.16","12","130","43","50"
"1992","Alleinerziehende","78.02","66","99","48","55","82","120","190","71.64","84.4","25","190","58","70"
"1992","Paar mit Kind(ern)","110.49","99.5","920","66","81","136","160","240","107.92","113.06","15","250","90","100"
"1992","Sonstige","101.84","82.5","116","56","65","150","170","190","94.39","109.29","48","190","80","102"
"1993","(Ehe-)Paar ohne Kind(er)","84.2","73.5","444","50","60","100","133","240","80.71","87.69","20","350","70","74"
"1993","1-Pers.- Haushalt","63.38","59.5","157","30","42","75","100","200","58.65","68.11","10","200","50","60"
"1993","Alleinerziehende","77.95","69.5","87","40","58","88","120","250","68.94","86.96","30","250","60","72"
"1993","Paar mit Kind(ern)","115.69","111","939","70","85","140","170","300","112.98","118.4","18","350","96","100"
"1993","Sonstige","105.91","101.5","128","56","90","126","145","200","98.87","112.95","35","200","90","103"
"1994","(Ehe-)Paar ohne Kind(er)","81.32","74.5","426","45","58","95","126","190","78.38","84.26","25","194","70","75"
"1994","1-Pers.- Haushalt","54.62","49.5","184","30","40","63","83","120","51.32","57.92","10","160","48","52"
"1994","Alleinerziehende","81.83","69","97","51","60","96","130","250","74.02","89.64","40","250","64","76"
"1994","Paar mit Kind(ern)","113.48","108.5","1061","65","81","140","160","250","110.99","115.97","30","270","94","100"
"1994","Sonstige","97.32","101","136","60","78","128","130","135","91.57","103.07","22","200","83","100"
"1995","(Ehe-)Paar ohne Kind(er)","84.86","74.5","558","51","60","100","132","200","81.8","87.92","15","350","70","73"
"1995","1-Pers.- Haushalt","57.52","51","196","27","40","70","93","150","53.5","61.54","12","180","48","55"
"1995","Alleinerziehende","86.84","79","127","48","62","100","140","180","81.52","92.16","26","180","68","80"
"1995","Paar mit Kind(ern)","108.38","99","1538","65","78","130","160","250","106.39","110.37","18","300","90","97"
"1995","Sonstige","102.14","88","232","60","75","120","150","400","94.71","109.57","42","400","90","100"
"1996","(Ehe-)Paar ohne Kind(er)","85.5","77","512","54","62","100","130","200","82.87","88.13","10","200","70","73"
"1996","1-Pers.- Haushalt","58.3","53.5","228","34","42","70","92","150","55.24","61.36","10","165","50","57"
"1996","Alleinerziehende","74.85","69.5","140","50","55","80","101","220","69.03","80.67","30","220","64","71"
"1996","Paar mit Kind(ern)","113.9","104","1203","68","80","135","168","320","111.44","116.36","12","400","95","100"
"1996","Sonstige","103.34","89.5","161","60","68","115","180","260","96.12","110.56","47","260","80","98"
"1997","(Ehe-)Paar ohne Kind(er)","87","79.5","474","51","64","105","130","191","84.15","89.85","10","230","73","78"
"1997","1-Pers.- Haushalt","60.65","59.5","203","37","43","70","90","120","57.46","63.84","12","165","50","60"
"1997","Alleinerziehende","76.91","69","151","56","60","85","110","200","72.86","80.96","35","200","67","78"
"1997","Paar mit Kind(ern)","108.61","99","1152","65","77","132","160","224","106.18","111.04","10","365","93","100"
"1997","Sonstige","94.36","82.5","109","58","68","130","150","180","86.44","102.28","18","180","80","100"
"1998","(Ehe-)Paar ohne Kind(er)","92.95","84.5","4318","57","68","110","140","210","91.92","93.98","20","320","80","80"
"1998","1-Pers.- Haushalt","66.55","59.5","1684","39","49","80","100","160","65.22","67.88","8","280","60","60"
"1998","Alleinerziehende","86.32","79.5","1092","54","63","100","123","210","84.44","88.2","28","270","75","80"
"1998","Paar mit Kind(ern)","113.18","107.5","10498","69","83","130","160","246","112.42","113.94","12","420","100","100"
"1998","Sonstige","111.83","109.5","998","60","78","134","171","260","109.02","114.64","30","280","100","110"
"1999","(Ehe-)Paar ohne Kind(er)","89.13","81","540","54","65","100","130","186","86.51","91.75","28","250","71","80"
"1999","1-Pers.- Haushalt","58.89","57.5","276","35","45","69","88","150","56.14","61.64","10","190","52","58"
"1999","Alleinerziehende","76.88","74.5","172","50","62","85","108","160","72.15","81.61","30","260","73","79"
"1999","Paar mit Kind(ern)","123.7","107.5","1140","75","86","140","200","350","120.56","126.84","40","450","100","105"
"1999","Sonstige","102.9","94","51","57","78","140","160","166","92.56","113.24","18","166","92","110"
"2000","(Ehe-)Paar ohne Kind(er)","97.61","89.5","4196","57","69","120","150","240","96.4","98.82","24","400","90","90"
"2000","1-Pers.- Haushalt","68.36","59.5","1834","39","49","80","108","190","66.87","69.85","10","283","60","62"
"2000","Alleinerziehende","87.89","79.5","1050","58","68","100","130","200","85.92","89.86","18","300","80","83"
"2000","Paar mit Kind(ern)","116.31","109.5","8570","71","86","140","168","240","115.45","117.17","22","450","110","115"
"2000","Sonstige","117.8","107.5","639","60","80","148","180","300","113.36","122.24","20","330","110","120"
"2001","(Ehe-)Paar ohne Kind(er)","90.32","81.5","682","55","64","110","140","190","87.8","92.84","20","220","76","80"
"2001","1-Pers.- Haushalt","59.9","56.5","349","36","46","70","87","142","57.35","62.45","14","250","54","60"
"2001","Alleinerziehende","83.39","79.5","243","55","65","97","120","160","80.31","86.47","45","165","76","84"
"2001","Paar mit Kind(ern)","118.57","112","1698","70","86","140","170","300","116.45","120.69","20","320","106","113"
"2001","Sonstige","116.55","104.5","113","68","92","150","170","210","108.88","124.22","45","210","92","109"
"2002","(Ehe-)Paar ohne Kind(er)","97.17","89.5","7680","58","70","120","150","230","96.22","98.12","25","450","90","92"
"2002","1-Pers.- Haushalt","68.58","61.5","2890","40","50","80","105","180","67.4","69.76","9","310","60","63"
"2002","Alleinerziehende","86.28","79.5","1746","55","65","100","120","200","84.63","87.93","10","300","80","82"
"2002","Paar mit Kind(ern)","115.62","109.5","16383","70","85","140","170","250","114.91","116.33","20","450","115","119"
"2002","Sonstige","116.44","108.5","982","67","85","140","170","246","113.37","119.51","45","320","120","123"
"2003","(Ehe-)Paar ohne Kind(er)","95.98","89.5","7618","58","70","118","144","220","95.05","96.91","18","450","90","90"
"2003","1-Pers.- Haushalt","68.58","61.5","2907","40","50","80","109","165","67.41","69.75","10","350","60","63"
"2003","Alleinerziehende","87.97","82.5","1734","57","65","100","128","200","86.39","89.55","32","285","80","85"
"2003","Paar mit Kind(ern)","116.19","109.5","15570","70","86","136","165","250","115.47","116.91","20","450","117","120"
"2003","Sonstige","105.76","99.5","861","56","76","120","159","240","102.46","109.06","35","320","110","120"
"2004","(Ehe-)Paar ohne Kind(er)","96.92","89.5","7612","58","70","120","148","240","95.97","97.87","20","450","90","90"
"2004","1-Pers.- Haushalt","69.57","62.5","2849","40","50","81","110","170","68.38","70.76","10","300","61","64"
"2004","Alleinerziehende","87.37","79.5","1682","57","67","100","125","180","85.73","89.01","28","315","80","85"
"2004","Paar mit Kind(ern)","117.23","110.5","14903","71","86","140","170","280","116.48","117.98","20","450","120","120"
"2004","Sonstige","108.66","99.5","790","59","80","120","160","300","105.11","112.21","43","324","110","120"
"2005","(Ehe-)Paar ohne Kind(er)","96.96","89.5","7370","59","70","120","145","240","95.98","97.94","25","450","90","92"
"2005","1-Pers.- Haushalt","70.86","62.5","2904","40","50","82","111","200","69.6","72.12","8","400","62","64"
"2005","Alleinerziehende","87.45","81.5","1734","58","67","100","126","170","85.94","88.96","12","255","82","85"
"2005","Paar mit Kind(ern)","117.84","111.5","13908","72","88","140","170","270","117.07","118.61","37","450","120","120"
"2005","Sonstige","111.92","108.5","743","59","84","138","165","250","108.53","115.31","20","300","117","120"
"2006","(Ehe-)Paar ohne Kind(er)","97.43","89.5","8298","58","70","120","150","240","96.45","98.41","26","838","90","95"
"2006","1-Pers.- Haushalt","71.36","63.5","3282","40","50","84","112","200","70.2","72.52","9","400","63","65"
"2006","Alleinerziehende","87.63","79.5","1910","58","67","100","127","185","86.08","89.18","12","300","80","85"
"2006","Paar mit Kind(ern)","117.72","109.5","14359","71","86","140","170","270","116.93","118.51","16","500","120","120"
"2006","Sonstige","115.28","111","734","62","87","140","170","250","111.61","118.95","20","500","112","120"
"2007","(Ehe-)Paar ohne Kind(er)","98.75","89.5","7740","59","70","120","150","237","97.76","99.74","16","838","92","96"
"2007","1-Pers.- Haushalt","72","63.5","3110","40","50","85","118","200","70.76","73.24","9","400","63","65"
"2007","Alleinerziehende","87.64","79.5","1771","58","67","100","130","180","86.05","89.23","17","300","82","85"
"2007","Paar mit Kind(ern)","119.78","114.5","13297","72","88","140","170","280","118.94","120.62","32","500","120","120"
"2007","Sonstige","117.26","107.5","621","65","83","143","180","300","113.48","121.04","43","300","112","120"
"2008","(Ehe-)Paar ohne Kind(er)","99.39","89.5","7458","59","70","120","150","235","98.38","100.4","20","938","94","97"
"2008","1-Pers.- Haushalt","72.39","64.5","2985","40","50","85","120","200","71.14","73.64","10","300","64","65"
"2008","Alleinerziehende","90.46","80.5","1711","60","68","102","140","190","88.8","92.12","19","300","82","86"
"2008","Paar mit Kind(ern)","121.86","119.5","12108","73","90","140","175","300","120.99","122.73","10","500","120","120"
"2008","Sonstige","120.41","117","537","69","90","150","170","300","116.64","124.18","27","300","110","120"
"2009","(Ehe-)Paar ohne Kind(er)","100.6","89.5","7086","60","72","120","150","250","99.59","101.61","13","550","95","98"
"2009","1-Pers.- Haushalt","73.34","64.5","2849","41","52","87","120","200","72.06","74.62","10","300","65","67"
"2009","Alleinerziehende","91.72","81.5","1578","59","68","110","140","200","89.91","93.53","32","320","83","88"
"2009","Paar mit Kind(ern)","122.76","119.5","11186","74","90","142","180","300","121.85","123.67","36","500","120","120"
"2009","Sonstige","115.77","114.5","441","68","82","130","160","300","111.34","120.2","30","300","105","120"
"2010","(Ehe-)Paar ohne Kind(er)","102.74","94.5","6724","60","73","120","153","250","101.68","103.8","13","550","96","100"
"2010","1-Pers.- Haushalt","74.94","65.5","2700","42","52","90","120","200","73.58","76.3","14","300","65","68"
"2010","Alleinerziehende","91.14","79.5","4732","59","68","103","140","200","90.11","92.17","18","430","80","81"
"2010","Paar mit Kind(ern)","122.54","119.5","22593","75","90","141","180","270","121.91","123.17","33","500","115","117"
"2010","Sonstige","126.13","117.5","592","70","92","145","180","300","122.5","129.76","51","300","110","120"
"2011","(Ehe-)Paar ohne Kind(er)","102.85","94.5","8732","60","74","120","152","240","101.95","103.75","20","500","97","100"
"2011","1-Pers.- Haushalt","73.87","64.5","3539","42","50","88","120","190","72.7","75.04","9","360","65","66"
"2011","Alleinerziehende","91","79.5","5860","59","67","105","135","225","90.08","91.92","18","320","80","82"
"2011","Paar mit Kind(ern)","124.1","119.5","25005","74","90","149","180","280","123.49","124.71","30","475","120","120"
"2011","Sonstige","116.9","113","782","65","85","140","170","220","113.6","120.2","35","330","112","120"
"2012","(Ehe-)Paar ohne Kind(er)","104.17","95.5","8888","60","74","123","156","250","103.25","105.09","20","500","98","100"
"2012","1-Pers.- Haushalt","73.39","64.5","3676","42","51","86","120","190","72.27","74.51","9","330","65","66"
"2012","Alleinerziehende","91.7","80.5","5593","59","67","105","140","230","90.72","92.68","18","540","81","83"
"2012","Paar mit Kind(ern)","124.41","119.5","23435","75","92","147","180","280","123.78","125.04","36","470","120","120"
"2012","Sonstige","129.83","117.5","766","70","90","150","200","300","126.09","133.57","35","330","110","120"
"2013","(Ehe-)Paar ohne Kind(er)","104.3","97.5","9266","60","75","125","155","240","103.42","105.18","20","470","95","98"
"2013","1-Pers.- Haushalt","73.72","64.5","3826","40","51","86","120","196","72.56","74.88","10","400","64","65"
"2013","Alleinerziehende","92.45","80.5","5794","60","68","110","140","220","91.54","93.36","24","540","80","83"
"2013","Paar mit Kind(ern)","122.59","119.5","26851","74","90","145","180","280","122.01","123.17","20","500","115","117"
"2013","Sonstige","108.35","94.5","1785","63","76","138","166","300","106.26","110.44","25","330","96","100"
"2014","(Ehe-)Paar ohne Kind(er)","105.37","97.5","8704","60","75","125","160","250","104.45","106.29","10","470","96","100"
"2014","1-Pers.- Haushalt","74.27","65.5","3556","41","52","89","120","200","73.09","75.45","10","400","64","66"
"2014","Alleinerziehende","91.85","81.5","4674","60","68","110","134","200","90.9","92.8","35","300","82","85"
"2014","Paar mit Kind(ern)","123.47","119.5","23033","75","90","146","180","280","122.85","124.09","13","450","120","120"
"2014","Sonstige","112.23","99.5","1397","65","79","140","180","240","109.83","114.63","25","330","100","105"
"2015","(Ehe-)Paar ohne Kind(er)","105.45","98.5","8738","61","75","127","156","250","104.52","106.38","10","470","93","96"
"2015","1-Pers.- Haushalt","74.47","64.5","3610","40","51","90","120","200","73.26","75.68","11","435","64","65"
