"year","quintil","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","95.52","79","454","50","61","120","150","300","91.38","99.66","18","300","80","90"
"1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","78.39","73.5","792","41","57","100","120","210","76.04","80.74","13","250","72","76"
"1995","2","Laendlicher Raum","99.41","92.5","161","60","70","128","140","173","93.96","104.86","22","173","80","100"
"1995","2","Staedtischer Raum","88.65","85.5","448","50","68","110","136","170","85.95","91.35","20","180","85","90"
"1995","3","Laendlicher Raum","109.75","99","122","64","86","140","170","180","102.71","116.79","40","180","96","119"
"1995","3","Staedtischer Raum","102.63","89","299","55","70","130","160","230","97.69","107.57","12","240","86","97"
"1995","4","Laendlicher Raum","105.55","95","81","56","79","130","135","167","96.97","114.13","42","232","100","130"
"1995","4","Staedtischer Raum","95.88","82.5","159","48","62","125","150","230","88.97","102.79","22","230","85","110"
"1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","174.72","145","38","68","110","200","300","400","140.7","208.74","40","400","140","200"
"1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","114.53","107","97","65","80","140","165","232","106.2","122.86","52","232","92","123"
"1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","101.06","91.5","334","44","61","127","180","220","95.04","107.08","10","400","80","96"
"1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","79.01","76.5","548","48","56","93","120","157","76.54","81.48","10","180","74","80"
"1996","2","Laendlicher Raum","92.97","76.5","222","45","60","120","150","250","87.1","98.84","25","250","85","103"
"1996","2","Staedtischer Raum","95.3","84.5","394","48","67","120","145","270","91.52","99.08","20","270","80","85"
"1996","3","Laendlicher Raum","96.17","92.5","109","54","70","125","130","180","89.51","102.83","28","180","80","100"
"1996","3","Staedtischer Raum","92.5","85.5","298","55","65","105","150","200","88.27","96.73","12","200","80","92"
"1996","4","Laendlicher Raum","106.16","88.5","54","64","76","140","200","200","92.46","119.86","30","200","76","105"
"1996","4","Staedtischer Raum","92.45","80.5","166","50","70","120","145","200","86.7","98.2","20","200","80","100"
"1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","134.95","117.5","99","68","89","160","200","320","122.7","147.2","44","320","100","127"
"1997","1 Einkommensschwächstes Quintil","Laendlicher Raum","90.44","77.5","363","49","65","115","150","220","86.21","94.67","10","220","75","82"
"1997","1 Einkommensschwächstes Quintil","Staedtischer Raum","80.3","74.5","463","48","60","90","120","200","77.54","83.06","12","200","74","78"
"1997","2","Laendlicher Raum","91.12","75.5","207","38","60","120","160","250","84.88","97.36","20","250","75","90"
"1997","2","Staedtischer Raum","88.65","84.5","324","43","60","104","143","200","84.41","92.89","30","224","75","90"
"1997","3","Laendlicher Raum","94.64","87.5","106","58","60","120","140","191","82.93","106.35","43","365","85","110"
"1997","3","Staedtischer Raum","91.64","82.5","280","52","69","107","142","180","87.52","95.76","10","180","80","89"
"1997","4","Laendlicher Raum","120.42","113","66","64","105","140","157","230","110.99","129.85","51","230","106","120"
"1997","4","Staedtischer Raum","99.6","95","159","58","68","125","150","180","94.34","104.86","18","180","85","100"
"1997","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"1997","5 Einkommensstärkstes Quintil","Staedtischer Raum","118.67","116","100","62","75","140","180","230","108.93","128.41","23","230","97","130"
"1998","1 Einkommensschwächstes Quintil","Laendlicher Raum","94.66","89.5","2550","52","65","120","150","210","93.22","96.1","10","260","85","90"
"1998","1 Einkommensschwächstes Quintil","Staedtischer Raum","86.49","79.5","3826","49","62","102","130","220","85.41","87.57","10","300","78","80"
"1998","2","Laendlicher Raum","102.55","99","1886","56","70","125","150","240","100.67","104.43","8","300","100","100"
"1998","2","Staedtischer Raum","91.27","84.5","3233","54","65","110","135","200","90.1","92.44","12","270","84","86"
"1998","3","Laendlicher Raum","107.73","103.5","1218","59","70","135","160","220","105.44","110.02","24","250","100","105"
"1998","3","Staedtischer Raum","96.29","89.5","2351","55","70","120","146","220","94.75","97.83","15","310","89","91"
"1998","4","Laendlicher Raum","121.91","118","635","64","86","149","180","320","117.93","125.89","30","350","108","120"
"1998","4","Staedtischer Raum","105.69","99","1735","60","74","130","160","220","103.81","107.57","12","320","95","100"
"1998","5 Einkommensstärkstes Quintil","Laendlicher Raum","135.09","129","264","80","100","160","200","330","128.76","141.42","10","330","120","130"
"1998","5 Einkommensstärkstes Quintil","Staedtischer Raum","119.45","109.5","892","68","85","141","175","350","116.27","122.63","30","420","110","120"
"1999","1 Einkommensschwächstes Quintil","Laendlicher Raum","86.56","81","288","45","65","100","120","210","81.88","91.24","10","260","80","90"
"1999","1 Einkommensschwächstes Quintil","Staedtischer Raum","75.45","74","420","42","57","92","112","145","72.86","78.04","16","160","75","80"
"1999","2","Laendlicher Raum","99.16","95.5","218","50","63","120","152","330","93.13","105.19","20","330","85","100"
"1999","2","Staedtischer Raum","89.27","81.5","374","48","60","100","130","190","84.31","94.23","20","385","78","85"
"1999","3","Laendlicher Raum","111.21","108","135","50","64","140","200","247","102.24","120.18","18","247","86","110"
"1999","3","Staedtischer Raum","103.34","94.5","294","55","70","125","165","230","98.25","108.43","28","230","86","98"
"1999","4","Laendlicher Raum","101.37","86.5","74","54","75","128","160","220","90.77","111.97","30","220","90","115"
"1999","4","Staedtischer Raum","102.39","81","194","58","70","130","180","300","95.15","109.63","16","300","83","95"
"1999","5 Einkommensstärkstes Quintil","Laendlicher Raum","162.37","118.5","39","78","100","240","240","290","136.51","188.23","43","290","90","220"
"1999","5 Einkommensstärkstes Quintil","Staedtischer Raum","136.55","104","143","70","87","160","250","450","123.85","149.25","18","450","100","120"
"2000","1 Einkommensschwächstes Quintil","Laendlicher Raum","91.53","86.5","1841","50","64","115","140","200","89.88","93.18","16","204","89","90"
"2000","1 Einkommensschwächstes Quintil","Staedtischer Raum","83.47","75.5","2723","47","60","100","128","200","82.09","84.85","10","280","78","80"
"2000","2","Laendlicher Raum","104.46","99.5","1716","58","75","130","150","220","102.62","106.3","25","270","100","110"
"2000","2","Staedtischer Raum","94.85","87.5","2677","54","69","120","147","208","93.38","96.32","12","400","90","95"
"2000","3","Laendlicher Raum","109.38","107","1141","60","80","130","154","220","107.11","111.65","30","290","108","115"
"2000","3","Staedtischer Raum","104","95.5","2276","59","73","130","160","240","102.3","105.7","24","397","100","103"
"2000","4","Laendlicher Raum","121.05","118","611","62","90","140","170","330","116.78","125.32","20","450","120","125"
"2000","4","Staedtischer Raum","106.43","98.5","1721","60","75","132","160","240","104.35","108.51","24","300","100","110"
"2000","5 Einkommensstärkstes Quintil","Laendlicher Raum","129.17","119","340","70","95","160","200","270","123.89","134.45","28","350","122","136"
"2000","5 Einkommensstärkstes Quintil","Staedtischer Raum","121.22","113.5","1243","64","84","150","190","300","118.24","124.2","20","350","120","122"
"2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","84.31","77","319","47","58","100","142","200","80.15","88.47","25","200","75","80"
"2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","80.44","76.5","600","47","59","95","116","180","77.87","83.01","19","250","76","83"
"2001","2","Laendlicher Raum","103.65","99.5","274","60","70","120","150","250","98.38","108.92","20","250","90","108"
"2001","2","Staedtischer Raum","102.6","99.5","514","55","68","125","150","320","98.47","106.73","14","320","91","100"
"2001","3","Laendlicher Raum","121.28","109","200","60","80","142","210","300","112.87","129.69","36","300","108","120"
