year,age_gr,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,Very seldom,0.17633,694,3388,0.16350,0.18917
2007,17-29 y.,Seldom,0.30029,1138,3388,0.28485,0.31572
2007,17-29 y.,Sometimes,0.29346,1047,3388,0.27812,0.30879
2007,17-29 y.,Often,0.10370,388,3388,0.09344,0.11397
2007,17-29 y.,Very often,0.04173,121,3388,0.03499,0.04846
2007,30-45 y.,Very seldom,0.21527,1321,5694,0.20460,0.22595
2007,30-45 y.,Seldom,0.31301,1889,5694,0.30097,0.32506
2007,30-45 y.,Sometimes,0.31548,1712,5694,0.30341,0.32755
2007,30-45 y.,Often,0.11940,592,5694,0.11097,0.12782
2007,30-45 y.,Very often,0.03443,180,5694,0.02970,0.03917
2007,46-65 y.,Very seldom,0.20881,1514,7034,0.19931,0.21831
2007,46-65 y.,Seldom,0.32430,2411,7034,0.31336,0.33524
2007,46-65 y.,Sometimes,0.32003,2228,7034,0.30913,0.33093
2007,46-65 y.,Often,0.10427,660,7034,0.09713,0.11141
2007,46-65 y.,Very often,0.03696,221,7034,0.03255,0.04137
2007,66 and older,Very seldom,0.21619,999,4327,0.20393,0.22846
2007,66 and older,Seldom,0.29937,1368,4327,0.28572,0.31301
2007,66 and older,Sometimes,0.33204,1350,4327,0.31801,0.34608
2007,66 and older,Often,0.11352,453,4327,0.10407,0.12298
2007,66 and older,Very often,0.03453,157,4327,0.02909,0.03997
2008,17-29 y.,Very seldom,0.19195,673,3148,0.17819,0.20571
2008,17-29 y.,Seldom,0.31661,1114,3148,0.30036,0.33287
2008,17-29 y.,Sometimes,0.27988,931,3148,0.26420,0.29557
2008,17-29 y.,Often,0.10788,337,3148,0.09704,0.11872
2008,17-29 y.,Very often,0.02792,93,3148,0.02216,0.03367
2008,30-45 y.,Very seldom,0.22080,1179,5158,0.20948,0.23213
2008,30-45 y.,Seldom,0.33392,1801,5158,0.32105,0.34679
2008,30-45 y.,Sometimes,0.29976,1532,5158,0.28725,0.31226
2008,30-45 y.,Often,0.11289,503,5158,0.10425,0.12153
2008,30-45 y.,Very often,0.03000,143,5158,0.02535,0.03466
2008,46-65 y.,Very seldom,0.20879,1430,6674,0.19904,0.21854
2008,46-65 y.,Seldom,0.33273,2361,6674,0.32143,0.34404
2008,46-65 y.,Sometimes,0.30896,2048,6674,0.29787,0.32004
2008,46-65 y.,Often,0.10831,634,6674,0.10086,0.11577
2008,46-65 y.,Very often,0.03615,201,6674,0.03167,0.04063
2008,66 and older,Very seldom,0.19806,931,4274,0.18611,0.21001
2008,66 and older,Seldom,0.31131,1392,4274,0.29743,0.32520
2008,66 and older,Sometimes,0.32537,1327,4274,0.31133,0.33942
2008,66 and older,Often,0.11868,476,4274,0.10898,0.12837
2008,66 and older,Very often,0.03697,148,4274,0.03131,0.04263
2009,17-29 y.,Very seldom,0.16761,561,2846,0.15389,0.18134
2009,17-29 y.,Seldom,0.33167,1020,2846,0.31437,0.34897
2009,17-29 y.,Sometimes,0.29858,885,2846,0.28177,0.31540
2009,17-29 y.,Often,0.10433,301,2846,0.09310,0.11556
2009,17-29 y.,Very often,0.02820,79,2846,0.02211,0.03428
2009,30-45 y.,Very seldom,0.20378,979,4661,0.19222,0.21535
2009,30-45 y.,Seldom,0.33771,1641,4661,0.32413,0.35129
2009,30-45 y.,Sometimes,0.30825,1417,4661,0.29499,0.32151
2009,30-45 y.,Often,0.11240,490,4661,0.10334,0.12147
2009,30-45 y.,Very often,0.03392,134,4661,0.02873,0.03912
2009,46-65 y.,Very seldom,0.20045,1331,6299,0.19056,0.21034
2009,46-65 y.,Seldom,0.32606,2169,6299,0.31449,0.33764
2009,46-65 y.,Sometimes,0.31791,1968,6299,0.30641,0.32941
2009,46-65 y.,Often,0.10835,620,6299,0.10067,0.11602
2009,46-65 y.,Very often,0.04072,211,6299,0.03584,0.04560
2009,66 and older,Very seldom,0.21374,931,4114,0.20121,0.22627
2009,66 and older,Seldom,0.32516,1433,4114,0.31084,0.33948
2009,66 and older,Sometimes,0.30845,1229,4114,0.29434,0.32257
2009,66 and older,Often,0.09745,382,4114,0.08839,0.10652
2009,66 and older,Very often,0.03672,139,4114,0.03097,0.04247
2010,17-29 y.,Very seldom,0.17792,579,2502,0.16294,0.19291
2010,17-29 y.,Seldom,0.28521,873,2502,0.26752,0.30291
2010,17-29 y.,Sometimes,0.23934,709,2502,0.22262,0.25607
2010,17-29 y.,Often,0.08692,257,2502,0.07588,0.09796
2010,17-29 y.,Very often,0.02998,84,2502,0.02329,0.03666
2010,30-45 y.,Very seldom,0.17515,952,4097,0.16351,0.18679
2010,30-45 y.,Seldom,0.26291,1458,4097,0.24943,0.27639
2010,30-45 y.,Sometimes,0.22183,1182,4097,0.20911,0.23456
2010,30-45 y.,Often,0.07896,409,4097,0.07071,0.08722
2010,30-45 y.,Very often,0.02236,96,4097,0.01783,0.02689
2010,46-65 y.,Very seldom,0.18795,1230,6000,0.17807,0.19784
2010,46-65 y.,Seldom,0.33021,2171,6000,0.31831,0.34211
2010,46-65 y.,Sometimes,0.29928,1818,6000,0.28769,0.31087
2010,46-65 y.,Often,0.11192,622,6000,0.10394,0.11990
2010,46-65 y.,Very often,0.03017,159,6000,0.02584,0.03450
2010,66 and older,Very seldom,0.17976,790,3985,0.16783,0.19168
2010,66 and older,Seldom,0.31843,1308,3985,0.30396,0.33289
2010,66 and older,Sometimes,0.33720,1340,3985,0.32252,0.35188
2010,66 and older,Often,0.11786,420,3985,0.10785,0.12787
2010,66 and older,Very often,0.03519,127,3985,0.02946,0.04091
2011,17-29 y.,Very seldom,0.15916,587,2982,0.14603,0.17230
2011,17-29 y.,Seldom,0.29759,1074,2982,0.28117,0.31400
2011,17-29 y.,Sometimes,0.24837,894,2982,0.23286,0.26388
2011,17-29 y.,Often,0.10180,324,2982,0.09094,0.11265
2011,17-29 y.,Very often,0.02544,103,2982,0.01979,0.03110
2011,30-45 y.,Very seldom,0.15901,947,4836,0.14870,0.16932
2011,30-45 y.,Seldom,0.27417,1688,4836,0.26160,0.28674
2011,30-45 y.,Sometimes,0.24991,1543,4836,0.23770,0.26211
2011,30-45 y.,Often,0.07978,515,4836,0.07215,0.08742
2011,30-45 y.,Very often,0.02152,143,4836,0.01743,0.02561
2011,46-65 y.,Very seldom,0.19811,1607,7743,0.18923,0.20699
2011,46-65 y.,Seldom,0.29575,2552,7743,0.28559,0.30592
2011,46-65 y.,Sometimes,0.31880,2576,7743,0.30841,0.32918
2011,46-65 y.,Often,0.10984,794,7743,0.10288,0.11681
2011,46-65 y.,Very often,0.03035,214,7743,0.02653,0.03417
2011,66 and older,Very seldom,0.20290,1176,5082,0.19184,0.21396
2011,66 and older,Seldom,0.30934,1632,5082,0.29663,0.32205
2011,66 and older,Sometimes,0.33880,1644,5082,0.32579,0.35182
2011,66 and older,Often,0.10773,501,5082,0.09920,0.11625
2011,66 and older,Very often,0.02946,129,5082,0.02481,0.03411
2012,17-29 y.,Very seldom,0.20219,685,2879,0.18751,0.21686
2012,17-29 y.,Seldom,0.32337,1070,2879,0.30628,0.34046
2012,17-29 y.,Sometimes,0.22634,829,2879,0.21105,0.24163
2012,17-29 y.,Often,0.07295,241,2879,0.06345,0.08245
2012,17-29 y.,Very often,0.01357,54,2879,0.00934,0.01780
2012,30-45 y.,Very seldom,0.18996,1059,4583,0.17860,0.20132
2012,30-45 y.,Seldom,0.28469,1659,4583,0.27162,0.29775
2012,30-45 y.,Sometimes,0.22295,1313,4583,0.21089,0.23500
2012,30-45 y.,Often,0.07933,440,4583,0.07151,0.08716
2012,30-45 y.,Very often,0.01816,112,4583,0.01429,0.02202
2012,46-65 y.,Very seldom,0.20105,1708,7813,0.19217,0.20994
2012,46-65 y.,Seldom,0.32295,2812,7813,0.31258,0.33331
2012,46-65 y.,Sometimes,0.29433,2341,7813,0.28422,0.30444
2012,46-65 y.,Often,0.10347,749,7813,0.09671,0.11022
2012,46-65 y.,Very often,0.02750,203,7813,0.02388,0.03113
2012,66 and older,Very seldom,0.21219,1223,5156,0.20102,0.22335
2012,66 and older,Seldom,0.32996,1770,5156,0.31712,0.34279
2012,66 and older,Sometimes,0.32189,1562,5156,0.30913,0.33464
2012,66 and older,Often,0.09828,465,5156,0.09015,0.10641
2012,66 and older,Very often,0.03096,136,5156,0.02623,0.03569
2013,17-29 y.,Very seldom,0.18040,807,3635,0.16790,0.19290
2013,17-29 y.,Seldom,0.28925,1380,3635,0.27451,0.30399
2013,17-29 y.,Sometimes,0.21632,1005,3635,0.20293,0.22970
2013,17-29 y.,Often,0.06545,341,3635,0.05741,0.07349
2013,17-29 y.,Very often,0.01987,102,3635,0.01534,0.02441
2013,30-45 y.,Very seldom,0.21324,1810,8030,0.20428,0.22220
2013,30-45 y.,Seldom,0.29593,2937,8030,0.28594,0.30591
2013,30-45 y.,Sometimes,0.23975,2308,8030,0.23041,0.24909
2013,30-45 y.,Often,0.07282,753,8030,0.06713,0.07850
2013,30-45 y.,Very often,0.02085,222,8030,0.01772,0.02397
2013,46-65 y.,Very seldom,0.19300,1878,9009,0.18485,0.20115
2013,46-65 y.,Seldom,0.33215,3297,9009,0.32242,0.34187
2013,46-65 y.,Sometimes,0.29361,2683,9009,0.28420,0.30301
2013,46-65 y.,Often,0.10243,897,9009,0.09617,0.10869
2013,46-65 y.,Very often,0.02744,254,9009,0.02406,0.03081
2013,66 and older,Very seldom,0.20612,1127,4937,0.19484,0.21741
2013,66 and older,Seldom,0.32835,1703,4937,0.31525,0.34145
2013,66 and older,Sometimes,0.31689,1525,4937,0.30391,0.32987
2013,66 and older,Often,0.10911,460,4937,0.10042,0.11781
2013,66 and older,Very often,0.02822,122,4937,0.02360,0.03284
2014,17-29 y.,Very seldom,0.22232,971,4290,0.20987,0.23476
2014,17-29 y.,Seldom,0.35575,1580,4290,0.34143,0.37008
2014,17-29 y.,Sometimes,0.25675,1233,4290,0.24368,0.26982
2014,17-29 y.,Often,0.07614,386,4290,0.06820,0.08408
2014,17-29 y.,Very often,0.01906,120,4290,0.01497,0.02315
2014,30-45 y.,Very seldom,0.24639,2002,8505,0.23724,0.25555
2014,30-45 y.,Seldom,0.35622,3093,8505,0.34604,0.36640
2014,30-45 y.,Sometimes,0.27374,2373,8505,0.26426,0.28322
2014,30-45 y.,Often,0.09949,794,8505,0.09313,0.10585
2014,30-45 y.,Very often,0.02320,243,8505,0.02001,0.02640
2014,46-65 y.,Very seldom,0.22658,2123,9288,0.21807,0.23510
2014,46-65 y.,Seldom,0.33866,3228,9288,0.32903,0.34828
2014,46-65 y.,Sometimes,0.30011,2743,9288,0.29078,0.30943
2014,46-65 y.,Often,0.10156,920,9288,0.09541,0.10770
2014,46-65 y.,Very often,0.03036,274,9288,0.02687,0.03385
2014,66 and older,Very seldom,0.21217,1139,4920,0.20074,0.22359
2014,66 and older,Seldom,0.32978,1675,4920,0.31664,0.34291
2014,66 and older,Sometimes,0.31502,1492,4920,0.30204,0.32800
2014,66 and older,Often,0.09745,454,4920,0.08917,0.10574
2014,66 and older,Very often,0.03614,160,4920,0.03092,0.04135
2015,17-29 y.,Very seldom,0.21319,888,3913,0.20036,0.22603
2015,17-29 y.,Seldom,0.32028,1445,3913,0.30566,0.33490
2015,17-29 y.,Sometimes,0.25337,1110,3913,0.23974,0.26700
2015,17-29 y.,Often,0.07781,381,3913,0.06942,0.08620
2015,17-29 y.,Very often,0.01884,89,3913,0.01458,0.02310
2015,30-45 y.,Very seldom,0.22375,1742,7340,0.21422,0.23329
2015,30-45 y.,Seldom,0.35734,2701,7340,0.34638,0.36831
2015,30-45 y.,Sometimes,0.25680,2034,7340,0.24680,0.26679
2015,30-45 y.,Often,0.08354,652,7340,0.07721,0.08988
2015,30-45 y.,Very often,0.02916,211,7340,0.02531,0.03301
2015,46-65 y.,Very seldom,0.20960,1971,8861,0.20112,0.21808
2015,46-65 y.,Seldom,0.35533,3214,8861,0.34536,0.36529
2015,46-65 y.,Sometimes,0.29748,2629,8861,0.28796,0.30699
2015,46-65 y.,Often,0.09746,788,8861,0.09128,0.10364
2015,46-65 y.,Very often,0.02867,259,8861,0.02520,0.03215
2015,66 and older,Very seldom,0.20744,1093,4854,0.19603,0.21885
2015,66 and older,Seldom,0.32367,1670,4854,0.31050,0.33683
2015,66 and older,Sometimes,0.32115,1469,4854,0.30801,0.33429
2015,66 and older,Often,0.10684,490,4854,0.09815,0.11553
2015,66 and older,Very often,0.03086,132,4854,0.02599,0.03573
2016,17-29 y.,Very seldom,0.21730,890,3791,0.20417,0.23043
2016,17-29 y.,Seldom,0.33259,1391,3791,0.31759,0.34759
2016,17-29 y.,Sometimes,0.26177,1085,3791,0.24777,0.27576
2016,17-29 y.,Often,0.06847,327,3791,0.06043,0.07651
2016,17-29 y.,Very often,0.02188,98,3791,0.01722,0.02654
2016,30-45 y.,Very seldom,0.24948,1722,7041,0.23937,0.25958
2016,30-45 y.,Seldom,0.35536,2571,7041,0.34418,0.36654
2016,30-45 y.,Sometimes,0.26638,1985,7041,0.25605,0.27670
2016,30-45 y.,Often,0.08820,595,7041,0.08158,0.09483
2016,30-45 y.,Very often,0.02534,168,7041,0.02167,0.02901
2016,46-65 y.,Very seldom,0.22618,1962,8579,0.21733,0.23503
2016,46-65 y.,Seldom,0.34180,3024,8579,0.33176,0.35184
2016,46-65 y.,Sometimes,0.29783,2542,8579,0.28815,0.30751
2016,46-65 y.,Often,0.10061,794,8579,0.09424,0.10697
2016,46-65 y.,Very often,0.02966,257,8579,0.02607,0.03325
2016,66 and older,Very seldom,0.20318,1027,4690,0.19166,0.21470
2016,66 and older,Seldom,0.34018,1661,4690,0.32662,0.35374
2016,66 and older,Sometimes,0.31335,1460,4690,0.30007,0.32662
2016,66 and older,Often,0.10714,412,4690,0.09829,0.11599
2016,66 and older,Very often,0.02991,130,4690,0.02503,0.03479
2017,17-29 y.,Very seldom,0.21285,1043,4284,0.20059,0.22511
2017,17-29 y.,Seldom,0.35238,1620,4284,0.33808,0.36669
2017,17-29 y.,Sometimes,0.23104,1134,4284,0.21842,0.24367
2017,17-29 y.,Often,0.07907,372,4284,0.07099,0.08716
2017,17-29 y.,Very often,0.02484,115,4284,0.02018,0.02950
2017,30-45 y.,Very seldom,0.22944,1753,7204,0.21973,0.23915
2017,30-45 y.,Seldom,0.37652,2655,7204,0.36533,0.38771
2017,30-45 y.,Sometimes,0.26182,1980,7204,0.25167,0.27198
2017,30-45 y.,Often,0.09040,623,7204,0.08378,0.09702
2017,30-45 y.,Very often,0.02455,193,7204,0.02098,0.02812
2017,46-65 y.,Very seldom,0.22684,2290,9947,0.21861,0.23507
2017,46-65 y.,Seldom,0.35768,3595,9947,0.34826,0.36710
