year,migback,sampreg,plg0267_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,No migration background,West,General education,0.14097,291,1456,0.12309,0.15885
2014,No migration background,West,University/ Technical university,0.43648,531,1456,0.41099,0.46196
2014,No migration background,West,Vocational training,0.29448,455,1456,0.27106,0.31790
2014,No migration background,West,Further training/ Retraining,0.12808,179,1456,0.11091,0.14525
2014,No migration background,East,General education,0.09748,53,387,0.06789,0.12707
2014,No migration background,East,University/ Technical university,0.41340,139,387,0.36428,0.46253
2014,No migration background,East,Vocational training,0.40633,147,387,0.35733,0.45533
2014,No migration background,East,Further training/ Retraining,0.08278,48,387,0.05529,0.11027
2014,Direct migration background,West,General education,0.09001,59,422,0.06267,0.11735
2014,Direct migration background,West,University/ Technical university,0.55219,145,422,0.50468,0.59969
2014,Direct migration background,West,Vocational training,0.24534,149,422,0.20424,0.28644
2014,Direct migration background,West,Further training/ Retraining,0.11246,69,422,0.08228,0.14264
2014,Indirect migration background,West,General education,0.23212,128,449,0.19302,0.27121
2014,Indirect migration background,West,University/ Technical university,0.30389,127,449,0.26130,0.34648
2014,Indirect migration background,West,Vocational training,0.36700,163,449,0.32237,0.41163
2014,Indirect migration background,West,Further training/ Retraining,0.09699,31,449,0.06959,0.12439
2015,No migration background,West,General education,0.12428,234,1368,0.10680,0.14177
2015,No migration background,West,University/ Technical university,0.43729,550,1368,0.41100,0.46359
2015,No migration background,West,Vocational training,0.28862,441,1368,0.26460,0.31264
2015,No migration background,West,Further training/ Retraining,0.14980,143,1368,0.13088,0.16872
2015,No migration background,East,General education,0.10429,53,355,0.07245,0.13613
2015,No migration background,East,University/ Technical university,0.40419,115,355,0.35307,0.45531
2015,No migration background,East,Vocational training,0.37456,134,355,0.32414,0.42498
2015,No migration background,East,Further training/ Retraining,0.11696,53,355,0.08348,0.15044
2015,Direct migration background,West,General education,0.08002,47,304,0.04947,0.11057
2015,Direct migration background,West,University/ Technical university,0.46694,110,304,0.41076,0.52311
2015,Direct migration background,West,Vocational training,0.30390,88,304,0.25211,0.35569
2015,Direct migration background,West,Further training/ Retraining,0.14915,59,304,0.10904,0.18926
2015,Indirect migration background,West,General education,0.22710,121,414,0.18670,0.26751
2015,Indirect migration background,West,University/ Technical university,0.33117,126,414,0.28578,0.37656
2015,Indirect migration background,West,Vocational training,0.37704,167,414,0.33030,0.42378
2016,No migration background,West,General education,0.13717,229,1261,0.11817,0.15616
2016,No migration background,West,University/ Technical university,0.45806,492,1261,0.43054,0.48557
2016,No migration background,West,Vocational training,0.29386,415,1261,0.26871,0.31902
2016,No migration background,West,Further training/ Retraining,0.11092,125,1261,0.09358,0.12826
2016,No migration background,East,General education,0.08771,36,287,0.05493,0.12049
2016,No migration background,East,University/ Technical university,0.41128,97,287,0.35425,0.46831
2016,No migration background,East,Vocational training,0.38271,110,287,0.32638,0.43904
2016,No migration background,East,Further training/ Retraining,0.11830,44,287,0.08087,0.15573
2016,Direct migration background,West,General education,0.10996,81,491,0.08226,0.13766
2016,Direct migration background,West,University/ Technical university,0.45555,142,491,0.41145,0.49965
2016,Direct migration background,West,Vocational training,0.25018,154,491,0.21183,0.28853
2016,Direct migration background,West,Further training/ Retraining,0.18431,114,491,0.14998,0.21865
2016,Indirect migration background,West,General education,0.16290,98,386,0.12602,0.19979
2016,Indirect migration background,West,University/ Technical university,0.44105,133,386,0.39145,0.49064
2016,Indirect migration background,West,Vocational training,0.30718,155,386,0.26110,0.35326
2017,No migration background,West,General education,0.14308,270,1505,0.12538,0.16078
2017,No migration background,West,University/ Technical university,0.44700,605,1505,0.42187,0.47212
2017,No migration background,West,Vocational training,0.31162,479,1505,0.28821,0.33503
2017,No migration background,West,Further training/ Retraining,0.09830,151,1505,0.08326,0.11335
2017,No migration background,East,General education,0.14341,69,385,0.10836,0.17847
2017,No migration background,East,University/ Technical university,0.46444,137,385,0.41456,0.51433
2017,No migration background,East,Vocational training,0.28289,128,385,0.23784,0.32794
2017,No migration background,East,Further training/ Retraining,0.10925,51,385,0.07805,0.14045
2017,Direct migration background,West,General education,0.08888,105,599,0.06607,0.11168
2017,Direct migration background,West,University/ Technical university,0.39423,150,599,0.35506,0.43340
2017,Direct migration background,West,Vocational training,0.30645,215,599,0.26950,0.34340
2017,Direct migration background,West,Further training/ Retraining,0.21044,129,599,0.17777,0.24311
2017,Indirect migration background,West,General education,0.15868,105,420,0.12370,0.19367
2017,Indirect migration background,West,University/ Technical university,0.44385,162,420,0.39628,0.49143
2017,Indirect migration background,West,Vocational training,0.31604,153,420,0.27152,0.36055
2018,No migration background,West,General education,0.12901,222,1416,0.11154,0.14647
2018,No migration background,West,University/ Technical university,0.46774,611,1416,0.44174,0.49374
2018,No migration background,West,Vocational training,0.30414,452,1416,0.28017,0.32811
2018,No migration background,West,Further training/ Retraining,0.09912,131,1416,0.08355,0.11469
2018,No migration background,East,General education,0.13371,57,344,0.09769,0.16972
2018,No migration background,East,University/ Technical university,0.51434,131,344,0.46144,0.56723
2018,No migration background,East,Vocational training,0.27025,124,344,0.22325,0.31725
2018,No migration background,East,Further training/ Retraining,0.08171,32,344,0.05272,0.11069
2018,Direct migration background,West,General education,0.08396,117,636,0.06239,0.10553
2018,Direct migration background,West,University/ Technical university,0.39319,152,636,0.35519,0.43118
2018,Direct migration background,West,Vocational training,0.30189,241,636,0.26618,0.33760
2018,Direct migration background,West,Further training/ Retraining,0.22097,126,636,0.18870,0.25324
2018,Direct migration background,East,University/ Technical university,0.57058,31,70,0.45378,0.68737
2018,Direct migration background,East,Further training/ Retraining,0.22857,39,70,0.12949,0.32765
2018,Indirect migration background,West,General education,0.19842,110,415,0.16001,0.23684
2018,Indirect migration background,West,University/ Technical university,0.38098,158,415,0.33420,0.42776
2018,Indirect migration background,West,Vocational training,0.36009,147,415,0.31385,0.40633
2019,No migration background,West,General education,0.11354,197,1384,0.09682,0.13026
2019,No migration background,West,University/ Technical university,0.47013,614,1384,0.44382,0.49643
2019,No migration background,West,Vocational training,0.31556,439,1384,0.29107,0.34006
2019,No migration background,West,Further training/ Retraining,0.10076,134,1384,0.08490,0.11663
2019,No migration background,East,General education,0.14368,48,335,0.10606,0.18130
2019,No migration background,East,University/ Technical university,0.44034,123,335,0.38710,0.49358
2019,No migration background,East,Vocational training,0.31135,118,335,0.26169,0.36101
2019,No migration background,East,Further training/ Retraining,0.10463,46,335,0.07180,0.13746
2019,Direct migration background,West,General education,0.08209,86,539,0.05889,0.10528
2019,Direct migration background,West,University/ Technical university,0.44579,132,539,0.40379,0.48779
2019,Direct migration background,West,Vocational training,0.28565,247,539,0.24748,0.32382
2019,Direct migration background,West,Further training/ Retraining,0.18648,74,539,0.15356,0.21939
2019,Indirect migration background,West,General education,0.17120,99,372,0.13287,0.20953
2019,Indirect migration background,West,University/ Technical university,0.42979,137,372,0.37942,0.48017
2019,Indirect migration background,West,Vocational training,0.31555,136,372,0.26826,0.36285
2020,No migration background,West,General education,0.08283,166,1321,0.06796,0.09770
2020,No migration background,West,University/ Technical university,0.52241,634,1321,0.49546,0.54935
2020,No migration background,West,Vocational training,0.29825,400,1321,0.27357,0.32293
2020,No migration background,West,Further training/ Retraining,0.09652,121,1321,0.08058,0.11245
2020,No migration background,East,General education,0.17358,54,310,0.13135,0.21581
2020,No migration background,East,University/ Technical university,0.39376,116,310,0.33928,0.44824
2020,No migration background,East,Vocational training,0.32144,105,310,0.26937,0.37352
2020,No migration background,East,Further training/ Retraining,0.11122,35,310,0.07616,0.14627
2020,Direct migration background,West,General education,0.11271,101,782,0.09053,0.13489
2020,Direct migration background,West,University/ Technical university,0.35390,147,782,0.32036,0.38743
2020,Direct migration background,West,Vocational training,0.33902,421,782,0.30582,0.37222
2020,Direct migration background,West,Further training/ Retraining,0.19437,113,782,0.16662,0.22212
2020,Direct migration background,East,Vocational training,0.22928,45,45,0.10507,0.35349
2020,Indirect migration background,West,General education,0.13794,94,377,0.10308,0.17279
2020,Indirect migration background,West,University/ Technical university,0.40793,142,377,0.35826,0.45761
2020,Indirect migration background,West,Vocational training,0.40824,141,377,0.35856,0.45793
2021,No migration background,West,General education,0.10181,108,932,0.08238,0.12123
2021,No migration background,West,University/ Technical university,0.58679,493,932,0.55516,0.61842
2021,No migration background,West,Vocational training,0.22996,248,932,0.20293,0.25699
2021,No migration background,West,Further training/ Retraining,0.08144,83,932,0.06387,0.09901
2021,No migration background,East,University/ Technical university,0.45490,107,183,0.38256,0.52725
2021,No migration background,East,Vocational training,0.37092,76,183,0.30074,0.44110
2021,Direct migration background,West,General education,0.08201,77,522,0.05845,0.10557
2021,Direct migration background,West,University/ Technical university,0.40339,124,522,0.36126,0.44551
2021,Direct migration background,West,Vocational training,0.36536,242,522,0.32401,0.40670
2021,Direct migration background,West,Further training/ Retraining,0.14925,79,522,0.11865,0.17985
2021,Indirect migration background,West,General education,0.09190,43,220,0.05364,0.13016
2021,Indirect migration background,West,University/ Technical university,0.58437,105,220,0.51910,0.64964
2021,Indirect migration background,West,Vocational training,0.26203,72,220,0.20379,0.32027
2022,No migration background,West,General education,0.06067,138,1457,0.04841,0.07294
2022,No migration background,West,University/ Technical university,0.60534,819,1457,0.58023,0.63044
2022,No migration background,West,Vocational training,0.21281,327,1457,0.19179,0.23384
2022,No migration background,West,Further training/ Retraining,0.12118,173,1457,0.10442,0.13794
2022,No migration background,East,University/ Technical university,0.53002,202,400,0.48105,0.57899
2022,No migration background,East,Vocational training,0.30171,139,400,0.25667,0.34674
2022,No migration background,East,Further training/ Retraining,0.11645,59,400,0.08498,0.14792
2022,Direct migration background,West,General education,0.10185,80,1020,0.08328,0.12042
2022,Direct migration background,West,University/ Technical university,0.42344,344,1020,0.39310,0.45378
2022,Direct migration background,West,Vocational training,0.29856,406,1020,0.27046,0.32666
2022,Direct migration background,West,Further training/ Retraining,0.17615,190,1020,0.15276,0.19954
2022,Direct migration background,East,University/ Technical university,0.46665,52,108,0.37212,0.56118
2022,Direct migration background,East,Vocational training,0.27291,56,108,0.18851,0.35732
2022,Indirect migration background,West,University/ Technical university,0.67225,147,215,0.60936,0.73514
2022,Indirect migration background,West,Vocational training,0.19699,68,215,0.14370,0.25028
