year,age_gr,migback,plg0267_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2014,30-45 y.,No migration background,University/ Technical university,0.3745774171737661,38694,0.36975469956933,0.37940013477820217
2014,30-45 y.,No migration background,Vocational training,0.3583502366463827,38694,0.35357233588886045,0.363128137403905
2014,30-45 y.,No migration background,General education,0.23123732251521298,38694,0.22703625782513803,0.23543838720528792
2014,30-45 y.,No migration background,Further training/ Retraining,0.03583502366463827,38694,0.033982926438691,0.03768712089058554
2014,30-45 y.,Direct migration background,Vocational training,0.402555910543131,38694,0.3976694320013107,0.4074423890849513
2014,30-45 y.,Direct migration background,University/ Technical university,0.3546325878594249,38694,0.34986578606383084,0.359399389655019
2014,30-45 y.,Direct migration background,General education,0.20447284345047922,38694,0.20045419902778913,0.20849148787316932
2014,30-45 y.,Direct migration background,Further training/ Retraining,0.038338658146964855,38694,0.036425443086176755,0.040251873207752954
2014,30-45 y.,Indirect migration background,Vocational training,0.3741339491916859,38694,0.3693123787722452,0.3789555196111266
2014,30-45 y.,Indirect migration background,General education,0.3094688221709007,38694,0.30486271164687667,0.31407493269492476
2014,30-45 y.,Indirect migration background,University/ Technical university,0.27713625866050806,38694,0.27267652263683106,0.28159599468418506
2014,30-45 y.,Indirect migration background,Further training/ Retraining,0.03926096997690531,38694,0.03732580726408048,0.041196132689730144
2014,46-65 y.,No migration background,University/ Technical university,0.40370370370370373,38694,0.3988149666313691,0.40859244077603835
2014,46-65 y.,No migration background,Further training/ Retraining,0.3592592592592593,38694,0.35447869222631145,0.3640398262922071
2014,46-65 y.,No migration background,Vocational training,0.22962962962962963,38694,0.22543881929936402,0.23382043995989524
2014,46-65 y.,No migration background,General education,0.007407407407407408,38694,0.0065530238370038055,0.008261790977811009
2014,46-65 y.,Direct migration background,University/ Technical university,0.3819444444444444,38694,0.37710329918779834,0.3867855897010905
2014,46-65 y.,Direct migration background,Further training/ Retraining,0.375,38694,0.3701761932573792,0.3798238067426208
2014,46-65 y.,Direct migration background,Vocational training,0.2361111111111111,38694,0.23187948228703303,0.24034273993518918
2014,46-65 y.,Direct migration background,General education,0.006944444444444444,38694,0.006116998209187347,0.007771890679701541
2014,46-65 y.,Indirect migration background,University/ Technical university,0.35135135135135137,38694,0.34659460678628007,0.3561080959164227
2014,46-65 y.,Indirect migration background,Further training/ Retraining,0.35135135135135137,38694,0.34659460678628007,0.3561080959164227
2014,46-65 y.,Indirect migration background,Vocational training,0.2702702702702703,38694,0.2658452586479907,0.2746952818925499
2014,46-65 y.,Indirect migration background,General education,0.02702702702702703,38694,0.025411241238530315,0.028642812815523742
2014,66 and older,No migration background,Further training/ Retraining,0.7551020408163265,38694,0.7508172496228835,0.7593868320097694
2014,66 and older,No migration background,Vocational training,0.14285714285714285,38694,0.13937046484590646,0.14634382086837924
2014,66 and older,No migration background,University/ Technical university,0.10204081632653061,38694,0.0990246900650038,0.10505694258805742
2014,66 and older,Direct migration background,Further training/ Retraining,0.56,38694,0.5550539943351217,0.5649460056648784
2014,66 and older,Direct migration background,Vocational training,0.36,38694,0.3552172740660497,0.3647827259339503
2014,66 and older,Direct migration background,University/ Technical university,0.08,38694,0.07729683120809153,0.08270316879190848
