year,migback,pgisced97,plg0267_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,No migration background,No answer / don't know,University/ Technical university,0.47837,79,200,0.40897,0.54778
2014,No migration background,No answer / don't know,Vocational training,0.51511,121,200,0.44567,0.58454
2014,No migration background,Pre-primary Level,General education,0.97111,278,278,0.95138,0.99084
2014,No migration background,Lower Secondary Level,General education,0.13021,43,264,0.08954,0.17088
2014,No migration background,Lower Secondary Level,Vocational training,0.73454,221,264,0.68117,0.78791
2014,No migration background,Upper Secondary Level,University/ Technical university,0.56267,340,632,0.52396,0.60138
2014,No migration background,Upper Secondary Level,Vocational training,0.27296,192,632,0.23820,0.30771
2014,No migration background,Upper Secondary Level,Further training/ Retraining,0.14640,100,632,0.11881,0.17398
2014,No migration background,Post-secondary Non-tertiary Level,University/ Technical university,0.68040,72,72,0.57193,0.78887
2014,No migration background,Second Stage of Tertiary Education,University/ Technical university,0.66486,151,244,0.60551,0.72421
2014,No migration background,Second Stage of Tertiary Education,Vocational training,0.15481,33,244,0.10933,0.20029
2014,No migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.17928,60,244,0.13105,0.22751
2014,Direct migration background,Pre-primary Level,General education,0.95742,51,51,0.90145,1.01338
2014,Direct migration background,Lower Secondary Level,Vocational training,0.75617,74,74,0.65767,0.85467
2014,Direct migration background,Upper Secondary Level,University/ Technical university,0.71657,78,118,0.63491,0.79823
2014,Direct migration background,Upper Secondary Level,Vocational training,0.19032,40,118,0.11919,0.26146
2014,Direct migration background,Second Stage of Tertiary Education,University/ Technical university,0.68407,56,56,0.56121,0.80693
2014,Indirect migration background,Pre-primary Level,General education,0.96222,97,97,0.92409,1.00036
2014,Indirect migration background,Lower Secondary Level,Vocational training,0.74995,94,94,0.66193,0.83796
2014,Indirect migration background,Upper Secondary Level,University/ Technical university,0.55404,82,125,0.46655,0.64153
2014,Indirect migration background,Upper Secondary Level,Vocational training,0.28237,43,125,0.20313,0.36160
2015,No migration background,No answer / don't know,University/ Technical university,0.39795,85,219,0.33297,0.46292
2015,No migration background,No answer / don't know,Vocational training,0.54097,134,219,0.47482,0.60712
2015,No migration background,Pre-primary Level,General education,0.99452,214,214,0.98461,1.00443
2015,No migration background,Lower Secondary Level,General education,0.11924,42,254,0.07931,0.15917
2015,No migration background,Lower Secondary Level,Vocational training,0.69100,212,254,0.63406,0.74794
2015,No migration background,Upper Secondary Level,University/ Technical university,0.53843,327,587,0.49806,0.57879
2015,No migration background,Upper Secondary Level,Vocational training,0.24975,177,587,0.21470,0.28480
2015,No migration background,Upper Secondary Level,Further training/ Retraining,0.18175,83,587,0.15052,0.21297
2015,No migration background,Post-secondary Non-tertiary Level,University/ Technical university,0.74399,72,72,0.64247,0.84551
2015,No migration background,Second Stage of Tertiary Education,University/ Technical university,0.65698,151,231,0.59563,0.71833
2015,No migration background,Second Stage of Tertiary Education,Vocational training,0.15146,32,231,0.10513,0.19779
2015,No migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.19156,48,231,0.14070,0.24242
2015,Direct migration background,Lower Secondary Level,Vocational training,0.73918,35,35,0.59159,0.88677
2015,Direct migration background,Upper Secondary Level,University/ Technical university,0.58186,54,54,0.44906,0.71466
2015,Direct migration background,Second Stage of Tertiary Education,University/ Technical university,0.71021,41,41,0.56962,0.85080
2015,Indirect migration background,No answer / don't know,Vocational training,0.74479,38,38,0.60431,0.88527
2015,Indirect migration background,Lower Secondary Level,Vocational training,0.76060,98,98,0.67568,0.84552
2015,Indirect migration background,Upper Secondary Level,University/ Technical university,0.59560,81,118,0.50667,0.68453
2015,Indirect migration background,Upper Secondary Level,Vocational training,0.24601,37,118,0.16797,0.32405
2016,No migration background,No answer / don't know,University/ Technical university,0.44124,81,198,0.37190,0.51058
2016,No migration background,No answer / don't know,Vocational training,0.49732,117,198,0.42750,0.56714
2016,No migration background,Lower Secondary Level,General education,0.17389,35,239,0.12574,0.22205
2016,No migration background,Lower Secondary Level,Vocational training,0.70670,204,239,0.64886,0.76455
2016,No migration background,Upper Secondary Level,University/ Technical university,0.59517,281,507,0.55240,0.63794
2016,No migration background,Upper Secondary Level,Vocational training,0.26714,160,507,0.22858,0.30569
2016,No migration background,Upper Secondary Level,Further training/ Retraining,0.11965,66,507,0.09138,0.14793
2016,No migration background,Post-secondary Non-tertiary Level,University/ Technical university,0.58885,52,52,0.45381,0.72389
2016,No migration background,Second Stage of Tertiary Education,University/ Technical university,0.71153,153,199,0.64843,0.77464
2016,No migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.13798,46,199,0.08994,0.18601
2016,Direct migration background,Pre-primary Level,General education,0.94224,53,53,0.87883,1.00565
2016,Direct migration background,Lower Secondary Level,Vocational training,0.82135,62,62,0.72522,0.91748
2016,Direct migration background,Upper Secondary Level,University/ Technical university,0.62526,66,143,0.54564,0.70488
2016,Direct migration background,Upper Secondary Level,Vocational training,0.15576,40,143,0.09612,0.21541
2016,Direct migration background,Upper Secondary Level,Further training/ Retraining,0.21834,37,143,0.15039,0.28629
2016,Direct migration background,Second Stage of Tertiary Education,University/ Technical university,0.65091,65,115,0.56341,0.73842
2016,Direct migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.27195,50,115,0.19027,0.35364
2016,Indirect migration background,No answer / don't know,Vocational training,0.51511,34,34,0.34459,0.68563
2016,Indirect migration background,Lower Secondary Level,Vocational training,0.62173,86,86,0.51863,0.72483
2016,Indirect migration background,Upper Secondary Level,University/ Technical university,0.56247,88,129,0.47653,0.64841
2016,Indirect migration background,Upper Secondary Level,Vocational training,0.26133,41,129,0.18522,0.33745
2017,No migration background,No answer / don't know,University/ Technical university,0.45682,84,195,0.38673,0.52692
2017,No migration background,No answer / don't know,Vocational training,0.49712,111,195,0.42676,0.56747
2017,No migration background,Pre-primary Level,General education,0.95029,272,272,0.92441,0.97617
2017,No migration background,Lower Secondary Level,General education,0.16503,45,271,0.12075,0.20931
2017,No migration background,Lower Secondary Level,Vocational training,0.74263,226,271,0.69049,0.79478
2017,No migration background,Upper Secondary Level,University/ Technical university,0.55680,353,642,0.51835,0.59526
2017,No migration background,Upper Secondary Level,Vocational training,0.31883,211,642,0.28275,0.35490
2017,No migration background,Upper Secondary Level,Further training/ Retraining,0.10188,78,642,0.07847,0.12530
2017,No migration background,Post-secondary Non-tertiary Level,University/ Technical university,0.63209,86,86,0.52957,0.73461
2017,No migration background,Second Stage of Tertiary Education,University/ Technical university,0.73587,196,260,0.68217,0.78956
2017,No migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.17969,64,260,0.13293,0.22645
2017,Direct migration background,Pre-primary Level,General education,0.81590,36,36,0.68749,0.94430
2017,Direct migration background,Primary Level,General education,0.14121,33,33,0.02055,0.26187
2017,Direct migration background,Lower Secondary Level,General education,0.12120,37,117,0.06181,0.18060
2017,Direct migration background,Lower Secondary Level,Vocational training,0.68213,80,117,0.59739,0.76687
2017,Direct migration background,Upper Secondary Level,University/ Technical university,0.56003,65,159,0.48263,0.63743
2017,Direct migration background,Upper Secondary Level,Vocational training,0.27895,63,159,0.20902,0.34888
2017,Direct migration background,Upper Secondary Level,Further training/ Retraining,0.14096,31,159,0.08670,0.19522
2017,Direct migration background,Second Stage of Tertiary Education,University/ Technical university,0.62597,78,131,0.54279,0.70915
2017,Direct migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.28660,53,131,0.20887,0.36433
2017,Indirect migration background,No answer / don't know,Vocational training,0.54691,38,38,0.38651,0.70731
2017,Indirect migration background,Pre-primary Level,General education,0.94608,85,85,0.89778,0.99438
2017,Indirect migration background,Lower Secondary Level,Vocational training,0.66666,69,69,0.55461,0.77870
2017,Indirect migration background,Upper Secondary Level,University/ Technical university,0.61832,102,148,0.53979,0.69686
2017,Indirect migration background,Upper Secondary Level,Vocational training,0.26140,46,148,0.19037,0.33244
2018,No migration background,No answer / don't know,University/ Technical university,0.48875,73,181,0.41572,0.56177
2018,No migration background,No answer / don't know,Vocational training,0.49345,108,181,0.42041,0.56649
2018,No migration background,Pre-primary Level,General education,0.97422,216,216,0.95303,0.99540
2018,No migration background,Lower Secondary Level,General education,0.12151,40,269,0.08240,0.16063
2018,No migration background,Lower Secondary Level,Vocational training,0.75091,229,269,0.69913,0.80269
2018,No migration background,Upper Secondary Level,University/ Technical university,0.60985,368,622,0.57148,0.64821
2018,No migration background,Upper Secondary Level,Vocational training,0.27978,188,622,0.24447,0.31508
2018,No migration background,Upper Secondary Level,Further training/ Retraining,0.09107,66,622,0.06844,0.11369
2018,No migration background,Post-secondary Non-tertiary Level,University/ Technical university,0.63459,80,80,0.52840,0.74078
2018,No migration background,Second Stage of Tertiary Education,University/ Technical university,0.73561,200,241,0.67981,0.79140
2018,No migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.13707,41,241,0.09356,0.18059
2018,Direct migration background,Pre-primary Level,General education,0.98081,43,43,0.93931,1.02230
2018,Direct migration background,Primary Level,General education,0.15679,31,117,0.09062,0.22296
2018,Direct migration background,Primary Level,Vocational training,0.61641,52,117,0.52792,0.70490
2018,Direct migration background,Primary Level,Further training/ Retraining,0.22269,34,117,0.14697,0.29840
2018,Direct migration background,Lower Secondary Level,General education,0.09727,38,119,0.04381,0.15074
2018,Direct migration background,Lower Secondary Level,Vocational training,0.63447,81,119,0.54758,0.72136
2018,Direct migration background,Upper Secondary Level,University/ Technical university,0.47451,68,167,0.39855,0.55048
2018,Direct migration background,Upper Secondary Level,Vocational training,0.29028,66,167,0.22123,0.35933
2018,Direct migration background,Upper Secondary Level,Further training/ Retraining,0.20754,33,167,0.14585,0.26924
2018,Direct migration background,Second Stage of Tertiary Education,University/ Technical university,0.65364,86,177,0.58334,0.72393
2018,Direct migration background,Second Stage of Tertiary Education,Vocational training,0.08895,37,177,0.04689,0.13101
2018,Direct migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.25688,54,177,0.19233,0.32144
2018,Indirect migration background,Pre-primary Level,General education,0.99647,82,82,0.98356,1.00939
2018,Indirect migration background,Lower Secondary Level,Vocational training,0.73929,73,73,0.63788,0.84069
2018,Indirect migration background,Upper Secondary Level,University/ Technical university,0.69825,108,148,0.62404,0.77245
2018,Indirect migration background,Upper Secondary Level,Vocational training,0.22582,40,148,0.15822,0.29341
2019,No migration background,No answer / don't know,University/ Technical university,0.51328,71,150,0.43303,0.59354
2019,No migration background,No answer / don't know,Vocational training,0.46327,79,150,0.38320,0.54333
2019,No migration background,Pre-primary Level,General education,0.96332,194,194,0.93680,0.98984
2019,No migration background,Lower Secondary Level,General education,0.11374,38,247,0.07407,0.15342
2019,No migration background,Lower Secondary Level,Vocational training,0.82264,209,247,0.77490,0.87037
2019,No migration background,Upper Secondary Level,University/ Technical university,0.58141,372,635,0.54301,0.61981
2019,No migration background,Upper Secondary Level,Vocational training,0.31170,198,635,0.27564,0.34775
2019,No migration background,Upper Secondary Level,Further training/ Retraining,0.09909,65,635,0.07584,0.12235
2019,No migration background,Post-secondary Non-tertiary Level,University/ Technical university,0.65622,78,78,0.55013,0.76231
2019,No migration background,Second Stage of Tertiary Education,University/ Technical university,0.73889,205,295,0.68868,0.78910
2019,No migration background,Second Stage of Tertiary Education,Vocational training,0.11683,37,295,0.08011,0.15355
2019,No migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.14428,53,295,0.10412,0.18445
2019,Direct migration background,Pre-primary Level,General education,0.95025,38,38,0.88020,1.02031
2019,Direct migration background,Primary Level,Vocational training,0.65422,54,54,0.52617,0.78227
2019,Direct migration background,Lower Secondary Level,General education,0.12208,33,110,0.06062,0.18354
2019,Direct migration background,Lower Secondary Level,Vocational training,0.52538,77,110,0.43164,0.61913
2019,Direct migration background,Upper Secondary Level,University/ Technical university,0.65515,53,111,0.56632,0.74398
2019,Direct migration background,Upper Secondary Level,Vocational training,0.21836,58,111,0.14115,0.29556
2019,Direct migration background,Second Stage of Tertiary Education,University/ Technical university,0.64920,68,149,0.57232,0.72609
2019,Direct migration background,Second Stage of Tertiary Education,Vocational training,0.13704,49,149,0.08163,0.19244
2019,Direct migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.21346,32,149,0.14745,0.27948
2019,Indirect migration background,Lower Secondary Level,Vocational training,0.75865,60,60,0.64946,0.86784
2019,Indirect migration background,Upper Secondary Level,University/ Technical university,0.70444,99,135,0.62718,0.78170
2019,Indirect migration background,Upper Secondary Level,Vocational training,0.15970,36,135,0.09768,0.22173
2020,No migration background,No answer / don't know,University/ Technical university,0.52055,63,136,0.43627,0.60482
2020,No migration background,No answer / don't know,Vocational training,0.44629,73,136,0.36243,0.53015
2020,No migration background,Pre-primary Level,General education,0.94149,181,181,0.90720,0.97578
2020,No migration background,Lower Secondary Level,Vocational training,0.76384,192,192,0.70361,0.82408
2020,No migration background,Upper Secondary Level,University/ Technical university,0.62981,379,606,0.59134,0.66829
2020,No migration background,Upper Secondary Level,Vocational training,0.28106,174,606,0.24524,0.31688
2020,No migration background,Upper Secondary Level,Further training/ Retraining,0.08021,53,606,0.05857,0.10185
2020,No migration background,Post-secondary Non-tertiary Level,University/ Technical university,0.69069,84,84,0.59125,0.79013
2020,No migration background,Second Stage of Tertiary Education,University/ Technical university,0.69443,201,287,0.64104,0.74782
2020,No migration background,Second Stage of Tertiary Education,Vocational training,0.14834,35,287,0.10715,0.18954
2020,No migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.15723,51,287,0.11504,0.19942
2020,Direct migration background,No answer / don't know,Vocational training,0.92005,50,50,0.84411,0.99599
2020,Direct migration background,Pre-primary Level,General education,0.91148,43,43,0.82558,0.99739
2020,Direct migration background,Primary Level,Vocational training,0.75386,59,59,0.64300,0.86472
2020,Direct migration background,Lower Secondary Level,General education,0.12284,37,146,0.06941,0.17627
2020,Direct migration background,Lower Secondary Level,Vocational training,0.44817,109,146,0.36722,0.52911
2020,Direct migration background,Upper Secondary Level,University/ Technical university,0.50887,64,220,0.44266,0.57509
2020,Direct migration background,Upper Secondary Level,Vocational training,0.33673,116,220,0.27414,0.39932
2020,Direct migration background,Upper Secondary Level,Further training/ Retraining,0.13597,40,220,0.09058,0.18137
2020,Direct migration background,Second Stage of Tertiary Education,University/ Technical university,0.45755,71,209,0.38984,0.52526
2020,Direct migration background,Second Stage of Tertiary Education,Vocational training,0.17027,95,209,0.11919,0.22136
2020,Direct migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.36034,43,209,0.29510,0.42559
2020,Indirect migration background,Pre-primary Level,General education,0.98888,81,81,0.96590,1.01186
2020,Indirect migration background,Lower Secondary Level,Vocational training,0.88979,59,59,0.80920,0.97038
2020,Indirect migration background,Upper Secondary Level,University/ Technical university,0.68766,98,138,0.61005,0.76527
2020,Indirect migration background,Upper Secondary Level,Vocational training,0.24153,40,138,0.16985,0.31320
2021,No migration background,No answer / don't know,University/ Technical university,0.69262,37,37,0.54190,0.84335
2021,No migration background,Pre-primary Level,General education,0.89442,91,91,0.83093,0.95791
2021,No migration background,Lower Secondary Level,Vocational training,0.67467,120,120,0.59050,0.75885
2021,No migration background,Upper Secondary Level,University/ Technical university,0.65214,301,466,0.60885,0.69543
2021,No migration background,Upper Secondary Level,Vocational training,0.27616,132,466,0.23552,0.31679
2021,No migration background,Upper Secondary Level,Further training/ Retraining,0.05269,33,466,0.03238,0.07300
2021,No migration background,Post-secondary Non-tertiary Level,University/ Technical university,0.70125,62,62,0.58639,0.81611
2021,No migration background,Second Stage of Tertiary Education,University/ Technical university,0.75591,181,223,0.69941,0.81242
2021,No migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.13892,42,223,0.09342,0.18441
2021,Direct migration background,Pre-primary Level,General education,0.66704,35,35,0.50863,0.82545
2021,Direct migration background,Primary Level,Vocational training,0.57351,35,35,0.40727,0.73975
2021,Direct migration background,Lower Secondary Level,Vocational training,0.66557,62,62,0.54717,0.78397
2021,Direct migration background,Upper Secondary Level,University/ Technical university,0.39623,49,104,0.30177,0.49069
2021,Direct migration background,Upper Secondary Level,Vocational training,0.36928,55,104,0.27607,0.46248
2021,Direct migration background,Second Stage of Tertiary Education,University/ Technical university,0.67422,60,155,0.60020,0.74825
2021,Direct migration background,Second Stage of Tertiary Education,Vocational training,0.16578,59,155,0.10705,0.22452
2021,Direct migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.15954,36,155,0.10171,0.21738
2021,Indirect migration background,Pre-primary Level,General education,0.95754,34,34,0.88873,1.02634
2021,Indirect migration background,Lower Secondary Level,Vocational training,0.83590,31,31,0.70337,0.96844
2021,Indirect migration background,Upper Secondary Level,University/ Technical university,0.74267,74,107,0.65945,0.82589
2021,Indirect migration background,Upper Secondary Level,Vocational training,0.17215,33,107,0.10028,0.24401
2022,No migration background,No answer / don't know,University/ Technical university,0.53486,125,211,0.46740,0.60232
2022,No migration background,No answer / don't know,Vocational training,0.34061,86,211,0.27651,0.40471
2022,No migration background,Pre-primary Level,General education,0.83706,121,121,0.77098,0.90314
2022,No migration background,Lower Secondary Level,Vocational training,0.81889,125,125,0.75110,0.88667
2022,No migration background,Upper Secondary Level,University/ Technical university,0.64971,440,695,0.61421,0.68520
2022,No migration background,Upper Secondary Level,Vocational training,0.22827,180,695,0.19704,0.25950
2022,No migration background,Upper Secondary Level,Further training/ Retraining,0.10551,75,695,0.08266,0.12837
2022,No migration background,Post-secondary Non-tertiary Level,University/ Technical university,0.70233,123,163,0.63192,0.77274
2022,No migration background,Post-secondary Non-tertiary Level,Further training/ Retraining,0.20289,40,163,0.14096,0.26482
2022,No migration background,Second Stage of Tertiary Education,University/ Technical university,0.74338,307,418,0.70145,0.78530
2022,No migration background,Second Stage of Tertiary Education,Vocational training,0.09641,35,418,0.06808,0.12474
2022,No migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.15478,76,418,0.12006,0.18949
2022,Direct migration background,No answer / don't know,University/ Technical university,0.43331,83,248,0.37151,0.49511
2022,Direct migration background,No answer / don't know,Vocational training,0.26555,124,248,0.21048,0.32063
2022,Direct migration background,No answer / don't know,Further training/ Retraining,0.25489,41,248,0.20054,0.30924
2022,Direct migration background,Pre-primary Level,General education,0.66264,34,34,0.50132,0.82396
2022,Direct migration background,Lower Secondary Level,Vocational training,0.75839,73,73,0.65951,0.85727
2022,Direct migration background,Upper Secondary Level,University/ Technical university,0.52219,88,235,0.45819,0.58619
2022,Direct migration background,Upper Secondary Level,Vocational training,0.30124,113,235,0.24246,0.36003
2022,Direct migration background,Upper Secondary Level,Further training/ Retraining,0.13393,34,235,0.09029,0.17756
2022,Direct migration background,Second Stage of Tertiary Education,University/ Technical university,0.53614,189,375,0.48559,0.58668
2022,Direct migration background,Second Stage of Tertiary Education,Vocational training,0.15967,76,375,0.12254,0.19679
2022,Direct migration background,Second Stage of Tertiary Education,Further training/ Retraining,0.25714,110,375,0.21285,0.30144
2022,Indirect migration background,Upper Secondary Level,University/ Technical university,0.81875,98,130,0.75227,0.88522
2022,Indirect migration background,Upper Secondary Level,Vocational training,0.11734,32,130,0.06180,0.17287
2022,Indirect migration background,Second Stage of Tertiary Education,University/ Technical university,0.78467,45,45,0.66321,0.90613
