year,pgisced97,sex,plg0267_h,proportion,n,lower_confidence,upper_confidence
2014,middle vocational,maennlich,Hochschule,0.10221870047543581,38694,0.09920024542526085,0.10523715552561078
2014,middle vocational,weiblich,Hochschule,0.09587955625990491,38694,0.09294589199881449,0.09881322052099532
2014,in school,weiblich,Allgemeinbildende Schule,0.08914421553090333,38694,0.08630495234216343,0.09198347871964324
2014,general elemantary,maennlich,Berufliche Ausbildung,0.08438985736925515,38694,0.08162014492953175,0.08715956980897856
2014,in school,maennlich,Allgemeinbildende Schule,0.07923930269413629,38694,0.07654790443714327,0.08193070095112931
2014,general elemantary,weiblich,Berufliche Ausbildung,0.06973058637083994,38694,0.067192827892825,0.07226834484885487
2014,middle vocational,weiblich,Berufliche Ausbildung,0.06418383518225039,38694,0.06174185372977905,0.06662581663472174
2014,higher education,weiblich,Hochschule,0.05309033280507131,38694,0.050856265479706814,0.05532440013043581
2014,middle vocational,maennlich,Berufliche Ausbildung,0.044770206022187,38694,0.04270965803032838,0.04683075401404562
2014,middle vocational,weiblich,Weiterbildung / Umschulung,0.03763866877971474,38694,0.035742310172555136,0.03953502738687434
2014,higher education,maennlich,Hochschule,0.036846275752773376,38694,0.03496921270220598,0.03872333880334077
2014,higher education,weiblich,Weiterbildung / Umschulung,0.02456418383518225,38694,0.023021827306396663,0.026106540363967836
2014,vocational + Abi,weiblich,Hochschule,0.020998415213946117,38694,0.019569787026710212,0.022427043401182022
2014,higher education,weiblich,Berufliche Ausbildung,0.017432646592709985,38694,0.016128588058124393,0.018736705127295576
2014,vocational + Abi,maennlich,Hochschule,0.017432646592709985,38694,0.016128588058124393,0.018736705127295576
2014,middle vocational,maennlich,Weiterbildung / Umschulung,0.015451664025356577,38694,0.014222696499789361,0.016680631550923794
2014,general elemantary,weiblich,Allgemeinbildende Schule,0.014659270998415214,38694,0.01346174855422265,0.015856793442607778
2014,general elemantary,maennlich,Allgemeinbildende Schule,0.014263074484944533,38694,0.01308160816553576,0.015444540804353306
2014,vocational + Abi,weiblich,Weiterbildung / Umschulung,0.012678288431061807,38694,0.01156349624670533,0.013793080615418285
2014,general elemantary,weiblich,Weiterbildung / Umschulung,0.010301109350237718,38694,0.009295040278803703,0.011307178421671733
2014,higher education,maennlich,Weiterbildung / Umschulung,0.009904912836767036,38694,0.008918183502317371,0.0108916421712167
2014,middle vocational,maennlich,Allgemeinbildende Schule,0.007527733755942948,38694,0.006666491018453581,0.008388976493432315
2014,vocational + Abi,weiblich,Berufliche Ausbildung,0.007527733755942948,38694,0.006666491018453581,0.008388976493432315
2014,general elemantary,maennlich,Weiterbildung / Umschulung,0.007527733755942948,38694,0.006666491018453581,0.008388976493432315
2014,middle vocational,weiblich,Allgemeinbildende Schule,0.0071315372424722665,38694,0.00629309781449767,0.007969976670446863
2014,vocational + Abi,maennlich,Weiterbildung / Umschulung,0.006735340729001585,38694,0.0059203615101830285,0.007550319947820142
2014,higher education,maennlich,Berufliche Ausbildung,0.005942947702060222,38694,0.005177102726747194,0.00670879267737325
2014,vocational + Abi,maennlich,Berufliche Ausbildung,0.005150554675118859,38694,0.00443730769812106,0.0058638016521166585
2014,inadequately,maennlich,Berufliche Ausbildung,0.004754358161648178,38694,0.0040689561927146475,0.005439760130581708
2014,general elemantary,maennlich,Hochschule,0.004754358161648178,38694,0.0040689561927146475,0.005439760130581708
2014,inadequately,weiblich,Berufliche Ausbildung,0.0035657686212361333,38694,0.0029718387661188707,0.004159698476353396
2014,higher vocational,weiblich,Weiterbildung / Umschulung,0.003169572107765452,38694,0.002609498356818977,0.0037296458587119264
2014,higher vocational,maennlich,Hochschule,0.0027733755942947703,38694,0.0022493704689205626,0.003297380719668978
