year,sex,plg0267_h,proportion,n,lower_confidence,upper_confidence
2014,weiblich,Hochschule,0.18317890235210263,38694,0.1793246916131065,0.18703311309109877
2014,weiblich,Berufliche Ausbildung,0.17426942266571632,38694,0.17048966429538118,0.17804918103605147
2014,maennlich,Hochschule,0.16429080541696364,38694,0.1605987477373539,0.1679828630965734
2014,maennlich,Berufliche Ausbildung,0.16357804704205275,38694,0.1598924361851468,0.1672636578989587
2014,weiblich,Allgemeinbildende Schule,0.10121168923734854,38694,0.09820645517840319,0.10421692329629388
2014,maennlich,Allgemeinbildende Schule,0.09230220955096223,38694,0.08941810536065875,0.09518631374126571
2014,weiblich,Weiterbildung / Umschulung,0.08303635067712045,38694,0.08028690942395698,0.08578579193028392
2014,maennlich,Weiterbildung / Umschulung,0.038132573057733425,38694,0.03622430262124647,0.04004084349422038
2015,weiblich,Hochschule,0.19171597633136095,38036,0.1877598531824127,0.1956720994803092
2015,weiblich,Berufliche Ausbildung,0.17633136094674556,38036,0.17250135280612897,0.18016136908736216
2015,maennlich,Hochschule,0.17159763313609466,38036,0.16780854275890505,0.17538672351328427
2015,maennlich,Berufliche Ausbildung,0.16094674556213018,38036,0.15725361624651163,0.16463987487774873
2015,weiblich,Allgemeinbildende Schule,0.10216962524654832,38036,0.09912582113582082,0.10521342935727583
2015,maennlich,Allgemeinbildende Schule,0.08362919132149901,38036,0.08084708819894461,0.08641129444405342
2015,weiblich,Weiterbildung / Umschulung,0.07100591715976332,38036,0.06842477219433454,0.07358706212519209
2015,maennlich,Weiterbildung / Umschulung,0.04260355029585799,38036,0.0405738708476567,0.044633229744059276
2016,weiblich,Hochschule,0.17958706661472537,41132,0.17587752766708295,0.1832966055623678
2016,maennlich,Berufliche Ausbildung,0.17958706661472537,41132,0.17587752766708295,0.1832966055623678
2016,maennlich,Hochschule,0.17218543046357615,41132,0.16853679150535042,0.17583406942180188
2016,weiblich,Berufliche Ausbildung,0.15699259836384885,41132,0.1534768203946554,0.1605083763330423
2016,weiblich,Allgemeinbildende Schule,0.09933774834437085,41132,0.09644703987944586,0.10222845680929585
2016,maennlich,Allgemeinbildende Schule,0.08219711725749902,41132,0.07954270019801725,0.0848515343169808
2016,weiblich,Weiterbildung / Umschulung,0.07752239968835216,41132,0.0749380119232832,0.08010678745342112
2016,maennlich,Weiterbildung / Umschulung,0.05259057265290222,41132,0.05043337986988863,0.054747765435915814
2017,maennlich,Hochschule,0.18680236375574524,45410,0.1832175255629338,0.19038720194855668
2017,maennlich,Berufliche Ausbildung,0.175311884438608,45410,0.17181460070878687,0.17880916816842915
2017,weiblich,Hochschule,0.1726854891661195,45410,0.16920897851832034,0.17616199981391867
2017,weiblich,Berufliche Ausbildung,0.15430072225869992,45410,0.15097816648647316,0.15762327803092668
2017,weiblich,Allgemeinbildende Schule,0.09881812212738017,45410,0.0960733591723025,0.10156288508245784
2017,maennlich,Allgemeinbildende Schule,0.08995403808273145,45410,0.08732242330930157,0.09258565285616133
2017,weiblich,Weiterbildung / Umschulung,0.06762967826657912,45410,0.0653200440673182,0.06993931246584004
2017,maennlich,Weiterbildung / Umschulung,0.054497701904136574,45410,0.05240984509959822,0.056585558708674925
2018,maennlich,Hochschule,0.1864064602960969,43121,0.18273071098100668,0.1900822096111871
2018,maennlich,Berufliche Ausbildung,0.1864064602960969,43121,0.18273071098100668,0.1900822096111871
2018,weiblich,Hochschule,0.18304172274562583,43121,0.17939177501286513,0.18669167047838653
2018,weiblich,Berufliche Ausbildung,0.148721399730821,43121,0.1453629855919339,0.1520798138697081
2018,weiblich,Allgemeinbildende Schule,0.09320323014804845,43121,0.09045924267963679,0.0959472176164601
2018,maennlich,Allgemeinbildende Schule,0.08445491251682369,43121,0.08183030731050427,0.08707951772314311
2018,weiblich,Weiterbildung / Umschulung,0.06460296096904442,43121,0.06228270517062688,0.06692321676746195
2018,maennlich,Weiterbildung / Umschulung,0.0531628532974428,43121,0.05104520689692497,0.05528049969796064
2019,weiblich,Hochschule,0.18806509945750452,42417,0.1843463167260302,0.19178388218897885
2019,maennlich,Hochschule,0.18734177215189873,42417,0.18362849489864894,0.19105504940514853
2019,maennlich,Berufliche Ausbildung,0.18698010849909585,42417,0.1832695918371654,0.1906906251610263
2019,weiblich,Berufliche Ausbildung,0.16600361663652802,42417,0.16246260824982545,0.1695446250232306
2019,maennlich,Allgemeinbildende Schule,0.08390596745027125,42417,0.0812674950934045,0.086544439807138
2019,weiblich,Allgemeinbildende Schule,0.07739602169981917,42417,0.07485298236876498,0.07993906103087337
2019,weiblich,Weiterbildung / Umschulung,0.06148282097649186,42417,0.059196779514726613,0.0637688624382571
2019,maennlich,Weiterbildung / Umschulung,0.04737793851717902,42417,0.045356155732424366,0.04939972130193368
2019,-3,Hochschule,0.0014466546112115732,42417,0.0010849499044919679,0.0018083593179311786
2020,maennlich,Berufliche Ausbildung,0.20463847203274216,42741,0.2008136638121333,0.208463280253351
2020,weiblich,Hochschule,0.19167803547066847,42741,0.18794628929289067,0.19540978164844627
2020,weiblich,Berufliche Ausbildung,0.1766712141882674,42741,0.17305542352798226,0.18028700484855253
2020,maennlich,Hochschule,0.17496589358799455,42741,0.1713638714089283,0.1785679157670608
2020,weiblich,Allgemeinbildende Schule,0.07537517053206003,42741,0.07287234451121044,0.07787799655290961
2020,maennlich,Allgemeinbildende Schule,0.07435197817189632,42741,0.07186482269709128,0.07683913364670135
2020,maennlich,Weiterbildung / Umschulung,0.05150068212824011,42741,0.04940532171864063,0.053596042537839596
2020,weiblich,Weiterbildung / Umschulung,0.049795361527967257,42741,0.04773313319273692,0.05185758986319759
2020,-3,Hochschule,0.0010231923601637107,42741,0.0007200894688967064,0.0013262952514307151
2021,maennlich,Hochschule,0.21294466403162055,27598,0.2081145956310725,0.21777473243216858
2021,weiblich,Hochschule,0.21096837944664032,27598,0.20615474447590534,0.2157820144173753
2021,maennlich,Berufliche Ausbildung,0.166501976284585,27598,0.1621067701345894,0.17089718243458057
2021,weiblich,Berufliche Ausbildung,0.16304347826086957,27598,0.15868514504645403,0.1674018114752851
2021,maennlich,Allgemeinbildende Schule,0.0741106719367589,27598,0.07102011192641855,0.07720123194709924
2021,weiblich,Allgemeinbildende Schule,0.06274703557312253,27598,0.059885874656543825,0.06560819648970123
2021,weiblich,Weiterbildung / Umschulung,0.054841897233201584,27598,0.05215577524188241,0.057528019224520756
2021,maennlich,Weiterbildung / Umschulung,0.0533596837944664,27598,0.05070803264300781,0.056011334945924994
2021,-3,Hochschule,0.0014822134387351778,27598,0.0010283235144239818,0.0019361033630463738
