"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","16-34 Jahre alt","kein Migrationshintergrund ","7.3","8","3101","7.22","7.38"
"1984","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","7.35","8","4317","7.27","7.43"
"1984","66 und Ã¤lter","direkter Migrationshintergrund","8.26","9","35","7.5","9.02"
"1984","66 und Ã¤lter","indirekter Migrationshintergrund","7.92","7.36","5","5.2","10.64"
"1984","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1985","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1985","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","kein Migrationshintergrund ","7.17","8","3993","7.09","7.25"
"1985","66 und Ã¤lter","direkter Migrationshintergrund","8.56","9","37","7.94","9.18"
"1985","66 und Ã¤lter","indirekter Migrationshintergrund","9.21","10","4","5.31","13.11"
"1985","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1986","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1986","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","7.02","8","3763","6.94","7.1"
"1986","66 und Ã¤lter","direkter Migrationshintergrund","8.28","9","50","7.64","8.92"
"1986","66 und Ã¤lter","indirekter Migrationshintergrund","9.42","9.22","4","7.03","11.81"
"1986","66 und Ã¤lter","kein Migrationshintergrund ","8.26","9","977","8.13","8.39"
