"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","(Fach-)Abitur","direkter Migrationshintergrund","6.63","6.5","270","6.31","6.95"
"1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1984","(Fach-)Abitur","kein Migrationshintergrund ","7.5","7.5","584","7.31","7.69"
"1984","(noch) kein Abschluss","direkter Migrationshintergrund","6.97","7.5","1037","6.8","7.14"
"1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1984","(noch) kein Abschluss","kein Migrationshintergrund ","7.71","7.5","225","7.42","8"
"1984","AkademikerInnen","direkter Migrationshintergrund","6.67","6.5","120","6.19","7.15"
"1984","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1984","AkademikerInnen","kein Migrationshintergrund ","7.37","7.5","661","7.19","7.55"
"1984","Hauptschulabschluss","direkter Migrationshintergrund","7.33","7.5","1715","7.2","7.46"
"1984","Hauptschulabschluss","indirekter Migrationshintergrund","7.02","7.5","73","6.43","7.61"
"1984","Hauptschulabschluss","kein Migrationshintergrund ","7.51","7.5","5419","7.44","7.58"
"1984","Realschulabschluss","direkter Migrationshintergrund","7.27","7.5","138","6.83","7.71"
"1984","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1984","Realschulabschluss","kein Migrationshintergrund ","7.57","7.5","1712","7.46","7.68"
"1985","(Fach-)Abitur","direkter Migrationshintergrund","6.83","6.5","229","6.5","7.16"
"1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1985","(Fach-)Abitur","kein Migrationshintergrund ","7.34","7.5","546","7.15","7.53"
"1985","(noch) kein Abschluss","direkter Migrationshintergrund","6.8","6.5","837","6.63","6.97"
"1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1985","(noch) kein Abschluss","kein Migrationshintergrund ","7.53","7.5","223","7.23","7.83"
"1985","AkademikerInnen","direkter Migrationshintergrund","7.12","6.5","110","6.63","7.61"
"1985","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1985","AkademikerInnen","kein Migrationshintergrund ","7.11","7.5","640","6.92","7.3"
"1985","Hauptschulabschluss","direkter Migrationshintergrund","7.18","7.5","1491","7.05","7.31"
