year,quintil_oecd,regtyp,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,1st Quintile,Urban regions,Very seldom,0.11548,231,2023,0.10155,0.12941
2007,1st Quintile,Urban regions,Seldom,0.21073,449,2023,0.19295,0.22850
2007,1st Quintile,Urban regions,Sometimes,0.38272,745,2023,0.36153,0.40391
2007,1st Quintile,Urban regions,Often,0.22615,461,2023,0.20792,0.24439
2007,1st Quintile,Urban regions,Very often,0.06492,137,2023,0.05418,0.07566
2007,1st Quintile,Rural regions,Very seldom,0.10108,111,1165,0.08376,0.11839
2007,1st Quintile,Rural regions,Seldom,0.20923,248,1165,0.18586,0.23259
2007,1st Quintile,Rural regions,Sometimes,0.38358,446,1165,0.35564,0.41151
2007,1st Quintile,Rural regions,Often,0.22753,270,1165,0.20344,0.25161
2007,1st Quintile,Rural regions,Very often,0.07859,90,1165,0.06313,0.09405
2007,2nd Quintile,Urban regions,Very seldom,0.11015,227,2125,0.09683,0.12346
2007,2nd Quintile,Urban regions,Seldom,0.22054,459,2125,0.20291,0.23817
2007,2nd Quintile,Urban regions,Sometimes,0.41039,875,2125,0.38947,0.43131
2007,2nd Quintile,Urban regions,Often,0.18619,427,2125,0.16963,0.20274
2007,2nd Quintile,Urban regions,Very often,0.07274,137,2125,0.06170,0.08379
2007,2nd Quintile,Rural regions,Very seldom,0.10631,137,1380,0.09004,0.12258
2007,2nd Quintile,Rural regions,Seldom,0.21924,302,1380,0.19740,0.24108
2007,2nd Quintile,Rural regions,Sometimes,0.41445,593,1380,0.38845,0.44045
2007,2nd Quintile,Rural regions,Often,0.21116,282,1380,0.18962,0.23270
2007,2nd Quintile,Rural regions,Very often,0.04884,66,1380,0.03746,0.06021
2007,3rd Quintile,Urban regions,Very seldom,0.11558,266,2351,0.10265,0.12850
2007,3rd Quintile,Urban regions,Seldom,0.21527,507,2351,0.19865,0.23188
2007,3rd Quintile,Urban regions,Sometimes,0.40814,955,2351,0.38826,0.42801
2007,3rd Quintile,Urban regions,Often,0.20320,484,2351,0.18693,0.21947
2007,3rd Quintile,Urban regions,Very often,0.05782,139,2351,0.04838,0.06726
2007,3rd Quintile,Rural regions,Very seldom,0.10384,155,1511,0.08845,0.11923
2007,3rd Quintile,Rural regions,Seldom,0.21660,345,1511,0.19583,0.23738
2007,3rd Quintile,Rural regions,Sometimes,0.43622,636,1511,0.41120,0.46123
2007,3rd Quintile,Rural regions,Often,0.19086,297,1511,0.17104,0.21069
2007,3rd Quintile,Rural regions,Very often,0.05248,78,1511,0.04123,0.06372
2007,4th Quintile,Urban regions,Very seldom,0.10917,299,2806,0.09763,0.12071
2007,4th Quintile,Urban regions,Seldom,0.20777,595,2806,0.19276,0.22279
2007,4th Quintile,Urban regions,Sometimes,0.42476,1172,2806,0.40647,0.44305
2007,4th Quintile,Urban regions,Often,0.20574,583,2806,0.19078,0.22070
2007,4th Quintile,Urban regions,Very often,0.05256,157,2806,0.04430,0.06082
2007,4th Quintile,Rural regions,Very seldom,0.08715,119,1504,0.07289,0.10141
2007,4th Quintile,Rural regions,Seldom,0.20656,302,1504,0.18609,0.22702
2007,4th Quintile,Rural regions,Sometimes,0.44021,684,1504,0.41511,0.46531
2007,4th Quintile,Rural regions,Often,0.20780,304,1504,0.18729,0.22831
2007,4th Quintile,Rural regions,Very often,0.05829,95,1504,0.04645,0.07013
2007,5th Quintile,Urban regions,Very seldom,0.09173,424,4148,0.08294,0.10051
2007,5th Quintile,Urban regions,Seldom,0.22719,955,4148,0.21444,0.23994
2007,5th Quintile,Urban regions,Sometimes,0.41549,1762,4148,0.40049,0.43049
2007,5th Quintile,Urban regions,Often,0.21468,806,4148,0.20218,0.22718
2007,5th Quintile,Urban regions,Very often,0.05091,201,4148,0.04422,0.05760
2007,5th Quintile,Rural regions,Very seldom,0.08066,106,1438,0.06658,0.09474
2007,5th Quintile,Rural regions,Seldom,0.21989,338,1438,0.19848,0.24131
2007,5th Quintile,Rural regions,Sometimes,0.44947,643,1438,0.42375,0.47519
2007,5th Quintile,Rural regions,Often,0.20409,286,1438,0.18325,0.22493
2007,5th Quintile,Rural regions,Very often,0.04588,65,1438,0.03507,0.05670
2008,1st Quintile,Urban regions,Very seldom,0.10993,199,1866,0.09573,0.12413
2008,1st Quintile,Urban regions,Seldom,0.22418,442,1866,0.20525,0.24311
2008,1st Quintile,Urban regions,Sometimes,0.40130,738,1866,0.37905,0.42355
2008,1st Quintile,Urban regions,Often,0.21295,392,1866,0.19437,0.23153
2008,1st Quintile,Urban regions,Very often,0.05164,95,1866,0.04159,0.06168
2008,1st Quintile,Rural regions,Very seldom,0.09772,98,1096,0.08013,0.11531
2008,1st Quintile,Rural regions,Seldom,0.26048,281,1096,0.23449,0.28648
2008,1st Quintile,Rural regions,Sometimes,0.40592,442,1096,0.37683,0.43500
2008,1st Quintile,Rural regions,Often,0.18031,214,1096,0.15754,0.20308
2008,1st Quintile,Rural regions,Very often,0.05557,61,1096,0.04200,0.06914
2008,2nd Quintile,Urban regions,Very seldom,0.10984,210,2058,0.09632,0.12335
2008,2nd Quintile,Urban regions,Seldom,0.25183,509,2058,0.23307,0.27059
2008,2nd Quintile,Urban regions,Sometimes,0.39183,839,2058,0.37074,0.41293
2008,2nd Quintile,Urban regions,Often,0.19384,385,2058,0.17676,0.21092
2008,2nd Quintile,Urban regions,Very often,0.05266,115,2058,0.04301,0.06231
2008,2nd Quintile,Rural regions,Very seldom,0.10905,142,1315,0.09220,0.12590
2008,2nd Quintile,Rural regions,Seldom,0.22622,285,1315,0.20360,0.24884
2008,2nd Quintile,Rural regions,Sometimes,0.42587,575,1315,0.39913,0.45260
2008,2nd Quintile,Rural regions,Often,0.19906,248,1315,0.17747,0.22065
2008,2nd Quintile,Rural regions,Very often,0.03981,65,1315,0.02923,0.05038
2008,3rd Quintile,Urban regions,Very seldom,0.09761,222,2274,0.08541,0.10981
2008,3rd Quintile,Urban regions,Seldom,0.24061,569,2274,0.22304,0.25819
2008,3rd Quintile,Urban regions,Sometimes,0.42072,949,2274,0.40042,0.44101
2008,3rd Quintile,Urban regions,Often,0.20689,448,2274,0.19023,0.22354
2008,3rd Quintile,Urban regions,Very often,0.03417,86,2274,0.02671,0.04164
2008,3rd Quintile,Rural regions,Very seldom,0.10254,158,1533,0.08735,0.11773
2008,3rd Quintile,Rural regions,Seldom,0.22243,358,1533,0.20160,0.24325
2008,3rd Quintile,Rural regions,Sometimes,0.46461,690,1533,0.43963,0.48958
2008,3rd Quintile,Rural regions,Often,0.18053,266,1533,0.16127,0.19979
2008,3rd Quintile,Rural regions,Very often,0.02990,61,1533,0.02137,0.03843
2008,4th Quintile,Urban regions,Very seldom,0.10039,249,2559,0.08875,0.11204
2008,4th Quintile,Urban regions,Seldom,0.22978,600,2559,0.21348,0.24609
2008,4th Quintile,Urban regions,Sometimes,0.44195,1113,2559,0.42271,0.46120
2008,4th Quintile,Urban regions,Often,0.18262,492,2559,0.16764,0.19759
2008,4th Quintile,Urban regions,Very often,0.04526,105,2559,0.03720,0.05331
2008,4th Quintile,Rural regions,Very seldom,0.08821,123,1310,0.07285,0.10357
2008,4th Quintile,Rural regions,Seldom,0.23619,306,1310,0.21318,0.25920
2008,4th Quintile,Rural regions,Sometimes,0.46098,591,1310,0.43398,0.48799
2008,4th Quintile,Rural regions,Often,0.17950,236,1310,0.15871,0.20029
2008,4th Quintile,Rural regions,Very often,0.03512,54,1310,0.02515,0.04509
2008,5th Quintile,Urban regions,Very seldom,0.10684,441,3913,0.09716,0.11652
2008,5th Quintile,Urban regions,Seldom,0.25858,1019,3913,0.24486,0.27230
2008,5th Quintile,Urban regions,Sometimes,0.43034,1685,3913,0.41483,0.44586
2008,5th Quintile,Urban regions,Often,0.16265,622,3913,0.15108,0.17421
2008,5th Quintile,Urban regions,Very often,0.04159,146,3913,0.03533,0.04785
2008,5th Quintile,Rural regions,Very seldom,0.07570,99,1340,0.06154,0.08987
2008,5th Quintile,Rural regions,Seldom,0.23880,350,1340,0.21597,0.26164
2008,5th Quintile,Rural regions,Sometimes,0.44620,601,1340,0.41958,0.47283
2008,5th Quintile,Rural regions,Often,0.18223,229,1340,0.16155,0.20291
2008,5th Quintile,Rural regions,Very often,0.05706,61,1340,0.04464,0.06948
2009,1st Quintile,Urban regions,Very seldom,0.11765,209,1786,0.10270,0.13259
2009,1st Quintile,Urban regions,Seldom,0.22997,418,1786,0.21044,0.24949
2009,1st Quintile,Urban regions,Sometimes,0.37027,670,1786,0.34787,0.39268
2009,1st Quintile,Urban regions,Often,0.22975,397,1786,0.21023,0.24926
2009,1st Quintile,Urban regions,Very often,0.05236,92,1786,0.04203,0.06270
2009,1st Quintile,Rural regions,Very seldom,0.10643,104,1062,0.08787,0.12499
2009,1st Quintile,Rural regions,Seldom,0.27201,275,1062,0.24523,0.29878
2009,1st Quintile,Rural regions,Sometimes,0.40772,427,1062,0.37815,0.43729
2009,1st Quintile,Rural regions,Often,0.17978,206,1062,0.15668,0.20289
2009,1st Quintile,Rural regions,Very often,0.03406,50,1062,0.02314,0.04497
2009,2nd Quintile,Urban regions,Very seldom,0.11734,221,1889,0.10282,0.13185
2009,2nd Quintile,Urban regions,Seldom,0.24534,492,1889,0.22593,0.26475
2009,2nd Quintile,Urban regions,Sometimes,0.40255,748,1889,0.38043,0.42467
2009,2nd Quintile,Urban regions,Often,0.18856,349,1889,0.17092,0.20621
2009,2nd Quintile,Urban regions,Very often,0.04621,79,1889,0.03674,0.05568
2009,2nd Quintile,Rural regions,Very seldom,0.12028,154,1259,0.10231,0.13826
2009,2nd Quintile,Rural regions,Seldom,0.24944,333,1259,0.22553,0.27336
2009,2nd Quintile,Rural regions,Sometimes,0.42612,501,1259,0.39880,0.45345
2009,2nd Quintile,Rural regions,Often,0.17243,233,1259,0.15156,0.19331
2009,2nd Quintile,Rural regions,Very often,0.03172,38,1259,0.02203,0.04140
2009,3rd Quintile,Urban regions,Very seldom,0.10300,211,2019,0.08974,0.11626
2009,3rd Quintile,Urban regions,Seldom,0.25519,504,2019,0.23616,0.27421
2009,3rd Quintile,Urban regions,Sometimes,0.40070,827,2019,0.37932,0.42208
2009,3rd Quintile,Urban regions,Often,0.19975,389,2019,0.18231,0.21719
2009,3rd Quintile,Urban regions,Very often,0.04136,88,2019,0.03268,0.05005
2009,3rd Quintile,Rural regions,Very seldom,0.08652,130,1379,0.07168,0.10137
2009,3rd Quintile,Rural regions,Seldom,0.23395,332,1379,0.21159,0.25630
2009,3rd Quintile,Rural regions,Sometimes,0.43923,623,1379,0.41302,0.46543
2009,3rd Quintile,Rural regions,Often,0.19140,241,1379,0.17063,0.21218
2009,3rd Quintile,Rural regions,Very often,0.04890,53,1379,0.03751,0.06029
2009,4th Quintile,Urban regions,Very seldom,0.10456,247,2445,0.09243,0.11669
2009,4th Quintile,Urban regions,Seldom,0.25950,624,2445,0.24212,0.27688
2009,4th Quintile,Urban regions,Sometimes,0.42108,1014,2445,0.40150,0.44065
2009,4th Quintile,Urban regions,Often,0.18036,461,2445,0.16512,0.19561
2009,4th Quintile,Urban regions,Very often,0.03450,99,2445,0.02726,0.04173
2009,4th Quintile,Rural regions,Very seldom,0.09649,116,1311,0.08050,0.11248
2009,4th Quintile,Rural regions,Seldom,0.25497,327,1311,0.23137,0.27858
2009,4th Quintile,Rural regions,Sometimes,0.44605,580,1311,0.41913,0.47296
2009,4th Quintile,Rural regions,Often,0.16719,237,1311,0.14698,0.18740
2009,4th Quintile,Rural regions,Very often,0.03530,51,1311,0.02531,0.04530
2009,5th Quintile,Urban regions,Very seldom,0.10348,390,3536,0.09344,0.11352
2009,5th Quintile,Urban regions,Seldom,0.25450,958,3536,0.24014,0.26886
2009,5th Quintile,Urban regions,Sometimes,0.42421,1460,3536,0.40792,0.44050
2009,5th Quintile,Urban regions,Often,0.17694,589,3536,0.16436,0.18952
2009,5th Quintile,Urban regions,Very often,0.04087,139,3536,0.03434,0.04740
2009,5th Quintile,Rural regions,Very seldom,0.08219,107,1260,0.06702,0.09736
2009,5th Quintile,Rural regions,Seldom,0.22784,320,1260,0.20467,0.25101
2009,5th Quintile,Rural regions,Sometimes,0.47481,570,1260,0.44723,0.50240
2009,5th Quintile,Rural regions,Often,0.18121,219,1260,0.15993,0.20249
2009,5th Quintile,Rural regions,Very often,0.03395,44,1260,0.02394,0.04395
2010,1st Quintile,Urban regions,Very seldom,0.12920,193,1652,0.11302,0.14538
2010,1st Quintile,Urban regions,Seldom,0.26377,418,1652,0.24252,0.28503
2010,1st Quintile,Urban regions,Sometimes,0.39139,658,1652,0.36785,0.41493
2010,1st Quintile,Urban regions,Often,0.17708,311,1652,0.15867,0.19549
2010,1st Quintile,Urban regions,Very often,0.03856,72,1652,0.02927,0.04784
2010,1st Quintile,Rural regions,Very seldom,0.11512,99,909,0.09436,0.13588
2010,1st Quintile,Rural regions,Seldom,0.27902,254,909,0.24984,0.30819
2010,1st Quintile,Rural regions,Sometimes,0.40203,359,909,0.37014,0.43392
2010,1st Quintile,Rural regions,Often,0.17146,161,909,0.14695,0.19598
2010,1st Quintile,Rural regions,Very often,0.03237,36,909,0.02086,0.04388
2010,2nd Quintile,Urban regions,Very seldom,0.12815,223,1768,0.11256,0.14373
2010,2nd Quintile,Urban regions,Seldom,0.25866,434,1768,0.23824,0.27908
2010,2nd Quintile,Urban regions,Sometimes,0.40680,753,1768,0.38389,0.42970
2010,2nd Quintile,Urban regions,Often,0.17414,302,1768,0.15646,0.19183
2010,2nd Quintile,Urban regions,Very often,0.03226,56,1768,0.02402,0.04049
2010,2nd Quintile,Rural regions,Very seldom,0.13426,171,1201,0.11497,0.15355
2010,2nd Quintile,Rural regions,Seldom,0.28278,327,1201,0.25730,0.30826
2010,2nd Quintile,Rural regions,Sometimes,0.44005,540,1201,0.41197,0.46814
2010,2nd Quintile,Rural regions,Often,0.12068,163,1201,0.10225,0.13911
2010,3rd Quintile,Urban regions,Very seldom,0.11922,206,1892,0.10462,0.13383
2010,3rd Quintile,Urban regions,Seldom,0.24587,477,1892,0.22646,0.26527
2010,3rd Quintile,Urban regions,Sometimes,0.43425,818,1892,0.41191,0.45659
2010,3rd Quintile,Urban regions,Often,0.17241,340,1892,0.15539,0.18944
2010,3rd Quintile,Urban regions,Very often,0.02824,51,1892,0.02078,0.03571
2010,3rd Quintile,Rural regions,Very seldom,0.08975,125,1310,0.07426,0.10523
2010,3rd Quintile,Rural regions,Seldom,0.26957,333,1310,0.24553,0.29361
2010,3rd Quintile,Rural regions,Sometimes,0.44662,597,1310,0.41969,0.47355
2010,3rd Quintile,Rural regions,Often,0.16586,224,1310,0.14571,0.18601
2010,3rd Quintile,Rural regions,Very often,0.02820,31,1310,0.01924,0.03717
