year,age_gr,sex,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,male,Very seldom,0.06830,125,1626,0.05604,0.08057
2007,17-29 y.,male,Seldom,0.21775,384,1626,0.19768,0.23782
2007,17-29 y.,male,Sometimes,0.43549,672,1626,0.41138,0.45960
2007,17-29 y.,male,Often,0.22017,360,1626,0.20002,0.24032
2007,17-29 y.,male,Very often,0.05828,85,1626,0.04689,0.06968
2007,17-29 y.,female,Very seldom,0.05696,98,1767,0.04615,0.06777
2007,17-29 y.,female,Seldom,0.18235,336,1767,0.16434,0.20036
2007,17-29 y.,female,Sometimes,0.41905,740,1767,0.39603,0.44206
2007,17-29 y.,female,Often,0.25735,454,1767,0.23696,0.27774
2007,17-29 y.,female,Very often,0.08429,139,1767,0.07134,0.09725
2007,30-45 y.,male,Very seldom,0.06493,191,2703,0.05564,0.07423
2007,30-45 y.,male,Seldom,0.18180,478,2703,0.16726,0.19634
2007,30-45 y.,male,Sometimes,0.41896,1170,2703,0.40036,0.43757
2007,30-45 y.,male,Often,0.26601,697,2703,0.24935,0.28268
2007,30-45 y.,male,Very often,0.06829,167,2703,0.05878,0.07780
2007,30-45 y.,female,Very seldom,0.06327,181,2994,0.05455,0.07199
2007,30-45 y.,female,Seldom,0.14840,457,2994,0.13567,0.16114
2007,30-45 y.,female,Sometimes,0.42570,1283,2994,0.40798,0.44341
2007,30-45 y.,female,Often,0.26450,801,2994,0.24870,0.28030
2007,30-45 y.,female,Very often,0.09813,272,2994,0.08748,0.10879
2007,46-65 y.,male,Very seldom,0.08786,306,3388,0.07833,0.09740
2007,46-65 y.,male,Seldom,0.21958,754,3388,0.20564,0.23352
2007,46-65 y.,male,Sometimes,0.40725,1424,3388,0.39070,0.42380
2007,46-65 y.,male,Often,0.23116,725,3388,0.21696,0.24536
2007,46-65 y.,male,Very often,0.05415,179,3388,0.04653,0.06177
2007,46-65 y.,female,Very seldom,0.09112,334,3653,0.08178,0.10045
2007,46-65 y.,female,Seldom,0.21488,821,3653,0.20155,0.22820
2007,46-65 y.,female,Sometimes,0.44631,1622,3653,0.43018,0.46243
2007,46-65 y.,female,Often,0.18949,660,3653,0.17678,0.20220
2007,46-65 y.,female,Very often,0.05821,216,3653,0.05061,0.06580
2007,66 and older,male,Very seldom,0.17631,366,2035,0.15974,0.19287
2007,66 and older,male,Seldom,0.30422,624,2035,0.28422,0.32421
2007,66 and older,male,Sometimes,0.36619,738,2035,0.34525,0.38713
2007,66 and older,male,Often,0.12655,245,2035,0.11210,0.14100
2007,66 and older,male,Very often,0.02673,62,2035,0.01972,0.03375
2007,66 and older,female,Very seldom,0.22315,474,2288,0.20609,0.24021
2007,66 and older,female,Seldom,0.27428,647,2288,0.25600,0.29257
2007,66 and older,female,Sometimes,0.38316,863,2288,0.36323,0.40308
2007,66 and older,female,Often,0.09999,259,2288,0.08769,0.11228
2007,66 and older,female,Very often,0.01942,45,2288,0.01376,0.02508
2008,17-29 y.,male,Very seldom,0.08311,141,1509,0.06918,0.09705
2008,17-29 y.,male,Seldom,0.24717,391,1509,0.22540,0.26894
2008,17-29 y.,male,Sometimes,0.44124,648,1509,0.41618,0.46630
2008,17-29 y.,male,Often,0.18362,268,1509,0.16408,0.20316
2008,17-29 y.,male,Very often,0.04486,61,1509,0.03441,0.05531
2008,17-29 y.,female,Very seldom,0.06100,109,1642,0.04942,0.07258
2008,17-29 y.,female,Seldom,0.20078,336,1642,0.18140,0.22016
2008,17-29 y.,female,Sometimes,0.43534,713,1642,0.41135,0.45933
2008,17-29 y.,female,Often,0.23256,374,1642,0.21211,0.25300
2008,17-29 y.,female,Very often,0.07033,110,1642,0.05796,0.08270
2008,30-45 y.,male,Very seldom,0.07208,168,2459,0.06186,0.08231
2008,30-45 y.,male,Seldom,0.21045,538,2459,0.19434,0.22657
2008,30-45 y.,male,Sometimes,0.44085,1081,2459,0.42122,0.46048
2008,30-45 y.,male,Often,0.22766,556,2459,0.21108,0.24424
2008,30-45 y.,male,Very often,0.04895,116,2459,0.04042,0.05748
2008,30-45 y.,female,Very seldom,0.05664,155,2702,0.04792,0.06535
2008,30-45 y.,female,Seldom,0.17963,480,2702,0.16515,0.19411
2008,30-45 y.,female,Sometimes,0.43375,1228,2702,0.41506,0.45244
2008,30-45 y.,female,Often,0.26381,656,2702,0.24719,0.28043
2008,30-45 y.,female,Very often,0.06618,183,2702,0.05681,0.07556
2008,46-65 y.,male,Very seldom,0.08605,280,3186,0.07631,0.09579
2008,46-65 y.,male,Seldom,0.23138,760,3186,0.21674,0.24603
2008,46-65 y.,male,Sometimes,0.43143,1371,3186,0.41423,0.44863
2008,46-65 y.,male,Often,0.20322,637,3186,0.18925,0.21720
2008,46-65 y.,male,Very often,0.04791,138,3186,0.04049,0.05532
2008,46-65 y.,female,Very seldom,0.10055,332,3490,0.09057,0.11053
2008,46-65 y.,female,Seldom,0.23459,854,3490,0.22053,0.24865
2008,46-65 y.,female,Sometimes,0.44732,1559,3490,0.43082,0.46382
2008,46-65 y.,female,Often,0.17746,597,3490,0.16479,0.19014
2008,46-65 y.,female,Very often,0.04007,148,3490,0.03356,0.04658
2008,66 and older,male,Very seldom,0.18237,374,2030,0.16557,0.19917
2008,66 and older,male,Seldom,0.31841,650,2030,0.29814,0.33868
2008,66 and older,male,Sometimes,0.37301,756,2030,0.35196,0.39405
2008,66 and older,male,Often,0.10358,203,2030,0.09032,0.11683
2008,66 and older,male,Very often,0.02264,47,2030,0.01617,0.02911
2008,66 and older,female,Very seldom,0.17680,382,2248,0.16103,0.19258
2008,66 and older,female,Seldom,0.30966,710,2248,0.29054,0.32878
2008,66 and older,female,Sometimes,0.39059,867,2248,0.37042,0.41076
2008,66 and older,female,Often,0.10486,242,2248,0.09219,0.11752
2008,66 and older,female,Very often,0.01809,47,2248,0.01258,0.02360
2009,17-29 y.,male,Very seldom,0.07002,119,1395,0.05663,0.08342
2009,17-29 y.,male,Seldom,0.26057,345,1395,0.23753,0.28361
2009,17-29 y.,male,Sometimes,0.42809,590,1395,0.40211,0.45406
2009,17-29 y.,male,Often,0.21182,296,1395,0.19037,0.23327
2009,17-29 y.,male,Very often,0.02950,45,1395,0.02062,0.03839
2009,17-29 y.,female,Very seldom,0.04967,77,1454,0.03850,0.06084
2009,17-29 y.,female,Seldom,0.19751,315,1454,0.17704,0.21798
2009,17-29 y.,female,Sometimes,0.44503,622,1454,0.41948,0.47059
2009,17-29 y.,female,Often,0.25149,361,1454,0.22918,0.27380
2009,17-29 y.,female,Very often,0.05630,79,1454,0.04445,0.06815
2009,30-45 y.,male,Very seldom,0.06527,146,2201,0.05495,0.07560
2009,30-45 y.,male,Seldom,0.20453,466,2201,0.18767,0.22138
2009,30-45 y.,male,Sometimes,0.43751,954,2201,0.41678,0.45824
2009,30-45 y.,male,Often,0.23362,514,2201,0.21594,0.25130
2009,30-45 y.,male,Very often,0.05907,121,2201,0.04922,0.06892
2009,30-45 y.,female,Very seldom,0.05185,126,2465,0.04310,0.06061
2009,30-45 y.,female,Seldom,0.19110,482,2465,0.17558,0.20663
2009,30-45 y.,female,Sometimes,0.44688,1120,2465,0.42725,0.46651
2009,30-45 y.,female,Often,0.25070,586,2465,0.23358,0.26781
2009,30-45 y.,female,Very often,0.05947,151,2465,0.05013,0.06881
2009,46-65 y.,male,Very seldom,0.08257,285,3004,0.07272,0.09241
2009,46-65 y.,male,Seldom,0.25079,758,3004,0.23528,0.26629
2009,46-65 y.,male,Sometimes,0.42943,1268,3004,0.41173,0.44714
2009,46-65 y.,male,Often,0.19008,561,3004,0.17604,0.20411
2009,46-65 y.,male,Very often,0.04714,132,3004,0.03956,0.05472
2009,46-65 y.,female,Very seldom,0.09295,298,3304,0.08304,0.10285
2009,46-65 y.,female,Seldom,0.25160,851,3304,0.23680,0.26640
2009,46-65 y.,female,Sometimes,0.42276,1418,3304,0.40591,0.43961
2009,46-65 y.,female,Often,0.19251,600,3304,0.17907,0.20596
2009,46-65 y.,female,Very often,0.04018,137,3304,0.03348,0.04688
2009,66 and older,male,Very seldom,0.20742,399,1940,0.18938,0.22547
2009,66 and older,male,Seldom,0.33554,688,1940,0.31453,0.35656
2009,66 and older,male,Sometimes,0.35692,669,1940,0.33560,0.37825
2009,66 and older,male,Often,0.08926,184,1940,0.07657,0.10195
2009,66 and older,female,Very seldom,0.22417,439,2160,0.20658,0.24176
2009,66 and older,female,Seldom,0.30584,679,2160,0.28640,0.32527
2009,66 and older,female,Sometimes,0.35313,781,2160,0.33297,0.37330
2009,66 and older,female,Often,0.09864,221,2160,0.08607,0.11122
2009,66 and older,female,Very often,0.01821,40,2160,0.01257,0.02385
2010,17-29 y.,male,Very seldom,0.07341,103,1230,0.05883,0.08799
2010,17-29 y.,male,Seldom,0.28719,328,1230,0.26190,0.31249
2010,17-29 y.,male,Sometimes,0.40936,519,1230,0.38186,0.43685
2010,17-29 y.,male,Often,0.21106,249,1230,0.18825,0.23388
2010,17-29 y.,male,Very often,0.01898,31,1230,0.01135,0.02661
2010,17-29 y.,female,Very seldom,0.05461,86,1271,0.04211,0.06710
2010,17-29 y.,female,Seldom,0.20099,267,1271,0.17895,0.22303
2010,17-29 y.,female,Sometimes,0.44190,540,1271,0.41459,0.46921
2010,17-29 y.,female,Often,0.25374,316,1271,0.22981,0.27767
2010,17-29 y.,female,Very often,0.04876,62,1271,0.03692,0.06061
2010,30-45 y.,male,Very seldom,0.07664,141,1911,0.06471,0.08857
2010,30-45 y.,male,Seldom,0.22837,441,1911,0.20955,0.24720
2010,30-45 y.,male,Sometimes,0.42190,833,1911,0.39975,0.44405
2010,30-45 y.,male,Often,0.22868,415,1911,0.20984,0.24752
2010,30-45 y.,male,Very often,0.04441,81,1911,0.03517,0.05364
2010,30-45 y.,female,Very seldom,0.05761,113,2189,0.04785,0.06737
2010,30-45 y.,female,Seldom,0.20467,428,2189,0.18776,0.22157
2010,30-45 y.,female,Sometimes,0.45234,1020,2189,0.43149,0.47320
2010,30-45 y.,female,Often,0.24201,530,2189,0.22406,0.25996
2010,30-45 y.,female,Very often,0.04337,98,2189,0.03484,0.05191
2010,46-65 y.,male,Very seldom,0.09484,279,2857,0.08410,0.10559
2010,46-65 y.,male,Seldom,0.24861,733,2857,0.23276,0.26446
2010,46-65 y.,male,Sometimes,0.45154,1286,2857,0.43329,0.46979
2010,46-65 y.,male,Often,0.17694,485,2857,0.16295,0.19094
2010,46-65 y.,male,Very often,0.02806,74,2857,0.02200,0.03412
2010,46-65 y.,female,Very seldom,0.09682,308,3148,0.08649,0.10715
2010,46-65 y.,female,Seldom,0.24527,793,3148,0.23024,0.26031
2010,46-65 y.,female,Sometimes,0.47695,1489,3148,0.45950,0.49440
2010,46-65 y.,female,Often,0.15315,472,3148,0.14057,0.16573
2010,46-65 y.,female,Very often,0.02780,86,3148,0.02206,0.03354
2010,66 and older,male,Very seldom,0.18282,360,1877,0.16533,0.20031
2010,66 and older,male,Seldom,0.33091,651,1877,0.30962,0.35220
2010,66 and older,male,Sometimes,0.39021,719,1877,0.36814,0.41229
2010,66 and older,male,Often,0.08108,147,1877,0.06873,0.09344
2010,66 and older,female,Very seldom,0.19838,403,2080,0.18124,0.21553
2010,66 and older,female,Seldom,0.33141,707,2080,0.31117,0.35164
2010,66 and older,female,Sometimes,0.37546,765,2080,0.35464,0.39627
2010,66 and older,female,Often,0.07783,168,2080,0.06631,0.08935
2010,66 and older,female,Very often,0.01692,37,2080,0.01138,0.02247
2011,17-29 y.,male,Very seldom,0.08302,129,1458,0.06886,0.09719
2011,17-29 y.,male,Seldom,0.25103,344,1458,0.22876,0.27329
2011,17-29 y.,male,Sometimes,0.39224,606,1458,0.36717,0.41731
2011,17-29 y.,male,Often,0.23210,311,1458,0.21042,0.25377
2011,17-29 y.,male,Very often,0.04162,68,1458,0.03136,0.05187
2011,17-29 y.,female,Very seldom,0.05719,93,1525,0.04554,0.06885
2011,17-29 y.,female,Seldom,0.19635,314,1525,0.17641,0.21630
2011,17-29 y.,female,Sometimes,0.42609,623,1525,0.40126,0.45091
2011,17-29 y.,female,Often,0.24924,385,1525,0.22752,0.27096
