year,migback,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,Very seldom,0.10438,1772,17564,0.09986,0.10890
2007,No migration background,Seldom,0.21718,3836,17564,0.21108,0.22328
2007,No migration background,Sometimes,0.41542,7366,17564,0.40813,0.42271
2007,No migration background,Often,0.20586,3628,17564,0.19988,0.21184
2007,No migration background,Very often,0.05715,962,17564,0.05372,0.06059
2007,Direct migration background,Very seldom,0.11182,243,2112,0.09838,0.12526
2007,Direct migration background,Seldom,0.22523,515,2112,0.20741,0.24305
2007,Direct migration background,Sometimes,0.39605,825,2112,0.37519,0.41691
2007,Direct migration background,Often,0.20820,397,2112,0.19088,0.22552
2007,Direct migration background,Very often,0.05870,132,2112,0.04867,0.06873
2007,Indirect migration background,Very seldom,0.07424,60,778,0.05581,0.09268
2007,Indirect migration background,Seldom,0.16284,150,778,0.13688,0.18880
2007,Indirect migration background,Sometimes,0.43599,321,778,0.40112,0.47086
2007,Indirect migration background,Often,0.24287,176,778,0.21272,0.27302
2007,Indirect migration background,Very often,0.08406,71,778,0.06455,0.10357
2008,No migration background,Very seldom,0.10296,1669,16604,0.09834,0.10758
2008,No migration background,Seldom,0.23845,4040,16604,0.23197,0.24493
2008,No migration background,Sometimes,0.42910,7140,16604,0.42157,0.43663
2008,No migration background,Often,0.18520,3029,16604,0.17929,0.19111
2008,No migration background,Very often,0.04430,726,16604,0.04117,0.04743
2008,Direct migration background,Very seldom,0.10527,210,1897,0.09145,0.11908
2008,Direct migration background,Seldom,0.25320,487,1897,0.23362,0.27277
2008,Direct migration background,Sometimes,0.40680,780,1897,0.38469,0.42891
2008,Direct migration background,Often,0.19951,351,1897,0.18152,0.21750
2008,Direct migration background,Very often,0.03523,69,1897,0.02693,0.04352
2008,Indirect migration background,Very seldom,0.07367,62,765,0.05514,0.09219
2008,Indirect migration background,Seldom,0.23014,192,765,0.20030,0.25999
2008,Indirect migration background,Sometimes,0.41222,303,765,0.37732,0.44713
2008,Indirect migration background,Often,0.21344,153,765,0.18439,0.24250
2008,Indirect migration background,Very often,0.07052,55,765,0.05237,0.08868
2009,No migration background,Very seldom,0.10948,1671,15590,0.10457,0.11438
2009,No migration background,Seldom,0.25092,3988,15590,0.24411,0.25773
2009,No migration background,Sometimes,0.41549,6466,15590,0.40775,0.42322
2009,No migration background,Often,0.18411,2856,15590,0.17803,0.19019
2009,No migration background,Very often,0.04001,609,15590,0.03693,0.04308
2009,Direct migration background,Very seldom,0.09856,172,1652,0.08418,0.11294
2009,Direct migration background,Seldom,0.24290,439,1652,0.22222,0.26359
2009,Direct migration background,Sometimes,0.41827,664,1652,0.39448,0.44207
2009,Direct migration background,Often,0.19621,295,1652,0.17705,0.21537
2009,Direct migration background,Very often,0.04406,82,1652,0.03416,0.05395
2009,Indirect migration background,Very seldom,0.05620,46,709,0.03923,0.07316
2009,Indirect migration background,Seldom,0.23076,157,709,0.19972,0.26179
2009,Indirect migration background,Sometimes,0.40790,292,709,0.37170,0.44411
2009,Indirect migration background,Often,0.25537,172,709,0.22325,0.28749
2009,Indirect migration background,Very often,0.04977,42,709,0.03375,0.06579
2010,No migration background,Very seldom,0.11209,1570,14472,0.10695,0.11723
2010,No migration background,Seldom,0.26808,3818,14472,0.26086,0.27529
2010,No migration background,Sometimes,0.42558,6267,14472,0.41752,0.43363
2010,No migration background,Often,0.16555,2406,14472,0.15949,0.17160
