year,pgisced97,sampreg,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No answer / don't know,West,Seldom,0.21180,63,214,0.15693,0.26667
2007,No answer / don't know,West,Sometimes,0.37876,101,214,0.31362,0.44391
2007,No answer / don't know,West,Often,0.21946,50,214,0.16387,0.27504
2007,No answer / don't know,East,Sometimes,0.44366,32,32,0.26877,0.61855
2007,Pre-primary Level,West,Seldom,0.26864,67,218,0.20967,0.32762
2007,Pre-primary Level,West,Sometimes,0.37216,98,218,0.30784,0.43648
2007,Pre-primary Level,West,Often,0.19743,53,218,0.14447,0.25040
2007,Pre-primary Level,East,Sometimes,0.34111,39,39,0.19037,0.49184
2007,Primary Level,West,Seldom,0.14999,36,145,0.09167,0.20831
2007,Primary Level,West,Sometimes,0.40397,71,145,0.32382,0.48412
2007,Primary Level,West,Often,0.23483,38,145,0.16560,0.30407
2007,Lower Secondary Level,West,Very seldom,0.13411,235,1871,0.11866,0.14955
2007,Lower Secondary Level,West,Seldom,0.24352,458,1871,0.22407,0.26298
2007,Lower Secondary Level,West,Sometimes,0.38101,722,1871,0.35900,0.40302
2007,Lower Secondary Level,West,Often,0.18384,344,1871,0.16628,0.20139
2007,Lower Secondary Level,West,Very often,0.05752,112,1871,0.04696,0.06807
2007,Lower Secondary Level,East,Very seldom,0.12725,39,314,0.09033,0.16417
2007,Lower Secondary Level,East,Seldom,0.21875,78,314,0.17295,0.26455
2007,Lower Secondary Level,East,Sometimes,0.41474,130,314,0.36016,0.46932
2007,Lower Secondary Level,East,Often,0.17819,67,314,0.13579,0.22058
2007,Upper Secondary Level,West,Very seldom,0.11189,851,7669,0.10484,0.11895
2007,Upper Secondary Level,West,Seldom,0.22297,1751,7669,0.21366,0.23229
2007,Upper Secondary Level,West,Sometimes,0.40707,3101,7669,0.39607,0.41806
2007,Upper Secondary Level,West,Often,0.20507,1548,7669,0.19603,0.21411
2007,Upper Secondary Level,West,Very often,0.05300,418,7669,0.04798,0.05801
2007,Upper Secondary Level,East,Very seldom,0.08360,227,2618,0.07300,0.09421
2007,Upper Secondary Level,East,Seldom,0.20868,542,2618,0.19311,0.22425
2007,Upper Secondary Level,East,Sometimes,0.42310,1129,2618,0.40417,0.44203
2007,Upper Secondary Level,East,Often,0.22047,573,2618,0.20458,0.23635
2007,Upper Secondary Level,East,Very often,0.06415,147,2618,0.05476,0.07354
2007,Post-secondary Non-tertiary Level,West,Very seldom,0.09351,91,998,0.07544,0.11158
2007,Post-secondary Non-tertiary Level,West,Seldom,0.15534,168,998,0.13286,0.17783
2007,Post-secondary Non-tertiary Level,West,Sometimes,0.45572,425,998,0.42480,0.48663
2007,Post-secondary Non-tertiary Level,West,Often,0.24191,246,998,0.21533,0.26850
2007,Post-secondary Non-tertiary Level,West,Very often,0.05352,68,998,0.03955,0.06749
2007,Post-secondary Non-tertiary Level,East,Sometimes,0.44005,78,115,0.34892,0.53117
2007,Post-secondary Non-tertiary Level,East,Often,0.17814,37,115,0.10790,0.24838
2007,First Stage of Tertiary Education,West,Very seldom,0.09815,112,1126,0.08077,0.11554
2007,First Stage of Tertiary Education,West,Seldom,0.21238,223,1126,0.18848,0.23628
2007,First Stage of Tertiary Education,West,Sometimes,0.43944,483,1126,0.41044,0.46844
2007,First Stage of Tertiary Education,West,Often,0.18634,237,1126,0.16359,0.20910
2007,First Stage of Tertiary Education,West,Very often,0.06369,71,1126,0.04942,0.07796
2007,First Stage of Tertiary Education,East,Very seldom,0.06784,33,378,0.04246,0.09322
2007,First Stage of Tertiary Education,East,Seldom,0.20466,77,378,0.16393,0.24538
2007,First Stage of Tertiary Education,East,Sometimes,0.46391,181,378,0.41357,0.51425
2007,First Stage of Tertiary Education,East,Often,0.22585,87,378,0.18364,0.26806
2007,Second Stage of Tertiary Education,West,Very seldom,0.08744,297,3084,0.07747,0.09741
2007,Second Stage of Tertiary Education,West,Seldom,0.21420,701,3084,0.19972,0.22868
2007,Second Stage of Tertiary Education,West,Sometimes,0.43105,1341,3084,0.41357,0.44853
2007,Second Stage of Tertiary Education,West,Often,0.20811,592,3084,0.19378,0.22244
2007,Second Stage of Tertiary Education,West,Very often,0.05920,153,3084,0.05087,0.06753
2007,Second Stage of Tertiary Education,East,Very seldom,0.09156,94,1299,0.07587,0.10725
2007,Second Stage of Tertiary Education,East,Seldom,0.19108,271,1299,0.16969,0.21247
2007,Second Stage of Tertiary Education,East,Sometimes,0.41237,573,1299,0.38559,0.43915
2007,Second Stage of Tertiary Education,East,Often,0.23492,283,1299,0.21186,0.25798
2007,Second Stage of Tertiary Education,East,Very often,0.07007,78,1299,0.05618,0.08396
2008,No answer / don't know,West,Seldom,0.34790,80,209,0.28317,0.41263
2008,No answer / don't know,West,Sometimes,0.32402,84,209,0.26042,0.38762
2008,No answer / don't know,West,Often,0.16830,45,209,0.11746,0.21915
2008,No answer / don't know,East,Sometimes,0.66303,50,50,0.53068,0.79538
2008,Pre-primary Level,West,Seldom,0.26577,73,236,0.20929,0.32225
2008,Pre-primary Level,West,Sometimes,0.37056,105,236,0.30881,0.43231
2008,Pre-primary Level,West,Often,0.23024,58,236,0.17641,0.28407
2008,Pre-primary Level,East,Sometimes,0.49874,38,38,0.33763,0.65985
2008,Primary Level,West,Seldom,0.22913,44,135,0.15797,0.30029
2008,Primary Level,West,Sometimes,0.42867,59,135,0.34488,0.51247
2008,Primary Level,West,Often,0.18819,32,135,0.12201,0.25437
2008,Lower Secondary Level,West,Very seldom,0.13128,216,1702,0.11523,0.14733
2008,Lower Secondary Level,West,Seldom,0.24335,427,1702,0.22296,0.26374
2008,Lower Secondary Level,West,Sometimes,0.40629,688,1702,0.38295,0.42963
2008,Lower Secondary Level,West,Often,0.17609,297,1702,0.15799,0.19419
