year,bula_h,migback,plh0184,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2007,Schleswig-Holstein,No migration background,Very seldom,0.005452556266711019,104,19591,0.005434557821873202,0.005470554711548835
2007,Schleswig-Holstein,No migration background,Seldom,0.007355612965462817,124,19591,0.007334728256331059,0.007376497674594576
2007,Schleswig-Holstein,No migration background,Sometimes,0.014342643249267512,222,19591,0.014313582973406442,0.01437170352512858
2007,Schleswig-Holstein,No migration background,Often,0.0057342965103853736,88,19591,0.005715841535732125,0.0057527514850386225
2007,Hamburg,No migration background,Seldom,0.00335343084250926,56,19591,0.003339300996920763,0.003367560688097757
2007,Hamburg,No migration background,Sometimes,0.008449686178483126,120,19591,0.008427314435639627,0.008472057921326624
2007,Hamburg,No migration background,Often,0.0028420315598522115,48,19591,0.0028290203230541574,0.0028550427966502656
2007,Lower Saxony,No migration background,Very seldom,0.010203958161977727,163,19591,0.010179395278858763,0.010228521045096691
2007,Lower Saxony,No migration background,Seldom,0.01881200151912673,366,19591,0.018778795580035017,0.01884520745821844
2007,Lower Saxony,No migration background,Sometimes,0.03436007151752725,632,19591,0.03431555135021224,0.03440459168484226
2007,Lower Saxony,No migration background,Often,0.018734257267623865,355,19591,0.018701118701781785,0.018767395833465945
2007,Lower Saxony,No migration background,Very often,0.004269445413284221,82,19591,0.004253509432394882,0.0042853813941735605
2007,Lower Saxony,Direct migration background,Seldom,0.002596960075723384,48,19591,0.002584520942161294,0.0026093992092854736
2007,Lower Saxony,Direct migration background,Sometimes,0.003898027488601839,67,19591,0.0038827976079711577,0.003913257369232521
2007,Lower Saxony,Direct migration background,Often,0.002990690786099341,38,19591,0.002977344589632615,0.0030040369825660666
2007,Bremen,No migration background,Seldom,0.002565983261313599,33,19591,0.002553618345953649,0.0025783481766735493
2007,Bremen,No migration background,Sometimes,0.004343700852606295,57,19591,0.004327627486843175,0.004359774218369416
2007,North Rhine-Westphalia,No migration background,Very seldom,0.021660341739621412,428,19591,0.021624762256705655,0.02169592122253717
2007,North Rhine-Westphalia,No migration background,Seldom,0.04278863402365013,821,19591,0.04273916990385929,0.042838098143440966
2007,North Rhine-Westphalia,No migration background,Sometimes,0.06970097928830667,1332,19591,0.06963874168322863,0.0697632168933847
2007,North Rhine-Westphalia,No migration background,Often,0.03684405882905634,673,19591,0.036798016828246266,0.03689010082986642
2007,North Rhine-Westphalia,No migration background,Very often,0.007800957134629213,159,19591,0.0077794543107256075,0.00782245995853282
2007,North Rhine-Westphalia,Direct migration background,Very seldom,0.0037127892266738786,71,19591,0.003697924238228461,0.0037276542151192965
2007,North Rhine-Westphalia,Direct migration background,Seldom,0.00755846322897733,131,19591,0.007537294666379615,0.007579631791575045
2007,North Rhine-Westphalia,Direct migration background,Sometimes,0.01538870082162124,243,19591,0.015358615439180665,0.015418786204061815
