year,age_gr,regtyp,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,Urban regions,Very seldom,0.07041,155,2226,0.05978,0.08104
2007,17-29 y.,Urban regions,Seldom,0.19746,472,2226,0.18092,0.21400
2007,17-29 y.,Urban regions,Sometimes,0.42749,917,2226,0.40694,0.44805
2007,17-29 y.,Urban regions,Often,0.23348,530,2226,0.21590,0.25106
2007,17-29 y.,Urban regions,Very often,0.07116,152,2226,0.06048,0.08184
2007,17-29 y.,Rural regions,Very seldom,0.04636,68,1167,0.03429,0.05843
2007,17-29 y.,Rural regions,Seldom,0.20560,248,1167,0.18240,0.22879
2007,17-29 y.,Rural regions,Sometimes,0.42685,495,1167,0.39846,0.45524
2007,17-29 y.,Rural regions,Often,0.24971,284,1167,0.22487,0.27456
2007,17-29 y.,Rural regions,Very often,0.07148,72,1167,0.05669,0.08627
2007,30-45 y.,Urban regions,Very seldom,0.06778,281,3825,0.05982,0.07575
2007,30-45 y.,Urban regions,Seldom,0.17268,653,3825,0.16070,0.18466
2007,30-45 y.,Urban regions,Sometimes,0.41992,1617,3825,0.40427,0.43556
2007,30-45 y.,Urban regions,Often,0.26114,996,3825,0.24722,0.27506
2007,30-45 y.,Urban regions,Very often,0.07848,278,3825,0.06995,0.08700
2007,30-45 y.,Rural regions,Very seldom,0.05564,91,1872,0.04526,0.06603
2007,30-45 y.,Rural regions,Seldom,0.14862,282,1872,0.13251,0.16474
2007,30-45 y.,Rural regions,Sometimes,0.42770,836,1872,0.40528,0.45011
2007,30-45 y.,Rural regions,Often,0.27481,502,1872,0.25458,0.29504
2007,30-45 y.,Rural regions,Very often,0.09322,161,1872,0.08005,0.10640
2007,46-65 y.,Urban regions,Very seldom,0.09079,439,4581,0.08247,0.09911
2007,46-65 y.,Urban regions,Seldom,0.21652,1024,4581,0.20459,0.22845
2007,46-65 y.,Urban regions,Sometimes,0.41382,1939,4581,0.39956,0.42808
