year,pgisced97,regtyp,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No answer / don't know,Urban regions,Seldom,0.20523,55,191,0.14780,0.26265
2007,No answer / don't know,Urban regions,Sometimes,0.39893,90,191,0.32931,0.46856
2007,No answer / don't know,Urban regions,Often,0.22324,46,191,0.16403,0.28246
2007,No answer / don't know,Rural regions,Sometimes,0.36266,43,43,0.21726,0.50807
2007,Pre-primary Level,Urban regions,Seldom,0.22720,54,189,0.16731,0.28710
2007,Pre-primary Level,Urban regions,Sometimes,0.36935,86,189,0.30036,0.43834
2007,Pre-primary Level,Urban regions,Often,0.20554,49,189,0.14777,0.26330
2007,Pre-primary Level,Rural regions,Sometimes,0.36059,51,51,0.22750,0.49369
2007,Primary Level,Urban regions,Sometimes,0.39778,53,89,0.29551,0.50004
2007,Primary Level,Urban regions,Often,0.28820,36,89,0.19356,0.38283
2007,Lower Secondary Level,Urban regions,Very seldom,0.14193,189,1458,0.12401,0.15985
2007,Lower Secondary Level,Urban regions,Seldom,0.23716,352,1458,0.21532,0.25900
2007,Lower Secondary Level,Urban regions,Sometimes,0.37694,556,1458,0.35206,0.40183
2007,Lower Secondary Level,Urban regions,Often,0.18482,270,1458,0.16489,0.20475
2007,Lower Secondary Level,Urban regions,Very often,0.05915,91,1458,0.04704,0.07126
2007,Lower Secondary Level,Rural regions,Very seldom,0.11484,85,741,0.09186,0.13781
2007,Lower Secondary Level,Rural regions,Seldom,0.24797,184,741,0.21685,0.27908
2007,Lower Secondary Level,Rural regions,Sometimes,0.40221,296,741,0.36688,0.43754
2007,Lower Secondary Level,Rural regions,Often,0.17964,141,741,0.15198,0.20730
2007,Lower Secondary Level,Rural regions,Very often,0.05534,35,741,0.03887,0.07182
2007,Upper Secondary Level,Urban regions,Very seldom,0.11091,727,6465,0.10326,0.11857
2007,Upper Secondary Level,Urban regions,Seldom,0.22485,1459,6465,0.21467,0.23502
2007,Upper Secondary Level,Urban regions,Sometimes,0.40206,2609,6465,0.39010,0.41401
2007,Upper Secondary Level,Urban regions,Often,0.20771,1319,6465,0.19782,0.21760
2007,Upper Secondary Level,Urban regions,Very often,0.05447,351,6465,0.04894,0.06001
2007,Upper Secondary Level,Rural regions,Very seldom,0.09746,351,3822,0.08805,0.10686
2007,Upper Secondary Level,Rural regions,Seldom,0.21128,834,3822,0.19834,0.22423
2007,Upper Secondary Level,Rural regions,Sometimes,0.42556,1621,3822,0.40989,0.44124
2007,Upper Secondary Level,Rural regions,Often,0.20903,802,3822,0.19613,0.22192
2007,Upper Secondary Level,Rural regions,Very often,0.05667,214,3822,0.04934,0.06400
2007,Post-secondary Non-tertiary Level,Urban regions,Very seldom,0.09323,82,872,0.07392,0.11254
2007,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.16272,150,872,0.13821,0.18723
2007,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.45532,362,872,0.42225,0.48839
2007,Post-secondary Non-tertiary Level,Urban regions,Often,0.22678,214,872,0.19897,0.25459
2007,Post-secondary Non-tertiary Level,Urban regions,Very often,0.06196,64,872,0.04595,0.07797
2007,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.16334,48,258,0.11814,0.20853
2007,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.45032,141,258,0.38949,0.51115
2007,Post-secondary Non-tertiary Level,Rural regions,Often,0.26403,69,258,0.21013,0.31792
2007,First Stage of Tertiary Education,Urban regions,Very seldom,0.09748,93,945,0.07855,0.11640
2007,First Stage of Tertiary Education,Urban regions,Seldom,0.20957,184,945,0.18361,0.23553
2007,First Stage of Tertiary Education,Urban regions,Sometimes,0.43138,405,945,0.39979,0.46297
2007,First Stage of Tertiary Education,Urban regions,Often,0.20014,209,945,0.17461,0.22566
2007,First Stage of Tertiary Education,Urban regions,Very often,0.06144,54,945,0.04612,0.07676
2007,First Stage of Tertiary Education,Rural regions,Very seldom,0.08089,52,585,0.05877,0.10300
2007,First Stage of Tertiary Education,Rural regions,Seldom,0.21283,116,585,0.17964,0.24603
2007,First Stage of Tertiary Education,Rural regions,Sometimes,0.46923,259,585,0.42875,0.50970
2007,First Stage of Tertiary Education,Rural regions,Often,0.18506,115,585,0.15357,0.21656
2007,First Stage of Tertiary Education,Rural regions,Very often,0.05199,43,585,0.03398,0.06999
2007,Second Stage of Tertiary Education,Urban regions,Very seldom,0.08788,294,3111,0.07793,0.09783
2007,Second Stage of Tertiary Education,Urban regions,Seldom,0.21032,687,3111,0.19600,0.22464
2007,Second Stage of Tertiary Education,Urban regions,Sometimes,0.42883,1349,3111,0.41144,0.44623
2007,Second Stage of Tertiary Education,Urban regions,Often,0.21091,619,3111,0.19657,0.22525
