"plh0184","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Manchmal","2007","(Fach-)Abitur","Ostdeutschland","185","","",""
"Manchmal","2007","(Fach-)Abitur","Westdeutschland","834","0.445497364919212","0.423504947674345","0.467489782164078"
"Manchmal","2007","(noch) kein Abschluss","Ostdeutschland","48","0.363566003693957","0.270215573540389","0.456916433847526"
"Manchmal","2007","(noch) kein Abschluss","Westdeutschland","176","","",""
"Manchmal","2007","AkademikerIn","Ostdeutschland","573","0.412180549189244","0.38541296122101","0.438948137157478"
"Manchmal","2007","AkademikerIn","Westdeutschland","1341","","",""
"Manchmal","2007","Hauptschule","Ostdeutschland","480","0.376529357347436","0.349861023075511","0.403197691619361"
"Manchmal","2007","Hauptschule","Westdeutschland","2347","","",""
"Manchmal","2007","Realschule","Ostdeutschland","836","0.454083566192781","0.431234594986683","0.476932537398878"
"Manchmal","2007","Realschule","Westdeutschland","1501","","",""
"Oft","2007","(Fach-)Abitur","Ostdeutschland","86","0.184313319895483","0.145929773026955","0.222696866764011"
"Oft","2007","(Fach-)Abitur","Westdeutschland","453","0.235801851658754","0.217018409337976","0.254585293979532"
"Oft","2007","(noch) kein Abschluss","Ostdeutschland","24","","",""
"Oft","2007","(noch) kein Abschluss","Westdeutschland","90","0.206470711382401","0.169196394110785","0.243745028654017"
"Oft","2007","AkademikerIn","Ostdeutschland","283","","",""
"Oft","2007","AkademikerIn","Westdeutschland","592","0.207583536512221","0.193269434610742","0.2218976384137"
"Oft","2007","Hauptschule","Ostdeutschland","229","","",""
"Oft","2007","Hauptschule","Westdeutschland","1113","","",""
"Oft","2007","Realschule","Ostdeutschland","440","0.244645914747519","0.224918056020809","0.264373773474228"
"Oft","2007","Realschule","Westdeutschland","793","0.230558938775685","0.216729045094146","0.244388832457224"
"Sehr oft","2007","(Fach-)Abitur","Ostdeutschland","23","","",""
"Sehr oft","2007","(Fach-)Abitur","Westdeutschland","125","","",""
"Sehr oft","2007","(noch) kein Abschluss","Ostdeutschland","6","0.0873039838108251","0.0325232162075476","0.142084751414103"
"Sehr oft","2007","(noch) kein Abschluss","Westdeutschland","31","0.0768166250117401","0.0522937949479538","0.101339455075526"
"Sehr oft","2007","AkademikerIn","Ostdeutschland","78","0.0701497541240689","0.0562610061521303","0.0840385020960076"
"Sehr oft","2007","AkademikerIn","Westdeutschland","153","","",""
"Sehr oft","2007","Hauptschule","Ostdeutschland","53","0.0446027801617226","0.0332406066855809","0.0559649536378644"
"Sehr oft","2007","Hauptschule","Westdeutschland","317","0.0519032601224456","0.0463125645420869","0.0574939557028043"
"Sehr oft","2007","Realschule","Ostdeutschland","124","","",""
"Sehr oft","2007","Realschule","Westdeutschland","222","","",""
"Sehr selten","2007","(Fach-)Abitur","Ostdeutschland","24","","",""
"Sehr selten","2007","(Fach-)Abitur","Westdeutschland","176","","",""
