"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Westdeutschland","916.33","817.5","463","226","454","1202","1703","2801","866.35","966.31","0","5113","792","872"
"1984","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Westdeutschland","728.8","765","654","210","511","920","1074","1534","704.45","753.15","0","4090","767","818"
"1984","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1984","AkademikerIn","Westdeutschland","1516.82","1479","620","636","1023","1943","2454","3594","1457.68","1575.96","0","5157","1380","1534"
"1984","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1984","Hauptschule","Westdeutschland","837.88","845.5","4149","245","511","1074","1329","2297","823.22","852.54","0","10737","818","868"
"1984","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1984","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Westdeutschland","837.96","791.5","436","199","307","1125","1636","2556","786.83","889.09","0","4602","767","869"
"1985","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1985","(noch) kein Abschluss","Westdeutschland","713.61","740.5","515","169","562","920","1071","1577","687.3","739.92","31","2555","767","818"
"1985","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1985","AkademikerIn","Westdeutschland","1514.82","1475","591","614","997","1994","2481","3606","1453.96","1575.68","63","5113","1421","1534"
"1985","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1985","Hauptschule","Westdeutschland","837.82","843.5","3725","235","511","1074","1350","2103","823.31","852.33","0","6647","818","869"
"1985","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1985","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","Westdeutschland","866.45","810.5","441","228","336","1176","1585","2812","817.75","915.15","15","4193","777","869"
"1986","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","Westdeutschland","750.06","756.5","480","210","537","946","1125","1611","721.09","779.03","0","2556","767","844"
"1986","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1986","AkademikerIn","Westdeutschland","1627.02","1533.5","585","716","1085","2045","2556","3579","1563.93","1690.11","0","5624","1482","1631"
"1986","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Hauptschule","Westdeutschland","865.26","868","3565","254","534","1074","1380","2199","848.42","882.1","0","16361","859","869"
"1986","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","Westdeutschland","879.55","813","441","213","378","1143","1671","2464","828.98","930.12","36","4346","792","895"
"1987","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","Westdeutschland","764.55","789.5","469","205","511","1023","1176","1534","728.9","800.2","21","5113","767","869"
"1987","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1987","AkademikerIn","Westdeutschland","1642.76","1583.5","581","665","1074","2147","2556","4090","1575.7","1709.82","43","6033","1533","1669"
"1987","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Hauptschule","Westdeutschland","883.43","892","3532","256","562","1125","1424","2454","868.7","898.16","0","4090","869","914"
"1987","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","Westdeutschland","912.96","854","414","234","409","1227","1738","2669","854.36","971.56","0","5624","818","921"
"1988","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","Westdeutschland","820.33","866.5","413","269","614","1023","1227","1534","786.78","853.88","0","3068","818","895"
"1988","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1988","AkademikerIn","Westdeutschland","1688.8","1583","555","716","1099","2147","2556","4602","1616.69","1760.91","0","6647","1534","1738"
"1988","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Hauptschule","Westdeutschland","918.45","919","3354","256","562","1176","1483","2418","902.2","934.7","0","6647","920","920"
"1988","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","Westdeutschland","979.28","948","428","230","517","1278","1841","2812","923.68","1034.88","0","5113","879","1023"
"1989","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","Westdeutschland","814.9","851","399","225","573","1023","1278","1687","776.4","853.4","0","3066","818","920"
"1989","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1989","AkademikerIn","Westdeutschland","1777.96","1679","554","767","1176","2250","2761","4985","1696.64","1859.28","0","10226","1556","1755"
"1989","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Hauptschule","Westdeutschland","947.31","967","3260","256","614","1227","1534","2454","930.62","964","0","5113","920","971"
"1989","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","Ostdeutschland","466.88","460.5","80","271","365","562","626","920","431.67","502.09","129","920","409","511"
"1990","(Fach-)Abitur","Westdeutschland","993.2","919","424","307","548","1278","1790","2796","939.52","1046.88","51","3068","920","1023"
"1990","(noch) kein Abschluss","Ostdeutschland","357.64","221.5","6","145","145","412","772","772","114.34","600.94","145","772","",""
"1990","(noch) kein Abschluss","Westdeutschland","862.44","915","383","271","614","1125","1278","1738","824.85","900.03","0","2556","920","971"
"1990","AkademikerIn","Ostdeutschland","601.8","587","852","378","479","685","818","1329","587.87","615.73","81","2045","569","594"
"1990","AkademikerIn","Westdeutschland","1841.43","1762.5","548","782","1227","2301","2838","5113","1757.12","1925.74","0","8948","1636","1841"
"1990","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1990","Hauptschule","Westdeutschland","1003.3","1022.5","3160","281","614","1278","1615","2596","983.35","1023.25","0","10226","971","1023"
"1990","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1990","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","Ostdeutschland","595.98","560","69","364","455","716","869","1370","532.85","659.11","125","1370","522","639"
"1991","(Fach-)Abitur","Westdeutschland","1043.56","1007.5","468","245","547","1380","1841","3068","989.35","1097.77","0","4090","951","1074"
"1991","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","Westdeutschland","875.51","910","393","240","562","1176","1432","1790","833.1","917.92","28","3068","879","977"
"1991","AkademikerIn","Ostdeutschland","719.3","663","750","445","557","818","1023","1910","697.46","741.14","102","2914","649","683"
"1991","AkademikerIn","Westdeutschland","1905.94","1856.5","570","767","1278","2452","3017","5113","1820.76","1991.12","0","8896","1692","1918"
"1991","Hauptschule","Ostdeutschland","509.57","509.5","788","256","378","614","730","1125","494.62","524.52","0","2198","501","524"
"1991","Hauptschule","Westdeutschland","1040","1022.5","3189","274","614","1329","1715","2812","1020.97","1059.03","0","5624","1023","1048"
"1991","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1991","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","Ostdeutschland","824.91","760","62","450","614","950","1380","1892","738.84","910.98","161","1892","677","895"
"1992","(Fach-)Abitur","Westdeutschland","1133.6","1103.5","464","294","614","1483","1994","3579","1076.08","1191.12","77","3671","1023","1125"
"1992","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","Westdeutschland","974.19","1004.5","346","261","690","1241","1534","2139","928.34","1020.04","0","2556","946","1023"
"1992","AkademikerIn","Ostdeutschland","907.37","868","680","537","706","1061","1278","2122","879.34","935.4","0","4090","857","895"
"1992","AkademikerIn","Westdeutschland","1973.19","1940.5","576","818","1304","2556","3068","5113","1891.07","2055.31","50","8692","1790","1948"
"1992","Hauptschule","Ostdeutschland","677.56","664.5","605","366","520","807","949","1432","654.42","700.7","0","4090","644","675"
"1992","Hauptschule","Westdeutschland","1089.61","1098","3039","311","675","1432","1790","2608","1070.44","1108.78","0","5113","1074","1125"
"1992","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1992","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","Ostdeutschland","819.76","801.5","71","297","562","1021","1278","1841","725.04","914.48","202","1841","715","920"
"1993","(Fach-)Abitur","Westdeutschland","1191.82","1123.5","460","380","665","1565","2045","3323","1134.37","1249.27","46","3456","1035","1209"
"1993","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","Westdeutschland","969.6","994.5","330","306","716","1227","1467","1943","923.03","1016.17","51","2556","971","1074"
"1993","AkademikerIn","Ostdeutschland","1130.23","1072","649","624","851","1329","1636","2556","1094.62","1165.84","0","4602","1067","1125"
"1993","AkademikerIn","Westdeutschland","2131.13","2043.5","588","869","1457","2704","3221","5164","2038.98","2223.28","46","11351","1892","2079"
"1993","Hauptschule","Ostdeutschland","789.59","764.5","494","424","614","946","1161","1629","762.24","816.94","0","3119","767","818"
"1993","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1993","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1993","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","Ostdeutschland","847.98","796.5","80","307","568","1115","1278","2812","739.19","956.77","104","2812","614","988"
"1994","(Fach-)Abitur","Westdeutschland","1135.15","1073.5","460","363","614","1483","2045","3221","1077.54","1192.76","0","3323","1023","1166"
"1994","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1994","AkademikerIn","Ostdeutschland","1244.55","1172","636","639","920","1483","1841","3766","1201.33","1287.77","0","5624","1140","1227"
"1994","AkademikerIn","Westdeutschland","2100.96","2023.5","620","786","1329","2633","3323","6135","2006.36","2195.56","153","12271","1805","2045"
"1994","Hauptschule","Ostdeutschland","853.48","865.5","464","470","665","1034","1217","1534","822.86","884.1","61","3330","818","880"
"1994","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1994","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1994","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","Ostdeutschland","806.46","813","94","256","441","1066","1329","2199","713.3","899.62","72","2556","676","971"
"1995","(Fach-)Abitur","Westdeutschland","1163.77","1068.5","527","286","562","1534","2147","3323","1105.47","1222.07","0","3835","1023","1125"
"1995","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1995","AkademikerIn","Ostdeutschland","1325.7","1224.5","627","716","971","1534","1917","4039","1250.01","1401.39","0","20452","1176","1278"
"1995","AkademikerIn","Westdeutschland","2065.66","1983.5","717","765","1278","2608","3323","5113","1964.74","2166.58","0","20452","1738","1943"
"1995","Hauptschule","Ostdeutschland","865.98","868","442","444","665","1069","1262","1585","835.07","896.89","0","2096","841","920"
"1995","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1995","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1995","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","Ostdeutschland","874.82","843","97","307","460","1176","1534","2058","786.22","963.42","205","2219","765","1074"
"1996","(Fach-)Abitur","Westdeutschland","1230.19","1068.5","523","332","614","1591","2326","3286","1164.34","1296.04","51","8692","1023","1176"
"1996","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1996","AkademikerIn","Ostdeutschland","1357.66","1272","606","767","1011","1585","1994","3219","1308.14","1407.18","61","8543","1227","1321"
"1996","AkademikerIn","Westdeutschland","2132.32","1934","719","900","1380","2761","3579","5113","2052.27","2212.37","128","8254","1789","1943"
"1996","Hauptschule","Ostdeutschland","896.87","917.5","415","445","716","1079","1343","1687","862.44","931.3","36","2111","859","920"
"1996","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1996","Realschule","Ostdeutschland","966.3","970.5","982","409","716","1176","1432","2147","939.79","992.81","102","4602","920","971"
"1996","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","Ostdeutschland","895.15","873.5","99","307","562","1125","1483","1738","808.94","981.36","205","2812","854","1052"
"1997","(Fach-)Abitur","Westdeutschland","1257.71","1072.5","526","358","614","1662","2454","3579","1192.64","1322.78","25","7506","1023","1171"
"1997","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
