"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","737.93","716","869","714.57","761.29"
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","582.02","614","53","498.92","665.12"
"1984","16-34 Jahre alt","kein Migrationshintergrund ","738.69","722.68","2014","719.1","758.28"
"1984","35-65 Jahre alt","direkter Migrationshintergrund","938.87","920","1421","915.15","962.59"
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","1059.22","996.04","2743","1034.64","1083.8"
"1984","66 und älter","direkter Migrationshintergrund","","","","",""
"1984","66 und älter","indirekter Migrationshintergrund","","","","",""
"1984","66 und älter","kein Migrationshintergrund ","550.09","319","48","351.99","748.19"
"1985","16-34 Jahre alt","direkter Migrationshintergrund","727.65","752.09","730","702.8","752.5"
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","670.55","691.97","57","577.34","763.76"
"1985","16-34 Jahre alt","kein Migrationshintergrund ","733.17","741","1904","712.77","753.57"
"1985","35-65 Jahre alt","direkter Migrationshintergrund","944.17","920","1230","921.57","966.77"
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","kein Migrationshintergrund ","1079.47","1021.3","2552","1051.25","1107.69"
"1985","66 und älter","direkter Migrationshintergrund","","","","",""
"1985","66 und älter","indirekter Migrationshintergrund","","","","",""
"1985","66 und älter","kein Migrationshintergrund ","533.08","256","46","362.32","703.84"
"1986","16-34 Jahre alt","direkter Migrationshintergrund","750.33","767","695","723.87","776.79"
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","611.71","620.98","77","544.68","678.74"
"1986","16-34 Jahre alt","kein Migrationshintergrund ","759.52","767","1907","739.34","779.7"
"1986","35-65 Jahre alt","direkter Migrationshintergrund","962.33","920","1190","939.03","985.63"
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","1130.51","1023","2396","1100.65","1160.37"
"1986","66 und älter","direkter Migrationshintergrund","","","","",""
"1986","66 und älter","indirekter Migrationshintergrund","","","","",""
"1986","66 und älter","kein Migrationshintergrund ","631.49","303.74","31","348.4","914.58"
"1987","16-34 Jahre alt","direkter Migrationshintergrund","813.63","818","693","784.08","843.18"
"1987","16-34 Jahre alt","indirekter Migrationshintergrund","632.91","707.99","77","569","696.82"
"1987","16-34 Jahre alt","kein Migrationshintergrund ","779.52","767","1914","758.81","800.23"
"1987","35-65 Jahre alt","direkter Migrationshintergrund","960.46","920","1178","938.09","982.83"
"1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","kein Migrationshintergrund ","1134.64","1042","2384","1106.72","1162.56"
"1987","66 und älter","direkter Migrationshintergrund","","","","",""
"1987","66 und älter","indirekter Migrationshintergrund","","","","",""
"1987","66 und älter","kein Migrationshintergrund ","717.98","210.26","34","417.94","1018.02"
"1988","16-34 Jahre alt","direkter Migrationshintergrund","828.64","818","670","798.89","858.39"
"1988","16-34 Jahre alt","indirekter Migrationshintergrund","624.56","562","105","565.25","683.87"
"1988","16-34 Jahre alt","kein Migrationshintergrund ","812.53","818","1785","790.46","834.6"
"1988","35-65 Jahre alt","direkter Migrationshintergrund","1021.64","971","1076","995.65","1047.63"
"1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","kein Migrationshintergrund ","1167.93","1074","2301","1138.92","1196.94"
"1988","66 und älter","direkter Migrationshintergrund","","","","",""
"1988","66 und älter","indirekter Migrationshintergrund","","","","",""
"1988","66 und älter","kein Migrationshintergrund ","649.09","331.89","34","411.01","887.17"
"1989","16-34 Jahre alt","direkter Migrationshintergrund","857.07","869","642","827.81","886.33"
"1989","16-34 Jahre alt","indirekter Migrationshintergrund","608.62","540.52","119","539.32","677.92"
"1989","16-34 Jahre alt","kein Migrationshintergrund ","846.37","831.92","1822","824.06","868.68"
"1989","35-65 Jahre alt","direkter Migrationshintergrund","1067.95","1023","1057","1041.02","1094.88"
"1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1989","35-65 Jahre alt","kein Migrationshintergrund ","1224.71","1125","2186","1192.48","1256.94"
"1989","66 und älter","direkter Migrationshintergrund","","","","",""
"1989","66 und älter","indirekter Migrationshintergrund","","","","",""
"1989","66 und älter","kein Migrationshintergrund ","998.65","663.96","36","596.04","1401.26"
"1990","16-34 Jahre alt","direkter Migrationshintergrund","898.77","920","621","861.48","936.06"
"1990","16-34 Jahre alt","indirekter Migrationshintergrund","665.31","614","151","580.92","749.7"
"1990","16-34 Jahre alt","kein Migrationshintergrund ","776.93","716","3156","760.68","793.18"
"1990","35-65 Jahre alt","direkter Migrationshintergrund","1056.58","1023","1135","1025.94","1087.22"
"1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1990","35-65 Jahre alt","kein Migrationshintergrund ","1082.2","971","4076","1059.81","1104.59"
"1990","66 und älter","direkter Migrationshintergrund","","","","",""
"1990","66 und älter","indirekter Migrationshintergrund","","","","",""
"1990","66 und älter","kein Migrationshintergrund ","762","511","50","505.26","1018.74"
"1991","16-34 Jahre alt","direkter Migrationshintergrund","948.63","920","601","913.85","983.41"
"1991","16-34 Jahre alt","indirekter Migrationshintergrund","646.99","537.64","195","579.01","714.97"
"1991","16-34 Jahre alt","kein Migrationshintergrund ","856.55","808.71","2906","838.61","874.49"
"1991","35-65 Jahre alt","direkter Migrationshintergrund","1107.38","1023","1142","1077.39","1137.37"
"1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1991","35-65 Jahre alt","kein Migrationshintergrund ","1153.54","1023","3825","1129.52","1177.56"
"1991","66 und älter","direkter Migrationshintergrund","","","","",""
"1991","66 und älter","indirekter Migrationshintergrund","","","","",""
"1991","66 und älter","kein Migrationshintergrund ","629.19","448.37","35","435.3","823.08"
"1992","16-34 Jahre alt","direkter Migrationshintergrund","975.05","997","564","937.58","1012.52"
"1992","16-34 Jahre alt","indirekter Migrationshintergrund","702.17","569.47","217","630.95","773.39"
"1992","16-34 Jahre alt","kein Migrationshintergrund ","933.37","920","2643","914.97","951.77"
"1992","35-65 Jahre alt","direkter Migrationshintergrund","1183.9","1125","1055","1151.83","1215.97"
"1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1992","35-65 Jahre alt","kein Migrationshintergrund ","1264.97","1130","3622","1240.88","1289.06"
"1992","66 und älter","direkter Migrationshintergrund","","","","",""
"1992","66 und älter","indirekter Migrationshintergrund","","","","",""
"1992","66 und älter","kein Migrationshintergrund ","","","","",""
"1993","16-34 Jahre alt","direkter Migrationshintergrund","1027.64","1023","534","988.52","1066.76"
"1993","16-34 Jahre alt","indirekter Migrationshintergrund","679.26","460","269","620.12","738.4"
"1993","16-34 Jahre alt","kein Migrationshintergrund ","1013.26","1001.42","2560","991.49","1035.03"
"1993","35-65 Jahre alt","direkter Migrationshintergrund","1302.45","1176","994","1266.16","1338.74"
"1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1993","35-65 Jahre alt","kein Migrationshintergrund ","1384.76","1227","3514","1355.29","1414.23"
"1993","66 und älter","direkter Migrationshintergrund","","","","",""
"1993","66 und älter","indirekter Migrationshintergrund","","","","",""
"1993","66 und älter","kein Migrationshintergrund ","","","","",""
"1994","16-34 Jahre alt","direkter Migrationshintergrund","1110.97","1073.05","470","1063.53","1158.41"
"1994","16-34 Jahre alt","indirekter Migrationshintergrund","754.88","613.36","275","693.35","816.41"
"1994","16-34 Jahre alt","kein Migrationshintergrund ","1051.08","1023","2453","1029.96","1072.2"
"1994","35-65 Jahre alt","direkter Migrationshintergrund","1289.61","1206.21","896","1245.29","1333.93"
"1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1994","35-65 Jahre alt","kein Migrationshintergrund ","1418.35","1278","3444","1390.25","1446.45"
"1994","66 und älter","direkter Migrationshintergrund","","","","",""
"1994","66 und älter","indirekter Migrationshintergrund","","","","",""
"1994","66 und älter","kein Migrationshintergrund ","","","","",""
"1995","16-34 Jahre alt","direkter Migrationshintergrund","1069.23","1074","568","990.44","1148.02"
"1995","16-34 Jahre alt","indirekter Migrationshintergrund","723.55","614","292","659.41","787.69"
"1995","16-34 Jahre alt","kein Migrationshintergrund ","1065.9","1023","2445","1043.06","1088.74"
"1995","35-65 Jahre alt","direkter Migrationshintergrund","1327.56","1176","992","1265.53","1389.59"
"1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1995","35-65 Jahre alt","kein Migrationshintergrund ","1444.69","1278","3536","1414.66","1474.72"
"1995","66 und älter","direkter Migrationshintergrund","","","","",""
"1995","66 und älter","indirekter Migrationshintergrund","","","","",""
"1995","66 und älter","kein Migrationshintergrund ","687.13","296","30","416.41","957.85"
"1996","16-34 Jahre alt","direkter Migrationshintergrund","1042.82","1074","504","994.15","1091.49"
"1996","16-34 Jahre alt","indirekter Migrationshintergrund","914.08","815.92","297","831.31","996.85"
"1996","16-34 Jahre alt","kein Migrationshintergrund ","1122.43","1074","2336","1096.28","1148.58"
"1996","35-65 Jahre alt","direkter Migrationshintergrund","1330.13","1227","930","1289.76","1370.5"
"1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1996","35-65 Jahre alt","kein Migrationshintergrund ","1469.61","1314","3530","1441.36","1497.86"
"1996","66 und älter","direkter Migrationshintergrund","","","","",""
"1996","66 und älter","indirekter Migrationshintergrund","","","","",""
"1996","66 und älter","kein Migrationshintergrund ","715.69","350.19","33","469.52","961.86"
"1997","16-34 Jahre alt","direkter Migrationshintergrund","1056.77","1023","459","1008.14","1105.4"
"1997","16-34 Jahre alt","indirekter Migrationshintergrund","887.22","749.91","328","819.77","954.67"
"1997","16-34 Jahre alt","kein Migrationshintergrund ","1097.97","1074","2240","1074.32","1121.62"
"1997","35-65 Jahre alt","direkter Migrationshintergrund","1383.79","1278","864","1341.13","1426.45"
"1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1997","35-65 Jahre alt","kein Migrationshintergrund ","1488.22","1329","3478","1458.51","1517.93"
"1997","66 und älter","direkter Migrationshintergrund","","","","",""
"1997","66 und älter","indirekter Migrationshintergrund","","","","",""
"1997","66 und älter","kein Migrationshintergrund ","872.63","671.63","31","588.63","1156.63"
"1998","16-34 Jahre alt","direkter Migrationshintergrund","1065.56","1036.84","423","1001.4","1129.72"
"1998","16-34 Jahre alt","indirekter Migrationshintergrund","902.91","868.78","324","834.82","971"
"1998","16-34 Jahre alt","kein Migrationshintergrund ","1095.47","1074","2410","1072.2","1118.74"
"1998","35-65 Jahre alt","direkter Migrationshintergrund","1397.2","1278","857","1350.73","1443.67"
"1998","35-65 Jahre alt","indirekter Migrationshintergrund","1113.96","1153.84","33","859.38","1368.54"
"1998","35-65 Jahre alt","kein Migrationshintergrund ","1479.42","1329","4070","1453.34","1505.5"
"1998","66 und älter","direkter Migrationshintergrund","","","","",""
"1998","66 und älter","indirekter Migrationshintergrund","","","","",""
"1998","66 und älter","kein Migrationshintergrund ","715.75","433.57","36","478.26","953.24"
"1999","16-34 Jahre alt","direkter Migrationshintergrund","1080.85","1099","386","1024.4","1137.3"
"1999","16-34 Jahre alt","indirekter Migrationshintergrund","843.24","840","342","784.38","902.1"
"1999","16-34 Jahre alt","kein Migrationshintergrund ","1083.36","1048","2387","1058.86","1107.86"
"1999","35-65 Jahre alt","direkter Migrationshintergrund","1492.54","1227","799","1436.11","1548.97"
"1999","35-65 Jahre alt","indirekter Migrationshintergrund","1236.44","1227","38","1006.18","1466.7"
"1999","35-65 Jahre alt","kein Migrationshintergrund ","1492.02","1342.45","4092","1465.18","1518.86"
"1999","66 und älter","direkter Migrationshintergrund","","","","",""
"1999","66 und älter","indirekter Migrationshintergrund","","","","",""
"1999","66 und älter","kein Migrationshintergrund ","655.77","355.9","37","432.41","879.13"
"2000","16-34 Jahre alt","direkter Migrationshintergrund","1051.99","1074","563","1003.7","1100.28"
"2000","16-34 Jahre alt","indirekter Migrationshintergrund","938.6","971","426","881.34","995.86"
"2000","16-34 Jahre alt","kein Migrationshintergrund ","1093.39","1074","3712","1071.69","1115.09"
"2000","35-65 Jahre alt","direkter Migrationshintergrund","1370.63","1251.27","1239","1323.69","1417.57"
"2000","35-65 Jahre alt","indirekter Migrationshintergrund","1321.25","1227","71","1140.52","1501.98"
"2000","35-65 Jahre alt","kein Migrationshintergrund ","1513.83","1380","7741","1491.94","1535.72"
"2000","66 und älter","direkter Migrationshintergrund","","","","",""
"2000","66 und älter","indirekter Migrationshintergrund","","","","",""
"2000","66 und älter","kein Migrationshintergrund ","1061.77","491.26","84","796.55","1326.99"
"2001","16-34 Jahre alt","direkter Migrationshintergrund","994.74","1023","503","940.05","1049.43"
"2001","16-34 Jahre alt","indirekter Migrationshintergrund","1030.99","920","389","961.02","1100.96"
"2001","16-34 Jahre alt","kein Migrationshintergrund ","1099.19","1074","3246","1076.31","1122.07"
"2001","35-65 Jahre alt","direkter Migrationshintergrund","1404.01","1278","1115","1355.29","1452.73"
"2001","35-65 Jahre alt","indirekter Migrationshintergrund","1589.42","1346.07","77","1387.23","1791.61"
"2001","35-65 Jahre alt","kein Migrationshintergrund ","1535.55","1432","7211","1512.88","1558.22"
"2001","66 und älter","direkter Migrationshintergrund","","","","",""
"2001","66 und älter","indirekter Migrationshintergrund","","","","",""
"2001","66 und älter","kein Migrationshintergrund ","1055.44","480.06","81","815.33","1295.55"
"2002","16-34 Jahre alt","direkter Migrationshintergrund","1019.46","1000","438","952.96","1085.96"
"2002","16-34 Jahre alt","indirekter Migrationshintergrund","974.56","900","378","904.52","1044.6"
"2002","16-34 Jahre alt","kein Migrationshintergrund ","1107.28","1097","3133","1080.43","1134.13"
"2002","35-65 Jahre alt","direkter Migrationshintergrund","1366.32","1200","1093","1286.97","1445.67"
"2002","35-65 Jahre alt","indirekter Migrationshintergrund","1719.3","1477.13","98","1368.67","2069.93"
"2002","35-65 Jahre alt","kein Migrationshintergrund ","1608.92","1460","8224","1570.54","1647.3"
"2002","66 und älter","direkter Migrationshintergrund","","","","",""
"2002","66 und älter","indirekter Migrationshintergrund","","","","",""
"2002","66 und älter","kein Migrationshintergrund ","1209.2","503.1","125","890.38","1528.02"
"2003","16-34 Jahre alt","direkter Migrationshintergrund","1055.04","1000","386","986.79","1123.29"
"2003","16-34 Jahre alt","indirekter Migrationshintergrund","1001.12","990.27","379","870.01","1132.23"
"2003","16-34 Jahre alt","kein Migrationshintergrund ","1113.18","1100","2907","1087.77","1138.59"
"2003","35-65 Jahre alt","direkter Migrationshintergrund","1367.97","1262.52","1006","1303.22","1432.72"
"2003","35-65 Jahre alt","indirekter Migrationshintergrund","1618.25","1500","102","1360.89","1875.61"
"2003","35-65 Jahre alt","kein Migrationshintergrund ","1630.56","1500","7833","1596.08","1665.04"
"2003","66 und älter","direkter Migrationshintergrund","","","","",""
"2003","66 und älter","indirekter Migrationshintergrund","","","","",""
"2003","66 und älter","kein Migrationshintergrund ","1105.89","550.38","159","850.11","1361.67"
