year,migback,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1984,No migration background,No answer / don't know,,,,,,,,,,,,
1984,No migration background,Pre-primary Level,,,,,,,,,,,,
1984,No migration background,Primary Level,32,515.44896,406.29869,624.59923,203.10002,545.48901,721.90914,31,1227,,,
1984,No migration background,Lower Secondary Level,908,532.89528,510.61545,555.17511,235.00000,435.00000,789.61785,0,1621.54463,,,
1984,No migration background,Upper Secondary Level,2791,912.06850,892.17799,931.95900,614.00000,869.00000,1125.00000,0,1891.50000,,,
1984,No migration background,Post-secondary Non-tertiary Level,116,1072.32352,946.09953,1198.54751,711.84865,941.41348,1278.00000,51,2127.22703,,,
1984,No migration background,First Stage of Tertiary Education,419,1115.03836,1063.19787,1166.87884,771.50656,1071.90173,1483.00000,0,2550.24016,,,
1984,No migration background,Second Stage of Tertiary Education,526,1539.53136,1475.71461,1603.34810,1023.00000,1486.84177,1965.52623,0,3379.31557,,,
1984,Direct migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1984,Direct migration background,No answer / don't know,30,884.91329,745.22770,1024.59888,614.00000,869.00000,1023.00000,184,1636.50000,,,
1984,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1984,Direct migration background,Primary Level,546,780.32200,753.41933,807.22467,614.00000,767.00000,963.39070,89.91395,1487.47675,,,
1984,Direct migration background,Lower Secondary Level,693,714.17377,690.89416,737.45337,486.00000,724.51036,947.44546,26,1639.61365,,,
1984,Direct migration background,Upper Secondary Level,760,881.58158,849.14836,914.01480,614.00000,893.95279,1074.00000,0,1764.00000,,,
1984,Direct migration background,Post-secondary Non-tertiary Level,94,821.08901,761.69382,880.48421,593.63212,792.80150,1023.00000,116,1667.05182,,,
1984,Direct migration background,First Stage of Tertiary Education,32,1268.90567,811.99044,1725.82090,716.05136,1023.00000,1176.00000,199,1865.92296,,,
1984,Direct migration background,Second Stage of Tertiary Education,91,1337.27408,1176.95854,1497.58963,767.00000,1234.26153,1854.24185,123,3485.10462,,,
1984,Indirect migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1984,Indirect migration background,No answer / don't know,,,,,,,,,,,,
1984,Indirect migration background,Pre-primary Level,,,,,,,,,,,,
1984,Indirect migration background,Primary Level,,,,,,,,,,,,
1984,Indirect migration background,Lower Secondary Level,30,530.50212,377.77747,683.22678,287.88732,479.29863,716.00000,61,1358.16902,,,
1984,Indirect migration background,Upper Secondary Level,,,,,,,,,,,,
1984,Indirect migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Indirect migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Indirect migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,No migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1985,No migration background,No answer / don't know,,,,,,,,,,,,
1985,No migration background,Pre-primary Level,,,,,,,,,,,,
1985,No migration background,Primary Level,32,456.05136,360.78526,551.31746,221.52785,519.40298,679.15260,31,1074,,,
1985,No migration background,Lower Secondary Level,852,540.75693,513.32788,568.18598,230.00000,455.86854,791.02159,0,1632.55397,,,
1985,No migration background,Upper Secondary Level,2572,916.55578,892.95734,940.15421,614.00000,881.79668,1125.00000,0,1891.50000,,,
1985,No migration background,Post-secondary Non-tertiary Level,108,979.60309,863.28153,1095.92465,712.59037,905.33741,1125.00000,102,1743.61444,,,
1985,No migration background,First Stage of Tertiary Education,393,1130.94794,1076.31001,1185.58586,798.35111,1074.00000,1483.00000,0,2509.97333,,,
1985,No migration background,Second Stage of Tertiary Education,509,1529.04626,1465.03515,1593.05737,1023.00000,1483.00000,1994.00000,60,3450.50000,,,
1985,Direct migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1985,Direct migration background,No answer / don't know,35,937.42315,798.05980,1076.78651,760.41385,869.00000,1004.43283,394.38539,1370.46130,,,
1985,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1985,Direct migration background,Primary Level,427,815.78276,787.06914,844.49637,665.00000,818.00000,971.00000,206.00000,1430.00000,,,
1985,Direct migration background,Lower Secondary Level,604,704.15370,679.02858,729.27882,500.04788,742.43738,920.00000,0,1534,,,
1985,Direct migration background,Upper Secondary Level,668,886.64042,852.91332,920.36752,613.13052,869.00000,1077.97945,0,1775.25286,,,
1985,Direct migration background,Post-secondary Non-tertiary Level,79,882.55671,769.68354,995.42989,639.09514,825.56995,1023.00000,169,1598.85728,,,
1985,Direct migration background,First Stage of Tertiary Education,31,952.89978,752.51952,1153.28005,509.20487,980.62861,1246.41881,0,2045,,,
